Table 8,,,,,,,,,,,
WISCONSIN,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2007",,,,,,,,,,,
City,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1
Wauwatosa,44463.0,96.0,0.0,6.0,70.0,20.0,2027.0,289.0,1612.0,126.0,0.0
West Allis,58366.0,220.0,2.0,9.0,91.0,118.0,3062.0,584.0,2290.0,188.0,20.0
West Bend,30070.0,27.0,0.0,3.0,2.0,22.0,767.0,57.0,695.0,15.0,3.0
Westby,2166.0,1.0,0.0,1.0,0.0,0.0,25.0,4.0,19.0,2.0,0.0
West Milwaukee,3977.0,31.0,0.0,1.0,18.0,12.0,439.0,50.0,352.0,37.0,0.0
West Salem,4725.0,7.0,0.0,0.0,0.0,7.0,99.0,6.0,92.0,1.0,0.0
Whitefish Bay,13450.0,5.0,0.0,0.0,4.0,1.0,190.0,20.0,165.0,5.0,0.0
Whitehall,1620.0,2.0,0.0,2.0,0.0,0.0,44.0,4.0,39.0,1.0,0.0
Whitewater,14147.0,19.0,0.0,9.0,1.0,9.0,317.0,74.0,240.0,3.0,1.0
Williams Bay,2687.0,0.0,0.0,0.0,0.0,0.0,80.0,8.0,70.0,2.0,0.0
Winneconne,2490.0,2.0,0.0,0.0,0.0,2.0,10.0,7.0,2.0,1.0,0.0
Wisconsin Dells,2538.0,21.0,0.0,6.0,1.0,14.0,378.0,66.0,304.0,8.0,1.0
Wisconsin Rapids,17633.0,14.0,0.0,5.0,4.0,5.0,899.0,142.0,727.0,30.0,2.0
Woodruff,2036.0,4.0,0.0,0.0,0.0,4.0,45.0,6.0,37.0,2.0,0.0
1 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,,,,,,,,,,,
