ID_AWARD,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE
7619700,SIA Santa Monica Networks,,Kuršu iela 24,Rīga,1006,LV
7619705,VAS “Latvijas Valsts radio un televīzijas centrs”,,Ērgļu iela 7,Rīga,1395,LV
7623271,UAB „Alna Software“,,A. Goštauto g. 40B,Vilniaus m.; Vilniaus m. sav.,,LT
7624801,Nortal AS,,Lõõtsa 6,Tallinn,11415,EE
7627901,Aktsiaselts Fujitsu Estonia,,Mustamäe tee 16,Tallinn,10617,EE
7628200,UAB Baip,,Juozapavičiaus g. 6/2,Vilnius,09310,LT
7628251,SIA “Mikrokods”,,Brīvības gatve 224,Rīga,1039,LV
7630413,SIA “Uniso”,,Valdlauči 1-40,Ķekavas novads,1076,LV
7635659,AS CGI Eesti,,A. H. Tammsaare tee 47,Tallinn,11316,EE
7635660,Aktsiaselts Datel,,Endla tn 4,Tallinn,10142,EE
7635661,Aktsiaselts Sertifitseerimiskeskus,,Pärnu mnt 141,Tallinn,11314,EE
7637457,UAB „Affecto Lietuva“,,Gynėjų g. 4,Vilnius,01109,LT
7637458,Uždaroji akcinė bendrovė „Stekas“,,Lvovo g. 38A,Vilnius,09307,LT
7637510,SIA Datakom,,Vienības gatve 109,Rīga,1058,LV
7637510,SIA Datakom,,Vienības gatve 109,Rīga,1058,LV
7637613,Uždaroji akcinė bendrovė „Dizaino kryptis“,,Laisvės pr. 88,Vilnius,06125,LT
7637650,SIA “DPA”,,Elizabetes iela 75,Rīga,1050,LV
7640234,Aktsiaselts Datel,,Endla tn 4,Tallinn,10142,EE
7640239,SIA “MS-IDI”,,Maskavas iela 22,Rēzekne,4604,LV
7642555,Ingenious IT; UAB,,Ozo g. 10A,Vilnius,08200,LT
7642743,,,,,,
7644252,UAB „Mokymosi instrumentai“,,Architektų g. 67-9,Vilnius,04217,LT
7644255,Uždaroji akcinė bendrovė „NEVDA“,,Savanorių pr. 178,Vilniaus m.; 2009 Vilniaus m. sav.,03154,LT
7644263,UAB „SOLO SYSTEMS“,,Gedimino pr. 28/2-709,Vilnius,01104,LT
7646625,Uždaroji akcinė bendrovė „BLUE BRIDGE“,,J. Jasinskio g. 16A,LT-03163 Vilnius,,LT
7646630,Uždaroji akcinė bendrovė „Blue Bridge“,,J. Jasinskio g. 16A,LT-01112 Vilnius,03163,LT
7646647,SIA “DIVI grupa”,,Avotu iela 40-33,Rīga,1009,LV
7651234,Piegādātāju apvienība; kas sastāv no SIA “KleinTech Software” un SIA “KleinTech Services”,,Elijas iela 17-8,Rīga,1050,LV
7651532,UAB „Asseco Lietuva“,,Kalvarijų g. 125,Vilnius,08221,LT
7653163,Uždaroji akcinė bendrovė „Blue Bridge“,,J. Jasinskio g. 16,Vilnius,01112,LT
7653269,Blue Bridge Code; UAB,,J. Jasinskio g. 16A,Vilnius,03163,LT
7654675,SIA “Lattelecom”,,Dzirnavu iela 105,Rīga,1011,LV
7657612,TEO LT; AB,,Lvovo g. 25,Vilniaus m.,03501,LT
7657623,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV
7657623,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV
7657624,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV
7657624,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV
7657625,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV
7657625,AS Exigen Services Latvia,,Jāņa Dāliņa iela 15,Rīga,1013,LV
7661411,UAB „Elhic“ (Ūkio subjektų grupė: UAB „Elhic“ ir UAB „Dts solutions“),,Gabijos g. 2-29,Vilnius,12103,LT
7665429,Nortal AS,,Lõõtsa 6,Tallinn,11415,EE
7665430,Aktsiaselts Andmevara,,Pärnu mnt 158,Tallinn,11317,EE
7665431,BitWeb OÜ,,Lai tn 6,Tartu,51005,EE
7665474,UAB „Affecto Lietuva“,,Gynėjų g. 4,Vilnius,01109,LT
7665475,UAB ATEA,,J. Rutkausko g. 6,Vilnius,05132,LT
7668726,Uždaroji akcinė bendrovė „NRD“,,Žygimantų g. 11-5,Vilnius,01102,LT
7669014,Oracle East Central Europe Limited Filiāle Latvijā,,Krišjāņa Valdemāra iela 21,Rīga,1010,LV
7669015,,,,,,
7719360,Uždaroji akcinė bendrovė „NEVDA“,,Savanorių pr. 178,Vilniaus m.; 2009 Vilniaus m. sav.,03154,LT
7719379,UAB „DocLogix“,,J. Galvydžio g. 3,Vilniaus m.; Vilniaus m. sav.,08236,LT
7719385,Ingenious IT; UAB,,Ozo g. 10A,Vilnius,08200,LT
7719386,Ingenious IT; UAB,,Ozo g. 10A,Vilnius,08200,LT
7673507,RIX Technologies AS,,Blaumaņa iela 5A-3,Rīga,1011,LV
7673526,Microsoft Estonia OÜ,,Rävala pst 5,Tallinn,10143,EE
7673527,Aktsiaselts Helmes,,Lõõtsa 6,Tallinn,11415,EE
7675026,Uždaroji akcinė bendrovė „Telekomunikaciniai projektai“,,P. Smuglevičiaus g. 21,Vilnius,08311,LT
7675054,UAB „Elsis PRO“,,Baltupio g. 14,Vilnius,08303,LT
7677201,UAB InnoForce,,Žygio 97,Vilnius,08236,LT
7677202,Oracle East Central Europe Limited filiāle Latvijā,,Kr. Valdemāra iela 21,Rīga,1010,LV
7682536,Osaühing Affecto Estonia,,Toompuiestee 35,Tallinn,10133,EE
7682537,AS Finestmedia,,Pärnu mnt 139,Tallinn,11317,EE
7682538,Osaühing Resta,,Ülikooli 6a,Tartu,51003,EE
7682539,Aktsiaselts Datel,,Endla tn 4,Tallinn,10142,EE
7682540,Osaühing Affecto Estonia,,Toompuiestee 35,Tallinn,10133,EE
7682632,SIA Stallion,,Mežciema iela 52-15,Rīga,1079,LV
7684938,Aktsiaselts SPIN TEK,,Regati pst 1-4,Tallinn,11911,EE
7687632,UAB „Alna Business Solutions“,,A. Domaševičiaus g. 9,Vilniaus m.; Vilniaus m. sav.,01113,LT
7687633,Visma Consulting A/S,,Nørgaardsvej 32,Kongens Lyngby,,DK
7687634,Visma Consulting A/S,,Nørgaardsvej 32,Kongens Lyngby,,DK
7687720,UAB „EIT Sprendimai“,,J. Rutkausko g. 6,Vilnius,05132,LT
7687721,UAB InnoForce,,Žygio g. 97,Vilnius,08236,LT
7687730,UAB „Alna Business Solutions“ (Jungtinė veikla su AS Helmes),,A. Domaševičiaus g. 9,Vilniaus m.; Vilniaus m. sav.,01113,LT
7695837,REGIO OÜ,,Filosoofi tn 16,Tartu,50108,EE
7695850,Uždaroji akcinė bendrovė „Santa Monica Networks“,,Šeiminiškių g. 3,Vilnius,,LT
7701703,Aktsiaselts Datel,,Endla tn 4,Tallinn,10142,EE
7701705,UAB „Asseco Lietuva“,,Kalvarijų g. 125,Vilnius,0822,LT
7701706,UAB „INSOFT“,,Ozo g. 10A,Vilnius,08200,LT
7703601,UAB „Proact Lietuva“,,J. Jasinskio g. 16A,Vilnius,03163,LT
7703605,UAB „Proit“ (Sutartis sudaryta su ūkio subjektų grupe; kurią sudaro UAB „Proit“ ir UAB „Bull Baltija“),,Gelvonų g. 59-17,Vilnius,,LT
7703693,UAB „LABBIS“,,Žalgirio g. 92,Vilnius,09303,LT
7703699,AS RIX Technologies,,Blaumaņa iela 5A-3,Rīga,1011,LV
7703702,SIA “Autentica”,,Ūnijas iela 39A,Rīga,1039,LV
7703703,SIA White Digital,,Riekstu iela 17-31,Rīga,1054,LV
7708310,Oracle East Central Europe Limited Filiāle Latvijā,,Krišjāņa Valdemāra iela 21,Rīga,1010,LV
7710377,Ingenious IT; UAB (UAB „Ingenious IT“ jungtinės veiklos sutarties pagrindu kartu su UAB „Elsis PRO“),,Ozo g. 10A,Vilnius,08200,LT
7710386,Valstybės įmonė „Infostruktūra“,,Pilies g. 23/15,Vilnius,01123,LT
7710387,TEO LT; AB,,Lvovo g. 25,Vilnius,03501,LT
7723594,Sabiedrība ar ierobežotu atbildību “BMS Tehnoloģija”,,Raunas iela 5,Rīga,1039,LV
7725906,SIA “ZZ Dats”,,Elizabetes iela 41/43,Rīga,1010,LV
7725922,Oracle East Central Europe Limited Filiāle Latvijā,,Krišjāņa Valdemāra iela 21,Rīga,1010,LV
7728211,Uždaroji akcinė bendrovė „Santa Monica Networks“,,Šeiminiškių g. 3,Vilnius,,LT
7728253,SIA “Ernst & Young Baltic”,,Muitas iela 1A,Rīga,1010,LV
7729561,Osaühing Icefire,,Pärnu mnt 102 C,Tallinn,11312,EE
7729595,Oracle East Central Europe Limited filiāle Latvijā,,Krišjāņa Valdemāra iela 21,Rīga,1010,LV
7729717,SIA “Triple Bounce”,,Tērbatas iela 49/51-9,Rīga,1011,LV
7729718,SIA “MMS Communications Latvia” filiāle “Publicis Riga”,,Alberta iela 12-7,Rīga,1010,LV
7729719,SIA “MLTPLY”,,Čiekurkalna 1. līnija 84,Rīga,1026,LV
7729720,,,,,,
7729721,,,,,,
7729722,,,,,,
7731385,UAB BAIP,,A. Juozapavičiaus g. 6,Vilnius,,LT
7731420,Jungtinės veiklos partnerių grupė UAB „Alna Software“ ir UAB „Santa Monica Networks“,,A. Goštauto g. 40B,Vilnius,03163,LT
7734053,UAB „Alna Business Solutions“ (Jungtinė veikla su užsienio įmone SIA Lattelekom Technology.),,A. Domaševičiaus g. 9,Vilniaus m.; Vilniaus m. sav.,01113,LT
7736435,SIA “Envirotech”,,Mūkusalas iela 42A,Rīga,1004,LV
7738257,Uždaroji akcinė bendrovė „Baltijos arsenalas“,,Puodžių g. 2-2,Kaunas,44288,LT
7738258,UAB „Undita“,,Vaisių g. 52,Kauno m.; Kauno m. sav.,44181,LT
7738611,,,,,,
7742780,Eworx SA,00424460100,Jean Moreas Street 66,Athens,152 31,GR
7742781,UAB Amidus,301735739,Siaures Avenue 25–14,Kaunas,49194,LT
7744932,Osaühing MS Ärisüsteemid,,Lõõtsa 2,Tallinn,11415,EE
7744933,Osaühing MS Ärisüsteemid,,Lõõtsa 2,Tallinn,11415,EE
7746821,SIA ABC Software,,Turaidas 10,Rīga,1039,LV
7746821,SIA ABC Software,,Turaidas 10,Rīga,1039,LV
7749150,Osaühing Creatum,,Endla 69/Keemia 4,Tallinn,10615,EE
7753374,Aktsiaselts Fujitsu Estonia,,Mustamäe tee 16,Tallinn,10617,EE
7753412,Nortal UAB,,B. Radvilaitės g. 1,Vilnius,01124,LT
7753742,ICF Consulting Services Limited,4161656,33 Cannon Street,London,,UK
7753742,ICF Consulting Services Limited,4161656,33 Cannon Street,London,,UK
7753743,ICF Consulting Services Limited,4161656,33 Cannon Street,London,,UK
7753743,ICF Consulting Services Limited,4161656,33 Cannon Street,London,,UK
7756490,UAB „INSOFT“,,Ozo g. 10A,Vilnius,,LT
7756492,SIA “Lattelecom”,,Dzirnavu iela 105,Rīga,1011,LV
7756505,UAB ATEA,,Savanorių pr. 178A,Kaunas,50201,LT
7756507,AS Finestmedia,,Pärnu mnt 139,Tallinn,11317,EE
7756555,Osaühing Icefire,,Pärnu mnt 102 C,Tallinn,11312,EE
7756574,„Tieto Lietuva“; UAB,,Žirmūnų 139A,Vilnius,09120,LT
7756592,UAB „Asseco Lietuva“ (Jungtinės veiklos grupė UAB „Asseco Lietuva“; UAB „Insoft“ ir UAB „Leksinova“),,Kalvarijų g. 125,Vilnius,08221,LT
7760989,Uždaroji akcinė bendrovė „Dizaino kryptis“,,Laisvės pr. 88,Vilnius,,LT
7767694,UAB ATEA,,J. Rutkausko g. 6,Vilnius,05132,LT
7767798,Blue Bridge Code; UAB,,J. Jasinskio 16A,Vilnius,,LT
7767799,,,,,,
7772609,SIA “Lightsoft solutions”,,Zemgales iela 40,Jūrmala,2008,LV
7772657,Uždaroji akcinė bendrovė „Nevda“,,Savanorių pr. 178,Vilniaus m.,2009,LT
7775202,Microsoft Estonia OÜ,,Rävala pst 5,Tallinn,10143,EE
