id,codeserc,tipologia,nome,indirizzo,cap,citta,provincia,stelle,email,url,lt,lg,telefono
4135,052002ALL0006,Alloggi Privati,Pieve Dei Preti,"STRADA DELLA PIEVE DEI PRETI, 6",53041,Asciano,SI,0,massimilianougolini@gmail.com,,43.23,11.5,+39 0577 716114
5422,052002CAV0001,Case per Vacanze,Bolsinina Bassa,"LOC. BOLSININA BASSA, 27",53041,Asciano,SI,0,bolsinina@bolsinina.com,www.bolsinina.com,43.23,11.5,+39 0577 718477
5426,052002CAV0006,Case per Vacanze,Casa Vacanze Il Fornacino,LOC. IL FORNACINO,53041,Asciano,SI,0,info@ilcasolare.net,,43.23,11.5,+39 0577 719487
5427,052002CAV0007,Case per Vacanze,Casa Vacanze S. Caterina 1,"VIA LAURETANA, 41 - LOC. S CATERINA",53041,Asciano,SI,0,info@casavacanzescaterina.com,www.casavacanzescaterina.com,43.23,11.5,+39 333 6408389
5428,052002CAV0008,Case per Vacanze,Casa Vacanze S. Caterina Ii,"VIA LAURETANA, 41 - LOC. S CATERINA",53041,Asciano,SI,0,info@casavacanzescaterina.com,www.casavacanzescaterina.com,43.23,11.5,+39 347 1835368
5429,052002CAV0009,Case per Vacanze,Ferranesi,"VIA DELLE FERRANESI, 9",53041,Asciano,SI,0,info@ferranesi.com,www.ferranesi.com,43.23,11.5,+39 003234540892
5431,052002CAV0012,Case per Vacanze,Podere Pisanella,"PODERE PISANELLA - CHIUSURE, 67",53041,Asciano,SI,0,robmen@tele2.it,www.pisanella.it,43.23,11.5,+39 0577 707020
5751,052002REP0001,Residenze d'Epoca,Residenza D'epoca Relais Tenuta Palazzaccio,S.P. 451 - LOC. PALAZZACCIO,53041,Asciano,SI,0,info@palazzaccio.it,www.palazzaccio.it,43.23,11.5,+39 0577 718600
4367,052002AAT0041,Agriturismi,Podere Fornaci,LOC. PODERE FORNACI - LOC. MONTE SANTE MARIE-PODERE FORNACI,53041,Asciano,SI,2,info@poderefornaci.it,www.poderefornaci.it,43.23,11.5,+39 0577 718744
3127,052002ALB0005,Alberghi - Hotel,Relais Castello Di Leonina,"STRADA DI LEONINA, 5 - LOC. LEONINA",53041,Asciano,SI,2,c.leonina.prenotazioni@medeahotels.com,www.castelloleonina.com,43.23,11.5,+39 0577 716088
5430,052002CAV0010,Case per Vacanze,Podere Finerri,"LOC. FINERRI, 7",53041,Asciano,SI,0,info@thelazyolive.it,www.thelazyolive.it,43.23,11.5,+39 0577 704475
4872,052017AAT0012,Agriturismi,Villa  Giuncheto,LOC. LOC. GIUNCHETO,53014,Monteroni d'Arbia,SI,1,enniopolito@virgilio.it,,43.23,11.42,+39 333 6029042
4875,052017AAT0016,Agriturismi,Agriturismo Pociano,"STRADA RADI-VESCOVADO, 1863/C - LOC. POD POCIANO",53014,Monteroni d'Arbia,SI,2,info@pociano.it,www.pociano.it,43.23,11.42,+39 0577 373264
14405,052017AAT0032,Agriturismi,Agriturismo Sant'alfredo,"LAURETANA, 2036/A - LOC. PODERE SANT'ALFREDO",53014,Monteroni d'Arbia,SI,1,info@agriturismosantalfredo.it,,43.23,11.42,+39 0577 375248
16769,052017AAT0034,Agriturismi,Villa Sant'alberto,LOC. LOC. SANT'ALBERTO,53014,Monteroni d'Arbia,SI,1,alessandro@ghn.it,,43.23,11.42,+39 0577 374609
19049,052017AAT0036,Agriturismi,Castello Di Saltemnano,"VIA TRAVERSA DEL MAGISTRATO, 302 - LOC. LOC. SALTEMNANO - FRAZ. PONTE D'ARBIA",53014,Monteroni d'Arbia,SI,1,info@saltemnano.it,www.saltemnano.it,43.23,11.42,+39 0577 370073
18930,052017AFR0010,Affittacamere,B & B Villa Corsanello,"STRADA DI RADI - LOC. VILLA DI CORSANO, 3978/0",53014,Monteroni d'Arbia,SI,0,info@corsanello.it,www.corsanello.it,43.23,11.42,+39 0577 375092
19001,052017REP0004,Residenze d'Epoca,Castello Di San Fabiano,DI SAN MARTINO 1000A - LOC. SAN FABIANO,53014,Monteroni d'Arbia,SI,0,info@sanfabianosiena.com,www.sanfabianosiena.com,43.23,11.42,+39 0577 374682
3761,052017AFR0002,Affittacamere,Monaci Mario,"VIA ROMA, 229",53014,Monteroni d'Arbia,SI,0,m.affittacamere@virgilio.it,,43.23,11.42,+39 0577 375105
5570,052017CAV0001,Case per Vacanze,Case Vacanza Monaci,"VIA ROMA, 229",53014,Monteroni d'Arbia,SI,0,m.affittacamere@virgilio.it,,43.23,11.42,+39 0577 375105
4881,052017AAT0022,Agriturismi,La Roverella,"VIA CORSANO- GROTTI, 7 B",53014,Monteroni d'Arbia,SI,2,gramach@virgilio.it,,43.23,11.34,+39 0577 377198
4870,052017AAT0010,Agriturismi,Az.Agr. Poggiarello-bellavista,STRADA RADI CORSANO 2778 - FRAZ. VILLE DI CORSANO,53010,Monteroni d'Arbia,SI,2,mc@cloke.co,www.agriturismoandreini.it,43.23,11.42,+39 0577 377117
4877,052017AAT0018,Agriturismi,Priori Leonardo,"VIA DI VILLACANINA, 1202 - LOC. ARBIOLA",53014,Monteroni d'Arbia,SI,1,leonardopriori@libero.it,www.agriturismopriori.it,43.23,11.42,+39 0577 385288
16962,052017CAV0004,Case per Vacanze,San Giovanni In Poggio,"VIA DI SAN MARTINO, 2775/B",53014,Monteroni d'Arbia,SI,0,info@sangiovanniinpoggio.com,,43.23,11.42,+39 335 8107326
4865,052017AAT0005,Agriturismi,Az. Agr. Fattoria Di Corsano,STRADA RADI-VILLE DI CORSANO,53010,Monteroni d'Arbia,SI,3,info@fattoriadicorsano.com,www.fattoriadicorsano.com,43.23,11.42,+39 0577 377119
5763,052017REP0002,Residenze d'Epoca,Tenuta Di Corsano,STRADA DI RADI - FRAZ. VILLE DI CORSANO,53010,Monteroni d'Arbia,SI,0,info@fattoriadicorsano.com,,43.23,11.42,+39 0577 377184
6675,051017AAT0047,Agriturismi,Il Casone,C.S. 105 - Montecchio - ,52044,Cortona,AR,1,rosy.ilcasone@yahoo.it,,43.23,11.93,0575 67506
16886,051017AFR0013,Affittacamere,B&b Poggio Sant' Angelo,"S. P. Manzano, 42/44 - C.S. Farneta - ",52044,Cortona,AR,0,info@poggiosantangelo.it,www.poggiosantangelo.it,43.23,11.89,0575 610365
7393,051017CAV0012,Case per Vacanze,Fattoria Borgonuovo,"C.S. Farneta, 320 - Farneta - ",52044,Cortona,AR,0,info@fattoriaborgonuovo.it,www.fattoriaborgonuovo.it,43.23,11.89,0575 610025
4109,052033AFR0005,Affittacamere,Podere Mencoini-bed And Breakfast,PODERE MENCOINI - FRAZ. SCROFIANO,53048,Sinalunga,SI,0,info@mencoini.it,www.mencoini.it,43.23,11.72,+39 0577 660132
5785,052033REP0001,Residenze d'Epoca,Residenza Del Borgo,"PIAZZA BARTALINI, 26 - LOC. SCROFIANO",53048,Sinalunga,SI,0,info@residenzadelborgo.it,www.residenzadelborgo.it,43.23,11.72,+39 0577 660030
4113,052033AFR0011,Affittacamere,Relais Il Vallone,"LOC. IL VALLONE, 136 - FRAZ. SCROFIANO",53048,Sinalunga,SI,0,info@relaisvallone.com,www.relaisvallone.com,43.23,11.72,+39 0577 661029
6737,051017AAT0075,Agriturismi,Podere Ossaia," - C.S. Ossaia, 59 - ",52040,Cortona,AR,2,podereossaia@libero.it,www.podereossaia.com,43.23,12.0,0575 67671
5073,052025AAT0007,Agriturismi,Az.Agr.Bellavista,"LOC. BELLAVISTA, 18 - FRAZ. BELFORTE",53030,Radicondoli,SI,1,studioquercini@virgilio.it,www.agribellavista.it,43.23,11.06,+39 0577 793051
5077,052025AAT0014,Agriturismi,Az. Agr. La Ripa,"PODERE LA RIPA, 10 - FRAZ. BELFORTE",53030,Radicondoli,SI,1,grazianocheri@alice.it,www.agriturismolaripa.it,43.23,11.06,+39 0577 793181
3125,052002ALB0001,Alberghi - Hotel,Il Bersagliere,"VIA ROMA, 41",53041,Asciano,SI,2,info@bersagliere.net,www.bersagliere.net,43.23,11.56,+39 0577 718629
4352,052002AAT0026,Agriturismi,Il Piano,"STRADA DEL PIANO, 9",53044,Asciano,SI,1,fattoriailpiano@hotmail.com,,43.23,11.56,+39 0577 719077
4353,052002AAT0027,Agriturismi,Monte Oliveto Maggiore,"VIA DELLE PIAZZE, 14 - FRAZ. CHIUSURE",53020,Asciano,SI,1,agritur@agricolamonteoliveto.com,,43.23,11.56,+39 0577707647 0577707269
4359,052002AAT0033,Agriturismi,Agriturismo Il Poderino,"LOC. LOC. S. VITTORIO, 140",53041,Asciano,SI,2,info@poderinodiasciano.it,www.poderinodiasciano.it,43.23,11.56,+39 0577 718073
17148,052002AAT0048,Agriturismi,Podere Aurora,"VIA STRADA DI SALTEANO, 13 - LOC. LOC. SALTEANO - FRAZ. PODERE AURORA",53041,Asciano,SI,2,podereaurora@tiscali.it,,43.23,11.56,+39 0577 374809
17843,052002AAT0050,Agriturismi,Il Poderuccio,LOC. LOC. PODERUCCIO,53041,Asciano,SI,1,albert.chantre@gmail.com,,43.23,11.56,+39 0577 717031
17390,052002AFR0014,Affittacamere,Locanda Amor Divino,"VIA CORSO MATTEOTTI, 128",53041,Asciano,SI,0,infoamordivino@gmail.com,,43.23,11.56,+39 0577 1656607
18512,049006AAT0225,Agriturismi,Donna Olimpia 1898,"LOC. MIGLIARINI, 142 - - BOLGHERI",57022,Castagneto Carducci,LI,2,info@donnaolimpia1898.it,www.donnaolimpia1898.it,43.23,10.62,0565 749717
18646,049006AAT0228,Agriturismi,Tenuta Di Vaira Di Vincenzo Vaira,"VIA BOLGHERESE, 275/B - MAGAZZINO - BOLGHERI",57022,Castagneto Carducci,LI,1,info@vincenzodivaira.it,www.vincenzodivaira.it,43.23,10.62,0565 763581
19126,049006AAT0230,Agriturismi,Le Ferruggini,"LOC. FERRUGGINI, 156 - - BOLGHERI",57022,Castagneto Carducci,LI,2,info@ferruggini.it,www.ferruggini.it,43.23,10.62,0565 749802
19537,049006AAT0236,Agriturismi,Caccia Al Piano,BOLGHERESE 281 - CACCIA AL PIANO - BOLGHERI,57022,Castagneto Carducci,LI,2,caccialpiano@virgilio.it,www.aziendafuselli.it,43.23,10.62,0565 763203
196,049006AFR0032,Affittacamere,Strada Giulia,"STRADA GIULIA, 16",57024,Castagneto Carducci,LI,0,info@stradagiuliabolgheri.it,www.stradagiuliabolgheri.it,43.23,10.62,3396630171
3129,052002ALB0007,Alberghi - Hotel,Hotel La Pace,"VIA ROMA, 1",53041,Asciano,SI,3,info@hotellapace.net,www.hotellapace.net,43.23,11.56,+39 0577 718629
4329,052002AAT0001,Agriturismi,Az.Agr. Mocine,LOC. LOC. MOCINE,53041,Asciano,SI,2,valerio@mocine.it,,43.23,11.56,+39 0577 707075
4349,052002AAT0023,Agriturismi,Agriturismo Staffolino,PODERE STAFFOLINO - LOC. STAFFOLI - FRAZ. ARBIA SCALO,53041,Asciano,SI,1,sabinangel@libero.it,www.agriturismostaffolisiena.it,43.23,11.56,+39 0577 280076
4356,052002AAT0030,Agriturismi,Poggio D'arno,LOC. POGGIO D'ARNO,53041,Asciano,SI,2,info@poggiodarno.it,www.poggiodarno.it,43.23,11.56,+39 393 4505872
4369,052002AAT0043,Agriturismi,Sant Arcangelo Di Lanini Edoardo,LOC. FONTANELLE - SANT' ARCANGELO,53041,Asciano,SI,1,,,43.23,11.56,+39 0577 716010
18911,052002AAT0054,Agriturismi,Il Poggio,VIA LAURETANA KM. 14.9,53041,Asciano,SI,1,az.agricolailpoggio@gmail.com,,43.23,11.56,+39 0577 717179
18601,052002AFR0015,Affittacamere,B & B Le Crete,"LOC. LOC. MEZZAVIA, 17",53041,Asciano,SI,0,info@lecretevacanze.it,,43.23,11.56,+39 3487326602
18558,052002ALL0010,Alloggi Privati,San Ripoli,"VIA SAN RIPOLI, 30",53041,Asciano,SI,0,giuseppe_signorile@fastwebnet.it,,43.23,11.56,+39 0577 1742217
18610,052002ALL0011,Alloggi Privati,B & B Arnano,LOC. PODERE ARNANO,53041,Asciano,SI,0,,,43.23,11.56,+39 0577 704232
345,049006AAT0001,Agriturismi,Castello Di Bolgheri,"VIA LAURETTA, 7 - BOLGHERI",57022,Castagneto Carducci,LI,2,agriturismo@castellodibolgheri.eu,www.castellodibolgheri.eu,43.23,10.62,0565 762110
192,049006AFR0028,Affittacamere,Il Chiassetto,"VIA LAURETTA, 2 - BOLGHERI",57022,Castagneto Carducci,LI,0,info@ilchiassetto.com,www.ilchiassetto.com,43.23,10.62,0565 749637
17245,051017AAT0099,Agriturismi,Il Podere Di Nonno Fernando,"N.A. Le Fosse, 11 San Lorenzo",52044,Cortona,AR,1,info@nonnofernando.it,www.nonnofernando.it,43.23,11.96,0575 692079
499,049001CAM0004,Campeggi,Campeggio Del Forte,"VIA DEI PLATANI, 58",57020,Bibbona,LI,1,campeggiodelforte@campeggiodelforte.it,www.campeggiodelforte.it,43.23,10.53,0586 600155
538,049001CAV0003,Case per Vacanze,Campeggio Del Forte,"VIA DEI PLATANI, 58",57020,Bibbona,LI,0,campeggiodelforte@campeggiodelforte.it,www.campeggiodelforte.it,43.23,10.53,0586 600155
18668,052025CAV0013,Case per Vacanze,Casa Di Leo,"VIA DEL MORO, 3",53030,Radicondoli,SI,0,leoieva@virgilio.it,,43.23,11.06,+39 3355626122
7413,051017CAV0021,Case per Vacanze,La Mucchia,"C.S., 26 - La Mucchia - ",52044,Cortona,AR,0,info@hometuscany.com,www.hometuscany.com,43.23,11.98,0575 604805
17794,051017CAV0029,Case per Vacanze,Villa Aldo,"C. S.  Montecchio, 316 - Montecchio - ",52044,Cortona,AR,0,ristrutturazioniantiche@yahoo.it,www.villaldo.sitiwebs.com,43.24,11.93,3498672436
18538,052025CAV0012,Case per Vacanze,Podere La Casina,PODERE LA CASINA,53030,Radicondoli,SI,0,settesanti@libero.it,,43.24,10.95,+39 055 5000259
5076,052025AAT0011,Agriturismi,Fattoria  Solaio,LOC. SOLAIO,53030,Radicondoli,SI,1,info@fattoriasolaio.it,www.fattoriasolaio.it,43.24,10.95,+39 0577 791029
5608,052025CAV0005,Case per Vacanze,Le Rondini,LOC. SOLAIO,53030,Radicondoli,SI,0,casavacanzelerondini@alice.it,www.vacanzelerondini.it,43.24,10.95,+39 0577 304143
6215,051017ALL0002,Alloggi Privati,B&b Pupa,"C.S. Ossaia, 88 ",52044,Cortona,AR,0,info@pupabb.it,www.pupabb.it,43.24,12.0,0575 67663
17095,049001ALL0004,Alloggi Privati,B & B Il Tombolino,"VIA DEI CAVALLEGGERI SUD, 54",57020,Bibbona,LI,0,allegra_pandolfini@yahoo.com,,43.24,10.53,3297478766
4318,052034ALL0014,Alloggi Privati,Mugelli Daniela,"VICOLO CANTINE, 1 - FRAZ. ROSIA - TORRI",53018,Sovicille,SI,0,,,43.24,11.22,+39 0577 345669
188,049006AFR0023,Affittacamere,Locanda Menabuoi,"VIA AURELIA SUD, 46",57022,Castagneto Carducci,LI,0,info@locandamenabuoi.it,www.locandamenabuoi.it,43.24,10.56,0565 775525
5148,052028AAT0036,Agriturismi,Az. Agr. La Roccaia,"LOC. S. MARIA, 2/B",53030,San Gimignano,SI,2,,,43.24,11.05,+39 0577 950049
5155,052028AAT0046,Agriturismi,Az.Agr.Il Palagione,LOC. PALAGIONE,53030,San Gimignano,SI,2,info@ilpalagione.com,www.ilpalagione.com,43.24,11.05,+39 0577 953134
3875,052028AFR0122,Affittacamere,Podere Il Caggiolino,LOC. IL CAGGIO,53030,San Gimignano,SI,0,caggiolino@gmx.net,www.toskana.net/caggiolino,43.24,11.05,+39 0577 953190
3888,052028AFR0148,Affittacamere,Giovanna Vacanze Di Agnorelli Giovanna,"MONTESPECULO, 15-CASTELSANGIMIGNANO",53030,San Gimignano,SI,0,giovanna-vacanze@virgilio.it,www.giovanna-vacanze.com,43.24,11.05,+39 0577 953021
3891,052028AFR0158,Affittacamere,Antico,"LOC. IL CARDINO, 35/C",53030,San Gimignano,SI,0,info@ilcardino.it,www.ilcardino.it,43.24,11.05,+39 0577 953024
3893,052028AFR0160,Affittacamere,Borgo,"LOC. IL CARDINO, 35/C",53030,San Gimignano,SI,0,info@ilcardino.it,www.ilcardino.it,43.24,11.05,+39 0577 953024
3455,052028ALB0022,Alberghi - Hotel,Hotel Vecchio Asilo,"VIA DELLE TORRI, 4 - FRAZ. ULIGNANO",53030,San Gimignano,SI,1,info@vecchioasilo.it,www.vecchioasilo.it,43.24,11.05,+39 0577 950032
302,049001AST0003,Aree di sosta,Ritrovo Marino Di Bibbona,"VIA DEI CAVALLEGGERI SUD, 50 - MARINA DI BIBBONA",57120,Bibbona,LI,0,larderellomare@gmail.com,,43.24,10.53,0586 600368
4335,052002AAT0008,Agriturismi,La Campana,LOC. LA CAMPANA,53041,Asciano,SI,3,info@tenutalacampana.it,www.tenutalacampana.it,43.24,11.48,+39 0577 718103
346,049006AAT0002,Agriturismi,L'oasi Di Bolgheri,"VIA SONDRAIE, 62",57020,Castagneto Carducci,LI,1,,,43.24,10.57,0565 749679
377,049006AAT0207,Agriturismi,Il Lentisco,"VIA SONDRAIE, 62/D",57022,Castagneto Carducci,LI,3,info@illentisco.it,www.illentisco.it,43.24,10.57,0565 749615
502,049001CAM0007,Campeggi,Campeggio Il Gineprino,"VIA DEI PLATANI, 56",57020,Bibbona,LI,1,info@ilgineprino.it,www.ilgineprino.it,43.24,10.54,0586 600550
142,049001RTA0002,Residenze Turistico Alb.,Villaggio I Sorbizzi,"VIA DEI CAVALLEGGERI SUD, 44 - MARINA DI BIBBONA",57020,Bibbona,LI,3,info@sorbizzi.com,www.sorbizzi.com,43.24,10.53,0586 600401
547,049001CAV0014,Case per Vacanze,Frontemare,"VIA DEI CAVALLEGGERI SUD, 44",57020,Bibbona,LI,0,info@sorbizzi.com,www.sorbizzi.com,43.24,10.53,0586 600401
7,049001ALB0008,Alberghi - Hotel,Paradiso Verde,"PIAZZA DEL FORTE, 1",57020,Bibbona,LI,3,info@hotelparadisoverde.it,www.hotelparadisoverde.it,43.24,10.53,0586 600022
311,049001AAT0006,Agriturismi,Il Gheppio,DEI PLATANI - ANGOLO VIA DEI SORBIZZI,57020,Bibbona,LI,3,agriturismo.gheppio@tiscalinet.it,www.gheppio.it,43.24,10.53,0586 600550
173,049001AFR0002,Affittacamere,Relais Il Gineprino,VIA DEI SORBIZZI,57020,Bibbona,LI,0,info@ilgineprino.it,www.ilgineprino.it,43.24,10.53,0586 600550
501,049001CAM0006,Campeggi,Camping Il Capannino,"VIA CAVALLEGGERI SUD, 26 - MARINA DI BIBBONA",57020,Bibbona,LI,2,capannino@capannino.it,www.capannino.it,43.24,10.53,0586 600252
6,049001ALB0007,Alberghi - Hotel,Hotel Nina,"VIA DEL FORTE, 7",57020,Bibbona,LI,3,info@hotelnina.it,www.hotelnina.it,43.24,10.53,0586 600039
539,049001CAV0004,Case per Vacanze,Il Tritone,"VIA CAVALLEGGERI SUD, 19 - MARINA DI BIBBONA",57020,Bibbona,LI,0,info@iltritone.com,www.iltritone.com,43.24,10.53,0586 600283
172,049001AFR0001,Affittacamere,I Gigli Di Mare,"VIA DEL FORTE, 8",57020,Bibbona,LI,0,igiglidimare@gmail.com,www.igiglidimare.it,43.24,10.53,333 2834983
8,049001ALB0009,Alberghi - Hotel,Riva Dei Cavalleggeri,"VIA CAVALLEGGERI, 7",57020,Bibbona,LI,3,hotel@cavalleggeri.it,www.cavalleggeri.it,43.24,10.53,0586 600261
9,049001ALB0011,Alberghi - Hotel,Varo Village,"VIA DEL FORTE, 1-5",57020,Bibbona,LI,4,info@varovillage.com,www.varovillage.com,43.24,10.53,0586 600500
5613,052026CAV0005,Case per Vacanze,Casa Vacanze Podere Sant'alessandro,LOC. SAN GIMIGNANELLO,53040,Rapolano Terme,SI,0,info@santalessandro.com,www.santalessandro.com,43.24,11.64,+39 0577 704573-3492129899
300,049001AST0001,Aree di sosta,Il Gineprino,VIA DEI PLATANI - MARINA DI BIBBONA,57020,Bibbona,LI,0,info@ilgineprino.it,www.ilgineprino.it,43.24,10.54,0586 600550
16978,051018AAT0007,Agriturismi,Parco Veneree,"Via di Cortona, 105/B ",52045,Foiano della Chiana,AR,1,,,43.24,11.83,3382191427
4334,052002AAT0007,Agriturismi,Az.Agr.Il Molinello,LOC. MOLINELLO,53041,Asciano,SI,3,info@molinello.com,www.molinello.com,43.24,11.6,+39 0577 704791
17318,052033AFR0014,Affittacamere,La Casina Dei Pini,"LOC. CASINA, 36 - FRAZ. FARNETELLA",53048,Sinalunga,SI,0,luciano.prese@libero.it,www.lacasinadeipini.it,43.24,11.7,+39 0577 663524
17458,052033CAV0017,Case per Vacanze,Casa Vacanze Farnetella,PIAZZA SAN GIOVANNI - LOC. LOC. FARNETELLA,53048,Sinalunga,SI,0,info@tuscanysmile.it,www.tuscanysmile.it,43.24,11.7,+39 339 5368017
4111,052033AFR0009,Affittacamere,Casucci Anna Maria,LOC. MELETO - LOC. FARNETELLA,53048,Sinalunga,SI,0,meleto@meleto.it,,43.24,11.7,+39 0577 679123
4112,052033AFR0010,Affittacamere,Casagni Gabriele,"VIA FORNACI, 29/B - LOC. FARNETELLA",53048,Sinalunga,SI,0,,,43.24,11.7,+39 0577 663726
4312,052033ALL0012,Alloggi Privati,Podere Pievina,"PODERE PIEVINA, 38 - LOC. FARNETELLA",53048,Sinalunga,SI,0,info@poderepievina.it,www.poderepievina.it,43.24,11.7,+39 3283873940
6076,051017AFR0010,Affittacamere,Casa Bellavista B&b, - Creti C.S. 40 - ,52044,Cortona,AR,0,info@casabellavista.it,www.casabellavista.it,43.24,11.87,0575 610311
5327,052033AAT0008,Agriturismi,Agr. Casa Elisa,VIA TORTE - LOC. LOC. TORTE - FRAZ. SCROFIANO,53048,Sinalunga,SI,3,info@casaelisa.net,www.casaelisa.net,43.24,11.74,+39 0577 660156 338 2430624
3763,052017AFR0006,Affittacamere,Il Canto Del Sole,"VIA VILLA CANINA, 1292 - LOC. CUNA",53014,Monteroni d'Arbia,SI,0,info@ilcantodelsole.com,www.ilcantodelsole.com,43.24,11.4,+39 0577 375127
3764,052017AFR0007,Affittacamere,Podere Il Casino,"VIA VILLA CANINA, 1292 - LOC. CUNA",53014,Monteroni d'Arbia,SI,0,info@ilcantodelsole.com,www.ilcantodelsole.com,43.24,11.4,+39 0577 375127
18359,052034AAT0053,Agriturismi,Cipollino,VIA POD. CONCEZIONE - FRAZ. ROSIA,53018,Sovicille,SI,1,cavazzonic@libero.it,,43.24,11.22,+39 0577 344954
3,049001ALB0004,Alberghi - Hotel,Hotel Hermitage,"VIA DEI MELOGRANI, 13",57020,Bibbona,LI,4,info@hotelhermitagebibbona.com,www.hotelhermitagebibbona.com,43.24,10.53,0586 600214
6732,051017AAT0072,Agriturismi,Il Mandorlo,"C.S. Ronzano, 4 - Fratticciola",52044,Cortona,AR,1,info@agriturismoilmandorlo.com,www.agriturismoilmandorlo.com,43.25,11.91,0575 617313
3386,052017ALB0004,Alberghi - Hotel,Hotel More Di Cuna,VIA CASSIA NORD 1444,53014,Monteroni d'Arbia,SI,3,info@hotelmoredicuna.it,www.hotelmoredicuna.it,43.25,11.41,+39 0577 385166
5356,052034AAT0032,Agriturismi,Fattoria Di Cavaglioni,"VIA DEL POGGETTO, 1 - LOC. SROCCO A PILLI",53018,Sovicille,SI,1,,,43.25,11.3,+39 0577 347723
3137,052004ALB0012,Alberghi - Hotel,Albergo La Selva,"PODERE PAGLIANO, 22 - LOC. COTORNIANO",53031,Casole d'Elsa,SI,3,hotel.laselva@yahoo.it,www.hotel-laselva.com,43.25,11.14,+39 0577 960122
3138,052004ALB0013,Alberghi - Hotel,Albergo La Selva Dip.,"PODERE PAGLIANO,22 - LOC. COTORNIANO",53031,Casole d'Elsa,SI,2,hotel.laselva@yahoo.it,www.hotel-laselva.com,43.25,11.14,+39 0577 960122
664,049001RES0001,Residence,Casa Di Caccia,"VIA DEL MARE, 38",57020,Bibbona,LI,2,info@residencecasadicaccia.it,www.residencecasadicaccia.it,43.25,10.53,0586 600256
689,049001STB0005,Stabilimenti Balneari,Bagno Venere,"VIA DEL MARE, 40",57020,Bibbona,LI,0,michelamarconi2010@libero.it,www.bagnovenere.net,43.25,10.53,0586 600057
498,049001CAM0003,Campeggi,Camping Casa Di Caccia,"VIA DEL MARE, 40",57020,Bibbona,LI,2,info@campingcasadicaccia.com,www.campingcasadicaccia.com,43.25,10.53,0586 600000
18115,049001AFR0003,Affittacamere,Affittacamere Floramare,"VIA DEL MARE, 22 - MARINA DI BIBBONA",57020,Bibbona,LI,0,info@florahotel.eu,,43.25,10.53,0586 600015
505,049001CAM0010,Campeggi,Le Esperidi,"VIA DEI CAVALLEGGERI NORD, 25 - MARINA DI BIBBONA",57020,Bibbona,LI,2,info@esperidi.it,www.esperidi.it,43.25,10.53,0586 600196
2,049001ALB0002,Alberghi - Hotel,Flora,"VIA DEL MARE, 26",57020,Bibbona,LI,3,info@florahotel.eu,www.florahotel.eu,43.25,10.53,0586 600015
541,049001CAV0008,Case per Vacanze,Aragosta,"VIA DEI CAVALLEGGERI NORD, 9 - MARINA DI BIBBONA",57020,Bibbona,LI,0,,,43.25,10.53,0586 600712
4337,052002AAT0011,Agriturismi,Az. Agr. Paradiso,"STRADA DEL PIANO, 32 - LOC. PARADISO",53041,Asciano,SI,3,info@agriturismoparadiso.it,www.agriturismoparadiso.it,43.25,11.56,+39 0577 718586
667,049001RES0005,Residence,Residence Le Rose,"VIA DEL GIGLIO, 17 - MARINA DI BIBBONA",57020,Bibbona,LI,2,staff@residencelerose.it,www.residencelerose.it,43.25,10.53,0586 600639
6761,051017AAT0085,Agriturismi,Il Cipresso,"N.A. Mencaglia, 19 ",52044,Cortona,AR,1,info@ilcipressocortona.com,www.ilcipressocortona.com,43.25,11.98,0575 62703
7402,051017CAV0016,Case per Vacanze,La Corte Etrusca," - Monsigliolo, 1104/A - ",52042,Cortona,AR,0,info@lacortetrusca.com,www.lacortetrusca.com,43.25,11.94,0575 604809
5,049001ALB0006,Alberghi - Hotel,Hotel Marinetta,"VIA DEI CAVALLEGGERI NORD, 3",57020,Bibbona,LI,4,info@hotelmarinetta.it,www.hotelmarinetta.it,43.25,10.53,0586 600598
500,049001CAM0005,Campeggi,Camping Free Beach,"VIA CAVALLEGGERI NORD, 88",57020,Bibbona,LI,3,info@campingfreebeach.it,www.campingfreebeach.it,43.25,10.53,0586 600388
666,049001RES0004,Residence,Residence Magnolia,VIA CAVALLEGGERI NORD,57020,Bibbona,LI,2,info@gorette.it,www.gorette.it,43.25,10.53,0586 600581
19604,049001AST0006,Aree di sosta,Lo Stuzzichino,VIA DEI CIPRESSI - MARINA DI BIBBONA,57020,Bibbona,LI,0,,,43.25,10.53,368 3044207
508,049001CAM0013,Campeggi,Arcobaleno 3,VIA DEI CIPRESSI - MARINA DI BIBBONA,57020,Bibbona,LI,1,info@arcobalenocamping.it,www.arcobalenocamping.it,43.25,10.53,0586 600361
7844,050027AAT0039,Agriturismi,Le Roccaie,Podere Le Roccaie - - Montecerboli,56045,Pomarance,PI,2,massimo.crapolu@libero.it,,43.25,10.88,339 5443403
18849,050027AFR0009,Affittacamere,Castello Nagy,"Via di Castello, 10 - - Montecerboli",56045,Pomarance,PI,0,castellonagy@hotmail.com,,43.25,10.88,334 2087836
301,049001AST0002,Aree di sosta,Arcobaleno 4,VIA DEI CIPRESSI,57020,Bibbona,LI,0,info@arcobalenocamping.it,www.arcobalenocamping.it,43.25,10.53,0586 600361
303,049001AST0004,Aree di sosta,Area Sosta Dsm,VIA DEI CIPRESSI,57020,Bibbona,LI,0,info@arcobalenocamping.it,www.arcobalenocamping.it,43.25,10.53,0586 600361
