cnae09,Column,Column2,Column3,Column4,Column5,titulo,Descripción:,CNAE 09 a dos dígitos,CNAE 09 a tres dígitos,CNAE 09 a cuatro dígitos,Column 3,Ramas de actividad CNAE 09 (R-6),Ramas de actividad CNAE 09 (R-12),Ramas de actividad CNAE 09 (R-28),Ramas de actividad CNAE 09 (R-66)
2740,2,7,4,0,,Fabricación de lámparas y aparatos eléctricos de iluminación,,,,,,,,,
275,2,7,5,,,Fabricación de aparatos domésticos,,,,,,,,,
2751,2,7,5,1,,Fabricación de electrodomésticos,,,,,,,,,
2752,2,7,5,2,,Fabricación de aparatos domésticos no eléctricos,,,,,,,,,
279,2,7,9,,,Fabricación de otro material y equipo eléctrico,,,,,,,,,
2790,2,7,9,0,,Fabricación de otro material y equipo eléctrico,,,,,,,,,
28,2,8,,,,Fabricación de maquinaria y equipo n.c.o.p.,,,,,,,,,
281,2,8,1,,,Fabricación de maquinaria de uso general,,,,,,,,,
2811,2,8,1,1,,"Fabricación de motores y turbinas, excepto los destinados a aeronaves, vehículos automóviles y ciclomotores",,,,,,,,,
2812,2,8,1,2,,Fabricación de equipos de transmisión  hidráulica y neumática,,,,,,,,,
2813,2,8,1,3,,Fabricación de otras bombas y compresores,,,,,,,,,
2814,2,8,1,4,,Fabricación de otra grifería y válvulas,,,,,,,,,
2815,2,8,1,5,,"Fabricación de cojinetes, engranajes y órganos mecánicos de transmisión",,,,,,,,,
282,2,8,2,,,Fabricación de otra maquinaria de uso general,,,,,,,,,
2821,2,8,2,1,,Fabricación de hornos y quemadores,,,,,,,,,
2822,2,8,2,2,,Fabricación de maquinaria de elevación y manipulación,,,,,,,,,
2823,2,8,2,3,,"Fabricación de maquinas y equipos de oficina, excepto equipos informáticos",,,,,,,,,
2824,2,8,2,4,,Fabricación de herramientas eléctricas manuales,,,,,,,,,
2825,2,8,2,5,,Fabricación de maquinaria de ventilación y refrigeración no doméstica,,,,,,,,,
2829,2,8,2,9,,Fabricación de otra maquinaria de uso general n.c.o.p.,,,,,,,,,
283,2,8,3,,,Fabricación de maquinaria agraria y forestal,,,,,,,,,
2830,2,8,3,0,,Fabricación de maquinaria agraria y forestal,,,,,,,,,
284,2,8,4,,,Fabricación de maquinas herramienta para trabajar el metal y otras máquinas herramienta,,,,,,,,,
2841,2,8,4,1,,Fabricación de maquinas herramienta para trabajar el metal,,,,,,,,,
2849,2,8,4,9,,Fabricación de otras máquinas herramienta,,,,,,,,,
289,2,8,9,,,Fabricación de otra maquinaria para usos específicos,,,,,,,,,
2891,2,8,9,1,,Fabricación de maquinaria para la industria metalúrgica,,,,,,,,,
2892,2,8,9,2,,Fabricación de maquinaria para las industrias extractivas y de la construcción,,,,,,,,,
2893,2,8,9,3,,"Fabricación de maquinaria para la industria de la alimentación, bebidas y tabaco",,,,,,,,,
2894,2,8,9,4,,"Fabricación de maquinaria para las industrias textil, de la confección y del cuero",,,,,,,,,
2895,2,8,9,5,,Fabricación de maquinaria para la industria del papel y del cartón,,,,,,,,,
2896,2,8,9,6,,Fabricación de maquinaria para las industrias del plástico y del caucho,,,,,,,,,
2899,2,8,9,9,,Fabricación de otra maquinaria para usos específicos n.c.o.p.,,,,,,,,,
29,2,9,,,,"Fabricación de vehículos de motor, remolques y semirremolques",,,,,,,,,
291,2,9,1,,,Fabricación de vehículos de motor,,,,,,,,,
2910,2,9,1,0,,Fabricación de vehículos de motor,,,,,,,,,
292,2,9,2,,,Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques,,,,,,,,,
2920,2,9,2,0,,Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques,,,,,,,,,
293,2,9,3,,,"Fabricación de componentes, piezas y accesorios para vehículos de motor",,,,,,,,,
2931,2,9,3,1,,Fabricación de equipos eléctricos y electrónicos para vehículos de motor,,,,,,,,,
2932,2,9,3,2,,"Fabricación de otros componentes, piezas y accesorios para vehículos de motor",,,,,,,,,
30,3,0,,,,Fabricación de otro material de transporte,,,,,,,,,
301,3,0,1,,,Construcción naval,,,,,,,,,
3011,3,0,1,1,,Construcción de barcos y estructuras flotantes,,,,,,,,,
3012,3,0,1,2,,Construcción de embarcaciones de recreo y deporte,,,,,,,,,
302,3,0,2,,,Fabricación de locomotoras y material ferroviario,,,,,,,,,
3020,3,0,2,0,,Fabricación de locomotoras y material ferroviario,,,,,,,,,
303,3,0,3,,,Construcción aeronáutica y espacial y su maquinaria,,,,,,,,,
3030,3,0,3,0,,Construcción aeronáutica y espacial y su maquinaria,,,,,,,,,
304,3,0,4,,,Fabricación de vehículos militares de combate,,,,,,,,,
3040,3,0,4,0,,Fabricación de vehículos militares de combate,,,,,,,,,
309,3,0,9,,,Fabricación de material de transporte n.c.o.p.,,,,,,,,,
3091,3,0,9,1,,Fabricación de motocicletas,,,,,,,,,
3092,3,0,9,2,,Fabricación de bicicletas y de vehículos para personas con discapacidad,,,,,,,,,
3099,3,0,9,9,,Fabricación de otro material de transporte n.c.o.p.,,,,,,,,,
31,3,1,,,,Fabricación de muebles,,,,,,,,,
310,3,1,0,,,Fabricación de muebles,,,,,,,,,
3101,3,1,0,1,,Fabricación de muebles de oficina y de establecimientos comerciales,,,,,,,,,
3102,3,1,0,2,,Fabricación de muebles de cocina,,,,,,,,,
3103,3,1,0,3,,Fabricación de colchones,,,,,,,,,
3109,3,1,0,9,,Fabricación de otros muebles,,,,,,,,,
32,3,2,,,,Otras industrias manufactureras,,,,,,,,,
321,3,2,1,,,"Fabricación de artículos de joyería, bisutería y similares",,,,,,,,,
3211,3,2,1,1,,Fabricación de monedas,,,,,,,,,
3212,3,2,1,2,,Fabricación de artículos de joyería y artículos similares,,,,,,,,,
3213,3,2,1,3,,Fabricación de artículos de bisutería y artículos similares,,,,,,,,,
322,3,2,2,,,Fabricación de instrumentos musicales,,,,,,,,,
3220,3,2,2,0,,Fabricación de instrumentos musicales,,,,,,,,,
323,3,2,3,,,Fabricación de artículos de deporte,,,,,,,,,
3230,3,2,3,0,,Fabricación de artículos de deporte,,,,,,,,,
324,3,2,4,,,Fabricación de juegos y juguetes,,,,,,,,,
3240,3,2,4,0,,Fabricación de juegos y juguetes,,,,,,,,,
325,3,2,5,,,Fabricación de instrumentos y suministros médicos y odontológicos,,,,,,,,,
3250,3,2,5,0,,Fabricación de instrumentos y suministros médicos y odontológicos,,,,,,,,,
329,3,2,9,,,Industrias manufactureras n.c.o.p.,,,,,,,,,
3291,3,2,9,1,,"Fabricación de escobas, brochas y cepillos",,,,,,,,,
3299,3,2,9,9,,Otras industrias manufactureras n.c.o.p.,,,,,,,,,
33,3,3,,,,Reparación e instalación de maquinaria y equipo,,,,,,,,,
331,3,3,1,,,"Reparación de productos metálicos, maquinaria y equipo",,,,,,,,,
3311,3,3,1,1,,Reparación de productos metálicos,,,,,,,,,
3312,3,3,1,2,,Reparación de maquinaria,,,,,,,,,
3313,3,3,1,3,,Reparación de equipos electrónicos y ópticos,,,,,,,,,
3314,3,3,1,4,,Reparación de equipos eléctricos,,,,,,,,,
3315,3,3,1,5,,Reparación y mantenimiento naval,,,,,,,,,
3316,3,3,1,6,,Reparación y mantenimiento aeronáutico y espacial,,,,,,,,,
3317,3,3,1,7,,Reparación y mantenimiento de otro material de transporte,,,,,,,,,
3319,3,3,1,9,,Reparación de otros equipos,,,,,,,,,
332,3,3,2,,,Instalación de máquinaria y equipos industriales,,,,,,,,,
3320,3,3,2,0,,Instalación de máquinaria y equipos industriales,,,,,,,,,
D,D,,,,,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",,,,,,,,,
35,3,5,,,,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",,,,,,,,,
351,3,5,1,,,"Producción, transporte y distribución de energía eléctrica",,,,,,,,,
3512,3,5,1,2,,Transporte de energía eléctrica,,,,,,,,,
3513,3,5,1,3,,Distribución de energía eléctrica,,,,,,,,,
3514,3,5,1,4,,Comercio de energía eléctrica,,,,,,,,,
3515,3,5,1,5,,Producción de energía hidroeléctrica,,,,,,,,,
3516,3,5,1,6,,Producción de energía eléctrica de origen térmico convencional,,,,,,,,,
3517,3,5,1,7,,Producción de energía eléctrica de origen nuclear,,,,,,,,,
3518,3,5,1,8,,Producción de energía eléctrica de origen eólico,,,,,,,,,
3519,3,5,1,9,,Producción de energía eléctrica de otro tipo,,,,,,,,,
352,3,5,2,,,Producción de gas; distribución por tubería de combustibles gaseosos,,,,,,,,,
3521,3,5,2,1,,Producción de gas,,,,,,,,,
3522,3,5,2,2,,Distribución por tubería de combustibles gaseosos,,,,,,,,,
3523,3,5,2,3,,Comercio de gas por tubería,,,,,,,,,
353,3,5,3,,,Suministro de vapor y aire acondicionado,,,,,,,,,
3530,3,5,3,0,,Suministro de vapor y aire acondicionado,,,,,,,,,
E,E,,,,,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",,,,,,,,,
36,3,6,,,,"Captación, depuración y distribución de agua",,,,,,,,,
360,3,6,0,,,"Captación, depuración y distribución de agua",,,,,,,,,
3600,3,6,0,0,,"Captación, depuración y distribución de agua",,,,,,,,,
37,3,7,,,,Recogida y tratamiento de aguas residuales,,,,,,,,,
370,3,7,0,,,Recogida y tratamiento de aguas residuales,,,,,,,,,
3700,3,7,0,0,,Recogida y tratamiento de aguas residuales,,,,,,,,,
38,3,8,,,,"Recogida, tratamiento y eliminación de residuos; valorización",,,,,,,,,
381,3,8,1,,,Recogida de residuos,,,,,,,,,
3811,3,8,1,1,,Recogida de residuos no peligrosos,,,,,,,,,
3812,3,8,1,2,,Recogida de residuos peligrosos,,,,,,,,,
382,3,8,2,,,Tratamiento y eliminación de residuos,,,,,,,,,
3821,3,8,2,1,,Tratamiento y eliminación de residuos no peligrosos,,,,,,,,,
3822,3,8,2,2,,Tratamiento y eliminación de residuos peligrosos,,,,,,,,,
383,3,8,3,,,Valorización,,,,,,,,,
3831,3,8,3,1,,Separación y clasificación de materiales,,,,,,,,,
3832,3,8,3,2,,Valorización de materiales ya clasificados,,,,,,,,,
39,3,9,,,,Actividades de descontaminación y otros servicios de gestión de residuos,,,,,,,,,
390,3,9,0,,,Actividades de descontaminación y otros servicios de gestión de residuos,,,,,,,,,
3900,3,9,0,0,,Actividades de descontaminación y otros servicios de gestión de residuos,,,,,,,,,
F,F,,,,,Construcción,,,,,,,,,
41,4,1,,,,Construcción de edificios,,,,,,,,,
411,4,1,1,,,Promoción inmobiliaria,,,,,,,,,
4110,4,1,1,0,,Promoción inmobiliaria,,,,,,,,,
412,4,1,2,,,Construcción de edificios,,,,,,,,,
4121,4,1,2,1,,Construcción de edificios residenciales,,,,,,,,,
4122,4,1,2,2,,Construcción de edificios no residenciales,,,,,,,,,
42,4,2,,,,Ingeniería civil,,,,,,,,,
421,4,2,1,,,"Construcción de carreteras y vías férreas, puentes y túneles",,,,,,,,,
4211,4,2,1,1,,Construcción de carreteras y autopistas,,,,,,,,,
4212,4,2,1,2,,Construcción de vías férreas de superficie y subterraneas,,,,,,,,,
4213,4,2,1,3,,Construcción de puentes y túneles,,,,,,,,,
422,4,2,2,,,Construcción de redes,,,,,,,,,
4221,4,2,2,1,,Construcción de redes para fluidos,,,,,,,,,
4222,4,2,2,2,,Construcción de redes eléctricas y de telecomunicaciones,,,,,,,,,
429,4,2,9,,,Construcción de otros proyectos de ingeniería civil,,,,,,,,,
4291,4,2,9,1,,Obras hidráulicas,,,,,,,,,
4299,4,2,9,9,,Construcción de otras obras de ingeniería civil n.c.o.p.,,,,,,,,,
43,4,3,,,,Actividades de construcción especializada,,,,,,,,,
431,4,3,1,,,Demolición y preparación de terrenos,,,,,,,,,
4311,4,3,1,1,,Demolición,,,,,,,,,
4312,4,3,1,2,,Preparación de terrenos,,,,,,,,,
4313,4,3,1,3,,Perforaciones y sondeos,,,,,,,,,
432,4,3,2,,,"Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",,,,,,,,,
4321,4,3,2,1,,Instalaciones eléctricas,,,,,,,,,
4322,4,3,2,2,,"Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",,,,,,,,,
4329,4,3,2,9,,Otras instalaciones en obras de construcción,,,,,,,,,
433,4,3,3,,,Acabado de edificios,,,,,,,,,
4331,4,3,3,1,,Revocamiento,,,,,,,,,
4332,4,3,3,2,,Instalación de carpintería,,,,,,,,,
4333,4,3,3,3,,Revestimiento de suelos y paredes,,,,,,,,,
4334,4,3,3,4,,Pintura y acristalamiento,,,,,,,,,
4339,4,3,3,9,,Otras actividades de acabado de edificios,,,,,,,,,
439,4,3,9,,,Otras actividades de construcción especializadas,,,,,,,,,
4391,4,3,9,1,,Construcción de cubiertas,,,,,,,,,
4399,4,3,9,9,,Otras actividades de construcción especializadas n.c.o.p.,,,,,,,,,
G,G,,,,,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,,,,,,,,,
45,4,5,,,,Venta y reparación de vehículos de motor y motocicletas,,,,,,,,,
451,4,5,1,,,Venta de vehículos de motor,,,,,,,,,
4511,4,5,1,1,,Venta de automóviles y vehículos de motor ligeros,,,,,,,,,
4519,4,5,1,9,,Venta de otros vehículos de motor,,,,,,,,,
452,4,5,2,,,Mantenimiento y reparación de vehículos de motor,,,,,,,,,
4520,4,5,2,0,,Mantenimiento y reparación de vehículos de motor,,,,,,,,,
453,4,5,3,,,Comercio de repuestos y accesorios de vehículos de motor,,,,,,,,,
4531,4,5,3,1,,Comercio al por mayor de repuestos y accesorios de vehículos de motor,,,,,,,,,
4532,4,5,3,2,,Comercio al por menor de repuestos y accesorios de vehículos de motor,,,,,,,,,
454,4,5,4,,,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",,,,,,,,,
4540,4,5,4,0,,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",,,,,,,,,
46,4,6,,,,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",,,,,,,,,
461,4,6,1,,,Intermediarios del comercio,,,,,,,,,
4611,4,6,1,1,,"Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados",,,,,,,,,
4612,4,6,1,2,,"Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales",,,,,,,,,
4613,4,6,1,3,,Intermediarios del comercio de la madera y materiales de construcción,,,,,,,,,
4614,4,6,1,4,,"Intermediarios del comercio de maquinaria, equipo industrial, embarcaciones y aeronaves",,,,,,,,,
4615,4,6,1,5,,"Intermediarios del comercio de muebles, artículos para el hogar y ferretería",,,,,,,,,
4616,4,6,1,6,,"Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero",,,,,,,,,
4617,4,6,1,7,,"Intermediarios del comercio de productos alimenticios, bebidas y tabaco",,,,,,,,,
4618,4,6,1,8,,Intermediarios del comercio especializados en la venta de otros productos específicos,,,,,,,,,
4619,4,6,1,9,,Intermediarios del comercio de productos diversos,,,,,,,,,
462,4,6,2,,,Comercio al por mayor de materias primas agrarias y de animales vivos,,,,,,,,,
4621,4,6,2,1,,"Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales",,,,,,,,,
4622,4,6,2,2,,Comercio al por mayor de flores y plantas,,,,,,,,,
4623,4,6,2,3,,Comercio al por mayor de animales vivos,,,,,,,,,
4624,4,6,2,4,,Comercio al por mayor de cueros y pieles,,,,,,,,,
463,4,6,3,,,"Comercio al por mayor de productos alimenticios, bebidas y tabaco",,,,,,,,,
4631,4,6,3,1,,Comercio al por mayor de frutas y hortalizas,,,,,,,,,
4632,4,6,3,2,,Comercio al por mayor de carne y productos cárnicos,,,,,,,,,
4633,4,6,3,3,,"Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles",,,,,,,,,
4634,4,6,3,4,,Comercio al por mayor de bebidas,,,,,,,,,
4635,4,6,3,5,,Comercio al por mayor de productos del tabaco,,,,,,,,,
4636,4,6,3,6,,"Comercio al por mayor de azúcar, chocolate y confitería",,,,,,,,,
4637,4,6,3,7,,"Comercio al por mayor de café, té, cacao y especias",,,,,,,,,
4638,4,6,3,8,,"Comercio al por mayor de pescados, mariscos y otros productos alimenticios",,,,,,,,,
4639,4,6,3,9,,"Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco",,,,,,,,,
464,4,6,4,,,Comercio al por mayor de artículos de uso doméstico,,,,,,,,,
4641,4,6,4,1,,Comercio al por mayor de textiles,,,,,,,,,
4642,4,6,4,2,,Comercio al por mayor de prendas de vestir y calzado,,,,,,,,,
4643,4,6,4,3,,Comercio al por mayor de aparatos electrodomésticos,,,,,,,,,
4644,4,6,4,4,,"Comercio al por mayor de porcelana, cristalería y artículos de limpieza",,,,,,,,,
4645,4,6,4,5,,Comercio al por mayor de productos de perfumería y cosmética,,,,,,,,,
4646,4,6,4,6,,Comercio al por mayor de productos farmacéuticos,,,,,,,,,
4647,4,6,4,7,,"Comercio al por mayor de muebles, alfombras y aparatos de iluminación",,,,,,,,,
4648,4,6,4,8,,Comercio al por mayor de artículos de relojería y joyería,,,,,,,,,
4649,4,6,4,9,,Comercio al por mayor de otros artículos de uso doméstico,,,,,,,,,
465,4,6,5,,,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,,,,,,,,,
4651,4,6,5,1,,"Comercio al por mayor de ordenadores, equipos periféricos y programas informáticos",,,,,,,,,
4652,4,6,5,2,,Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes,,,,,,,,,
466,4,6,6,,,"Comercio al por mayor de otra maquinaria, equipos y suministros",,,,,,,,,
4661,4,6,6,1,,"Comercio al por mayor de maquinaria, equipos y suministros agrícolas",,,,,,,,,
4662,4,6,6,2,,Comercio al por mayor de máquinas herramienta,,,,,,,,,
4663,4,6,6,3,,"Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil",,,,,,,,,
4664,4,6,6,4,,Comercio al por mayor de maquinaria para la industria textil y de máquinas de coser y tricotar,,,,,,,,,
4665,4,6,6,5,,Comercio al por mayor de muebles de oficina,,,,,,,,,
4666,4,6,6,6,,Comercio al por mayor de otra maquinaria y equipo de oficina,,,,,,,,,
4669,4,6,6,9,,Comercio al por mayor de otra maquinaria y equipo,,,,,,,,,
467,4,6,7,,,Otro comercio al por mayor especializado,,,,,,,,,
4671,4,6,7,1,,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares",,,,,,,,,
4672,4,6,7,2,,Comercio al por mayor de metales y minerales metálicos,,,,,,,,,
4673,4,6,7,3,,"Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios",,,,,,,,,
4674,4,6,7,4,,"Comercio al por mayor de ferretería, fontanería y calefacción",,,,,,,,,
4675,4,6,7,5,,Comercio al por mayor de productos químicos,,,,,,,,,
4676,4,6,7,6,,Comercio al por mayor de otros productos semielaborados,,,,,,,,,
4677,4,6,7,7,,Comercio al por mayor de chatarra y productos de desecho,,,,,,,,,
469,4,6,9,,,Comercio al por mayor no especializado,,,,,,,,,
4690,4,6,9,0,,Comercio al por mayor no especializado,,,,,,,,,
47,4,7,,,,"Comercio al por menor, excepto de vehículos de motor y motocicletas",,,,,,,,,
471,4,7,1,,,Comercio al por menor en establecimientos no especializados,,,,,,,,,
4711,4,7,1,1,,"Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",,,,,,,,,
4719,4,7,1,9,,Otro comercio al por menor en establecimientos no especializados,,,,,,,,,
472,4,7,2,,,"Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados",,,,,,,,,
4721,4,7,2,1,,Comercio al por menor de frutas y hortalizas en establecimientos especializados,,,,,,,,,
4722,4,7,2,2,,Comercio al por menor de carne y productos cárnicos en establecimientos especializados,,,,,,,,,
4723,4,7,2,3,,Comercio al por menor de pescados y mariscos en establecimientos especializados,,,,,,,,,
4724,4,7,2,4,,"Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados",,,,,,,,,
4725,4,7,2,5,,Comercio al por menor de bebidas en establecimientos especializados,,,,,,,,,
4726,4,7,2,6,,Comercio al por menor de productos de tabaco en establecimientos especializados,,,,,,,,,
4729,4,7,2,9,,Otro comercio al por menor de productos alimenticios en establecimientos especializados,,,,,,,,,
473,4,7,3,,,Comercio al por menor de combustible para la automoción en establecimientos especializados,,,,,,,,,
4730,4,7,3,0,,Comercio al por menor de combustible para la automoción en establecimientos especializados,,,,,,,,,
474,4,7,4,,,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,,,,,,,,,
4741,4,7,4,1,,"Comercio al por menor de ordenadores, equipos periféricos y programas informáticos en establecimientos especializados",,,,,,,,,
4742,4,7,4,2,,Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados,,,,,,,,,
4743,4,7,4,3,,Comercio al por menor de equipos de audio y vídeo en establecimientos especializados,,,,,,,,,
475,4,7,5,,,Comercio al por menor de otrros artículos de uso doméstico en establecimientos especializados,,,,,,,,,
4751,4,7,5,1,,Comercio al por menor de textiles en establecimientos especializados,,,,,,,,,
4752,4,7,5,2,,"Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados",,,,,,,,,
4753,4,7,5,3,,"Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados",,,,,,,,,
4754,4,7,5,4,,Comercio al por menor de aparatos electrodomésticos en establecimientos especializados,,,,,,,,,
4759,4,7,5,9,,"Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",,,,,,,,,
476,4,7,6,,,Comercio al por menor de artículos culturales y recreativos en estableciminetos especializados,,,,,,,,,
4761,4,7,6,1,,Comercio al por menor de libros en establecimientos especializados,,,,,,,,,
4762,4,7,6,2,,Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados,,,,,,,,,
4763,4,7,6,3,,Comercio al por menor de grabaciones de música y vídeo en establecimientos especializados,,,,,,,,,
4764,4,7,6,4,,Comercio al por menor de artículos deportivos en establecimientos especializados,,,,,,,,,
4765,4,7,6,5,,Comercio al por menor de juegos y juguetes en establecimientos especializados,,,,,,,,,
477,4,7,7,,,Comercio al por menor de otros artículos en establecimientos especializados,,,,,,,,,
4771,4,7,7,1,,Comercio al por menor de prendas de vestir en establecimientos especializados,,,,,,,,,
4772,4,7,7,2,,Comercio al por menor de calzado y artículos de cuero en establecimientos especializados,,,,,,,,,
4773,4,7,7,3,,Comercio al por menor de productos farmacéuticos en establecimientos especializados,,,,,,,,,
4774,4,7,7,4,,Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados,,,,,,,,,
4775,4,7,7,5,,Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados,,,,,,,,,
4776,4,7,7,6,,"Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados",,,,,,,,,
4777,4,7,7,7,,Comercio al por menor de artículos de relojería y joyería en establecimientos especializados,,,,,,,,,
4778,4,7,7,8,,Otro comercio al por menor de artículos nuevos en establecimientos especializados,,,,,,,,,
4779,4,7,7,9,,Comercio al por menor de artículos de segunda mano en establecimientos especializados,,,,,,,,,
478,4,7,8,,,Comercio al por menor en puestos de venta y mercadillos,,,,,,,,,
4781,4,7,8,1,,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos",,,,,,,,,
4782,4,7,8,2,,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillos",,,,,,,,,
4789,4,7,8,9,,Comercio al por menor de otros productos en puestos de venta y mercadillos,,,,,,,,,
479,4,7,9,,,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",,,,,,,,,
4791,4,7,9,1,,Comercio al por menor por correspondencia o Internet,,,,,,,,,
4799,4,7,9,9,,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",,,,,,,,,
H,H,,,,,Transporte y almacenamiento,,,,,,,,,
49,4,9,,,,Transporte terrestre y por tubería,,,,,,,,,
491,4,9,1,,,Transporte interurbano de pasajeros por ferrocarril,,,,,,,,,
4910,4,9,1,0,,Transporte interurbano de pasajeros por ferrocarril,,,,,,,,,
492,4,9,2,,,Transporte de mercancías por ferrocarril,,,,,,,,,
4920,4,9,2,0,,Transporte de mercancías por ferrocarril,,,,,,,,,
493,4,9,3,,,Otro transporte terrestre de pasajeros,,,,,,,,,
4931,4,9,3,1,,Transporte terrestre urbano y suburbano de pasajeros,,,,,,,,,
4932,4,9,3,2,,Transporte por taxi,,,,,,,,,
4939,4,9,3,9,,Otros tipos de transporte terrestre de pasajeros n.c.o.p.,,,,,,,,,
494,4,9,4,,,Transporte de mercancías por carretera y servicios de mudanza,,,,,,,,,
4941,4,9,4,1,,Transporte de mercancías por carretera,,,,,,,,,
4942,4,9,4,2,,Servicios de mudanza,,,,,,,,,
495,4,9,5,,,Transporte por tubería,,,,,,,,,
4950,4,9,5,0,,Transporte por tubería,,,,,,,,,
50,5,0,,,,Transporte marítimo y por vías navegables interiores,,,,,,,,,
501,5,0,1,,,Transporte marítimo de pasajeros,,,,,,,,,
5010,5,0,1,0,,Transporte marítimo de pasajeros,,,,,,,,,
502,5,0,2,,,Transporte marítimo de mercancías,,,,,,,,,
5020,5,0,2,0,,Transporte marítimo de mercancías,,,,,,,,,
503,5,0,3,,,Transporte de pasajeros por vías navegables interiores,,,,,,,,,
5030,5,0,3,0,,Transporte de pasajeros por vías navegables interiores,,,,,,,,,
504,5,0,4,,,Transporte de mercancías por vías navegables interiores,,,,,,,,,
5040,5,0,4,0,,Transporte de mercancías por vías navegables interiores,,,,,,,,,
51,5,1,,,,Transporte aéreo,,,,,,,,,
511,5,1,1,,,Transporte aéreo de pasajeros,,,,,,,,,
5110,5,1,1,0,,Transporte aéreo de pasajeros,,,,,,,,,
512,5,1,2,,,Transporte aéreo de mercancías y transporte espacial,,,,,,,,,
5121,5,1,2,1,,Transporte aéreo de mercancías,,,,,,,,,
5122,5,1,2,2,,Transporte espacial,,,,,,,,,
52,5,2,,,,Almacenamiento y actividades anexas al transporte,,,,,,,,,
521,5,2,1,,,Depósito y almacenamiento,,,,,,,,,
5210,5,2,1,0,,Depósito y almacenamiento,,,,,,,,,
522,5,2,2,,,Actividades anexas al transporte,,,,,,,,,
5221,5,2,2,1,,Actividades anexas al transporte terrestre,,,,,,,,,
5222,5,2,2,2,,Actividades anexas al transporte marítimo y por vías navegables interiores,,,,,,,,,
5223,5,2,2,3,,Actividades anexas al transporte aéreo,,,,,,,,,
5224,5,2,2,4,,Manipulación de mercancías,,,,,,,,,
5229,5,2,2,9,,Otras actividades anexas al transporte,,,,,,,,,
53,5,3,,,,Actividades postales y de correos,,,,,,,,,
531,5,3,1,,,Actividades postales sometidas a la obligación del servicio universal,,,,,,,,,
5310,5,3,1,0,,Actividades postales sometidas a la obligación del servicio universal,,,,,,,,,
532,5,3,2,,,Otras actividades postales y de correos,,,,,,,,,
5320,5,3,2,0,,Otras actividades postales y de correos,,,,,,,,,
I,I,,,,,Hostelería,,,,,,,,,
55,5,5,,,,Servicios de alojamiento,,,,,,,,,
551,5,5,1,,,Hoteles y alojamientos similares,,,,,,,,,
5510,5,5,1,0,,Hoteles y alojamientos similares,,,,,,,,,
552,5,5,2,,,Alojamientos turísticos y otros alojamientos de corta estancia,,,,,,,,,
5520,5,5,2,0,,Alojamientos turísticos y otros alojamientos de corta estancia,,,,,,,,,
553,5,5,3,,,Campings,,,,,,,,,
5530,5,5,3,0,,Campings,,,,,,,,,
559,5,5,9,,,Otros alojamientos,,,,,,,,,
5590,5,5,9,0,,Otros alojamientos,,,,,,,,,
56,5,6,,,,Servicios de comidas y bebidas,,,,,,,,,
561,5,6,1,,,Restaurantes y puestos de comidas,,,,,,,,,
5610,5,6,1,0,,Restaurantes y puestos de comidas,,,,,,,,,
