id,codeserc,tipologia,nome,indirizzo,cap,citta,provincia,stelle,email,url,lt,lg,telefono
3425,052024ALB0002,Alberghi - Hotel,Albergo La Torre,"Via Matteotti, 7",53040,Radicofani,SI,2,,,42.896333,11.771743,+39 0578 55943
5066,052024AAT0024,Agriturismi,Poggio Imperiale,S.P. 478 - Loc. Loc. Palazzina Del Calcinaio,53040,Radicofani,SI,2,,,42.896574,11.771111,+39 0578 55939
17845,052024AAT0026,Agriturismi,La Castellina,Loc. La Castellina,53040,Radicofani,SI,2,poderecastellina@gmail.com,,42.896574,11.771111,+39 348 4530712
5048,052024AAT0003,Agriturismi,Agriturismo Casa Tonietti,Podere Casatonietti,53040,Radicofani,SI,1,contact@agriturismocasatonietti.it,www.agriturismocasatonietti.it,42.896574,11.771111,+39 0578 55876
5049,052024AAT0006,Agriturismi,Az.Agr. Casubaldo Aleandria,Podere Pozzuolo,53040,Radicofani,SI,1,agripozzuolo@libero.it,www.agripozzuolo.com,42.896574,11.771111,+39 0578 55885
5050,052024AAT0008,Agriturismi,Agriturismo Cerreto Piano,Loc. Scaldasole,53040,Radicofani,SI,2,info@cerretopiano.com,www.cerretopiano.com,42.896574,11.771111,+39 0577 779966
5051,052024AAT0009,Agriturismi,Az. Agr. Agra Srl,Via S.P.24 - Loc. Scaldasole,53040,Radicofani,SI,1,info@agrasrl.it,www.agrasrl.it,42.896574,11.771111,+39 0578 55677
5055,052024AAT0013,Agriturismi,Podere Casano,Loc. Podere Casano,53040,Radicofani,SI,1,info@poderecasano.it,www.poderecasano.it,42.896574,11.771111,+39 0578 52107
5056,052024AAT0014,Agriturismi,La Selvella,Loc. La Selvella,53040,Radicofani,SI,2,selvella@selvella.com,,42.896574,11.771111,+39 0578 55555
5057,052024AAT0015,Agriturismi,Piandigoro,Podere Piandigoro - Loc. Le Vigne,53040,Radicofani,SI,1,info@piandigoro.it,,42.896574,11.771111,+39 335 6972893
5058,052024AAT0016,Agriturismi,Podere Pantano,Podere Pantano,53040,Radicofani,SI,1,info@poderepantano.it,www.poderepantano.it,42.896574,11.771111,+39 0578 55772
5060,052024AAT0018,Agriturismi,Incanto In Val D'orcia,"S.P. 53 Km 21,1 - Loc. Pian Dei Mori",53040,Radicofani,SI,1,fabry56@hotmail.com,www.incantoinvaldorcia.it,42.896574,11.771111,+39 0578 61121
5062,052024AAT0020,Agriturismi,Podere Scagnolo,Podere Scagnolo,53040,Radicofani,SI,2,scagnolo@libero.it,,42.896574,11.771111,+39 0578 55900
5064,052024AAT0022,Agriturismi,Il Pero,"Loc. Il Pero, 15",53040,Radicofani,SI,2,info@ilperovaldorcia.com,,42.896574,11.771111,+39 0578 52016
5065,052024AAT0023,Agriturismi,Sterposi Di Carrone Antonello,"Podere Sterposi, 31",53040,Radicofani,SI,1,antonellocarrone@libero.it,www.agriturismosterposi.it,42.896574,11.771111,+39 0578 55856
15113,052024AFR0005,Affittacamere,Podere Pietreta,S.Maria Delle Vigne,53040,Radicofani,SI,,info@pietreta.it,www.pietreta.it,42.896574,11.771111,+39 3355777546
5603,052024CAV0001,Case per Vacanze,Casa Al Treggia,Podere Casa Al Treggia,53040,Radicofani,SI,,leduequerce@tiscali.it,www.casaaltreggia.com,42.896574,11.771111,+39 055 680498
5604,052024CAV0002,Case per Vacanze,Podere Pietreta,Loc. Santa Maria Delle Vigne,53040,Radicofani,SI,,info@pietreta.it,www.pietreta.it,42.896574,11.771111,+39 335 5777546
1726,053001AAT0010,Agriturismi,Podere Cardeta,"Podere Cardeta, 1",58031,Arcidosso,GR,1,info@casa-cardeta.com,www.casa-cardeta.com,42.896592,11.511097,0564 964284 - 339 1302506
2773,053004CAV0002,Case per Vacanze,Residence Terre Gialle C.A.V.,"Via Terre Gialle, 1 - Terre Gialle",58033,Castel del Piano,GR,,info@terregialle.com,www.terregialle.com,42.896961,11.530642,0564 955740
2938,053007CAF0001,Case per Ferie,Casa Per Ferie Cinigiano,"Piazza Landi, 8",58044,Cinigiano,GR,,feriecinigiano@gmail.com,,42.898236,11.3658,0564 417751
1241,053011RTA0010,Residenze Turistico Alb.,Le Versegge,Versegge - Braccagni,58035,Grosseto,GR,3,info@leversegge.it,www.leversegge.it,42.900113,11.094818,0564 324059
4564,052008AAT0004,Agriturismi,Spazzavento,Loc. Spazzavento - Fraz. Piazze,53040,Cetona,SI,1,info@spazzavento.com,www.spazzavento.com,42.902172,11.941838,+39 0578 226551
1892,053007AAT0022,Agriturismi,Podere Bellumori,S.P. Le. 7 - - Sasso D'ombrone,58044,Cinigiano,GR,3,info@poderebellumori.it,www.poderebellumori.it,42.903926,11.334354,0564 990508 - 339 3735016
1890,053007AAT0020,Agriturismi,Azienda Agricola I Terzi,Poggi Del Sasso,58044,Cinigiano,GR,1,,www.iterzi.com,42.904305,11.324664,0564 990683 611 - 360 601101
17015,053007AAT0032,Agriturismi,L'albatraia,Podere S.Martino - Poggi Del Sasso,58044,Cinigiano,GR,2,,,42.904305,11.324664,0564 990735
18781,053007AAT0034,Agriturismi,Castello Di Colle Massari,Collemassari - Poggi Del Sasso,58044,Cinigiano,GR,2,info@collemassari.it,www.collemassari.it,42.904305,11.324664,0564 990496 - 338 5341447
1888,053007AAT0018,Agriturismi,Castello Di Vicarello,Vicarello - Poggi Del Sasso,58044,Cinigiano,GR,1,info@vicarello.it,www.castellodivicarello.it,42.90501,11.312028,0564 990718
1874,053007AAT0003,Agriturismi,Il Mandorlo,La Cava - Poggi Del Sasso,58040,Cinigiano,GR,2,info@salustri.it,www.salustri.it,42.905044,11.324511,0564 990529
1937,053010AAT0003,Agriturismi,La Concia,Podere La Concia - Giuncarico,58023,Gavorrano,GR,1,agriturlaconcia@tiscali.it,www.poderelaconcia.com,42.906945,10.992961,0566 88297 - 339 8418532
1947,053010AAT0013,Agriturismi,Fattoria Doganelle,"Doganelle, 5 - Giuncarico",58023,Gavorrano,GR,2,info@doganelle.it,www.doganelle.it,42.906945,10.992961,0566 88357 - 339 6722344
17329,053010AAT0030,Agriturismi,Diaccione,Diaccione - Giuncarico,58023,Gavorrano,GR,1,s.tognoni@cia.grosseto.it,,42.906945,10.992961,340 5134635
19143,053010AAT0037,Agriturismi,La Magia,S.S. Aurelia Vecchia Km. 15.920 - La Magia - Giuncarico,58023,Gavorrano,GR,1,info@albama.it,,42.906945,10.992961,0564 27454 - 392 2964660
19304,053010AAT0038,Agriturismi,Castelli,Podere San Martino - - Giuncarico,58023,Gavorrano,GR,1,aziendacastelli@gmail.com,,42.906945,10.992961,0566 88042 - 339 3030260
17821,053010CAV0009,Case per Vacanze,Villa Croci,I Poggetti - Giuncarico,58023,Gavorrano,GR,,elena.gaggioli@albama.it,,42.906945,10.992961,0564 27454
1230,053007RTA0001,Residenze Turistico Alb.,Podere Carceroni,Via Vicarello - - Poggi Del Sasso,58044,Cinigiano,GR,3,info@poderecarceroni.it,www.poderecarceroni.it,42.90702,11.322681,0564 990616
2634,053024AAT0004,Agriturismi,Podere Valgattolina,Val Gattolina - Pian D'alma,58050,Scarlino,GR,1,info@agriturismovalgattolina.com,www.agriturismovalgattolina.com,42.90724,10.851002,0566 45455 - 335 399192
2636,053024AAT0006,Agriturismi,Santa Marta,La Vetricella - Scarlino Scalo,58020,Scarlino,GR,2,info@agriturismosantamarta.it,www.agriturismosantamarta.it,42.90724,10.851002,320 7809880 - 339 3815435
2637,053024AAT0007,Agriturismi,Pian D'alma,"Casa Agresti, 13-pian D'alma",58050,Scarlino,GR,1,info@agriturismopiandalma.it,www.agriturismopiandalma.it,42.90724,10.851002,0566 - 58678
2640,053024AAT0011,Agriturismi,Il Pupillo,"Podere Pupillo, 16 - Il Pupillo",58020,Scarlino,GR,,info@ilpupillo.com,www.ilpupillo.com,42.90724,10.851002,0566 37230
2643,053024AAT0014,Agriturismi,Podere San Pietro,La Vetricella - Scarlino Scalo,58020,Scarlino,GR,1,,,42.90724,10.851002,0566 35343 - 335 6889866
14165,053024AAT0015,Agriturismi,Podere Binacco,Pod.Binacco - Pian D'alma,58020,Scarlino,GR,1,infobinacco@gmail.com,www.agriturismopoderebinacco.blogspot.com,42.90724,10.851002,331 4096061
18240,053024AAT0017,Agriturismi,La Fornace,Podere La Fornace - Gorella - Scalo,58020,Scarlino,GR,1,bicocchib@tiscali.it,www.lafornace.weebly.com,42.90724,10.851002,335 6268680 - 339 8660952
18533,053024AAT0018,Agriturismi,San Luigi,S.P. Le Del Puntone - Botrona,58020,Scarlino,GR,2,info@toscanasurfhouse.it,,42.90724,10.851002,0566 918094 - 333 5810168
1504,053024AFR0005,Affittacamere,B&b San Sebastiano,"Strada Vicinale Col Di Sasso - Biagioni, 6",58020,Scarlino,GR,,follonica@sympatico.ca,www.bbsansebastiano.com,42.90724,10.851002,0566 38049
16748,053024AFR0008,Affittacamere,Botrona B&b,"Botrona, 41",58020,Scarlino,GR,,info@botronabb.it,www.botronabb.it,42.90724,10.851002,339 2051015
1204,053024ALB0001,Alberghi - Hotel,Hotel Rodeo,"Via S.S.Aurelia Km.222, 6 - - Scarlino Scalo",58020,Scarlino,GR,3,info@hotelrodeo.it,www.hotelrodeo.it,42.90724,10.851002,0566 35072
1693,053024ALL0001,Alloggi Privati,Casa D'artista,"Via Martiri D'istia, 16",58020,Scarlino,GR,,maurocorbani@libero.it,www.maurocorbani.com,42.90724,10.851002,0566 37329
1695,053024ALL0003,Alloggi Privati,D'arienzo Bianca,"Podere Balliccione, 25",58020,Scarlino,GR,,darbi2000@yahoo.it,,42.90724,10.851002,347 4011253
18407,053024ALL0005,Alloggi Privati,Boccadalma,"Podere Binaccio, 23 - Pia",58020,Scarlino,GR,,info@boccadalma.com,www.boccadalma.com,42.90724,10.851002,328 8396352
2758,053024CAM0005,Campeggi,Riva Dei Butteri,"Via Del Buttero, 2 - Salciaina",58020,Scarlino,GR,1,info@rivadeibutteri.it,www.rivadeibutteri.it,42.90724,10.851002,0566 54006
16768,053024CAV0006,Case per Vacanze,Le Coste Casa Vacanze,"Le Coste, 20",58020,Scarlino,GR,,info@lecostecasavacanze.it,www.lecostecasavacanze.it,42.90724,10.851002,339 2051015
17803,053024VIT0002,Villaggi Turistici,Il Fontino,"S.P. Le, 60 - Fontino",58020,Scarlino,GR,3,info@fontino.it,www.fontino.it,42.90724,10.851002,0566 37029 - 393 9590124
4568,052008AAT0008,Agriturismi,Az. Agr.Piandisette E Olivo,S.P. 43 - Loc. Piazze,53040,Cetona,SI,1,rinaldi.g@jumpy.it,,42.908501,11.918449,+39 0578 244026
4572,052008AAT0012,Agriturismi,Az. Agr. Il Pulito,S.P. 192 - Loc. Le Piazze,53040,Cetona,SI,1,info@ilpulito.it,www.ilpulito.it,42.908501,11.918449,+39 0578 244088
4574,052008AAT0014,Agriturismi,Piandisette,Podere Piandisette Alto - Fraz. Piazze,53040,Cetona,SI,1,info@piandisettealto.it,,42.908501,11.918449,+39 339 1212737
4575,052008AAT0015,Agriturismi,Borgo Matero,S.S. 321 Sud 63 - Fraz. Piazze,53040,Cetona,SI,1,info@borgomatero.it,www.borgomatero.it,42.908501,11.918449,+39 0578 244034
3636,052008AFR0008,Affittacamere,Locanda Toscanini,"Piazza Toscanini, 3 - Fraz. Piazze",53040,Cetona,SI,,info@locandatoscanini.com,www.locandatoscanini.com,42.908501,11.918449,+39 0578 244273
3639,052008AFR0011,Affittacamere,Atelier Cetona,Loc. Palazzolo - Fraz. Piazze,53040,Cetona,SI,,iweisse@tin.it,www.ateliercetona.it,42.908501,11.918449,+39 0578 245026
1505,053024AFR0006,Affittacamere,Relais Vedetta,"Poggio La Forcola, 12",58020,Scarlino,GR,,info@relaisvedetta.eu,www.relaisvedetta.eu,42.909021,10.850567,0566 37023
2768,053024VIT0001,Villaggi Turistici,Oasi Maremma,Via Del Fontino - Canonica Bicchi,58020,Scarlino,GR,3,info@oasimaremma.it,www.oasimaremma.it,42.909021,10.850567,0566 37374
1503,053024AFR0004,Affittacamere,Scabris Di Farioli Lilia,"Via F. Agresti, 29a",58020,Scarlino,GR,,scabris1@virgilio.it,www.ristorantescabris.it,42.909143,10.850181,0566 37205
1822,053004AAT0015,Agriturismi,Podere Anteata,Podere Anteata - Montegiovi,58033,Castel del Piano,GR,2,info@anteata.it,www.anteata.it,42.909383,11.519731,0564 955086
15325,053004AAT0018,Agriturismi,La Dragona,La Dragona - Montegiovi,58033,Castel del Piano,GR,2,info@ladragona.com,www.ladragona.com,42.909383,11.519731,0564 967765 - 349 5317298
1564,053004ALL0003,Alloggi Privati,Signorini Angela,"Podere Pian Di Bartalo, 3 - - Montegiovi",58033,Castel del Piano,GR,,signoriniangela439@gmail.com,,42.909383,11.519731,347 4735012
2775,053004CAV0004,Case per Vacanze,Casale Montebendico,Montebendico - Montegiovi,58033,Castel del Piano,GR,,info@montebendico.com,,42.909383,11.519731,347 3815229
1500,053024AFR0001,Affittacamere,Madonna Del Poggio,"S.P. Scarlinese, 84 - Madonna Del Poggio",58020,Scarlino,GR,,info@madonnadelpoggio.it,www.madonnadelpoggio.it,42.90992,10.847969,0566 37021 - 347 1935332
2955,053007RES0001,Residence,Castel Porrona Residence,"Via Traversa, 2 - Porrona",58044,Cinigiano,GR,4,info@castelporrona.it,www.castelporrona.it,42.910675,11.411362,0564 993316
1912,053008AAT0011,Agriturismi,La Steccaia,Steccaia Alta - Paganico,58048,Civitella Paganico,GR,3,lasteccaiaalta@hotmail.com,www.lasteccaiaalta.it,42.910738,11.248455,0564 906059 - 348 7429576
13695,053004AFR0004,Affittacamere,Borgo Tepolini,"Tepolini, 16",58033,Castel del Piano,GR,,info@borgotepolini.it,www.borgotepolini.it,42.910753,11.549978,0564 1836759
1885,053007AAT0015,Agriturismi,Podere Cherzo,Porrona,58044,Cinigiano,GR,2,info@cherzo.it,www.cherzo.it,42.910833,11.408611,0564 993553 - 347 4127439
1900,053007AAT0030,Agriturismi,Pianirossi,Podere S.Genoveffa - Porrona,58044,Cinigiano,GR,1,pianirossi@libero.it,,42.910833,11.408611,0564 990573 - 335 1805491
1208,053024ALB0005,Alberghi - Hotel,Corte Dei Tusci Village Palace,Strada Delle Collacchie S.N.C. - S.P. 158 - Puntone,58020,Scarlino,GR,4,cortedeitusci@cortedeitusci.it,www.cortedeitusci.it,42.911279,10.773061,0566 867014
2755,053024CAM0002,Campeggi,Baia Dei Gabbiani,Via Delle Collacchie - - Puntone,58020,Scarlino,GR,2,amministrazione@baiadeigabbiani.info,www.baiadeigabbiani.com,42.91148,10.772824,0566 866158
2757,053024CAM0004,Campeggi,Piper,Via Delle Collacchie - - Puntone,58020,Scarlino,GR,1,,,42.91148,10.772824,0566 866185
1278,053024RTA0003,Residenze Turistico Alb.,I Tusci,Via Delle Collacchie - Puntone,58020,Scarlino,GR,2,cortedeitusci@cortedeitusci.it,www.cortedeitusci.it,42.91148,10.772824,0566 867014
2817,053010CAV0002,Case per Vacanze,Casa S. Anna,"Via Vittorio Veneto, 28 - - Ravi",58023,Gavorrano,GR,,info@casasanna.de,www.casasanna.de,42.911527,10.919581,0566 847195
2940,053009CAF0002,Case per Ferie,Soggiorno Marino C.I.F. Stella Maris,"Via Delle Collacchie, 4",58022,Follonica,GR,,,,42.912364,10.771269,0566 53240
17419,053024AAT0016,Agriturismi,La Cianella,"Podere Cianella, 22",58020,Scarlino,GR,2,info@lacianella.com,www.lacianella.com,42.912862,10.822573,0566 37002 - 338 1992710
2760,053024CAM0007,Campeggi,Vallicella,Vallicella,58020,Scarlino,GR,3,info@vallicellavillage.com,www.vallicellavillage.com,42.912953,10.852656,0566 37229
1026,053009ALB0008,Alberghi - Hotel,Parco Dei Pini,"Via Delle Collacchie, 7",58022,Follonica,GR,3,info@hotelparcodeipini.it,www.hotelparcodeipini.it,42.914692,10.769231,0566 53280
3025,053009STB0013,Stabilimenti Balneari,Bagno Argentina-s.A.S.Di Merodi Bianchi E C.,"De Collacchie,10 - Folonica",58022,Follonica,GR,,robertomerodi@interfree.it,,42.914808,10.769063,0566 57707
2810,053009CAV0001,Case per Vacanze,Futura C.A.V.,"Via Lago Di Lugano, 3",58022,Follonica,GR,,info@appartamenti-mare.com,www.appartamenti-mare.com,42.914809,10.771817,0586 861888
2728,053009CAM0001,Campeggi,Pineta Del Golfo,"Via Delle Collacchie, 2",58022,Follonica,GR,1,finoria@ouverture.it,www.nuovamaremma.it,42.915311,10.76815,0566 53369
2632,053024AAT0002,Agriturismi,Il Pino,Imposto,58020,Scarlino,GR,2,info@agriturismoilpino.it,www.agriturismoilpino.it,42.916119,10.849909,0566 37388
2638,053024AAT0008,Agriturismi,Gli Orti,Imposto,58020,Scarlino,GR,2,info@agriturismogliorti.it,www.agriturismogliorti.it,42.916119,10.849909,0566 37141 - 335 482757
1277,053024RTA0002,Residenze Turistico Alb.,Alberguccio Ranch Hotel,"Imposto, 25",58020,Scarlino,GR,3,ranchhotel@libero.it,www.emmeti.it/ranchhotel,42.91663,10.84848,0566 37033
3019,053009STB0007,Stabilimenti Balneari,Bagno La Pineta,Spiaggia Di Levante,58022,Follonica,GR,,,,42.916919,10.762981,0566 52600
3027,053009STB0015,Stabilimenti Balneari,Cabana Cubana,Via Spiaggia Di Levante,58022,Follonica,GR,,,,42.916919,10.762981,0566 55773
3031,053009STB0019,Stabilimenti Balneari,Tirrenia,Via Spiaggia Di Levante,58022,Follonica,GR,,taniabergami@libero.it,www.bagnotirrenia.com,42.916919,10.762981,0566 53377
1211,053025ALB0003,Alberghi - Hotel,La Scottiglia,"Pescina, 29",58038,Seggiano,GR,2,info@lascottiglia.it,www.lascottiglia.it,42.917202,11.586173,0564 950993
3026,053009STB0014,Stabilimenti Balneari,Bagno Elba,"Via Spiaggia Di Levante, 23",58022,Follonica,GR,,info@bagnoelba.it,bagnoelba.it,42.917589,10.761773,335 6281071
1025,053009ALB0006,Alberghi - Hotel,Lampada Di Aladino,"Via Firenze, 10",58022,Follonica,GR,3,soxcafè@tiscalinet.it,,42.91782,10.762051,0566 53535
1317,053009AFR0006,Affittacamere,Casa Margherita Di Riva Lucia,"Via Palermo, 49",58022,Follonica,GR,,,,42.918097,10.765012,0566 52611
2812,053009CAV0003,Case per Vacanze,Casa Margherita Di Riva Lucia,"Via Palermo, 45-49",58022,Follonica,GR,,,,42.918097,10.765012,0566 52611
1899,053007AAT0029,Agriturismi,Le 4 Stagioni,Podere La Fornace - Porrona,58044,Cinigiano,GR,1,info@porrona.it,www.porrona.it,42.918595,11.409817,347 4603494
1944,053010AAT0010,Agriturismi,Casetta,"Via Dei Pianetti, 6 - - Bivio Di Ravi",58022,Gavorrano,GR,2,agriturismocasetta@gmail.com,www.agriturismocasetta.it,42.91861,10.948182,0566 81794 - 335 6466211
1959,053010AAT0025,Agriturismi,Casa Luca,Podere Le Panche - Bivio Di Ravi,58023,Gavorrano,GR,1,mirosa49@hotmail.com,,42.918663,10.947147,0566 89069 - 335 6285368
2644,053025AAT0001,Agriturismi,Le Casaline,Le Casaline - Pescina,58038,Seggiano,GR,2,info@lecasaline.com,www.lecasaline.com,42.918844,11.588839,338 5814002
2651,053025AAT0008,Agriturismi,Podere Ombianco,Ombianco - Pescina,58038,Seggiano,GR,2,,,42.918844,11.588839,0564 950736 - 338 3617729
2658,053025AAT0015,Agriturismi,Podere Poggiobello,Pescina,58038,Seggiano,GR,2,toscana@agriturismopoggiobello.it,www.agriturismopoggiobello.it,42.918844,11.588839,0564 950542 - 368 7868976
1209,053025ALB0001,Alberghi - Hotel,Silene,"Via Capo Vetra, 8 - Pescina",58038,Seggiano,GR,3,info@ilsilene.it,www.ilsilene.it,42.918844,11.588839,0564 950805
1315,053009AFR0004,Affittacamere,Dada Di Topi Cristian,"Via Londra, 10",58022,Follonica,GR,,dada2013@legalmail.it,,42.919135,10.773897,345 4591623
3013,053009STB0001,Stabilimenti Balneari,Aloha,Viale Carducci,58022,Follonica,GR,,alohabeach@live.it,www.alohabeachfollonica.it,42.919609,10.758226,0566 51454
1027,053009ALB0009,Alberghi - Hotel,Piccolo Mondo,"Piazza Guerrazzi, 2",58022,Follonica,GR,3,piccolomondohotel@alice.it,www.piccolomondohotel.it,42.921186,10.756472,0566 40361
2642,053024AAT0013,Agriturismi,Col Di Sasso Soc. Semplice,Col Di Sasso,58020,Scarlino,GR,1,info@tenutacoldisasso.com,www.tenutacoldisasso.com,42.921218,10.858267,0566 37435
18913,053024AAT0019,Agriturismi,Azienda Agricola Col Di Sasso,Col Di Sasso,58020,Scarlino,GR,3,info@tenutacoldisasso.com,www.tenutacoldisasso.com,42.921218,10.858267,0566 37435
2913,053024CAV0004,Case per Vacanze,Borgo Etrusco,Col Di Sasso,58020,Scarlino,GR,,info@borgoetrusco.com,www.borgoetrusco.com,42.921218,10.858267,0566 37701
1941,053010AAT0007,Agriturismi,La Quercia,Podere San Giuseppe - Gli Scopai - Ravi,58020,Gavorrano,GR,1,agr.laquercia@katamail.com,xoomer.virgilio.it/agriturismolaquercia/,42.921486,10.936933,0566 845242 - 347 8124319
18033,053009ALL0005,Alloggi Privati,Camere Rooms Zimmer,"Via Albereta, 7",58022,Follonica,GR,,,,42.921501,10.759619,0566 56020
1314,053009AFR0001,Affittacamere,La Guglia,"Via Parri, 12",58022,Follonica,GR,,,,42.921538,10.758549,338 2066391
2731,053010CAM0001,Campeggi,La Finoria,"Via Monticello, 66 - Finoria",58023,Gavorrano,GR,3,finoria@ouverture.it,www.campeggiolafinoria.it,42.921831,10.912256,0566 844381
2654,053025AAT0011,Agriturismi,Antico Casale Il Pozzuolo,Provinciale 1 - Pozzuolo,58038,Seggiano,GR,3,casalepozzuolo@libero.it,www.anticocasalepozzuolo.it,42.921871,11.566093,0564 950551 - 328 3910790
1043,053009ALB0026,Alberghi - Hotel,Martini Hotel,"Via Pratelli, 16",58022,Follonica,GR,3,,,42.921909,10.757107,0566 43248
1028,053009ALB0010,Alberghi - Hotel,Bella'mbriana Hotel Charme E Relax,"Via Marconi, 12",58022,Follonica,GR,4,info@hotelfollonica.it,www.hotelfollonica.it,42.922137,10.756382,0566 48951
2958,053009RES0003,Residence,Il Sole,"Via Serri, 39",58022,Follonica,GR,2,,,42.922179,10.755698,0566 40344
3033,053009STB0021,Stabilimenti Balneari,Ausonia,"Viale Italia, 19/27",58022,Follonica,GR,,,,42.922204,10.75385,334 3380622
90,049012ALB0008,Alberghi - Hotel,Albergo Italia,"Via Xx Settembre, 39",57025,Piombino,LI,3,info@hotelpiombino.com,www.hotelpiombino.com,42.922511,10.52761,0565 220922
1031,053009ALB0013,Alberghi - Hotel,Golfo,"Via Buozzi, 6",58022,Follonica,GR,1,info@albergogolfo.it,www.albergogolfo.it,42.922535,10.754962,0566 40129
14136,053009ALL0004,Alloggi Privati,Villa Magda,"Via Marconi, 16/c",58022,Follonica,GR,,tpapa23@hotmail.it,,42.92268,10.757147,333 9057647
1926,053009AAT0001,Agriturismi,Casa Guidoni,"Via Massetana, 101 - Palazzi",58022,Follonica,GR,2,info@casaguidoni.it,www.casaguidoni.it,42.922689,10.7593,328 2195359
1927,053009AAT0002,Agriturismi,Casa Lenzi,Val Dell'acqua,58022,Follonica,GR,2,,,42.922689,10.7593,0564 412002
1928,053009AAT0003,Agriturismi,Giovanna Vecchioni Tenuta Il Tesorino,Strada Per Montioni - Tesorino,58022,Follonica,GR,2,,,42.922689,10.7593,0566 860000 - 335 5244483
1929,053009AAT0004,Agriturismi,Cannavota,"Via Aurelia, 122 - Cannavota",58022,Follonica,GR,1,info@agriturismocannavota.it,www.agriturismocannavota.it,42.922689,10.7593,0566 52129 - 333 2212954
1930,053009AAT0005,Agriturismi,Sant'orsola,"Podere S.Orsola, 69 - Palazzi",58022,Follonica,GR,2,,,42.922689,10.7593,0566 860010 - 320 1577998
1931,053009AAT0006,Agriturismi,Villa Isa,"Via Aurelia, 114 - Poggetti Vecchi",58022,Follonica,GR,2,info@villaisa.com,www.villaisa.it,42.922689,10.7593,338 6532532
1932,053009AAT0007,Agriturismi,Poggio All'ulivo,"Poggio All'ulivo, 18",58022,Follonica,GR,2,,www.agriturismopoggioallulivo.it,42.922689,10.7593,0566 260381
1933,053009AAT0008,Agriturismi,Campo Fiorito,"Pod.Campo Delle Spianate, 78",58022,Follonica,GR,1,infocampofiorito@yahoo.it,,42.922689,10.7593,0566 54136 - 392 9153721
1934,053009AAT0009,Agriturismi,La Dolce Collina,Podere Aione 67,58022,Follonica,GR,1,,www.dolcecollina.it,42.922689,10.7593,0566 58448 - 333 2338260
1033,053009ALB0016,Alberghi - Hotel,Hotel La Pineta,"Via Delle Collacchie, 67 - Salciana",58022,Follonica,GR,3,info@lapinetahotel.com,www.lapinetahotel.com,42.922689,10.7593,0566 52728
1040,053009ALB0023,Alberghi - Hotel,Sabatino,"Via Aurelia Km.226 , N. 113",58022,Follonica,GR,3,info@hotelsabatino.biz,www.hotelsabatino.biz,42.922689,10.7593,0566 51352
18581,053009ALL0006,Alloggi Privati,Pescegatto B&b,"Via Emilia, Bh",58022,Follonica,GR,,robertacanneri@gmail.com,,42.922689,10.7593,347 7831554
2729,053009CAM0002,Campeggi,Tahiti,Via Don Sebastiano Leone Snc - Pratoranieri,58022,Follonica,GR,1,info@campeggiotahiti.it,www.campeggiotahiti.it,42.922689,10.7593,0566 260255
2811,053009CAV0002,Case per Vacanze,Dondoli Marino - Valle Onesta,"Valle Onesta, 38",58022,Follonica,GR,,,,42.922689,10.7593,0566 58059
2959,053009RES0004,Residence,Valmarina Residence,"Via Aurelia Nord, 10 - Vallinforte",58022,Follonica,GR,3,info@borgovalmarina.it,www.borgovalmarina.it,42.922689,10.7593,0566 260138
1231,053009RTA0001,Residenze Turistico Alb.,Borgo Valmarina,"Via Aurelia Nord, 10 - Vallinforte",58022,Follonica,GR,2,info@borgovalmarina.it,www.borgovalmarina.it,42.922689,10.7593,0566 260138
3024,053009STB0012,Stabilimenti Balneari,Ombretta,S.S. Delle Collacchie - Spiaggia Levante,58022,Follonica,GR,,info@bagnombretta.it,www.bagnombretta.it,42.922689,10.7593,0566 53953
3029,053009STB0017,Stabilimenti Balneari,La Conchiglia,Via Carducci Sn,58022,Follonica,GR,,,,42.922689,10.7593,0566 263638 0566 44066
3039,053009STB0027,Stabilimenti Balneari,Nettuno,Viale Italia - Pratoranieri,58022,Follonica,GR,,mariolari@libero.it,www.bagnonettuno.net,42.922689,10.7593,0566 261038
3040,053009STB0028,Stabilimenti Balneari,Il Gabbiano,Via Delle Collacchie - Spiaggia Levante,58022,Follonica,GR,,pinetadelgolfo@ouverture.it,www.nuovamaremma.it,42.922689,10.7593,0566 53369 - 329 3708577
14169,053009VIT0006,Villaggi Turistici,Mare Si,"S.P. Vecchia Aurelia, Km.45,6",58022,Follonica,GR,4,info@soggiornimaresi.com,www.soggiornimaresi.com,42.922689,10.7593,0566 41362
1022,053009ALB0003,Alberghi - Hotel,Hotel Ausonia,"Viale Matteotti, 74",58022,Follonica,GR,3,info@hotelausonia.it,www.hotelausonia.it,42.922715,10.753922,0566 40096
1038,053009ALB0021,Alberghi - Hotel,Hotel Orchidea,"Viale Italia, 41-43",58022,Follonica,GR,2,,,42.922943,10.752482,0566 40334
3028,053009STB0016,Stabilimenti Balneari,Orchidea,"Viale Italia, 41",58022,Follonica,GR,,,,42.922943,10.752482,0566 40334
3014,053009STB0002,Stabilimenti Balneari,Bagno Roma,"Viale Italia, 49",58022,Follonica,GR,,marcopierini@alice.it,bagno-roma.it,42.923057,10.752203,0566 48035 - 339 6131995
17321,053010ALL0005,Alloggi Privati,Nel Giardino Di Alice,"Della Serra, 4",58023,Gavorrano,GR,,info@nelgiardinodialice.com,www.nelgiardinodialice.com,42.92322,10.909443,348 5573762
