ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
2016142734,ted.europa.eu/udl?uri=TED:NOTICE:142734-2016:TEXT:EN:HTML,2016,3,20-APR-16,R208.S2,0,0,,VĮ Registrų centras,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,N,,,S,,N,,,,72253200,72,,,Y,4,1,117000.0,117000,117000,N,OPE,,0,M,,Kaina---Paslaugų kokybės užtikrinimas---Projekto aplinkos suvokimas; rizikos veiksnių įvardijimas ir jų valdymo plano efektyvumas,40---25---35,N,1,7376475,1,,N,,UAB ATEA,,J. Rutkausko g. 6,Vilnius,05132,LT,,1,Lietuvos Respublikos gyventojų registro ir jo informacinių sistemų priežiūros ir modifikavimo paslaugos,1,,,,,,117000,117000,N,06-APR-16
2016142735,ted.europa.eu/udl?uri=TED:NOTICE:142735-2016:TEXT:EN:HTML,2016,3,20-APR-16,R208.S2,0,0,,Valstybės įmonė Žemės ūkio informacijos ir kaimo verslo centras,210086220,V. Kudirkos g. 18-1,Vilnius,03105,A2,LT,LT,,,6,,Other,N,,,S,,N,,,,72261000,72,,72262000,Y,1,0,251727.27,251727.27,251727.27,N,OPE,,0,L,100,,,N,1,7376476,,,N,,UAB „INNTEC“,,Oslo g. 1,Vilnius,,LT,,1,,2,,,,,,251727.27,251727.27,N,07-APR-16
2016146444,ted.europa.eu/udl?uri=TED:NOTICE:146444-2016:TEXT:EN:HTML,2016,6,22-APR-16,R208.S2,0,0,,Elering AS,11022625,Kadaka tee 42,Tallinn,12915,A3,EE,EE,,,4,,Electricity;Production; transport and distribution of gas and heat,,,,S,EE,Y,,Y,,72230000,72,,,Y,1,0,450000.0,450000,450000,N,OPE,,0,,,,,N,1,7380428,,,Y,,,,,,,,,1,,,,,,,,,,,
2016146593,ted.europa.eu/udl?uri=TED:NOTICE:146593-2016:TEXT:EN:HTML,2016,3,18-APR-16,R209.S1,0,0,N,European Agency for the Οperational Management of Large-Scale IT Systems in the Area of Freedom; Security and Justice (eu-LISA),,EU House; Rävala pst 4,Tallinn,10143,A1EUN,EE,EU,N,,5,AG,General public\services,N,N,N,S,,Y,,,N,72000000,72,,72210000---72250000---72260000,N,2,0,5226145.5,5226145.5,5226145.5,N,NOC,,0,L,,,,N,1,7473212,,,N,Y,Consortium S3B; consortium member: 3M Belgium BVBA---Consortium S3B; consortium member: Bull SAS---Consortium S3B; represented by the group leader Sopra Steria Benelux SA,,Hermeslaan 7---68 rue Jean Jaurès---boulevard du Souverain 36,Diegem---Les Clayes-sous-Bois---Brussels,1831---78340---1170,BE---FR---BE,N---N---N,LISA/2013/RP/01,Amendment 2 capacity increase Eurodac recast,1,,,,,,5226145.5,5226145.5,N,06-APR-16
2016149086,ted.europa.eu/udl?uri=TED:NOTICE:149086-2016:TEXT:EN:HTML,2016,3,27-APR-16,R208.S2,0,0,,Valsts sociālās apdrošināšanas aģentūra,,Lāčplēša iela 70a,Rīga,1011,A1,LV,LV,,,N,,General public\services,N,,,S,LV006,N,,,,72267000,72,,,Y,1,0,940438.37,940438.37,940438.37,N,NOC,,0,L,100,,,N,1,7384066,,,N,,Personu apvienība; ko veido AS “Exigen Services Latvia” un SIA “Datakom”,,Jāņa Daliņa iela 15,Rīga,1013,LV,,1,,1,,,,,867763.2,940438.37,940438.37,N,21-APR-16
2016151203,ted.europa.eu/udl?uri=TED:NOTICE:151203-2016:TEXT:EN:HTML,2016,3,28-APR-16,R208.S2,0,0,,Kauno technologijos universitetas,111950581,K. Donelaičio g. 73,Kaunas,44249,A2,LT,LT,,,6,,Education,N,,,S,,N,,,,72317000,72,,,Y,4,4,39924.0,39924,39924,N,OPE,,0,L,100,,,N,4,7386702,1,,N,,TEO LT; AB,,Lvovo g. 25,Vilnius,03501,LT,,1,Įrangos talpinimo paslaugos duomenų centre D1,1,,,,,,7612,7612,N,30-MAR-16
2016151203,ted.europa.eu/udl?uri=TED:NOTICE:151203-2016:TEXT:EN:HTML,2016,3,28-APR-16,R208.S2,0,0,,Kauno technologijos universitetas,111950581,K. Donelaičio g. 73,Kaunas,44249,A2,LT,LT,,,6,,Education,N,,,S,,N,,,,72317000,72,,,Y,4,4,39924.0,39924,39924,N,OPE,,0,L,100,,,N,4,7386703,3,,N,,UAB Duomenų logistikos centras,,A. Juozapavičiaus g. 13,Vilnius,09311,LT,,2,Įrangos talpinimo paslaugos duomenų centre D3,1,,,,,,7800,7800,N,30-MAR-16
2016151203,ted.europa.eu/udl?uri=TED:NOTICE:151203-2016:TEXT:EN:HTML,2016,3,28-APR-16,R208.S2,0,0,,Kauno technologijos universitetas,111950581,K. Donelaičio g. 73,Kaunas,44249,A2,LT,LT,,,6,,Education,N,,,S,,N,,,,72317000,72,,,Y,4,4,39924.0,39924,39924,N,OPE,,0,L,100,,,N,4,7386704,5,,N,,TEO LT; AB,,Lvovo g. 25,Vilnius,03501,LT,,3,Įrangos talpinimo paslaugos duomenų centre D6,1,,,,,,7612,7612,N,30-MAR-16
2016151203,ted.europa.eu/udl?uri=TED:NOTICE:151203-2016:TEXT:EN:HTML,2016,3,28-APR-16,R208.S2,0,0,,Kauno technologijos universitetas,111950581,K. Donelaičio g. 73,Kaunas,44249,A2,LT,LT,,,6,,Education,N,,,S,,N,,,,72317000,72,,,Y,4,4,39924.0,39924,39924,N,OPE,,0,L,100,,,N,4,7386705,7,,N,,UAB Duomenų logistikos centras,,A. Juozapavičius g. 13,Vilnius,09311,LT,,4,Įrangos talpinimo paslaugos duomenų centre DCR,2,,,,,,16900,16900,N,30-MAR-16
2016151211,ted.europa.eu/udl?uri=TED:NOTICE:151211-2016:TEXT:EN:HTML,2016,3,28-APR-16,R208.S2,0,0,,Vidaus reikalų ministerija — Turto valdymo ir ūkio departamentas,188729923,Šventaragio g. 2,Vilnius,01122,A1,LT,LT,,,1,,Other,N,,,S,,Y,,Y,,72318000,72,,,N,1,1,218361.32,218361.32,218361.32,N,OPE,,0,L,100,,,N,1,7386721,1,,N,,Uždaroji akcinė bendrovė „OMNITEL“,,T. Ševčenkos g. 25,Vilnius,03503,LT,,1,1 pirkimo objekto dalis – mobilaus (judriojo) ryšio duomenų perdavimo paslauga2 pirkimo objekto dalis – telemetrijos paslauga,2,,,,,,218361.32,218361.32,N,31-MAR-16
2016151216,ted.europa.eu/udl?uri=TED:NOTICE:151216-2016:TEXT:EN:HTML,2016,3,28-APR-16,R208.S2,0,0,,Finanšu ministrija,,Smilšu iela 1,Rīga,1919,A1,LV,LV,,,1,,Economical anf Financial Affairs,N,,,S,LV00,N,,,,72250000,72,,,Y,4,0,59600.0,59600,59600,Y,OPE,,0,L,100,,,N,1,7386726,,,N,,"Personu apvienība ""SIA ""DIVI grupa"" un SIA ""Datorikas institūts DIVI""",,Avotu iela 40-33,Rīga,1009,LV,,1,,6,,,,,228000,59600,59600,Y,19-APR-16
2016154176,ted.europa.eu/udl?uri=TED:NOTICE:154176-2016:TEXT:EN:HTML,2016,3,29-APR-16,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija — Valstybinio socialinio draudimo fondo valdyb,191630223,Konstitucijos pr. 12,Vilnius,09308,A1,LT,LT,,,1,,Social protection,N,,,S,,N,,,,72267000,72,,48000000,Y,1,1,801800.0,801800,801800,N,OPE,,0,L,100,,,N,1,7390030,1,,N,,UAB InnoForce,,Žygio g. 97,Vilnius,08236,LT,,1,Programinės įrangos licencijų ir techninio aptarnavimo paslaugų pirkimas,2,,,,,801800,801800,801800,N,11-FEB-16
2016161853,ted.europa.eu/udl?uri=TED:NOTICE:161853-2016:TEXT:EN:HTML,2016,3,06-MAY-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,N,,,,72261000,72,,,Y,4,0,69900.0,69900,69900,N,OPE,,0,L,100,,,N,1,7396981,,,N,,Uždaroji akcinė bendrovė „Santa Monica Networks“,,Šeiminiškių g. 3,Vilnius,09312,LT,,1,,1,,,,,,69900,69900,N,07-APR-16
2016161881,ted.europa.eu/udl?uri=TED:NOTICE:161881-2016:TEXT:EN:HTML,2016,3,09-MAY-16,R208.S2,0,0,,Tallinna Linnakantselei,75014920,Vabaduse väljak 7,Tallinn,15199,A2,EE,EE,,,3,,General public\services,N,,,S,EE,N,,,,72230000,72,,72267100---72260000,N,1,0,773726.7,773726.7,773726.7,N,OPE,,0,L,100,,,N,1,7397063,,,N,,Telia Eesti AS,,Valge 16,Tallinn,19095,EE,,1,,1,,,,,,773726.7,773726.7,,04-MAY-16
2016161896,ted.europa.eu/udl?uri=TED:NOTICE:161896-2016:TEXT:EN:HTML,2016,3,06-MAY-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,Y,,Y,,72200000,72,,,Y,1,2,300000.0,300000,300000,N,OPE,,0,L,100,,,N,6,7397078,1,,N,,UAB „Adwisery“,,Konstitucijos pr. 15,Vilnius,09319,LT,,1,Informacinių sistemų projekto vadovo paslaugos,7,,,,,,96000,96000,N,11-APR-16
2016161896,ted.europa.eu/udl?uri=TED:NOTICE:161896-2016:TEXT:EN:HTML,2016,3,06-MAY-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,Y,,Y,,72200000,72,,,Y,1,2,300000.0,300000,300000,N,OPE,,0,L,100,,,N,6,7397079,1,,N,,UAB „Alna Software“,,A. Domaševičiaus g. 9,Vilniaus m.; Vilniaus m. sav.,,LT,,2,Informacinių sistemų projekto vadovo paslaugos,7,,,,,,118470,118470,N,11-APR-16
2016161896,ted.europa.eu/udl?uri=TED:NOTICE:161896-2016:TEXT:EN:HTML,2016,3,06-MAY-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,Y,,Y,,72200000,72,,,Y,1,2,300000.0,300000,300000,N,OPE,,0,L,100,,,N,6,7397080,1,,N,,Blue Bridge Code; UAB,,J. Jasinskio g. 16A,Vilnius,03163,LT,,3,Informacinių sistemų projekto vadovo paslaugos,7,,,,,,126000,126000,N,28-APR-16
2016161896,ted.europa.eu/udl?uri=TED:NOTICE:161896-2016:TEXT:EN:HTML,2016,3,06-MAY-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,Y,,Y,,72200000,72,,,Y,1,2,300000.0,300000,300000,N,OPE,,0,L,100,,,N,6,7397081,2,,N,,UAB „Alna Software“,,A. Domaševičiaus g. 9,Vilniaus m.; Vilniaus m. sav.,,LT,,4,Informacinių sistemų testuotojo paslaugos,4,,,,,,146175,146175,N,11-APR-16
2016161896,ted.europa.eu/udl?uri=TED:NOTICE:161896-2016:TEXT:EN:HTML,2016,3,06-MAY-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,Y,,Y,,72200000,72,,,Y,1,2,300000.0,300000,300000,N,OPE,,0,L,100,,,N,6,7397082,2,,N,,UAB ATEA,,J. Rutkausko g. 6,Vilnius,05132,LT,,5,Informacinių sistemų testuotojo paslaugos,4,,,,,,146250,146250,N,11-APR-16
2016161896,ted.europa.eu/udl?uri=TED:NOTICE:161896-2016:TEXT:EN:HTML,2016,3,06-MAY-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,Y,,Y,,72200000,72,,,Y,1,2,300000.0,300000,300000,N,OPE,,0,L,100,,,N,6,7397083,2,,N,,Blue Bridge Code; UAB,,J. Jasinskio g.,Vilnius,03163,LT,,6,Informacinių sistemų testuotojo paslaugos,4,,,,,,146250,146250,N,11-APR-16
2016165305,ted.europa.eu/udl?uri=TED:NOTICE:165305-2016:TEXT:EN:HTML,2016,3,11-MAY-16,R208.S2,0,0,,Vidaus reikalų ministerija — Turto valdymo ir ūkio departamentas,188729923,Šventaragio g. 2,Vilnius,01122,A1,LT,LT,,,1,,Other,N,,,S,,N,,,,72200000,72,,,Y,1,1,434158.0,434158,434158,N,OPE,,0,L,100,,,N,1,7401225,1,,N,,UAB ATEA,,J. Rutkausko g. 6,Vilnius,05132,LT,,1,Administracinių teisės pažeidimų registro programinės įrangos modifikavimo pirkimas,1,,,,,,434158,434158,Y,12-APR-16
2016167644,ted.europa.eu/udl?uri=TED:NOTICE:167644-2016:TEXT:EN:HTML,2016,3,12-MAY-16,R208.S2,0,0,,Aplinkos ministerija,188602370,A. Jakšto g. 4,Vilnius,01105,A1,LT,LT,,,1,,Environment,N,,,S,,N,,,,72220000,72,,72225000,Y,4,1,66000.0,66000,66000,Y,OPE,,0,M,,Kaina---Kokybė,30---70,N,1,7403423,1,,N,,UAB „S4ID“,,Geležinio Vilko g. 18 A,Vilnius,08104,LT,,1,Vieningos gaminių; pakuočių ir atliekų apskaitos informacinės sistemos (GPAIS) veiklos modelio parengimo; GPAIS kūrimo ir diegimo techninės priežiūros paslaugų pirkimo sutartis,3,,,,,,66000,66000,N,16-DEC-15
2016168027,ted.europa.eu/udl?uri=TED:NOTICE:168027-2016:TEXT:EN:HTML,2016,6,13-MAY-16,R208.S2,0,0,,AS Eesti Liinirongid,10520953,Vabaduse pst 176,Tallinn,10917,A3N,EE,EE,,,4,,Railway services,,,,S,EE,N,,,,72212110,72,,,Y,2,0,1466400.0,1466400,1466400,N,NIC,,0,,,,,N,1,7404085,,,Y,,,,,,,,,1,,,,,,,,,,,
2016171152,ted.europa.eu/udl?uri=TED:NOTICE:171152-2016:TEXT:EN:HTML,2016,3,16-MAY-16,R208.S2,0,0,,Prokuratūra,,Kalpaka bulvāris 6,Rīga,1801,A1,LV,LV,,,1,,Other,N,,,S,LV00,N,,,,72200000,72,,,Y,1,0,200000.0,200000,200000,N,NOC,,0,L,100,,,N,1,7408247,,,N,,Personu apvienība SIA “ZZ Dats”/ SIA “Agile & Co”,,Elizabetes iela 41/43,Rīga,1010,LV,,1,,1,,,,,200000,200000,200000,N,11-MAY-16
2016171156,ted.europa.eu/udl?uri=TED:NOTICE:171156-2016:TEXT:EN:HTML,2016,3,17-MAY-16,R208.S2,0,0,,Labklājības ministrija,,Skolas iela 28,Rīga,1331,A1,LV,LV,,,1,,Social protection,N,,,S,LV00,N,,,,72700000,72,,48210000---32400000,Y,1,0,1886626.2,1886626.2,1886626.2,N,OPE,,0,M,,,,N,1,7408253,,,N,,SIA “Strream Networks”,,Cēsu iela 31 k-1,Rīga,1012,LV,,1,,1,,,,,1600000,1886626.2,1886626.2,Y,29-APR-16
2016171322,ted.europa.eu/udl?uri=TED:NOTICE:171322-2016:TEXT:EN:HTML,2016,3,18-MAY-16,R208.S2,0,0,,Rahandusministeerium,70009244,Lõõtsa 8a,Tallinn,11415,A1,EE,EE,,,N,,Economical anf Financial Affairs,N,,,S,EE,Y,,Y,,72262000,72,,72267000,Y,1,0,450000.0,450000,450000,N,NIC,,0,M,,Arendusteenuse tunnihind (km-ta)---A kategooria hooldusteenuse tunnihind---B kategooria hooldusteenuse tunnihind---Kasutatavad metoodilised ja organisatoorsed meetmed---Lisas 6 esitatud näidis-arendusülesande lahendus---Lisas 6 esitatud näidis-arendusülesande projektiplaani realistlikkus ja detailsus,10---10---10---10---45---15,N,1,7408737,,,N,,Nortal AS,,Lõõtsa 6,Tallinn,11415,EE,,1,,2,,,,,450000,,450000,,18-MAY-16
2016176114,ted.europa.eu/udl?uri=TED:NOTICE:176114-2016:TEXT:EN:HTML,2016,3,19-MAY-16,R208.S2,0,0,,Lietuvos sveikatos mokslų universiteto ligoninė viešoji įstaiga Kauno klinikos (Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos),135163499,Eivenių g. 2,Kaunas,50009,A2,LT,LT,,,6,,Health,N,,,S,,N,,,,72261000,72,,,Y,4,0,13900.17,13900.17,13900.17,N,OPE,,0,L,100,,,N,1,7413887,,,N,,Labdata LT; UAB,,A. Šabaniausko g. 14,Vilnius,08431,LT,,1,,1,,,,,,13900.17,13900.17,N,02-MAR-16
2016180431,ted.europa.eu/udl?uri=TED:NOTICE:180431-2016:TEXT:EN:HTML,2016,3,23-MAY-16,R208.S2,0,0,,Krašto apsaugos ministerija — Lietuvos kariuomenė,188732677,Šv. Ignoto g. 8,Vilnius,01144,A1,LT,LT,,,1,,Defence,N,,,U,,Y,,Y,,35811300,35,,18443310---18443300---18443340,Y,3,1,1380000.0,1380000,1380000,N,OPE,,0,L,100,,,N,1,7419039,1,,N,,Uždaroji akcinė bendrovė „TUMA“,,Savanorių pr. 139,Vilniaus m.; Vilniaus m. sav.,03150,LT,,1,Lauko uniformos striukės,3,,,,,,1380000,1380000,N,12-MAY-16
2016180711,ted.europa.eu/udl?uri=TED:NOTICE:180711-2016:TEXT:EN:HTML,2016,3,25-MAY-16,R208.S2,0,0,,Susisiekimo ministerija — Informacinės visuomenės plėtros komitetas,188772433,Gedimino pr. 7,Vilnius,01103,A1,LT,LT,,,1,,Other,N,,,S,,N,,,,72250000,72,,72253200---72243000,Y,1,0,908370.87,908370.87,908370.87,N,OPE,,0,M,,Kokybė---Kaina,60---40,N,1,7419303,,,N,,"UAB Asserte (ūkio subjektų grupė"" 302838172 UAB Asserte Vilniaus m. sav. Vilniaus m. Petešos g. 7 122588443 UAB ATEA Juozo Rutkausko g. 6; Vilnius 302489386 UAB ""IT&T systems"" Ozo g. 10A; Vilniaus m.)",,Petešos g. 7,Vilnius,25126,LT,,1,,1,,,,,,908370.87,908370.87,Y,15-APR-16
2016180715,ted.europa.eu/udl?uri=TED:NOTICE:180715-2016:TEXT:EN:HTML,2016,3,23-MAY-16,R208.S2,0,0,,SIA Rīgas namu pārvaldnieks,,Aleksandra Čaka iela 42,Rīga,1007,A2,LV,LV,,,8,,Housing and community amenities,N,,,S,LV006,N,,,,72318000,72,,,Y,4,0,198000.0,198000,198000,N,OPE,,0,L,100,,,N,1,7419308,,,N,,SIA “Lattelecom”,,Dzirnavu iela 105,Rīga,1011,LV,,1,,2,,,,,198000,198000,198000,N,05-MAY-16
2016180721,ted.europa.eu/udl?uri=TED:NOTICE:180721-2016:TEXT:EN:HTML,2016,3,24-MAY-16,R208.S2,0,0,,Zemkopības ministrija,,Republikas laukums 2,Rīga,1981,A1,LV,LV,,,1,,Other,N,,,S,LV00,N,,,,72200000,72,,72230000,Y,1,0,347000.0,347000,347000,Y,OPE,,0,M,,,,N,1,7419316,,,N,,SIA “In volv Latvia”,,Mazā Nometņu iela 31,Rīga,1002,LV,,1,,2,,,,,347107,347000,347000,N,18-MAY-16
2016180722,ted.europa.eu/udl?uri=TED:NOTICE:180722-2016:TEXT:EN:HTML,2016,3,24-MAY-16,R208.S2,0,0,,Valsts ieņēmumu dienests,,Talejas iela 1,Rīga,1978,A1,LV,LV,,,1,,Economical anf Financial Affairs,N,,,S,LV006,N,,,,72267000,72,,,Y,1,0,448000.0,448000,448000,N,OPE,,0,M,,,,N,1,7419317,,,N,,AS “Exigen Services Latvia”,,Jāņa Daliņa iela 15,Rīga,1013,LV,,1,,1,,,,,,448000,448000,N,18-MAY-16
2016180894,ted.europa.eu/udl?uri=TED:NOTICE:180894-2016:TEXT:EN:HTML,2016,6,24-MAY-16,R208.S2,0,0,,AB „Lietuvos geležinkeliai“,110053842,Mindaugo g. 12/14,Vilnius,03603,A3N,LT,LT,,,4,,Railway services,N,,,S,,N,,,,72263000,72,,,Y,4,1,764388.0,254796,254796,N,OPE,,0,L,100,,,N,1,7419617,1,,N,,SIA „Lattelecom technology“ Lietuvos Respublikos teritorijoje atstovaujamo SIA „Lattelecom technology“ filialo,,Perses g. 8,Ryga,,LV,,1,Finansų apskaitos ir verslo valdymo sistemos SAP licencijų palaikymo paslaugų,2,,,,,,254796,254796,N,18-FEB-16
2016184880,ted.europa.eu/udl?uri=TED:NOTICE:184880-2016:TEXT:EN:HTML,2016,3,26-MAY-16,R208.S2,0,0,,Tallinna Tehnikaülikool,74000323,Ehitajate tee 5,Tallinn,19086,A2,EE,EE,,,6,,Education,N,,,S,EE,Y,,,,72230000,72,,,Y,4,0,39000.0,39000,39000,N,NOC,,0,L,100,,,N,1,7424012,,,N,,Aktsiaselts Fujitsu Estonia,,Mustamäe tee 16,Tallinn,10617,EE,,1,,1,,,,,39000,,39000,,25-MAY-16
2016184881,ted.europa.eu/udl?uri=TED:NOTICE:184881-2016:TEXT:EN:HTML,2016,3,26-MAY-16,R208.S2,0,0,,Maanteeamet,70001490,Pärnu mnt 463a,Tallinn,10916,A1,EE,EE,,,1,,Other,N,,,S,EE,N,,,,72254000,72,,,Y,1,0,300000.0,300000,300000,N,OPE,,0,L,100,,,N,1,7424013,,,N,,Osaühing ASA Quality Services,,Ehitajate tee 108,Tallinn,12915,EE,,1,,5,,,,,,300000,300000,,24-MAY-16
2016184902,ted.europa.eu/udl?uri=TED:NOTICE:184902-2016:TEXT:EN:HTML,2016,3,27-MAY-16,R208.S2,0,0,,Valsts ieņēmumu dienests,,Talejas iela 1,Rīga,1978,A1,LV,LV,,,1,,Economical anf Financial Affairs,N,,,S,LV006,N,,,,72267000,72,,,Y,1,0,647585.0,647585,647585,N,OPE,,0,M,,,,N,1,7424043,,,N,,AS “Exigen Services Latvia”,,Jāņa Dāliņa 15,Rīga,1013,LV,,1,,1,,,,,647585,647585,647585,N,16-MAY-16
2016184908,ted.europa.eu/udl?uri=TED:NOTICE:184908-2016:TEXT:EN:HTML,2016,3,30-MAY-16,R208.S2,0,0,,Rahandusministeerium,70009244,Lõõtsa 8a,Tallinn,11415,A1,EE,EE,,,N,,Economical anf Financial Affairs,N,,,S,EE,Y,,Y,,72262000,72,,72267000,Y,1,0,583333.0,583333,583333,Y,NIC,,0,M,,Pakutud KMKR avalduste menetlussüsteemi I etapi tehnilise lahenduse sobivus tehnilise kirjeldusega ning projektiplaani realistlikkus---Pakkuja arendus- ja hooldustööde töötunni maksumuste aritmeetiline keskmine eurodes (käibemaksuta)---KMKR avalduste hanke I etapi kogumaksumus (käibemaksuta),54---16---30,N,1,7424056,,,N,,Osaühing Icefire,,Pärnu mnt 102 C,Tallinn,11312,EE,,1,,2,,,,,583333,,583333,,27-MAY-16
2016186448,ted.europa.eu/udl?uri=TED:NOTICE:186448-2016:TEXT:EN:HTML,2016,3,30-MAY-16,R208.S2,0,0,,Rahandusministeerium,70009244,Lõõtsa 8a,Tallinn,11415,A1,EE,EE,,,N,,Economical anf Financial Affairs,N,,,S,EE,Y,,Y,,72262000,72,,72267000,Y,1,0,700000.0,700000,700000,N,NIC,,0,M,,Madala sissetulekuga töötava isiku iga-aastase tagasimakse infosüsteemi tehnilise lahenduse sobivus tehnilise kirjeldusega ning projektiplaani realistlikkus---Madala sissetulekuga töötava isiku iga-aastase tagasimakse infosüsteemi kogumaksumus---Arendusteenuse ühe töötunni maksumus (käibemaksuta)---A kategooria hooldusjuhtumi ühe töötunni maksumus (käibemaksuta)---B kategooria hooldusjuhtumi ühe töötunni maksumus (käibemaksuta)---Arendusmetoodika ja organisatoorsed meetmed,54---20---6---6---6---8,N,1,7426165,,,N,,Osaühing Icefire,,Pärnu mnt 102 C,Tallinn,11312,EE,,1,,3,,,,,700000,,700000,,23-MAY-16
2016186570,ted.europa.eu/udl?uri=TED:NOTICE:186570-2016:TEXT:EN:HTML,2016,3,30-MAY-16,R208.S2,0,0,,Finansų ministerija — Valstybinė mokesčių inspekcija,188659752,Vasario 16-osios g. 15,Vilnius,01514,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT,N,,,,72212780,72,,48000000,Y,1,1,2821263.0,2821263,2821263,Y,OPE,,0,M,,Kaina---Funkcinės ir techninės charakteristikos---Loginis pagrindimas ir įgyvendinimo strategija,30---50---20,N,1,7426685,1,,N,,UAB ATEA,,J. Rutkausko g. 6,Vilnius,05132,LT,,1,Išmaniosios mokesčių administravimo sistemos el. sąskaitų faktūrų (I. SAF) posistemio sukūrimo ir el. važtaraščių (I. VAZ) posistemio sukūrimo ir įdiegimo paslaugų viešasis pirkimas,5,,,,,,2821263,2821263,Y,20-MAY-16
2016187979,ted.europa.eu/udl?uri=TED:NOTICE:187979-2016:TEXT:EN:HTML,2016,3,31-MAY-16,R208.S2,0,0,,"Valsts akciju sabiedrība (VAS) ""Valsts nekustamie īpašumi""",,Vaļņu iela 28,Rīga,1980,A1,LV,LV,,,8,,Other,N,,,S,LV00,N,,,,72200000,72,,,Y,1,0,265000.0,265000,265000,N,NIC,,0,M,,,,N,1,7428559,,,N,,SIA Elva Baltic,,Robežu iela 46,Rīga,1004,LV,,1,,1,,,,,265000,265000,265000,N,23-MAY-16
2016187982,ted.europa.eu/udl?uri=TED:NOTICE:187982-2016:TEXT:EN:HTML,2016,3,01-JUN-16,R208.S2,0,0,,Ettevõtluse Arendamise Sihtasutus,90006006,Lasnamäe 2,Tallinn,11412,A2,EE,EE,,,6,,General public\services,N,,,S,EE,Y,,Y,,72262000,72,,,N,1,0,1000000.0,1000000,1000000,Y,OPE,,0,M,,Arendustöö tunnihind---Lähteülesanne: Maksumus---Lähteülesanne: Realiseerimise aeg täisnädalates---Hooldustöö tunnihind,25---30---20---25,N,1,7428570,,,N,,Osaühing Net Group,,Pärnu mnt 139c,Tallinn,11317,EE,,1,,2,,,,,1000000,,1000000,,30-MAY-16
