id	codeserc	tipologia	nome	indirizzo	cap	citta	provincia	stelle	email	url	lt	lg	telefono
18335	050027CAV0008	Case per Vacanze	IL TORRINO	Via del Giardino, 79	56045	Pomarance	PI	0	elenanocenti@yahoo.it	www.iltorrinovacanze.com	43.2972524	10.8762155	329 4816789
34	049007ALB0014	Alberghi - Hotel	HOTEL MEDITERRANEO	VIALE DELLA VITTORIA, 40	57023	Cecina	LI	3	mediterhotel@libero.it	www.chiscihotels.it	43.2972936000000032663592719472944736480712890625	10.4947385999999998063003658899106085300445556640625	0586 620035
706	049007STB0008	Stabilimenti Balneari	BAGNI LA RINA	VIALE VITTORIA, 38	57023	Cecina	LI	0	fabri.pelle@virgilio.it		43.2974061999999975114405970089137554168701171875	10.494600500000000664613253320567309856414794921875	0586 620018
714	049007STB0016	Stabilimenti Balneari	BAGNI ONDA BLU	VIA BALDISSERA, 10	57023	Cecina	LI	0	bagni.ondablu@gmail.it		43.2974904000000009318682714365422725677490234375	10.493919099999999389183358289301395416259765625	0586 622779
3521	052034ALB0003	Alberghi - Hotel	HOTEL RELAIS BORGO DI TOIANO	LOC. TOIANO	53018	Sovicille	SI	4	toiano@hotelmodernosiena.it	www.borgoditoiano.it	43.29749840000000205009200726635754108428955078125	11.2444982000000006649997885688208043575286865234375	+39 0577 314639
4322	052034ALL0021	Alloggi Privati	CASALE IL COLOMBAIO	LOC. IL COLOMBAIO, 256/3 - FRAZ. TOIANO	53018	Sovicille	SI	0	colombaioditoiano@libero.it	www.casaleilcolombaio.com	43.29749840000000205009200726635754108428955078125	11.2444982000000006649997885688208043575286865234375	+39 0577 314222
6601	050027ALB0002	Alberghi - Hotel	LA BURRAIA	Via Giuseppe Garibaldi, 40	56045	Pomarance	PI	3	info@hotellaburraia.com	www.hotellaburraia.com	43.2975123	10.8749114	0588 65617
39	049007ALB0022	Alberghi - Hotel	HOTEL MEDITERRANEO	VIALE DELLA VITTORIA, 51	57023	Cecina	LI	2	mediterhotel@libero.it	www.chiscihotels.it	43.29755899999999968486008583568036556243896484375	10.4944650999999993246092344634234905242919921875	0586 620035
4395	052004AAT0014	Agriturismi	ERTA	PODERE ERTA - LOC. PODERE ERTA - FRAZ. MONTEGUIDI	53031	Casole d'Elsa	SI	2	info@erta.it	www.erta.it	43.2977494	11.0057806	+39 0577 574261
18274	052004AAT0037	Agriturismi	AGRITURISMO PIETTORRI	LOC. LOC. PIETTORRI - FRAZ. FRAZ. MONTEGUIDI	53031	Casole d'Elsa	SI	1	monteguidi@gmail.com		43.2977494	11.0057806	+39 339 8134360
3571	052004AFR0007	Affittacamere	MARIANI DANIELA  B	VIA DELL'AMORE, 13 - LOC. MONTEGUIDI	53031	Casole d'Elsa	SI	0	danielafrancesco@libero.it		43.2977494	11.0057806	+39 0577 963032
18083	052004AFR0022	Affittacamere	MARIANI DANIELA	VIA PRIMAVERA, 2 - FRAZ. MONTEGUIDI	53031	Casole d'Elsa	SI	0	dani.mariani@alice.it		43.2977494	11.0057806	+39 338 - 3061346
3499	052032ALB0048	Alberghi - Hotel	AI TUFI	VIA MASSETANA ROMANA, 68	53100	Siena	SI	3	info@tufihotel.it	www.tufihotel.it	43.297927799999996523183654062449932098388671875	11.3315964000000004574530976242385804653167724609375	+39 0577 283292
713	049007STB0015	Stabilimenti Balneari	BAGNI AURORA	VIALE DELLA VITTORIA, 22	57023	Cecina	LI	0			43.29825100000000048794390750117599964141845703125	10.4935720999999997360419001779519021511077880859375	0586 620091
26	049007ALB0001	Alberghi - Hotel	PENSIONE AURORA	VIALE DELLA VITTORIA, 20	57023	Cecina	LI	3	aurorahotel@libero.it	www.chiscihotels.it	43.29835340000000343252395396120846271514892578125	10.49344789999999960627974360249936580657958984375	0586 621340
6603	050027ALB0005	Alberghi - Hotel	ANTICO HOTEL DEL POMARANCIO	Via Roncalli, 18	56045	Pomarance	PI	3	hotelpomarancio@gmail.com		43.2985421	10.8741905	0588 62011
152	049007RTA0023	Residenze Turistico Alb.	MIRAMARE	VIALE DELLA VITTORIA, 31	57023	Cecina	LI	2	info@miramaresuites.com	www.miramaresuites.com	43.29862349999999793226379551924765110015869140625	10.4931572000000006283926268224604427814483642578125	0586 620790
8234	050006RES0001	Residence	CASAL TRE QUERCE	Via Cecinese, 131	56040	Casale Marittimo	PI	3	info@casaltrequerce.it	www.casaltrequerce.it	43.29876349999999973761077853851020336151123046875	10.6105497999999993652409102651290595531463623046875	0586 683448
7806	050027AAT0001	Agriturismi	PALAGETTO	Podere Sant'Alessandro, 40 - Palagetto	56045	Pomarance	PI	3	info@agriturismoilpalagetto.com	www.agriturismoilpalagetto.com	43.299041	10.8721881	0588 63092
7809	050027AAT0004	Agriturismi	IL CERRETO	Località Cerreto	56045	Pomarance	PI	2	info@bioagriturismoilcerreto.it	www.ilcerreto.it	43.299041	10.8721881	0588 64213
7810	050027AAT0005	Agriturismi	PODERE SANTA LINA	Via vicinale di Santa Lina - Podere Santa Lina	56045	Pomarance	PI	2	piero@santalina.com	www.santalina.com	43.299041	10.8721881	0588 65234
7811	050027AAT0006	Agriturismi	SAN CARLO	Podere San Carlo	56045	Pomarance	PI	3	info@sancarloagriturismo.it	www.sancarloagriturismo.it	43.299041	10.8721881	0588 65349
7813	050027AAT0008	Agriturismi	POGGIAMONTI	Podere Poggiamonti, 67	56045	Pomarance	PI	3	dellomopaolo@virgilio.it		43.299041	10.8721881	0588 64429
7814	050027AAT0009	Agriturismi	FATTORIA DI MONTEGEMOLI	Via Il Monte, 23 - - Montegemoli	56045	Pomarance	PI	1			43.299041	10.8721881	0588 61064
7817	050027AAT0012	Agriturismi	LA CARRAIA	Podere San Giovanni di Cecina, 229/A - Macie	56045	Pomarance	PI	2	info@agriturismolacarraia.com	www.agriturismolacarraia.com	43.299041	10.8721881	0588 64491
7820	050027AAT0015	Agriturismi	PIAN DI ZANO	Via del Palagetto, 230 - Podere Pian di Zano	56045	Pomarance	PI	2	piandizano@inwind.it	www.piandizano.it	43.299041	10.8721881	0588 64368
7823	050027AAT0018	Agriturismi	PODERE COLOMBAIA	Podere Colombaia, 74 - - San Dalmazio	56045	Pomarance	PI	2	p.calastri@email.it		43.299041	10.8721881	0588 66055
7824	050027AAT0019	Agriturismi	AGRICAMPEGGIO PODERNUOVO BP	Podere Podernuovo, 51 - Pomarance	56045	Pomarance	PI	3	podernuovo@inwind.it	www.podernuovobp.it	43.299041	10.8721881	0588 63029
7836	050027AAT0031	Agriturismi	SANT'ANNA	Podere Il Santo, 177	56045	Pomarance	PI	3	info@agriturismitoscana.org	www.agriturismitoscana.org	43.299041	10.8721881	0588 64468
7838	050027AAT0033	Agriturismi	IL VIALE	Podere San Federigo - San Federigo	56045	Pomarance	PI	2	yuri.s1@hotmail.it	www.agriturismoilviale.it	43.299041	10.8721881	0588 64689
7839	050027AAT0034	Agriturismi	PIETRAPOSA	Via Pietraposa, 181 - Pietraposa	56045	Pomarance	PI	2	info@poderepietraposa.com	www.poderepietraposa.com	43.299041	10.8721881	347 1286814
7840	050027AAT0035	Agriturismi	SANTA  ANTONIETTA	Podere S. Antonietta	56045	Pomarance	PI	2	luciano.coppetta@tiscali.it	www.santaantonietta.it	43.299041	10.8721881	0588 62127
7842	050027AAT0037	Agriturismi	I TRE ARCHI	Podere I Gessi, 142	56045	Pomarance	PI	3	info@agriturismoitrearchi.it	www.agriturismoitrearchi.it	43.299041	10.8721881	0588 62138
7843	050027AAT0038	Agriturismi	S. TOMMASO	Podere San Tommaso, 148	56045	Pomarance	PI	2	info@santommaso.com	www.santommaso.com	43.299041	10.8721881	0588 65174
7845	050027AAT0040	Agriturismi	PODERE IL BOTRUCCIO	Via Sarzanese Valdera - Botruccio	56045	Pomarance	PI	2	info@poderedelbotruccio.it	www.poderedelbotruccio.it	43.299041	10.8721881	0588 64390
7846	050027AAT0041	Agriturismi	L'ACANTO	Podere San Domenico - Fontebagni	56045	Pomarance	PI	1	monicaferri@katamail.com		43.299041	10.8721881	0588 61075
7849	050027AAT0044	Agriturismi	S. CHIARA	Podere Santa Chiara - Cerreto	56045	Pomarance	PI	2	info@agriturismosantachiara.net	www.agriturismosantachiara.net	43.299041	10.8721881	0588 64186
7850	050027AAT0045	Agriturismi	STILANO	Podere Stilano, 104	56045	Pomarance	PI	2	info@agriturismostilano.it	www.agriturismostilano.it	43.299041	10.8721881	0588 64195
7852	050027AAT0047	Agriturismi	SANTA EMILIA	Podere Santa Emilia, 46	56045	Pomarance	PI	2	info@santemilia.it	www.santemilia.it	43.299041	10.8721881	320 6969319
17126	050027AAT0049	Agriturismi	PODERE PALAZZONE	Via del Palagetto, 57 - Palazzone	56045	Pomarance	PI	2	podere.palazzone@toscanaonhorseback.com	www.toscanaonhorseback.com	43.299041	10.8721881	0588 65351
17879	050027AAT0051	Agriturismi	LA LANDUCCIA	Casetta del Moratti, 19 - La Landuccia - Libbiano	56045	Pomarance	PI	3	info@agriturismolalanduccia.it	www.agriturismolalanduccia.it	43.299041	10.8721881	0588 61058
17880	050027AAT0052	Agriturismi	SANTA BIANCA	Podere Santa Bianca	56045	Pomarance	PI	2	gaiaschi.santabianca@gmail.com	www.santa-bianca.it	43.299041	10.8721881	335 7870549
18857	050027AAT0053	Agriturismi	AGRICAMPEGGIO IL COLONO	S.P. 47, km 0,600 - Scorzanera	56045	Pomarance	PI	2	info@agricampeggioilcolono.it	www.agricampeggioilcolono.it	43.299041	10.8721881	328 2167048
18981	050027AAT0054	Agriturismi	MASSO DELLE FANCIULLE	Strada delle Macie, Podere S.Luisa, 180	56045	Pomarance	PI	1	massimogazzarri@yahoo.it	www.massodellefanciulle.it	43.299041	10.8721881	0588 65267
19459	050027AAT0055	Agriturismi	ROSA DEI VENTI	Podere Casettina, 61	56045	Pomarance	PI	2	agriturismo.rosadeiventi@virgilio.it		43.299041	10.8721881	0588 64700
7087	050027AFR0002	Affittacamere	PEPOLI VINCENZO	Via Mario Bardini, 34	56045	Pomarance	PI	0			43.299041	10.8721881	
7099	050027AFR0008	Affittacamere	L'EREMO DELL'ANIMA	Località Rogheta	56045	Pomarance	PI	0	info@rogheta.com	rogheta.com	43.299041	10.8721881	02 9307912
8108	050027CAV0002	Case per Vacanze	PALAZZO DI CORNETO	Località Palazzo di Corneto, 58	56045	Pomarance	PI	0	info@palazzodicorneto.it	www.palazzodicorneto.it	43.299041	10.8721881	0588 64247
8241	050027RES0001	Residence	SAN FRANCESCO	Podere San Francesco - Poggiamonti, 50	56045	Pomarance	PI	2	sanfrancesco@email.it	www.residencesanfrancesco.com	43.299041	10.8721881	0588 64060
5779	052032REP0011	Residenze d'Epoca	VILLA IL BORGHETTO	VIA TUFI, 64	53100	Siena	SI	0	info@villailborghetto.com	www.villailborghetto.com	43.29904899439371	11.332247257232666	+39 0577 44512
575	049007CAV0003	Case per Vacanze	CASA BARBARA	VIA FEDERICO DA MONTEFELTRO, 8	57023	Cecina	LI	0	info@casabarbara.it	www.casabarbara.it	43.29907779999999917208697297610342502593994140625	10.49863810000000086120053310878574848175048828125	0586 623055
38	049007ALB0019	Alberghi - Hotel	HOTEL TORNESE	VIALE GALLIANO, 36	57023	Cecina	LI	3	info@hoteltornese.com	www.hoteltornese.com	43.299249500000001944499672390520572662353515625	10.493900599999999911915438133291900157928466796875	0586 620790
573	049007CAV0001	Case per Vacanze	D'ANDREA ANTONIO	VIALE GALLIANO, 36	57023	Cecina	LI	0			43.299249500000001944499672390520572662353515625	10.493900599999999911915438133291900157928466796875	0586 620790
709	049007STB0011	Stabilimenti Balneari	BAGNO GIRASOLE	VIALE DELLA VITTORIA, 8A	57023	Cecina	LI	0	bagno.girasole@gmail.com		43.299305599999996729820850305259227752685546875	10.4920722000000008478082236251793801784515380859375	3355441769
710	049007STB0012	Stabilimenti Balneari	BAGNI ARMIDA	VIALE DELLA VITTORIA, 8 A	57023	Cecina	LI	0			43.299305599999996729820850305259227752685546875	10.4920722000000008478082236251793801784515380859375	0586 621227
6624	051017AAT0025	Agriturismi	L'ETRUSCA	C.S. Tornia - Portole, 25	52044	Cortona	AR	1		www.letrusca.it	43.29934949999999815872797626070678234100341796875	12.0443079999999991258619047584943473339080810546875	0575 691006
5310	052032AAT0036	Agriturismi	AGRITURISMO LA PRODAIA	STRADA DI MONASTERO, 49	53100	Siena	SI	2	info@laprodaia.com	www.laprodaia.com	43.29937319999999800756995682604610919952392578125	11.3137170999999998599605532945133745670318603515625	+39 0577 394193
8001	050006CAM0007	Campeggi	VALLE GAIA	Via Cecinese, 87 - La Casetta	56040	Casale Marittimo	PI	4	info@vallegaia.it	www.vallegaia.it	43.2994371	10.580815	0586 681236
6663	051017AAT0042	Agriturismi	CASA MONTANA	C.S. Tornia, 28 - Portole - 	52044	Cortona	AR	1	info@casamontana.it	www.casamontana.it	43.29957069999999674791979487054049968719482421875	12.043681299999999367855707532726228237152099609375	0575 691021
7851	050027AAT0046	Agriturismi	SANTA PALMIRA	Podere Santa Palmira	56045	Pomarance	PI	2	c.molinari@tele2.it	www.santapalmira.eu	43.29966974922532	10.8225732	0588 61198
32	049007ALB0009	Alberghi - Hotel	LA LAMPARA	VIA SIENA, 2/A	57023	Cecina	LI	2	lalampara@tin.it	www.albergolalampara.net	43.299691899999999122883309610188007354736328125	10.4917193999999991405047694570384919643402099609375	0586 620681
707	049007STB0009	Stabilimenti Balneari	BAGNI BISORI	VIALE DELLA VITTORIA, 4/6	57023	Cecina	LI	0			43.29993999999999942929207463748753070831298828125	10.4912904999999998523207977996207773685455322265625	0586 620411
40	049007ALB0023	Alberghi - Hotel	HOTEL DIVINO RISTORANTE	VIALE DELLA VITTORIA, 3	57023	Cecina	LI	2	info@hoteldivino.it	www.hoteldivino.it	43.299958599999996522456058301031589508056640625	10.4913197999999994181052898056805133819580078125	0586 620595
7818	050027AAT0013	Agriturismi	PODERE CERRONE	Podere Selvole - Micciano	56045	Pomarance	PI	3	info@leselvole.it	www.leselvole.it	43.3000185	10.8739259	0588 61033
4063	052032AFR0437	Affittacamere	FINESCHI PAOLA	VIA DEL CIPRESSO, 2	53100	Siena	SI	0			43.30085199999999900910552241839468479156494140625	11.3288270999999998167595549602992832660675048828125	+39 0577 287805
3992	052032AFR0254	Affittacamere	PANDOLFI GIANNINO	VIA CERTOSA, 99	53100	Siena	SI	0	info@casacertosa.com	www.casacertosa.com	43.302041500000001406078808940947055816650390625	11.3642976999999998355406205519102513790130615234375	+39 0577 285329
17734	051021CAV0006	Case per Vacanze	CASAL GHERIGLIO	Via Del Calcione, 14 - Santa Maria - 	52046	Lucignano	AR	0	info@casalgheriglio.it	www.casalgheriglio.it	43.3024649	11.687033	0575 836398
5367	052034AAT0044	Agriturismi	BORGO PERSONATINA DI FERNANDA BOCCA	LOC. PERSONATINA, 257 - LOC. ANCAIANO - FRAZ. PERSONATINA	53018	Sovicille	SI	1	info@borgopersonatina.com	www.borgopersonatina.com	43.3024923469268	11.223328113555908	+39 0577 315926
654	049007CAF0002	Case per Ferie	S. MARIA GORETTI	VIA CARLO GINORI, 99	57023	Cecina	LI	0			43.3025272000000001071384758688509464263916015625	10.49385829999999941719579510390758514404296875	0586 620356
4020	052032AFR0369	Affittacamere	AFFITTACAMERE CIPRIANI	STRADA DEI TUFI, 56	53100	Siena	SI	0	info@poderelevigne.it	www.poderelevigne.it	43.3025832000000008292772690765559673309326171875	11.3289387000000001393118509440682828426361083984375	+39 0577 286952
5311	052032AAT0037	Agriturismi	CASOLARE LA VIGNA	STRADA DI FORNICCHIAIA, 2	53100	Siena	SI	1	info@casolarelavigna.it	www.casolarelavigna.it	43.30268360000000171794454217888414859771728515625	11.2854884000000001975649865926243364810943603515625	+39 0577 283311
18841	049007RTA0024	Residenze Turistico Alb.	TIRRENO RESIDENCE	VIA AREZZO, 6 - CECINA - CECINA MARE	57023	Cecina	LI	3	info@tirrenoresidence.com	www.tirrenoresidence.com	43.3030471	10.4988477	0586 620395
3128	052002ALB0006	Alberghi - Hotel	MONTAPERTI	LOC. CASANOVA PANSARINE	53041	Asciano	SI	4	info@montapertihotel.com	www.montapertihotel.com	43.303148201489314	11.425373554229736	+39 0577 36741
7830	050027AAT0025	Agriturismi	PODERE FONTE MARTINO	Via Volterrana, 31	56045	Pomarance	PI	2	info@fontemartino.it	www.fontemartino.it	43.30375	10.870307	0588 62070
8017	050006CAV0001	Case per Vacanze	BORGO IL POGGETTO	Via Cecinese, 70	56040	Casale Marittimo	PI	0	info@residenceborgoilpoggetto.com	www.residenceborgoilpoggetto.com	43.303751	10.578751	0586 639051
5101	052026AAT0014	Agriturismi	AZIENDA AGRITURISTICA TENUTA ARMAIOLO	LOC. ARMAIOLO	53040	Rapolano Terme	SI	3	info@armaiolo.it	www.armaiolo.it	43.30464829999999665233190171420574188232421875	11.59551929999999941856003715656697750091552734375	+39 0577 724323
5105	052026AAT0018	Agriturismi	IL FORNACINO	LOC. IL FORNACINO - FRAZ. ARMAIOLO	53040	Rapolano Terme	SI	2	info@ilfornacino.com	www.il fornacino.com	43.30464829999999665233190171420574188232421875	11.59551929999999941856003715656697750091552734375	+39 0577 724189
515	049007CAM0001	Campeggi	BOCCA DI CECINA	VIA GUADO ALLE VACCHE, 2 - S. PIETRO IN PALAZZI	57023	Cecina	LI	1	bocca.cecina@tin.it	www.boccadicecina.it	43.30465120000000212030499824322760105133056640625	10.4881180000000000518411980010569095611572265625	0586 620509
18585	052032AFR0514	Affittacamere	VILLINO IL BRANDINO	VIA STRADA DEI TUFI, 37	53100	Siena	SI	0	villinoilbrandino@gmail.com		43.3046784	11.3294047	+39 0577 280190
16833	051012AAT0032	Agriturismi	IL BEL LAGHETTO	Castroncello, 132 	52043	Castiglion Fiorentino	AR	1	giovanna@ilbellaghetto.it	www.ilbellaghetto.it	43.30584850000000329828253597952425479888916015625	11.886155699999999768579073133878409862518310546875	3386629120
6822	051022AAT0002	Agriturismi	VILLA POGGIO LE VIGNACCE	 - Vignacce, 1 - 	52047	Marciano della Chiana	AR	1	info@villapoggiolevignacce.com	www.villapoggiolevignacce.com	43.30656429999999801339072291739284992218017578125	11.79956299999999913552528596483170986175537109375	0575 845333
5300	052032AAT0024	Agriturismi	SOC. AGR. BAGNO A SORRA DI FANCIULLI E. e L. SOC. 	STRADA DEGLI AGOSTOLI, 65	53100	Siena	SI	3	fanciulli@bagnassorra.com	www.bagnassorra.com	43.306622500000003128661774098873138427734375	11.3066145000000002340811988688074052333831787109375	+39 0577 393252
18483	052004AAT0038	Agriturismi	AGRITURISMO TIMIGNANO	LOC. LOC. MONTEGUIDI - FRAZ. FRAZ. TIMIGNANO	53031	Casole d'Elsa	SI	1	tuscanydirect@libero.it		43.30691142065075	10.995254516601562	+39 349 1565884
3504	052032ALB0056	Alberghi - Hotel	HOTEL PALAZZO DI VALLI	VIA E.S. PICCOLOMINI, 135	53100	Siena	SI	3	informazioni@palazzodivalli.it	www.palazzodivalli.it	43.306964899999996987389749847352504730224609375	11.3392198000000004043386070406995713710784912109375	+39 0577 226102
4052	052032AFR0421	Affittacamere	LA ROTONDA 1	VIA S. MARIA A TRESSA, 33	53100	Siena	SI	0	miniresidence@cannondoro.com	www.cannondoro.com	43.3078663000000005922629497945308685302734375	11.3163487000000007043354344204999506473541259765625	+39 0577 271926
4053	052032AFR0422	Affittacamere	LA ROTONDA 2	VIA S. MARIA A TRESSA, 33	53100	Siena	SI	0	miniresidence@cannondoro.com	www.cannondoro.com	43.3078663000000005922629497945308685302734375	11.3163487000000007043354344204999506473541259765625	+39 0577 271926
3505	052032ALB0057	Alberghi - Hotel	PALACE HOTEL DUE PONTI	VIA EUROPA, 12 - LOC. DUE PONTI	53100	Siena	SI	3	info@palacehoteldueponti.com	www.palacehoteldueponti.com	43.308092 	11.361475 	+39 0577 46055
5783	052032REP0017	Residenze d'Epoca	VILLA CAMBI	VIA VAL DI PUGNA	53100	Siena	SI	0	info@siena-accommodations.it	www.siena-accommodations.it	43.30831671246092	11.366987228393555	+39 346-7994604
18565	049007AAT0106	Agriturismi	GIOIA, SELVAGGIA E FABIO	VIA DEL PARATINO, 49/B - PARATINO	57023	Cecina	LI	1	micheletilla@libero.it		43.30853	10.5188593	0586 1867430
149	049007RTA0020	Residenze Turistico Alb.	LA BUCA DEL GATTO	VIA DELL'ASTRONOMIA, 1 - MAZZANTA	57023	Cecina	LI	3	info@labucadelgatto.com	www.labucadelgatto.com	43.30853	10.5188593	0586 629076
699	049007STB0001	Stabilimenti Balneari	BAGNI IL DELFINO	LOC. LE GORETTE	57023	Cecina	LI	0	info@bagniildelfino.it	www.bagniildelfino.it	43.30853	10.5188593	0586 621185
701	049007STB0003	Stabilimenti Balneari	BAGNO IL GATTO NERO	VIA DELLE GORETTE - GORETTE	57023	Cecina	LI	0			43.30853	10.5188593	338 2788631-349 8692268
3507	052032ALB0059	Alberghi - Hotel	HOTEL SAN MARCO	VIA MASSETANA, 70	53100	Siena	SI	3	info@sanmarcosiena.it	www.sanmarcosiena.it	43.308636802163576	11.31616473197937	+39 0577 271556
17851	051025AAT0015	Agriturismi	AGRITURISMO LA SALCIAIA	 - La Salciaia,668 - 	52048	Monte San Savino	AR	1	info@lasalciaia.it	www.lasalciaia.it	43.309191099856854	11.756658554077148	3283578556
17791	051022ALL0002	Alloggi Privati	CASA ENRICA	Via Fornaci, 9/A 	52047	Marciano della Chiana	AR	0	pittonantonella@gmail.com		43.3093259	11.7667641	3485116983
19396	052032AFR0520	Affittacamere	B & B LAVINIA	VIA E.S. PICCOLOMINI 31	53100	Siena	SI	0	lavinia@seniovernis.it	www.seniovernis.it	43.3095959	11.3391427	+39 3383654037
14393	052004AAT0035	Agriturismi	AGRITURISMO PODERE TRE MULINI	PODERE TRE MULINI - LOC. CETINAGLIA	53031	Casole d'Elsa	SI	1	info@poderetremulini.it	www.poderetremulini.it	43.309690744149876	11.068553924560546	+39 0577 963910
19601	052032RES0010	Residence	ANGHEL RESIDENCE SIENA	VIA PAOLO FRAJESE, 71,73	53100	Siena	SI	3	info@anghelresidence.com	www.anghelresidence.com	43.3099316	11.3153181	+39 0577 281676
3509	052032ALB0062	Alberghi - Hotel	HOTEL PORTA ROMANA	VIA E.S. PICCOLOMINI, 35	53100	Siena	SI	3	info@hotelportaromana.com	www.hotelportaromana.com	43.310220299999997450868249870836734771728515625	11.3392432000000003000650394824333488941192626953125	+39 0577 42299
3511	052032ALB0064	Alberghi - Hotel	HOTEL PORTA ROMANA DIPENDENZA	VIA E.S. PICCOLOMINI, 35	53100	Siena	SI	2	info@hotelportaromana.com	www.hotelportaromana.com	43.310220299999997450868249870836734771728515625	11.3392432000000003000650394824333488941192626953125	+39 0577 42299
3473	052032ALB0004	Alberghi - Hotel	HOTEL CERTOSA DI MAGGIANO	Strada di Certosa, 82	53100	Siena	SI	4	info@certosadimaggiano.it	www.certosadimaggiano.it	43.3102247	11.350412	+39 0577 288180
305	049007AST0001	Aree di sosta	LE GORETTE 1	VIA CAMPILUNGHI - LE GORETTE	0	Cecina	LI	0			43.31040200000000339741745847277343273162841796875	10.517784999999999939745976007543504238128662109375	0586 623117
306	049007AST0002	Aree di sosta	LE GORETTE 2	VIA CAMPILUNGHI - LE GORETTE	0	Cecina	LI	0			43.31040200000000339741745847277343273162841796875	10.517784999999999939745976007543504238128662109375	0586 623117
700	049007STB0002	Stabilimenti Balneari	BAGNI DONNA DI CUORI	VIA DELLA VITTORIA, 58 - CECINA MARE	57023	Cecina	LI	0			43.31040200000000339741745847277343273162841796875	10.517784999999999939745976007543504238128662109375	0586 620000
18475	052032AFR0511	Affittacamere	FONTI DI PESCAIA 1	STRADA DI PESCAIA 4	53100	Siena	SI	0			43.3104375	11.3170947	+39 0577 280839
18476	052032AFR0512	Affittacamere	FONTI DI PESCAIA 2	STRADA DI PESCAIA 4	53100	Siena	SI	0			43.3104375	11.3170947	+39 0577 280839
5368	052034AAT0045	Agriturismi	LA CETINA	STRADA DELLA CETINA 19-23 - LOC. LA CETINA	53018	Sovicille	SI	1	info@lacetina.it	www.lacetina.it	43.31050265736592	11.17584228515625	+39 0577 318977
4288	052032ALL0045	Alloggi Privati	TINELLI FRANCO	VIA ENEA SILVIO PICCOLOMINI, 19/A	53100	Siena	SI	0	algiardinodiemma@yahoo.it		43.31065219999999982292138156481087207794189453125	11.3393291999999998864723238511942327022552490234375	+39 0577 48496
4392	052004AAT0010	Agriturismi	AZ.AGR. BRACALETO	PODERE BRACALETO - LOC. PIEVESCOLA	53031	Casole d'Elsa	SI	1	info@agriturismobracaleto.it		43.3106585	11.1315314	+39 0577 960019
4405	052004AAT0025	Agriturismi	GLI ARCANGELI	PODERE AVERE - LOC. LOC. PIEVESCOLA	53031	Casole d'Elsa	SI	3	info@gliarcangeli.com		43.3106585	11.1315314	+39 0577 960284
18507	052004ALB0015	Alberghi - Hotel	ALBERGO CAPANNINO DELLA SUVERA	LOC. CAPANNINO DELLA SUVERA - FRAZ. PIEVESCOLA	53031	Casole d'Elsa	SI	2	ilcapanninodellasuvera@gmail.com		43.3106585	11.1315314	+39 0577 961016
4364	052002AAT0038	Agriturismi	MONTECERCONI	FRAZ. TORRE A CASTELLO	53041	Asciano	SI	2	info@montecerconi.com	www.montecerconi.com	43.310701399999999239298631437122821807861328125	11.5287707000000008150664143613539636135101318359375	+39 0577 700072
116	049017ALB0030	Alberghi - Hotel	HOTEL TIRRENO	VIA MARCONI, 6	57016	Rosignano Marittimo	LI	3	info@hoteltirreno.info	www.hoteltirreno.info	43.3108572000000009438736014999449253082275390625	10.518058899999999766805558465421199798583984375	0586 752026
107	049017ALB0020	Alberghi - Hotel	HOTEL MIRAMARE	VIA G. MARCONI, 8	57016	Rosignano Marittimo	LI	3	info@albergo-miramare.it	www.albergo-miramare.it	43.31089539999999971087163430638611316680908203125	10.5181976999999999833335095900110900402069091796875	0586 752435
4019	052032AFR0368	Affittacamere	CIAMPOLI GIANNI	STRADA DI MONTALBUCCIO, 29	53100	Siena	SI	0	info@podereilpero.it		43.31090669999999676065272069536149501800537109375	11.3143682999999999339024725486524403095245361328125	+39 0577 236361
3502	052032ALB0054	Alberghi - Hotel	AL PALAZZO DEI PRIORI	VIA MONTALBUCCIO, 31	53100	Siena	SI	4	info@palazzodeipriori.it	www.palazzodeipriori.it	43.31123649267182	11.313225030899047	+39 0577 39871
4388	052004AAT0001	Agriturismi	AZ.AGR.TORRE DOGANIERA	PODERE LA CROCE, 63 - FRAZ. PIEVESCOLA	53031	Casole d'Elsa	SI	3	info@torredoganiera.it	www.torredoganiera.it	43.31127769999999799210854689590632915496826171875	11.13140740000000050713424570858478546142578125	+39 0577 960071
4412	052004AAT0033	Agriturismi	APICOLTURA LA MONTAGNOLA  DI PALUDI GABBRIELLO	PODERE LA FORNACE - FRAZ. PIEVESCOLA	53031	Casole d'Elsa	SI	2	apicolturamontagnola@libero.it		43.31127769999999799210854689590632915496826171875	11.13140740000000050713424570858478546142578125	+39 0577 960222
5447	052004CAV0010	Case per Vacanze	BORGO IL VILLINO	FRAZ. PIEVESCOLA	53031	Casole d'Elsa	SI	0	info@borgoilvillino.com	www.borgoilvillino.com	43.31127769999999799210854689590632915496826171875	11.13140740000000050713424570858478546142578125	+39 0577 961043
14414	052004CAV0023	Case per Vacanze	GIGLIOLA HOUSE	PODERE CASANOVA - FRAZ. PIEVESCOLA	53031	Casole d'Elsa	SI	0	gigliolapapa@simail.it		43.31127769999999799210854689590632915496826171875	11.13140740000000050713424570858478546142578125	+39 0577 960063
7658	050015AAT0002	Agriturismi	IL GHEPPIO	Via delle Cerretelle, 21	56040	Guardistallo	PI	3	agriturismo.gheppio@tiscalinet.it	www.gheppio.it	43.3113078	10.6294097	0586 600550
