id	creatorName	title	titleLang	translatedTitle	contributorName	language	resourceType	resourceTypeGeneral	publicationYear	date	dateType	publisher	university	institute	geoLocationPoint	subject	subject_ddc	abstract	seriesInformation	identifier	identifierType	format	rights	rightsOA	rightsURI	url	collection
							doc-type:article	Text																			
																	550										
hcu_	Jensen, Laura␟Eicker, Annette␟Dobslaw, H.␟Stacke, T.␟Humphrey, V.	Long‐Term Wetting and Drying Trends in Land Water Storage Derived From GRACE and CMIP5 Models	eng			en	Article	Text	2019-08-29	2023-01-26T15:04:54Z	Issued	Wiley	Wiley		53.540253,10.004717	GRACE␟CMIPS␟Water storage trends␟550: Geowissenschaften␟ddc:550						application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	2169-897X␟https://repos.hcu-hamburg.de/handle/hcu/582	Publikationen HCU Hamburg
							doc-type:article	Text																			
																	550										
hcu_	Grubbauer, Monika	Assisted Self‐help Housing in Mexico: Advocacy, (Micro)Finance and the Making of Markets	eng			en	Article	Text	2020-11-02	2023-01-26T14:44:01Z	Issued	Wiley	Wiley		53.540253,10.004717	Housing␟Microfinance␟Financial Inclusion␟Mexico␟300: Sozialwissenschaften␟Soziologie␟ddc:300		This article examines forms of housing finance that offer poor households opportunities for sourcing resources for construction work through non-mortgage microloans. In Mexico, these housing microfinance schemes have recently been incorporated into national housing policies. On a global level, the past 10 to 15 years have seen the emergence of institutional investment in microfinance. I reflect on these processes in this article by bringing critical accounts of financial inclusion in development studies and the debate on financialization within urban studies and beyond into dialogue. I combine micro- and macro-scale perspectives to examine how households become financial clients and how finance gains influence by expanding capitalist markets into the informal housing sector. This discussion is based on policy review and document analyses and an empirically grounded account of an assisted self-help housing case study. In the article I draw on three focal concepts—risk, debt and marketization—to highlight the ambivalences of the expanded access to finance for poor households engaged in self-organized building practices. These ambivalences emerge from the multiplicity of operational logics and motivations in the field of housing provision for the poor, and the profoundly conflicting rationalities of financial- and social-sector actors.				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	0309-1317␟https://repos.hcu-hamburg.de/handle/hcu/583	Publikationen HCU Hamburg
							doc-type:article	Text																			
																	300										
hcu_	Schlipf, Sonja	Die Integration der Klimafolgenbetrachtung in die Umweltprüfung - Analyse der praktischen Anwendung	ger		Dickhaut, Wolfgang	de	Thesis	Text	2021-09-21	2023-01-27T09:30:28Z	Issued				53.540253,10.004717	Klimaanpassung␟Umweltverträglichkeitsprüfung␟Stadtplanung␟Stadtentwicklung␟klimaangepasstes Bauen␟Klimaänderung␟Unsicherheiten␟Planungstheorie␟Planungsrecht␟Planungsinstrumente␟Wechselwirkungen␟Stadtökologie␟Stadtklima␟Landschaftsplanung␟Resilienz␟environmental assessment␟climate change adaptation␟urban development␟333.7: Natürliche Ressourcen␟Energie und Umwelt␟ddc:333.7		"Schon auf der UN-Konferenz für Umwelt und Entwicklung 1992 wurden die Auswirkungen des Klimawandels auf die Entwicklung der Städte erörtert.  Damals lagen die Handlungsschwerpunkte auf der Eindämmung der weltweiten Treibhausgasemissionen. Seitdem wird regelmäßig debattiert, wie der Klimawandel aufgehalten werden kann und welche Maßnahmen dafür besonders geeignet sind. 2021 ist die Klimakrise immer noch nicht gelöst. Und der Klimawandel schreitet ungehindert voran.
Besonders in Städten sind Mensch und Umwelt dem Klimawandel ausgesetzt. Die Auswirkungen sind vielseitig und beeinflussen alle Bereiche des Lebens. Diese Veröffentlichung befasst sich vor allem mit den sich verstärkenden Umweltauswirkungen des Klimawandels in Deutschlands wachsenden Städten. Dabei geht sie vertieft auf die stadtplanerischen Steuerungsmöglichkeiten zur umweltgerechten Klimaanpassung in Städten wie Hamburg, Berlin, Bremen und Stuttgart ein.  Die Umweltprüfung bietet für die Bauleitplanung die Möglichkeit, diese Wechselwirkungen abzubilden, mit klimawandelinduzierten Unsicherheiten umzugehen und diese in die räumliche Planung zu integrieren.␟For cities it is becoming increasingly challenging to develop urban structures that can meet the needs of climate change as well as the need to create new housing. This challenge encompasses both the reduction of greenhouse gas emissions and the adaptation to climate affecting both known and unknown. Currently these can be described in trends for the various environmental resources. The interdependencies between the consequences of climate change and urban development increases the vulnerability of various environmental assets. To achieve climate-friendly urban development, it is essential to create spaces that contain the summer heat generation through cooling effects, preserve the natural water balance and provide vital habitats for plants and animals. For cities to be developed in a climate-friendly way it is necessary to create eco-spaces that reduce the heat island effects. This research is based on the examination of the impact of climate change on environmental resources and their interactions with urban development. Additionally, it describes the uncertainties which need to be addressed. Current events clearly show that the extent and impact of climate change cannot yet be fully assessed. Urban development and planning must tackle the consequences of climate change and the related uncertainties. It can apply the strategies of informal and formal planning instruments. Consequently, strategic environmental assessment can be used as an integrated planning tool, which helps to deal with unpredictable effects of climate change. This dissertation demonstrates how to integrate the identified approaches into the process of the strategic environmental assessment procedure in terms of both content and methodology. In this context, a schematic assessment model was developed. The analysis of practical examples shows how growing cities such as Bremen, Hamburg, Berlin and Stuttgart manage to integrate these aspects into their planning practices."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://doi.org/10.34712/142.20␟https://repos.hcu-hamburg.de/handle/hcu/584␟10.34712/142.20	Publikationen HCU Hamburg
							doc-type:doctoralThesis	Text																			
																	333.7										
hcu_	Thomas, Nicola Charlotte	Urban allotment gardens in the contemporary city. Contested ownership arrangements and new greenspace solidarities in Basel, Hamburg and Copenhagen	eng		Färber, Alexa	en	Thesis	Text	2021-09-30	2023-01-31T16:45:37Z	Issued				53.540253,10.004717	Kleingarten␟Stadtentwicklung␟710: Landschaftsgestaltung␟Raumplanung␟ddc:710						application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://doi.org/10.34712/142.22␟https://repos.hcu-hamburg.de/handle/hcu/585␟10.34712/142.22	Publikationen HCU Hamburg
							doc-type:doctoralThesis	Text																			
																	710										
hcu_	Doyle Gutierrez, Lucia␟Weidlich, Ingo	Effects of thermal and mechanical cyclic loads on polyurethane pre‐insulated pipes	eng			en	Article	Text	2020-12-02	2023-01-26T15:07:12Z	Issued	Wiley	Wiley		53.540253,10.004717	district heating␟polyurethane␟sandwich structure␟624: Ingenieurbau und Umwelttechnik␟ddc:624		District heating (DH) pre-insulated pipes are a sandwich assembly composed by a steel heat service pipe, polyurethane (PU) foam and polyethylene casing. The foam acts as bond between the steel pipe and casing. The application has high constraints for the foam, as it is subjected to cyclic multiaxial stresses, high cyclic temperatures and long expected service life. In this study, we evaluate if and how cyclic loads affect the shear strength, shear modulus, toughness and failure behaviour of the PU foam in DH pipes sandwich assembly compared with unaged reference samples. We have found that the simultaneous application of mechanical and thermal loads weakens the strength and increases the stiffness of the foam and that this change is not caused by degradation of the molecular structure. Crack initiation and propagation along the pipe samples follow a very consistent pattern between samples, with cracks initiating in Mode II and propagating in Mode I. The consistent axial displacement of approximately 2 cm from each other suggests the formation of strain localizations.				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	1460-2695␟https://repos.hcu-hamburg.de/handle/hcu/586	Publikationen HCU Hamburg
							doc-type:article	Text																			
																	624										
hcu_	Walmsley, Alexander Pardee␟Kersten, Thomas	The Imperial Cathedral in Königslutter (Germany) as an Immersive Experience in Virtual Reality with Integrated 360° Panoramic Photography	eng			en	Article	Text	2020-02-23	2023-01-26T15:12:00Z	Issued	MDPI	MDPI		53.540253,10.004717	Photogrammetry␟Virtual Reality␟Panoramic Photography␟Cathedral␟Königslutter␟004: Informatik␟ddc:004						application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	2076-3417␟https://repos.hcu-hamburg.de/handle/hcu/587	Publikationen HCU Hamburg
							doc-type:article	Text																			
																	004										
hcu_	Lütjens, Mona Caroline␟Kersten, Thomas␟Dorschel, Boris␟Tschirschwitz, Felix	Virtual Reality in Cartography: Immersive 3D Visualization of the Arctic Clyde Inlet (Canada) Using Digital Elevation Models and Bathymetric Data	eng			en	Article	Text	2019-02-20	2023-01-26T15:12:00Z	Issued	MDPI	MDPI		53.540253,10.004717	3D Visualization␟Bathymetric Data␟Digital Elevation Model␟004: Informatik␟ddc:004						application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	2414-4088␟https://repos.hcu-hamburg.de/handle/hcu/588	Publikationen HCU Hamburg
							doc-type:article	Text																			
																	004										
hcu_	Abegunrin, Oluwaseun	Life Cycle Assessment of District Heating Pipes; Comparing Polyurethane with Polyethylene Terephthalate Insulation	eng		Weidlich, Ingo	en	Thesis	Text	2021-11-09	2023-01-27T09:43:30Z	Issued				53.540253,10.004717	Fernwärmeversorgung␟Produktlebenszyklus␟Umweltbilanz␟district heating␟life cycle assessment␟333.7: Natürliche Ressourcen␟Energie und Umwelt␟ddc:333.7		"District Heating (DH) system has proven to be a viable solution for delivering heating, hot water, and cooling services to the end-users, in that it represents the most suitable energy solution for satisfying urban heat and cold demands. So, in order to keep evolving, district heating must constantly develop in response to the growing demands of a society striving towards sustainability. By this, the sustainability of this system needs to consider further aspects of material use and deploy a large-scale material efficiency which could be a crucial factor in obtaining a variety of additional environmental and economic benefits. In a typical DH distribution system, the pipe is an integral part. The commonly used DH pipe is the pre-insulated bonded pipe with steel carrier pipe, rigid polyurethane (PUR) foam, and high-density polyethylene (HDPE) casing. However, PET foam has been suggested as a suitable substitute for PUR foam.
This thesis therefore presents a comparative study to benchmark the environmental impacts for the manufacturing of polyurethane (PUR) foam insulated pipe and a conceptual polyethylene terephthalate (PET) foam insulated pipe based on Life Cycle Assessment methodology. The functional unit is taken to be “the production of 2.42 m length of a DN100 pre-insulated pipe”.
The results of life cycle assessments show that the process of manufacturing PUR foam insulated pipe has the largest environmental impacts across the selected impact categories, while the emissions are mostly noticeable in climate change and fossil depletion, which is mostly influenced by raw materials extraction and refinement. An evaluation of material layers indicated that steel pipe gives off the highest emission of all the material components in the pipe and methylene diphenyl diisocyanate (MDI) in the PUR foam. A comparison of insulations materials also showed that virgin PET foam has 28% less impact and when virgin PET in the PET foam is replaced with recycled PET, the impact was further reduced by up to 60%, thereby confirming it to be a suitable alternative. Furthermore, a sensitivity analysis showed that Substituting virgin PET foam with recycled PET foam in the overall system achieved the highest environmental benefits by approximately 12% and this savings in impacts is noticeable across almost all impact categories."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://repos.hcu-hamburg.de/handle/hcu/589	Publikationen HCU Hamburg
							doc-type:masterThesis	Text																			
																	333.7										
hcu_	Harder, Dorian	Particle Filtering with Geospatial Analysis for Indoor Positioning	eng	Partikel-Filter mit Geodaten-Analyse für die Indoor Positionierung	Sternberg, Harald	en	Thesis	Text	2021-10-08	2023-01-27T09:46:12Z	Issued				53.540253,10.004717	Particle filter␟indoor positioning␟smartphone␟Partikelfilter␟Geodatenanalyse␟Indoor-Positionierung␟004: Informatik␟ddc:004		"Modern smartphones enable a wide range of people the use of location based services, such as personal navigation, in everyday life. The localisation in outdoor scenarios with smartphones is usually based on Global Navigation Satellite System (GNSS). However, the positioning with GNSS fails to provide sufficient and accurate measurements in an indoor environment. To enable the usage of location based services, for example the navigation at exhibition or airport areas or large university buildings, other indoor positioning approaches have been researched. Most of those can’t provide the needed accuracy or are expensive to install and maintain. A possible alternative
is the usage of the Inertial Measurement Unit (IMU) of the smartphone using a pedestrian dead reckoning system Pedestrian Dead Reckoning (PDR). To correct the drift of the position estimate that results from noisy measurements, corrections through additional information is necessary. For
this reason, two Particle Filter (PF) methods, a simple bootstrap PF and a backtracking PF, have been developed in this thesis. They both use building information from floor plans and routing
edges, to improve the position estimate. The PF uses weighted particles to represent the probability density of the position estimate. The backtracking PF further stores the propagation history that can be used for further improvements of the position estimate. One novelty of the developed PF methods is the usage of geospatial analysis tools to derive information about the spatial relation between the particles and the geometries from the building information. The implementation of geospatial analysis tools further enables the use of geodata, which can be derived from building plans in Computer Aided Design software (CAD) format. The developed PF methods have been tested and compared with different methods for the weighting of particles regarding their positioning accuracy on two different test paths through the HafenCity University (HCU)-building in Hamburg. It was possible to achieve a position error of less than 3 m for a path through narrow corridors and less than 5.5 m for a path including wider spaces, such as hallways, 90 % of the time for some of the tested methods."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://repos.hcu-hamburg.de/handle/hcu/590	Publikationen HCU Hamburg
							doc-type:masterThesis	Text																			
																	004										
hcu_	Mayer-Gürr, Torsten␟Behzadpour, Saniya␟Eicker, Annette␟Ellmer, Matthias␟Koch, Beate␟Krauss, Sandro␟Pock, Christian␟Rieser, Daniel␟Strasser, Sebastian␟Süsser-Rechberger, Barbara␟Zehentner, Norbert␟Kvas, Andreas	GROOPS: A software toolkit for gravity field recovery and GNSS processing	eng			en	Article	Text	2021-06-12	2023-01-26T14:55:48Z	Issued	Elsevier	Elsevier		53.540253,10.004717	Gravity field recovery␟GNSS processing␟Orbit determination␟550: Geowissenschaften␟ddc:550						application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	0098-3004␟https://repos.hcu-hamburg.de/handle/hcu/591	Publikationen HCU Hamburg
							doc-type:article	Text																			
																	550										
hcu_	Jensen, Laura	Satellite gravimetry for climate model evaluation	eng		Eicker, Annette	en	Thesis	Text	2021-11-08	2023-01-31T16:05:37Z	Issued				53.540253,10.004717	satellite gravimetry␟climate change␟climate models␟550: Geowissenschaften␟ddc:550		"Global coupled Earth System Models (ESMs) are important for predicting future climate conditions. To assess the quality and reliability of ESMs it is crucial to evaluate them against independent observations. In this thesis, land water storage-related variables from ESMs taking part in the Coupled Model Intercomparison Project Phases 5 and 6 (CMIP5 and CMIP6) are compared to observed terrestrial water storage (TWS) changes from the Gravity Recovery And Climate Experiment (GRACE) and its Follow-On (GRACE-FO) satellite missions. This thesis is the first study to provide a comprehensive assessment of ways in which space gravimetric measurements can be utilized to evaluate coupled ESMs, thereby tackling several challenges of such a comparison:

Apart from external forcing data (e.g., the Sun's energy and greenhouse gas concentrations), CMIP ESMs are not constrained by observations, but evolve freely over time after being initialized. As a consequence, over long time spans they reproduce the climate variability in a statistical sense only, but not the exact timing of particular events. Thus, when analyzing (long-term) climate projections, a direct comparison to observed time series is not feasible, but higher order metrics as the linear trend, seasonal cycle, and interannual variability have to be utilized. Furthermore, discrepancies between observed TWS (full integrated water column, possibly superimposed by non-hydrological mass changes) and modeled TWS (representing only soil moisture and snow) regionally hamper the interpretation of results.

In the comparison of a CMIP5 ESM ensemble with GRACE observations, simulated long-term wetting and drying trends are found to be consistent with observed TWS trends in several regions of the world (e.g., the Mediterranean, Southwestern United States, Central Asia). However, it is shown that interannual variations obscuring long-term trends in TWS can have a large influence over 30 years and more, which regionally prevents reliable conclusions about long-term wetting or drying from the short GRACE time series. In addition to long-term trends, the seasonal cycle and interannual variations of TWS in a CMIP6 multi-model ensemble are assessed with respect to present-day observed conditions. The model data are also analyzed for potential future changes of TWS variability, as these might be an important target for a future gravity mission with enhanced sensitivity. In contrast to long-term climate projections, decadal predictions can directly be compared on time series level, because they are frequently initialized with observed states of atmosphere and oceans. To this end, a GRACE-based TWS reconstruction is used to evaluate decadal climate predictions from CMIP5 and CMIP6 with the result that they provide skillful forecasts of TWS anomalies in markedly humid climates for two years and more into the future.

Overall, this thesis highlights mutual benefits of climate modeling and geodesy: On the one hand, satellite-observed TWS has a great potential to validate the performance or to hint at shortcomings of ESMs for land water storage-related variables. On the other hand, ESM output can provide information on expected climate signals in TWS, which is important for future plans in space gravimetry aiming at the long-term monitoring of climate variations."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://doi.org/10.34712/142.23␟https://repos.hcu-hamburg.de/handle/hcu/592␟10.34712/142.23	Publikationen HCU Hamburg
							doc-type:doctoralThesis	Text																			
																	550										
hcu_	Jensen, Laura␟Eicker, Annette␟Dobslaw, Henryk␟Pail, Roland	Emerging Changes in Terrestrial Water Storage Variability as a Target for Future Satellite Gravity Missions	eng			en	Article	Text	2020-11-27	2023-01-26T14:44:00Z	Issued	MDPI	MDPI		53.540253,10.004717	climate models␟GRACE␟CMIP6␟terrestrial water storage␟333.7: Natürliche Ressourcen␟Energie und Umwelt␟ddc:333.7		Climate change will affect the terrestrial water cycle during the next decades by impacting the seasonal cycle, interannual variations, and long-term linear trends of water stored at or beyond the surface. Since 2002, terrestrial water storage (TWS) has been globally observed by the Gravity Recovery and Climate Experiment (GRACE) and its follow-on mission (GRACE-FO). Next Generation Gravity Missions (NGGMs) are planned to extend this record in the near future. Based on a multi-model ensemble of climate model output provided by the Coupled Model Intercomparison Project Phase 6 (CMIP6) covering the years 2002–2100, we assess possible changes in TWS variability with respect to present-day conditions to help defining scientific requirements for NGGMs. We find that present-day GRACE accuracies are sufficient to detect amplitude and phase changes in the seasonal cycle in a third of the land surface, whereas a five times more accurate double-pair mission could resolve such changes almost everywhere outside the most arid landscapes of our planet. We also select one individual model experiment out of the CMIP6 ensemble that closely matches both GRACE observations and the multi-model median of all CMIP6 realizations, which might serve as basis for satellite mission performance studies extending over many decades to demonstrate the suitability of NGGM satellite missions to monitor long-term climate variations in the terrestrial water cycle.				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	2072-4292␟https://repos.hcu-hamburg.de/handle/hcu/593	Publikationen HCU Hamburg
							doc-type:article	Text														application/pdf					
																	333.7										
hcu_	Jensen, Laura␟Eicker, Annette␟Stacke, Tobias␟Dobslaw, Henryk	Predictive Skill Assessment for Land Water Storage in CMIP5 Decadal Hindcasts by a Global Reconstruction of GRACE Satellite Data	eng			en	Article	Text	2020-11-01	2023-01-26T14:46:47Z	Issued	AMS	AMS		53.540253,10.004717	terrestrial water storage␟climate models␟550: Geowissenschaften␟ddc:550		The evaluation of decadal climate predictions against observations is crucial for their benefit to stakeholders. While the skill of such forecasts has been verified for several atmospheric variables, land-hydrological states such as terrestrial water storage (TWS) have not been extensively investigated yet due to a lack of long observational records. Anomalies of TWS are globally observed with the satellite missions GRACE (2002 - 2017) and GRACE-FO (since 2018). By means of a GRACE-like reconstruction of TWS available over 41 years, we demonstrate that this data type can be used to evaluate the skill of decadal prediction experiments made available from different Earth System Models as part of both CMIP5 and CMIP6. Analysis of correlation and root-mean-square deviation (RMSD) reveals that for the global land average the initialized simulations outperform the historical experiments in the first three forecast years. This predominance originates mainly from equatorial regions where we assume a longer influence of initialization due to longer soil memory times. Evaluated for individual grid cells, the initialization has a largely positive effect on the forecast year 1 TWS states, however, a general grid-scale prediction skill for TWS of more than two years could not be identified in this study for CMIP5. First results from decadal hindcasts of three CMIP6 models indicate a predictive skill comparable to CMIP5 for the multi-model mean in general, and a distinct positive influence of the improved soil-hydrology scheme implemented in the MPI-ESM for CMIP6 in particular.				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	0894-8755␟https://repos.hcu-hamburg.de/handle/hcu/594	Publikationen HCU Hamburg
							doc-type:article	Text														application/pdf					
																	550										
hcu_	Bahari, Tara	Proposal of a demolition and disassembly methodology for old buildings in order to maximize the material recovery potential based on the LCA results the case study of the Leek municipal workshop building, Westerkwartier in Groningen, Netherlands	eng		Weidlich, Ingo	en	Thesis	Text	2021-10-29	2023-01-27T09:41:08Z	Issued				53.540253,10.004717	Nachhaltigkeit␟Niederlande␟Abbruchmethodik␟Materialrückgewinnung␟Groningen␟624: Ingenieurbau und Umwelttechnik␟ddc:624		"The investigation of this thesis would aim to
measure the environmental performance of
materials throughout their lifecycle in an old
municipal building, with a public function,
by evaluating various environmental impact
indicators and the embodied carbon in the
materials the building consists of, followed by a
proposal of potential ways to reuse or recycle the
materials once they reach their end of operational
life.
The objective is to maximize the resource
efficiency of the building after destruction and
reconstruction, by utilizing the recycled materials
in the new construction. It would eventually
shift the urban district towards having a more
beneficial environmental footprint, through the
footprint enhancement and material recycling of
the individual buildings that form it. The focused
building is a forty six years old one that needs to
be demolished and rebuilt, within the reformation
plan of an urban quarter in Westerkwartier district
in Groningen, Netherlands."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://repos.hcu-hamburg.de/handle/hcu/595	Publikationen HCU Hamburg
							doc-type:masterThesis	Text																			
																	624										
hcu_	Pourbozorgi Langroudi, Pakdad␟Weidlich, Ingo␟Hay, Stefan	Backward simulation of temperature changes of District Heating networks for enabling loading history in predictive maintenance	eng			en	Article	Text	2021-10-28	2023-01-26T15:04:54Z	Issued	Elsevier	Elsevier		53.540253,10.004717	Backward simulation␟Loading history␟Predictive maintenance␟Machine learning␟Asset management␟Artificial neural networks␟System reliability␟District Heating␟600: Technik␟ddc:600						application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	2352-4847␟https://repos.hcu-hamburg.de/handle/hcu/600	Publikationen HCU Hamburg
							doc-type:article	Text																			
																	600										
hcu_	Deppisch, Sonja␟Pyka, Anna␟Burkhard, Benjamin␟Dworczyk, Claudia␟Lezuo, Dagmar␟Pleuser, Julia␟Schumacher, Henning	Ökosystemleistungen in Stadt und Region	ger			de	Working Paper	Text	2021-12-07	2023-01-26T14:57:27Z	Issued	HafenCity Universität Hamburg	HafenCity Universität Hamburg		53.540253,10.004717	Ökosystemleistungen␟Stadtplanung␟Regionalplanung␟Fotowettbewerb␟Kommunikation␟Globaler Wandel und raumbezogene Strategien␟710: Landschaftsgestaltung␟Raumplanung␟ddc:710		Das Buch Ökosystemleistungen in Stadt und Region richtet sich an Laien, die sich für das Thema der Ökosystemleistungen interessieren. Im Rahmen der landmetamorphosis-Reihe stellt es einige Ergebnisse des ÖSKKIP-Forschungsprojektes allgemeinverständlich  dar und zeigt auch die ausgezeichneten Fotos des Wettbewerbes.␟Bundesministerium für Bildung und Forschung (BMBF)				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://doi.org/10.34712/142.17␟978-3-947972-32-6␟https://repos.hcu-hamburg.de/handle/hcu/605␟10.34712/142.17	Publikationen HCU Hamburg
							doc-type:workingPaper	Text																			
																	710										
hcu_	Timm, Florian	Entwurf und Implementation einer Daten-Schnittstelle zum Betrieb des Laserscanners VLP-16 an einem Raspberry Pi	ger		Schramm, Thomas	de	Thesis	Text	2017-12-13	2023-01-27T09:25:46Z	Issued				53.540253,10.004717	Raspberry Pi␟Velodyne␟Multikopter␟Laserscanner␟Python␟004: Informatik␟550: Geowissenschaften␟ddc:004␟ddc:550		"Die vorliegende Arbeit ist Teil eines Projektes, das den modular austauschbaren Betrieb verschiedenster Sensorsysteme an einem Multikopter erlauben soll. Im Speziellen wird hier die Datenschnittstelle von einem Kompakt-Laserscanner Velodyne Lidar Puck VLP-16 zu einem Einplatinencomputer Raspberry Pi entwickelt und implementiert. Der Scanner selbst liefert hierbei die Daten in einem proprietären, binären Format. Diese sollen dann in ein einfach lesbares Format, beispielsweise eine ASCII-Datei, umgewandelt und gespeichert werden. Außerdem benötigen die Daten einem eindeutigen Zeitstempel, um diese später mit den anderen Sensorsystemen verknüpfen zu können. Diese Datentransformation sollte möglichst simultan zur Aufnahme erfolgen. Auch Teil der Arbeit ist die Schaffung einer Steuerung der Laserscanneraufnahme.
Hierfür wurde ein Bedienmodul erstellt, welches am Raspberry Pi direkt angeschlossen werden kann, sowie eine Weboberfläche entwickelt, die die Steuerung während des Fluges ermöglichen soll."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://repos.hcu-hamburg.de/handle/hcu/633	Publikationen HCU Hamburg
							doc-type:bachelorThesis	Text																			
																	004										
hcu_	Holst, Juliane	HafenStadt Hamburg - Eine neue Zukunftsperspektive für den Hafen?! Untersuchung der Rolle des Hamburger Hafens im Kontext der Stadtentwicklung	ger		Knieling, Jörg	de	Thesis	Text	2022-01-13	2023-01-27T09:28:53Z	Issued				53.540253,10.004717	Hamburg␟Hafen␟Stadtentwicklung␟710: Landschaftsgestaltung␟Raumplanung␟ddc:710		"Der Hamburger Hafen gilt seit jeher als bedeutendster Wirtschaftsmotor und wichtigstes Aushängeschild der Hansestadt. Allerdings lässt sich gerade in den letzten Jahren feststellen, dass der Hafen trotz des stetigen Wachstums des Welthandels zunehmend mit stagnierenden bzw. nur noch gering wachsenden Umschlagsquoten zu kämpfen hat. Es zeichnet sich ab, dass der Hamburger Hafen auch künftig aufgrund individueller, standortspezifischer Herausforderungen sowie absehbarer weltweiter handelswirtschaftlicher und geopolitischer Veränderungen die Umschlagsentwicklungen nicht wesentlich steigern kann. Dennoch hält die Hamburger Politik weiterhin am Hafen fest und möchte auch künftig
nur in eine reine wirtschaftliche und industrielle Weiterentwicklung des Hafens investieren, obwohl das Hafenareal aufgrund seines einzigartigen Standorts inmitten des Stadtgebiets und dem damit einhergehenden
Lagepotenzial auch zunehmend in den Fokus der Stadtentwicklung für eine urbanere Flächeninanspruchnahme rückt. In der vorliegenden Arbeit wird sich daher kritisch mit der zukünftigen Hafenentwicklung auseinandergesetzt. Auf Basis einer umfassenden Analyse der städteräumlichen und
handelswirtschaftlichen Ausgangslage des Hamburger Hafens sowie dessen hafenspezifischen Rahmenbedingungen
wird diskutiert und anschließend konzeptionell dargestellt, welchen Stellenwert der Hafen zukünftig aus Sicht einer nachhaltigen Stadtentwicklung für die Hansestadt einnehmen sollte und welche Potenziale sich durch eine integrierte Hafen- und Stadtentwicklung ergeben.␟The Port of Hamburg has always been the most important economic driving force and significant flagship of the Hanseatic city. However, especially in the last few years the port is increasingly struggling with stagnating or only slightly growing transhipment rates despite the steady growth of the world maritime trade. It is becoming apparent, that the Port of Hamburg will not be able to considerably increase the trade volume in the future either due to individual, location-specific challenges and foreseeable global trade and geopolitical changes. Nevertheless, Hamburg‘s politicians are still sticking to the port and prospectively want to invest only in its economic and industrial development, although the port’s areas are also in the focus of urban development due to its unique position in the middle of the city and the associated potential for a more urban land use. Therefore it is this paper’s objective to questioning
the future port development. Based on a comprehensive analysis of the urban setting and the trading economy situation of the Port of Hamburg as well as its specific framework conditions, it will be discussed and conceptually illustrated which future value the port should have for the city from the perspective of a sustainable urban development and what potentials result from a more integrated port and urban
development."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://repos.hcu-hamburg.de/handle/hcu/606	Publikationen HCU Hamburg
							doc-type:masterThesis	Text																			
																	710										
hcu_	Harwart, Birte	Tausche Auto gegen Klimaschutz: Eine Untersuchung der Wirkung von kommunal gesteuerten finanziellen Anreizen auf das Mobilitätsverhalten von MIV-affinen Personen	ger		Gaffron, Philine	de	Thesis	Text	2022-01-20	2023-01-27T09:20:14Z	Issued				53.540253,10.004717	Mobilitätsverhalten␟Mobilitätsmanagement␟710: Landschaftsgestaltung␟Raumplanung␟ddc:710						application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://repos.hcu-hamburg.de/handle/hcu/608	Publikationen HCU Hamburg
							doc-type:bachelorThesis	Text																			
																	710										
