"filename","predicted_delimiter","predicted_quotechar","predicted_escapechar","target_delimiter","target_quotechar","target_escapechar","prediction_time"
"a0895f907d646485d369fb1f1cc45ede.csv",",","","",",","""","","0"
"muxViz_15-01-2019_134714_centrality_perLayer_table.csv",";","""","",";","""","","0"
"kfoinndrdatanndremptyreliefjuly2015barrownndremptyrelief20150802113929.csv",",","""","",",","""","","0"
"Sustainability-Travel-P55.csv",",","""","",",","""","","0"
"9f56092d7b02d070d4c8c1d06b3a7564.csv",",","""","",",","""","","0"
"160930_-_Organogram_Data_-_Home_Office-senior.csv",",","""","@",",","""","""","0"
"XRD 70%Yb4%Er sample07.csv",",","""","",",","""","","0"
"SouthTrent_OriginZones.csv",",","","",",","","","0"
"ResultsOR30x100-0.75_10.dat__m18.csv",";","""","",";","""","","0"
"ResultsOR30x100-0.50_5.dat__m27.csv",";","""","",";","""","","0"
"ministry_of_justice-2011-09-30-organogram-junior.csv",",","""","",",","""","","0"
"c2407c06e8176ff5833983e8108630d6.csv",",","","",",","","","0"
"9de08eaee897b094075c5d67cc295e21.csv",",","""","",",","""","\","0"
"puss-july-sept14.csv",",","""","",",","""","","0"
"7e765e0ef2447c744d629754076390da.csv",",","","",",","","","0"
"Song2018-8yrs-ch4-mod.csv",",","","",",","","","0"
"a0715a8a1871d1c290fa2797cf375578.csv",",","""","",",","""","","0"
"cefas__31-03-2016__cefas_government-staff-and-salary-data-June-2016-senior.csv",",","""","""",",","""","","0"
"publictoilets.csv",",","""","",",","""","","0"
"14cdcd997915c9ed249965a96e582202.csv",",","","",",","","","0"
"090a25645786f0379b0f97e56280f90e.csv",":","","",":","","","0"
"99fd595007cb5b374b61bf766147522a.csv",",","""","",",","""","""","0"
"2b89d928feedc535e0895845fb220de0.csv",";","""","",";","""","","0"
"FCO_Ministers_Quarterly_Return_Q4_Jan-Mar_2019_-_MEETINGS.csv",",","""","""",",","""","""","0"
"2122831875cca188ae59933fd292d81c.csv",",","","",",","","","0"
"mod_spend_over_25000_january_2016.csv",",","""","""",",","""","","0"
"aed86247a5dd8b2980fc1bf0595226c3.csv",";","","",";","","","0"
"ee01309f1d5779f11a9a8427e8c54c86.csv",",","","",",","","","0"
"812f0b3ab27c2a0ca7afd627a31d657c.csv",",","","",",","","","0"
"b59f7ee4d9f7da58bb9df0720454c312.csv",",","","",",","","","0"
"798b0bb73a60867efcf837b124dea218.csv",",","""","""",",","""","""","0"
"0713320683e417aab673d3bcefd03400.csv",",","","",",","","","0"
"qPCR_calibration.csv",",","","",",","","","0"
"council-spending-over-500-march-2016.csv",",","""","'",",","""","","0"
"fr_page3.csv",",","","",",","","","0"
"cd832a2ddd2f62eb435f8fcd5f9b5c04.csv",",","""","",",","""","","0"
"83862412e5dc0707434290a1caf091b7.csv",",","""","""",",","""","","0"
"ministerial-overseas-travel-oct-dec-2010.csv",",","""","""",",","""","","0"
"4a83c86aa1ff3c9321470b08764498ed.csv",",","""","",",","""","","0"
"2019-03__25k_Transactions_-_March_2019.csv",",","""","",",","""","","0"
"fceee821c3cbc2230cdf28fb7d8f0419.csv",",","","",",","","","0"
"sst2delsst2alphafactor.csv","	","","",",","","","0"
"d01ec2d337201f58ea8d3fe1c975ae2e.csv",",","","",",","","","0"
"ef85289bfd2f25d87281fd27012f4892.csv",",","""","",",","""","""","0"
"vissim_data_conf1723_i8_v5109.csv",";","","",";","","","0"
"8b7e2626cbcf729b92ba1300ba6829c8.csv",";","","",";","","","0"
"dados.csv",";","","",";","","","0"
"disclosure-ministerial-overseas-travel-dft-jan-mar2013.csv",",","'","",",","""","","0"
"0504e272582c6290945fc37ba4d1a24e.csv",",","'","",",","""","","0"
"ff45bba3b6b8254a203aa4f198859cd9.csv",",","","",",","","","0"
"S-par-8mMCD_rate_sets.csv",",","","",",","","","0"
"45a50ff6574e69641421c90a2bf784fc.csv",",","""","",",","""","","0"
"900ad2ec60275f112147bd6633067c75.csv","	","","","	","","","0"
"9449d6ee92dbabdb0d490636a0beed7a.csv",",","","",",","","","0"
"caa616042e183cb6600f94f86b72b3e2.csv",",","""","",",","""","","0"
"DfE_GPC_Spend_over__500_-_Jul13_-_nil_returns_updated.csv",",","""","",",","""","","0"
"Prompt_Payments_Q1_FY_2019-20.csv",",","""","",",","""","","0"
"ResultsOR30x100-0.50_10.dat__m26.csv",";","""","",";","""","","0"
"monitor__31-03-2012__monitor-nhsft_government-staff-and-salary-data-blank-template-March-2012-FINAL-senior.csv",",","""","'",",","""","","0"
"var.PermImportanceAspen.cltr3.MCPea.csv",",","""","",",","""","","0"
"s1-2.csv",",","","",",","","","0"
"W36.csv",",","","",",","","","0"
"0c6ed371caef9dc16b2c73ce16d71a4c.csv",",","","",",","","","0"
"2007d378165dd566e02267261afa75f8.csv"," ","","","","","","0"
"f5b15c8b0fb566132e7fcf6a8a85af76.csv","|","""","","|","","","0"
"017c2956626c95b692b4dae40a5a3730.csv",",","""","",",","""","","0"
"National_Assembly_for_Wales_Constituencies_(December_2018)_WA_BFE.csv",",","","",",","","","0"
"2013 October return.csv","	","","","	","","","0"
"34ccb713ca9fd8a288114e53bcddd47c.csv",",","""","\",",","""","","0"
"6ee95ea4f3a8661562ebb8fb03dfbcfc.csv",",","","",",","","","0"
"883f57dab0395633cbb429059b610841.csv",",","""","",",","""","","0"
"1df1501cef60922dfa615766d8d03ca5.csv",",","","",",","","","0"
"cf1d411ac0298b0e2c622d4ed91b82c5.csv",",","","",",","","","0"
"d963b155c8301da6bdf86ae9d965d205.csv",",","","",",","","","0"
"73ff7717a9e45dcf5199fcfeeb6946bd.csv",",","""","",",","""","","0"
"5cdc787b72f55f9478af084518b053ef.csv",",","""","",",","""","","0"
"6aa67faf828ed01667c772412807981d.csv",",","","",",","","","0"
"6ed26f52d6f10954604a35aba99e4dd5.csv","|","","",",","","","0"
"9cff3101135876578de6d7a3b73a9aaa.csv",",","""","",",","""","","0"
"58acc708f832e8177daf965ebf1a1e8e.csv",";","","",";","","","0"
"accba0f876970d2a9165e7f3f64fb76b.csv","	","","","	","","","0"
"823edcdbcac443fd67370b0c98678c68.csv","|","","","|","","","0"
"Lag Seca - Humidity.csv",",","","",",","","","0"
"FTIR-13.9%Mn.csv",",","","",",","","","0"
"f74cd404eabdb12a0116b383c8ae777a.csv",",","""","""",",","""","","0"
"October13.csv",",","""","",",","""","","0"
"S32out.csv",",","","",",","","","0"
"58f77b016f7706e4b81ee6e8900a9b39.csv",",","""","",",","""","","0"
"a02561ae94b61c2a9720972ac6b23f94.csv",";","","",";","","","0"
"Note_5_Other_Administration_Costs_13-14.csv",",","""","",",","""","","0"
"Transfer7-d-5,P4&5 (BioRep3).csv",",","""","",",","""","","0"
"BIS-spending-December-2015.csv",",","""","",",","""","","0"
"2bc797d4bf297e02985a46563b8d3dc6.csv",";","'","""",";","","","0"
"23980400b566baa13e0da88f5d7c349c.csv",",","","",",","""","","0"
"66afc42907103dca2b83f41813bde304.csv",",","""","""",",","""","""","0"
"ResultsOR30x100-0.75_1.dat__m12.csv",";","""","",";","""","","0"
"2018-19_Barnet_Libraries_events.csv",",","","",",","""","","0"
"4dcf6fd3879d46634b7bd524ca3dc333.csv",",","","",",","","","0"
"asset-register-2021-01.csv",",","","",",","""","""","0"
"DGpar-8mMCD_rate_sets.csv",",","","",",","","","0"
"beis-epcs-500-december-2017.csv",",","""","",",","""","","0"
"CMBC Libraries library summary 2018-19.csv",",","","",",","""","","0"
"Auto_Tone_sub314_day1.csv",",","'","",",","'","","0"
"Transparency-Transactions-P8-November-2017-GPC-Data.csv",",","","",",","","","0"
"Trial_8.csv",",","","",",","","","0"
"Auto_Tone_sub310_day1.csv",",","'","",",","'","","0"
"Post_offices.csv",",","""","",",","""","","0"
"5ce9064f54b26d097ddd0809c063c347.csv",",","","",",","","","0"
"6e14ed223d13de2bb687e3e281ce1ff5.csv",";","","",";","","","0"
"british-museum__31-03-2013__britishmuseum_BM-staff-and-salary-data-March-2013-junior.csv",",","""","",",","""","","0"
"3d5f26a151aa901aab475894c18f1295.csv",",","","",",","","","0"
"vissim_data_conf2709_i7_v1427.csv",";","","",";","","","0"
"exp01_data.csv",",","","",",","","","0"
"d1d1f49643d3b36ccceb88fc00590c2e.csv",":","""","'",":","""","","0"
"e132d894d0def0bdde8e6134f0a08183.csv",",","","",",","","","0"
"Trial_16.csv",",","","",",","","","0"
"ResultsOR30x100-0.50_10.dat__m15.csv",";","""","",";","""","","0"
"86c646e2ecf4fc912cb9d3d17d71da74.csv",",","","",",","","","0"
"3741c7d60e692cefbe6579137117bed8.csv",",","""","",",","""","","0"
"25k-payments-10-dec.csv",",","","",",","","","0"
"3656eaa6ab303aa295bb40c11b196462.csv",",","","",",","","","0"
"Dec 2015.csv",",","""","",",","""","","0"
"Nov-2015.csv",",","","",",","","","0"
"Nuova Castelnuovo.csv",";","","",";","","","0"
"0a49705b5361fee8b77b97ff24fd6d80.csv",",","","",",","","","0"
"f80a01097ba0c1f455ecb59a18bdbdb6.csv",",","""","",",","""","","0"
"Monthly Data Feed - Dec 2019.csv",",","","",",","""","","0"
"Auto_Tone_sub304_day1.csv",",","","",",","","","0"
"Public_Health_Funerals_Q2_2016-17.csv",",","","",",","","","0"
"1009ipopayments.csv",",","""","",",","""","","0"
"ResultsOR30x500-0.25_10.dat.csv",";","""","",";","""","","0"
"WTMBT_Par_Inw.csv",",","","",",","","","0"
"c4b8742985ab6e3adb9218112c5c443d.csv",",","","",",","","","0"
"49a1de4964ba7e067530cf8ee26ce0a1.csv",",","""","""",",","""","""","0"
"ResultsOR30x100-0.75_3.dat.csv",";","""","",";","""","","0"
"76c67a0cc8f29be06aa38952b1d71ed3.csv",",","""","\",",","""","","0"
"f7eaecc07434b70893ce7dee7d68bf12.csv",",","""","",",","""","""","0"
"vissim_data_conf2473_i6_v1977.csv",";","","",";","","","0"
"ministry_of_defence-2014-09-30-organogram-junior.csv",",","""","",",","""","","0"
"dbce65c5b1f36b8d65d029cf2f984289.csv",",","""","",",","""","","0"
"Calderdale MOT Vehicle Testing Stations.csv",",","","",",","""","","0"
"3b0e7eec0ef491980462a9e04a6b35d4.csv",",","""","",",","""","","0"
"expenditure-in-december-2020.csv",",","""","",",","""","","0"
"d2dd3b0536bfacc951347098840077de.csv",",","""","",",","""","","0"
"4aa59a13bf087a8ffe5c53042f6aa55e.csv",",","""","",",","""","","0"
"6dfec3db3577ec71aaec77445bb749c8.csv",",","","",",","","","0"
"3cf78e2027a99861e3bb04d9de0638ec.csv",",","","",",","","","0"
"6d4b523d0e45b49aba3c3fe321b46b7f.csv",":","""","","","""","","0"
"20160930_UKHO_FINAL-junior.csv",",","""","",",","""","","0"
"3ceee48fffbbbbcd123d00b8535c3e55.csv",";","","",";","","","0"
"ResultsOR30x100-0.25_5.dat__m10.csv",";","""","",";","""","","0"
"W09.csv",",","","",",","","","0"
"e9cffc192eff7452f00dca665eaf2103.csv",",","","",",","","","0"
"81339fa4ae9fbfb1c5653ec359432a51.csv",",","""","",",","""","""","0"
"muxViz_15-01-2019_135856_community_perLayer_table.csv",";","""","",";","""","","0"
"Expenditure_Report_November_2017.csv",",","""","",",","""","","0"
"48e1bf607c27b5a639682382bacfaacd.csv",",","""","",",","""","","0"
"puss-july-sept16.csv",",","""","",",","""","","0"
"bc1d6c5ec3046bc3ee1994ae395f688c.csv",",","","",",","","","0"
"bd7ea4c4ebef5b47541085d83e576570.csv",",","","",",","","","0"
"spending_2017_11.csv",",","","",",","","","0"
"Tl-natrolite-reldev.csv",";","","",";","","","0"
"National_Diabetes_Transition_Audit_2011-17,_Open_Data_-_Paediatric_Service_Data.csv",",","""","",",","""","","0"
"Burton_Joyce_NP_Views_and_Vistas.csv",",","","",",","","","0"
"S17sum.csv",",","","",",","","","0"
"ResultsOR30x100-0.75_10.dat__m11.csv",";","""","",";","""","","0"
"pm-hospitality_0_0.csv",",","""","",",","""","","0"
"08b5e7ec6126b220659cda369677ce55.csv",",","","",",","","","0"
"4ba485f4c68157afae87cffec1b01690.csv",",","""","",",","""","","0"
"2488ace63f7b6e9a87391a9fb0c4769d.csv",",","","",",","","","0"
"598e28a5607680b7a33da06dede80b4f.csv",",","""","",",","""","","0"
"ResultsOR30x250-0.25_6.dat.csv",";","""","",";","""","","0"
"201415fraud.csv",",","""","",",","""","","0"
"cow_pen_data.csv",",","","",",","","","0"
"314034fbf83b1c8bfabffade1244f7c8.csv","	","","","	","","","0"
"transparency-code-payments-over-500_Dec_2011.csv",",","""","",",","""","","0"
"bde384c2f6215b9e85052a547be43f46.csv",",","""","",",","""","","0"
"disclosure-spads-hospitality-jan-mar-2014.csv",",","""","""",",","""","""","0"
"ResultsOR30x100-0.50_1.dat.csv",";","""","",";","""","","0"
"90190f0e54f8528c39aa5c8eeacace5b.csv",",","""","",",","""","","0"
"dwp-ministers-meetings-oct-dec-2018.csv",",","""","",",","""","","0"
"FCO_-_Q3_Ministers_Transparency_Return_-_HOSPITALITY.csv",",","""","",",","""","","0"
"bdcee1906433a976c914bf15ffe9e6e1.csv",",","""","",",","""","","0"
"spend-over-500-q1-2014-2015.csv",",","""","",",","""","","0"
"ministry-of-defence__31-03-2014__mod_20140609-DES_Apr_14_organogram_FINAL_v1-junior.csv",",","""","",",","""","","0"
"02P-2020-2021-07.csv",",","","",",","""","","0"
"ResultsOR30x100-0.75_10.dat__m25.csv",";","""","",";","""","","0"
"department-of-health__30-09-2014__dh_011014-DH-Organogram-senior.csv",",","""","'",",","""","","0"
"Parishes_and_Non_Civil_Parished_Areas_(April_2019)_EW_BGC.csv",",","","",",","""","","0"
"W12.csv",",","","",",","","","0"
"7921b8a43b4995f4669dc409427df844.csv",",","","",",","","","0"
"HO_FY1314_AP4_Proc_Card_500_CSV.csv",",","""","",",","""","","0"
"5b249762d1d277156cfb04b6d39372db.csv",",","""","",",","""","","0"
"sel.mdls.Aspen.cltr2.MCPea.csv",",","""","",",","""","","0"
"f5493128ea1abe1b73dbdc374635f217.csv",",","""","",",","""","","0"
"942405ae537617f811fa8618b8bb559b.csv",",","","",",","","","0"
"6a2a47f553010dcc730e825915c14a4c.csv",",","","",",","","","0"
"45a0fa3c01863b2dd719f9830006fde1.csv",",","","",",","","","0"
"93f94d4fa7f8b961af087d9696eb25ec.csv",",","","",",","","","0"
"f9657431b6e447d1e890bff05a0b1f57.csv",",","""","",",","""","","0"
"S31sum.csv",",","","",",","","","0"
"nhs-south-commissioning-support-unit__30-09-2014__southcsu_300914-SOUTH-CSU-junior.csv",",","""","",",","""","","0"
"january-march-2013-disclosure-special-advisers-gifts-received.csv",",","","",",","","","0"
"afec1363b29d76e34f84fbe13b5dd578.csv",",","","",",","","","0"
"1dfccd4f9aff9b495ed27cc114c4e30c.csv","=","","","|","","","0"
"da9a69adf000da38243498cbe01a11eb.csv",",","","",",","","","0"
"f55737c3193bb897c42fe817f0bb7130.csv",",","""","",",","""","","0"
"hist_2500_15O.csv",",","","",",","","","0"
"01be94c8fc4cd2f95fd5f1da5fedb42d.csv",",","","",",","","","0"
"payments-over-500-february-2014_0.csv",",","","",",","""","","0"
"ce38084dc07003dd4ce82cb8431ffd5e.csv",",","","",",","","","0"
"bcf91f5a7fe970b33dd47dca2e7e1f08.csv",",","","",",","","","0"
"c46832539a0f74daa190654fb514e8f7.csv",",","""","®",",","""","","0"
"341b9cd964e94bb3db28599d25153fd7.csv",";","","",";","","","0"
"Local_Enterprise_Partnerships_(Non_Overlapping_Parts)_(December_2014)_Boundaries.csv",",","""","",",","""","","0"
"W28.csv",",","","",",","","","0"
"vissim_data_conf2572_i1_v4146.csv",";","","",";","","","0"
"dft-permanent-secretaries-meetings-october-to-december-2018.csv",",","","",",","","","0"
"aa44639d9da159435a503dce194f862a.csv",",","""","",",","""","","0"
"ee4b2b7fe25f6d370a1d8d2550184561.csv",",","","",",","","","0"
"annual-consultancy-fees-20-hours.csv",",","""","",",","""","","0"
"data-PSK-lux-colony-counts.csv",",","","",",","","","0"
"b878e4aaa09c2e08a98a4aa21c8c8f2a.csv",",","","",",","","","0"
"6ff9d5d5d92cc7f26fb2ffc8f151f21f.csv","","+","","","","","0"
"aweightingtableNORM.csv",",","","",",","","","0"
"b379f9ef5ef713ff008d6d4891332642.csv",",","""","",",","""","","0"
"db94004018f63a93a4a2713ae3447cd0.csv",";","""","",",","""","","0"
"data-CN-mask.csv",",","","",",","","","0"
"aa228e7dd3fe436ada39133ebb004378.csv",",","","",",","","","0"
"020ba1827aab42eed48630e70226f657.csv",";","","",";","","","0"
"dmsg5_constrol_0709_switch.csv","	","","",",","","","0"
"e5c51acb5f1c0c1e8518880b8680ad77.csv",",","""","""",",","""","""","0"
"W11sum.csv",",","","",",","","","0"
"Nottingham_reduced_Demand.csv",",","","",",","","","0"
"9cddc192a15f9f0bfe3b0082cbe79281.csv","|","","","|","","","0"
"a65cfa1cea9a8d39a2e49b8201461bd3.csv",",","""","",",","""","","0"
"a9155c339f4a2271c16159122831af04.csv","s","""","""",",","""","""","0"
"5309a2d2d308c0e1a52c5309cb532516.csv",",","""","",",","""","","0"
"oct-dec2010.csv"," ","""","",",","""","","0"
"Trial_25.csv",",","","",",","","","0"
"June-2014-Disclosure-of-Supplier-Transactions-Data-for-Publication-Excel.csv",",","","",",","""","","0"
"8fe349240c1894d162e49b2cc11f4921.csv",",","","",",","","","0"
"ResultsOR30x500-0.50_1.dat.csv",";","""","",";","""","","0"
"nhs-business-services-authority__30-09-2012__nhs_300912-NHSBSA-Organogram-ver1-junior.csv",",","""","",",","""","","0"
"be6f4563a900261fe0b321b116df4511.csv",",","""","",",","""","","0"
"Song2018-7yrs-ch4-mod.csv",",","","",",","","","0"
"Recycling_Facilities_in_Causeway_Coast_and_Glens_Borough_Council.csv",",","""","",",","""","","0"
"53d75938a9152e2225a7da10ba85596b.csv",",","""","",",","""","","0"
"adevertising_q2_2012_13.csv",",","""","",",","""","","0"
"ResultsOR30x500-0.25_6.dat.csv",";","""","",";","""","","0"
"ResultsOR30x100-0.50_10.dat__m13.csv",";","""","",";","""","","0"
"6ad94648c03da5953d374e3108ccf44f.csv",";","","",";","","","0"
"85edf3b6a6248b03df93190f187d0adf.csv",",","","",",","","","0"
"a1aeb8a2216a8acc3368f2b7d64e2544.csv",",","","",",","","","0"
"ecbdfdc4252628cc3df0c22b42b0d2b1.csv",",","","",",","","","0"
"Copy of Pothole Fund work.csv",",","","",",","""","","0"
"pssave_traindata_m=7_n=7_timelow=10_timehight=30_numofloop=2000.csv",",","","",",","","","0"
"applications-by-type-town-and-country-201516.csv",",","""","",",","""","","0"
"Departmental_Spend_Over_25000_October_2014.csv",",","","",",","","","0"
"68b1b2c6d4fc96d93629e47313ace1d7.csv",",","","",",","","","0"
"cgm_5_min_1000_values.csv",",","","",",","","","0"
"98d5b65cf990125a8167e5fd331e48e4.csv",",","","",",","","","0"
"53180dcd07e162ea6376457ee08a6dbc.csv",",","""","",",","""","","0"
"air_quality_station4_2013.csv",",","","",",","","","0"
"HMRC_GPC_spending_over__500_August_2015.csv",","," ","",",","","","0"
"9b03581b06cde51b1feb123c74bb2a92.csv",",","""","""",",","""","","0"
"b74b98d4c5693692d2740616697e905c.csv",",","","",",","","","0"
"b4f08862caa5825c704a490110cb2073.csv",",","","",",","","","0"
"d0c2d8894394459d32ffed0ce437b05a.csv",",","","",",","","","0"
"7c9cfc82043032d075ee200f8241ce11.csv",",","","",",","","","0"
"pla_6%talc_heating_cooling rate 10 degC_min.csv",",","","",",","","","0"
"vissim_data_conf4_i5_v1195.csv",";","","",";","","","0"
"locations-2017.csv",",","""","""",",","","","0"
"d5d555d2261c57e6e0f6c37248eec5b9.csv",";","","",";","","","0"
"K├╢ster2017-n2o.csv",",","","",",","","","0"
"34da854dcc84e08dfac26c97c993dca4.csv","A*","","","","","","0"
"02499ade34f9c9e00d7f2ff39680777c.csv",",","","",",","","","0"
"vissim_data_conf2613_i3_v4809.csv",";","","",";","","","0"
"ef8f35b9b0c80e0b03482e6e7b41a55e.csv",",","""","",",","""","","0"
"a957f2407090b7a5d6b25d086b7e5507.csv",",","""","",",","""","","0"
"transparency_purchase_card_report_jan16_billv2.csv",",","","",",","""","","0"
"b844e93be54f2782eb53729b67625b40.csv",",","","",",","","","0"
"b501b9468865f8d57409767723c051a8.csv",",","""","""",",","""","""","0"
"3dfd2249440a055cbe0ca21aa2d82529.csv",",","""","",",","""","","0"
"91e45b5f74d589aa09cc8c685c7c788c.csv",",","""","",",","""","","0"
"GPC_Transparency_data_Jan2015_travel_Stationery.csv",",","""","",",","""","","0"
"ResultsOR30x100-0.75_5.dat__m18.csv",";","""","",";","""","","0"
"41ea3feabd1a736a1d7ea700c61e5f57.csv",",","","",",","","","0"
"6614374257116fc39aed0477739384e2.csv",",",""""," ",",","""","","0"
"f790fbe40e3449e99e2284034cccf4b8.csv",",","","",",","","","0"
"f1d2efc909dcc02bec8d45ef1f23854b.csv",",","""","""",",","""","","0"
"af65e54a18c1fffa490dab4ce9c1441e.csv",",","""","^",",","""","","0"
"Registration_Districts_(June_2018)_Names_and_Codes_in_England_and_Wales.csv",",","","",",","","","0"
"dcc1f0ad1e75e487aa9bbb48ce60bb34.csv",",","""","",",","""","","0"
"c30d6408a1ea42df708cd773ae8b570c.csv",",","""","",",","""","","0"
"S19.csv",",","","",",","","","0"
"a2862fb18e4a7423422b210ed931af9c.csv",",","","",",","","","0"
"c1ee5097645622db84021451d7d53733.csv",",","""","",",","""","","0"
"b463202f6cfc95cde1f0fdf3f501d6ee.csv",",","""","",",","""","","0"
"S31out.csv",",","","",",","","","0"
"c0affc1e99b57d551b7ec544c2153f69.csv",",","","",",","","","0"
"transmay16.csv",",","""","",",","""","","0"
"1773309.csv",",","","",",","""","","0"
"61c6d10a0b38120538c86ff2bead1294.csv"," ","",""," ","","","0"
"3d579b243d174177fd9b54eebf90e1f4.csv",",","""","",",","""","","0"
"071e00d6c8a35ad105410c9fe109ac56.csv","	","","","	","","","0"
"8645acbbfa4f424e703c7f4831a16fcd.csv",",","","",",","""","","0"
"2663a5217b54ce90c471f36678a7ab5f.csv",";","","",";","","","0"
"d36ca8c7cbff35d3bc9dda1e014e8b86.csv",",","","",",","","","0"
"ff7542012165495a14934b9c15082981.csv",",","""","",",","""","","0"
"UnderoccJun17.csv",",","""","",",","""","","0"
"cc94efea3c246f9e1554d75e96d1897e.csv",",","""","",",","""","""","0"
"page4.csv",",","","",",","","","0"
"0eff76f0d25bdd90f8525ca675cacd78.csv"," ","",""," ","","","0"
"vissim_data_conf2572_i11_v4151.csv",";","","",";","","","0"
"c55626401db450062cc50968feb52f72.csv",",","","",",","","","0"
"4c943acc92586d78ec401ef0845acb54.csv",",","""","",",","""","","0"
"her-majestys-revenue-and-customs__30-09-2013__hmrc_300913-HMRC-Organogram-Final-junior.csv",",","""","",",","""","","0"
"8222598dcc2bf48e0d9634f37d7c5ac8.csv",",","""","",",","""","","0"
"da5ac0c38a1ee8151f96c28c3942d94a.csv",",","""","",",","""","","0"
"838a77ea8d5db366dd8405da2c4dcb10.csv","","","","","","","0"
"681bfb47c14aaa25efe8bb189f8380b2.csv",",","","",",","","","0"
"bfa6a10f09c115fcd51aa5b8b3b3661d.csv",",","""","""",",","""","""","0"
"06_spend_over_25k_2014_june.csv",",","""","",",","""","","0"
"75f18400f596b5d41885d7e5d36240a8.csv",",","","",",","","","0"
"24329d7e6b80a984dfa7c6db7128923e.csv",",","""","",",","""","","0"
"independent-police-complaints-commission__30-09-2014__ipcc_IPCC-staff-and-salary-completed-template-September-2014-v2-senior.csv",",","""","""",",","""","""","0"
"September 2018.csv",",","""","""",",","""","","0"
"recruitment_Q2_1718.csv",",","","",",","","","0"
"S12sum.csv",",","","",",","","","0"
"W22.csv",",","","",",","","","0"
"42615765a885ddf54427f12c34a0a070.csv",",","","",",","","","0"
"estimated_parms_ModelC.csv",",","","",",","","","0"
"b1dd4618c4650e6016cf91b66b06c29f.csv",",","","",",","","","0"
"473bdb8c69ff38c7dd1b9572093ab851.csv","	","'","","	","","","0"
"02ba40461a0cc793d0472c8756ed8c0e.csv",";","""","",";","","","0"
"3f6e9ef73db7c0d064f23b8b003cfe2e.csv",",","""","",",","""","","0"
"Song2018-7yrs-Rs-mod.csv",",","","",",","","","0"
"ResultsOR30x100-0.50_1.dat__m19.csv",";","""","",";","""","","0"
"0c117db0ebab55b024ac98f39f39cb2e.csv",",","","",",","","","0"
"spending_2015_05.csv",",","","",",","","","0"
"7e8cb6c65b87ad8a9c6abb390258c53d.csv",",","""","",",","""","""","0"
"2423b4c4884cebe4cbb76fd19fa5ca92.csv"," ","","",",","","","0"
"S23out.csv",",","","",",","","","0"
"eb45807d31995d3721d116092efc99f0.csv",",","","",",","","","0"
"7ef138f521e735d1e521fb682ce8e98e.csv",",","","",",","","","0"
"dft-meetings-return-q4-2017.csv",",","","",",","""","","0"
"c2be4e183abcd43f5e9110ddcf522445.csv",",","","",",","","","0"
"merlinoite-P9NaK.csv",";","","",";","","","0"
"fitting_result.csv",",","","",",","","","0"
"3de426bdc5958aed29429d04f18e2d6e.csv",",","","",",","","","0"
"MS.csv",",","""","",",","","","0"
"7dcb17cddb1915087c03556fb1f063cd.csv",",","""","",",","""","","0"
"1d3a3adae5475f942c7f6722058ed535.csv",",","""","",",","""","","0"
"April_2015_published.csv",",","""","",",","""","","0"
"88dd676e1ec24da2724d7d86611d4a75.csv",",","""","",",","""","","0"
"fdbdf069d5d5e104e67af9bc221312e4.csv","","","","","","","0"
"64902e37ee43519b266e488105a64cf5.csv",";","","",";","","","0"
"1718_AP02_MAY.csv",",","""","",",","""","","0"
"W19sum.csv",",","","",",","","","0"
"f22bc392724609c45b3782d81608c2f7.csv",",","","",",","","","0"
"bfe684f00dbbd87694ade9509cb5da1a.csv",",","","",",","","","0"
"017eb629d80ecc5f2a467670c70285c5.csv",",","","",",","","","0"
"3f044dbd3f8dd64bc72f066132ca8a9f.csv",",","""","",",","""","","0"
"5646226774daca521ed91efdf65e1d88.csv",";","","",";","","","0"
"9c91aec048cfcf8229ffebe2841f415b.csv","","","","","","","0"
"ac69cb42c6b871cd03d3fc7b3c4ea060.csv",";","","",";","","","0"
"1dfcd9ce9ba7efb9f46795fb772f8a71.csv",",","""","",",","""","","0"
"0cc4d168573a07a63814ab4131572fd8.csv",",","","",",","","","0"
"b67e1dd492951664286cb27ae5d2b084.csv",",","","",",","","","0"
"2dc92a3b2d5a420cf35c42fac3c311ad.csv",",","""","",",","""","","0"
"d1809195f88c29175ba0996bd340ae00.csv",",","","",",","","","0"
"570bef54b74a3e9d5a25d1893dd4565a.csv",",","""","",",","""","","0"
"6e2c95f94bc432fe90a131c173f4852c.csv",";","""","",";","""","","0"
"7caa992c5816a89a6fa7d9d1fd755408.csv",",","","",",","","","0"
"page3.csv",",","","",",","","","0"
"DXpar-8mMCD_rate_sets.csv",",","","",",","","","0"
"Expensive_DDGS_Results_MN_W_p.csv",",","","",",","","","0"
"GPC_Transparency_data_Feb_2013_Travel_Stationery_contracts.csv",",","""","",",","""","","0"
"fe03998727be6ac25fefd487d97993d3.csv",",","""","""",",","""","""","0"
"Secondary LA Maintained Pupils on Roll - May 2015.csv",",","""","",",","""","","0"
"f09bb95edb0d9edd7b1576c759c62985.csv",",","""","",",","""","","0"
"c84167af440bc4fad57b16d659835c47.csv",",","","",",","","","0"
"barrow-in-furnessbrownfieldregister2018-12-20rev1.csv",",","""","",",","""","","0"
"48683a106c9f7eb7ace857a3f4b93ce7.csv",",","""","",",","""","","0"
"ResultsOR30x500-0.75_8.dat.csv",";","""","",";","""","","0"
"08ed10bc99298a3da0199e896b0ef9c8.csv",",","","",",","","","0"
"3959aee42d834fa6de1339b23561e849.csv",",","","",",","","","0"
