##Temp./°C,Time/min,Mass/%
145.27699, 22.07333,99.53785
145.31000, 22.08000,99.53787
145.34399, 22.08667,99.53789
145.37601, 22.09333,99.53791
145.40900, 22.10000,99.53793
145.44200, 22.10667,99.53795
145.47800, 22.11333,99.53797
145.50800, 22.12000,99.53799
145.54201, 22.12667,99.53753
145.57300, 22.13333,99.53754
145.60899, 22.14000,99.53756
145.64101, 22.14667,99.53661
145.67500, 22.15333,99.53663
145.70799, 22.16000,99.53616
145.74300, 22.16667,99.53618
145.77499, 22.17333,99.53571
145.80800, 22.18000,99.53573
145.84200, 22.18667,99.53527
145.87399, 22.19333,99.53529
145.90700, 22.20000,99.53435
145.94200, 22.20667,99.53437
145.97400, 22.21333,99.53438
146.00700, 22.22000,99.53392
146.03999, 22.22667,99.53393
146.07500, 22.23333,99.53395
146.10899, 22.24000,99.53397
146.13800, 22.24667,99.53398
146.17300, 22.25333,99.53400
146.20900, 22.26000,99.53401
146.24001, 22.26667,99.53451
146.27299, 22.27333,99.53452
146.30701, 22.28000,99.53453
146.33900, 22.28667,99.53454
146.37399, 22.29333,99.53455
146.41000, 22.30000,99.53456
146.44099, 22.30667,99.53457
146.47501, 22.31333,99.53458
146.50999, 22.32000,99.53459
146.54201, 22.32667,99.53461
146.57600, 22.33333,99.53414
146.61099, 22.34000,99.53416
146.64101, 22.34667,99.53417
146.67799, 22.35333,99.53419
146.70900, 22.36000,99.53421
146.74300, 22.36667,99.53423
146.77699, 22.37333,99.53377
146.80901, 22.38000,99.53379
146.84000, 22.38667,99.53380
146.87700, 22.39333,99.53333
146.91100, 22.40000,99.53334
146.94600, 22.40667,99.53240
146.97701, 22.41333,99.53242
147.01100, 22.42000,99.53196
147.04401, 22.42667,99.53198
147.07500, 22.43333,99.53153
147.11099, 22.44000,99.53107
147.14200, 22.44667,99.52966
147.17599, 22.45333,99.52920
147.20799, 22.46000,99.52875
147.24100, 22.46667,99.52781
147.27400, 22.47333,99.52687
147.30701, 22.48000,99.52640
147.34100, 22.48667,99.52641
147.37500, 22.49333,99.52642
147.40900, 22.50000,99.52643
147.44200, 22.50667,99.52692
147.47600, 22.51333,99.52789
147.50999, 22.52000,99.52887
147.54201, 22.52667,99.52936
147.57600, 22.53333,99.53034
147.60800, 22.54000,99.53036
147.64400, 22.54667,99.53133
147.67400, 22.55333,99.53183
147.71100, 22.56000,99.53185
147.74300, 22.56667,99.53187
147.77499, 22.57333,99.53189
147.80701, 22.58000,99.53191
147.84100, 22.58667,99.53193
147.87500, 22.59333,99.53146
147.90700, 22.60000,99.53147
147.94200, 22.60667,99.53149
147.97600, 22.61333,99.53150
148.00999, 22.62000,99.53152
148.04201, 22.62667,99.53154
148.07500, 22.63333,99.53204
148.10800, 22.64000,99.53206
148.14000, 22.64667,99.53255
148.17500, 22.65333,99.53257
148.20799, 22.66000,99.53306
148.24200, 22.66667,99.53308
148.27499, 22.67333,99.53405
148.30701, 22.68000,99.53407
148.34100, 22.68667,99.53408
148.37500, 22.69333,99.53410
148.40900, 22.70000,99.53412
148.44200, 22.70667,99.53414
148.47400, 22.71333,99.53416
148.50600, 22.72000,99.53417
148.54100, 22.72667,99.53419
148.57600, 22.73333,99.53324
148.60699, 22.74000,99.53325
148.64101, 22.74667,99.53279
148.67599, 22.75333,99.53281
148.71001, 22.76000,99.53235
148.73900, 22.76667,99.53236
148.77499, 22.77333,99.53190
148.80901, 22.78000,99.53191
148.84200, 22.78667,99.53097
148.87601, 22.79333,99.53098
148.91000, 22.80000,99.53101
148.94200, 22.80667,99.53103
148.97400, 22.81333,99.53105
149.00700, 22.82000,99.53107
149.03999, 22.82667,99.53204
149.07300, 22.83333,99.53205
149.10899, 22.84000,99.53254
149.14400, 22.84667,99.53256
149.17700, 22.85333,99.53257
149.20799, 22.86000,99.53307
149.24200, 22.86667,99.53310
149.27400, 22.87333,99.53312
149.30701, 22.88000,99.53362
149.34100, 22.88667,99.53363
149.37300, 22.89333,99.53364
149.40900, 22.90000,99.53366
149.44299, 22.90667,99.53368
149.47501, 22.91333,99.53370
149.50800, 22.92000,99.53372
149.53999, 22.92667,99.53374
149.57401, 22.93333,99.53328
149.60699, 22.94000,99.53330
149.64000, 22.94667,99.53284
149.67400, 22.95333,99.53286
149.70599, 22.96000,99.53287
149.73900, 22.96667,99.53241
149.77299, 22.97333,99.53242
149.80800, 22.98000,99.53148
149.84200, 22.98667,99.53150
149.87199, 22.99333,99.53152
149.90700, 23.00000,99.53154
149.93800, 23.00667,99.53107
149.97301, 23.01333,99.53109
150.00800, 23.02000,99.53110
150.04100, 23.02667,99.53112
150.07300, 23.03333,99.53113
150.10500, 23.04000,99.53114
150.14101, 23.04667,99.53116
150.17400, 23.05333,99.53117
150.21001, 23.06000,99.53119
150.24001, 23.06667,99.53121
150.27400, 23.07333,99.53122
150.30600, 23.08000,99.53124
150.34100, 23.08667,99.53125
150.37399, 23.09333,99.53126
150.41000, 23.10000,99.53127
150.44400, 23.10667,99.53129
150.47501, 23.11333,99.53131
150.50800, 23.12000,99.53133
150.54201, 23.12667,99.53135
150.57600, 23.13333,99.53137
150.60800, 23.14000,99.53139
150.64101, 23.14667,99.53140
150.67500, 23.15333,99.53142
150.71001, 23.16000,99.53095
150.74400, 23.16667,99.53097
150.77400, 23.17333,99.53099
150.81200, 23.18000,99.53101
150.84100, 23.18667,99.53055
150.87601, 23.19333,99.53057
150.91000, 23.20000,99.53059
150.94099, 23.20667,99.53060
150.97600, 23.21333,99.52966
151.00900, 23.22000,99.52968
151.04401, 23.22667,99.52970
151.07600, 23.23333,99.52923
151.10800, 23.24000,99.52924
151.14301, 23.24667,99.52925
151.18100, 23.25333,99.52927
151.21001, 23.26000,99.52881
151.24300, 23.26667,99.52882
151.27800, 23.27333,99.52884
151.31200, 23.28000,99.52886
151.34399, 23.28667,99.52888
151.37801, 23.29333,99.52891
151.41100, 23.30000,99.52893
151.44400, 23.30667,99.52895
151.47600, 23.31333,99.52897
151.51100, 23.32000,99.52899
151.54300, 23.32667,99.52948
151.57800, 23.33333,99.52950
151.61099, 23.34000,99.52952
151.64400, 23.34667,99.53002
151.67500, 23.35333,99.53004
151.71100, 23.36000,99.53006
151.74400, 23.36667,99.53008
151.77600, 23.37333,99.53105
151.80901, 23.38000,99.53106
151.84599, 23.38667,99.53108
151.87700, 23.39333,99.53157
151.91100, 23.40000,99.53159
151.94501, 23.40667,99.53160
151.97900, 23.41333,99.53162
152.01100, 23.42000,99.53164
152.04500, 23.42667,99.53165
152.08000, 23.43333,99.53119
152.11000, 23.44000,99.53025
152.14500, 23.44667,99.53026
152.17999, 23.45333,99.53028
152.21300, 23.46000,99.52981
152.24699, 23.46667,99.52934
152.28000, 23.47333,99.52888
152.31500, 23.48000,99.52795
152.34801, 23.48667,99.52797
152.38100, 23.49333,99.52751
152.41100, 23.50000,99.52705
152.44600, 23.50667,99.52707
152.48000, 23.51333,99.52660
152.51300, 23.52000,99.52662
152.55000, 23.52667,99.52663
152.58299, 23.53333,99.52665
152.61400, 23.54000,99.52571
152.64900, 23.54667,99.52573
152.68201, 23.55333,99.52575
152.71500, 23.56000,99.52578
152.74800, 23.56667,99.52580
152.78101, 23.57333,99.52582
152.81400, 23.58000,99.52585
152.84599, 23.58667,99.52587
152.88100, 23.59333,99.52589
152.91400, 23.60000,99.52591
152.94701, 23.60667,99.52592
152.98000, 23.61333,99.52546
153.01401, 23.62000,99.52548
153.04700, 23.62667,99.52550
153.08099, 23.63333,99.52552
153.11301, 23.64000,99.52554
153.14700, 23.64667,99.52556
153.18100, 23.65333,99.52510
153.21300, 23.66000,99.52512
153.24500, 23.66667,99.52466
153.28101, 23.67333,99.52468
153.31200, 23.68000,99.52374
153.34599, 23.68667,99.52329
153.38000, 23.69333,99.52331
153.41100, 23.70000,99.52285
153.44600, 23.70667,99.52287
153.47800, 23.71333,99.52241
153.51100, 23.72000,99.52243
153.54401, 23.72667,99.52245
153.57800, 23.73333,99.52247
153.61301, 23.74000,99.52248
153.64301, 23.74667,99.52154
153.67599, 23.75333,99.52156
153.71201, 23.76000,99.52158
153.74500, 23.76667,99.52160
153.77600, 23.77333,99.52161
153.81100, 23.78000,99.52163
153.84500, 23.78667,99.52165
153.87601, 23.79333,99.52166
153.91100, 23.80000,99.52168
153.94299, 23.80667,99.52169
153.97800, 23.81333,99.52266
154.01300, 23.82000,99.52267
154.04500, 23.82667,99.52267
154.08000, 23.83333,99.52269
154.11400, 23.84000,99.52318
154.14700, 23.84667,99.52367
154.18100, 23.85333,99.52417
154.21300, 23.86000,99.52418
154.24800, 23.86667,99.52516
154.28101, 23.87333,99.52565
154.31700, 23.88000,99.52566
154.34900, 23.88667,99.52616
154.38200, 23.89333,99.52665
154.41701, 23.90000,99.52667
154.44901, 23.90667,99.52764
154.48500, 23.91333,99.52765
154.51801, 23.92000,99.52766
154.55200, 23.92667,99.52768
154.58600, 23.93333,99.52769
154.62100, 23.94000,99.52771
154.65500, 23.94667,99.52677
154.68500, 23.95333,99.52679
154.72000, 23.96000,99.52681
154.75301, 23.96667,99.52635
154.78900, 23.97333,99.52638
154.82201, 23.98000,99.52592
154.85300, 23.98667,99.52594
154.88800, 23.99333,99.52596
154.92000, 24.00000,99.52598
154.95399, 24.00667,99.52600
154.98900, 24.01333,99.52602
155.02299, 24.02000,99.52604
155.05400, 24.02667,99.52607
155.08800, 24.03333,99.52609
155.12199, 24.04000,99.52612
155.15401, 24.04667,99.52614
155.18700, 24.05333,99.52664
155.22099, 24.06000,99.52667
155.25400, 24.06667,99.52669
155.28600, 24.07333,99.52671
155.32100, 24.08000,99.52673
155.35400, 24.08667,99.52675
155.38600, 24.09333,99.52678
155.42000, 24.10000,99.52680
155.45200, 24.10667,99.52682
155.48599, 24.11333,99.52683
155.52000, 24.12000,99.52685
155.55200, 24.12667,99.52639
155.58800, 24.13333,99.52641
155.62000, 24.14000,99.52594
155.65500, 24.14667,99.52597
155.68500, 24.15333,99.52503
155.72000, 24.16000,99.52505
155.75301, 24.16667,99.52459
155.78600, 24.17333,99.52461
155.81900, 24.18000,99.52416
155.85300, 24.18667,99.52418
155.88600, 24.19333,99.52420
155.91701, 24.20000,99.52422
155.95100, 24.20667,99.52424
155.98599, 24.21333,99.52473
156.01801, 24.22000,99.52475
156.05200, 24.22667,99.52477
156.08600, 24.23333,99.52526
156.11800, 24.24000,99.52528
156.15300, 24.24667,99.52626
156.18600, 24.25333,99.52629
156.21700, 24.26000,99.52631
156.25101, 24.26667,99.52633
156.28300, 24.27333,99.52635
156.31599, 24.28000,99.52637
156.35100, 24.28667,99.52638
156.38499, 24.29333,99.52640
156.41800, 24.30000,99.52642
156.45000, 24.30667,99.52549
156.48300, 24.31333,99.52552
156.51601, 24.32000,99.52506
156.54601, 24.32667,99.52508
156.58200, 24.33333,99.52510
156.61600, 24.34000,99.52463
156.64999, 24.34667,99.52465
156.68100, 24.35333,99.52419
156.71400, 24.36000,99.52421
156.74699, 24.36667,99.52423
156.78101, 24.37333,99.52425
156.81400, 24.38000,99.52331
156.84801, 24.38667,99.52333
156.88000, 24.39333,99.52334
156.91400, 24.40000,99.52336
156.94800, 24.40667,99.52337
156.98100, 24.41333,99.52339
157.01401, 24.42000,99.52341
157.04800, 24.42667,99.52295
157.08099, 24.43333,99.52297
157.11400, 24.44000,99.52300
157.14400, 24.44667,99.52301
157.17900, 24.45333,99.52255
157.21300, 24.46000,99.52257
157.24800, 24.46667,99.52259
157.27901, 24.47333,99.52213
157.31400, 24.48000,99.52215
157.34399, 24.48667,99.52217
157.37801, 24.49333,99.52219
157.41100, 24.50000,99.52125
157.44600, 24.50667,99.52127
157.47701, 24.51333,99.52129
157.51199, 24.52000,99.52083
157.54401, 24.52667,99.52084
157.57800, 24.53333,99.52086
157.61099, 24.54000,99.52088
157.64200, 24.54667,99.52041
157.67999, 24.55333,99.52042
157.71300, 24.56000,99.52044
157.74500, 24.56667,99.51998
157.77800, 24.57333,99.52000
157.81200, 24.58000,99.52002
157.84399, 24.58667,99.52004
157.87700, 24.59333,99.52006
157.91100, 24.60000,99.52007
157.94501, 24.60667,99.52008
157.97900, 24.61333,99.52010
158.01199, 24.62000,99.52011
158.04601, 24.62667,99.52013
158.07899, 24.63333,99.52015
158.11200, 24.64000,99.52017
158.14600, 24.64667,99.51923
158.17999, 24.65333,99.51925
158.21100, 24.66000,99.51927
158.24600, 24.66667,99.51930
158.27800, 24.67333,99.51932
158.31100, 24.68000,99.51934
158.34399, 24.68667,99.51937
158.37700, 24.69333,99.51939
158.41000, 24.70000,99.51941
158.44299, 24.70667,99.51942
158.47800, 24.71333,99.51944
158.50999, 24.72000,99.51946
158.54300, 24.72667,99.51947
158.57700, 24.73333,99.51949
158.61099, 24.74000,99.51950
158.64500, 24.74667,99.51952
158.67799, 24.75333,99.51954
158.71201, 24.76000,99.51956
158.74300, 24.76667,99.51959
158.77600, 24.77333,99.51961
158.81000, 24.78000,99.51962
158.84300, 24.78667,99.52060
158.87601, 24.79333,99.52061
158.91200, 24.80000,99.52062
158.94600, 24.80667,99.52063
158.98000, 24.81333,99.52065
159.01199, 24.82000,99.52067
159.04401, 24.82667,99.52117
159.07899, 24.83333,99.52119
159.11099, 24.84000,99.52073
159.14500, 24.84667,99.52075
159.17799, 24.85333,99.52077
159.21201, 24.86000,99.52078
159.24699, 24.86667,99.51984
159.27901, 24.87333,99.51986
159.31300, 24.88000,99.51939
159.34599, 24.88667,99.51941
159.37801, 24.89333,99.51942
159.41701, 24.90000,99.51896
159.44901, 24.90667,99.51897
159.48300, 24.91333,99.51852
159.51300, 24.92000,99.51854
159.54700, 24.92667,99.51856
159.58200, 24.93333,99.51763
159.61501, 24.94000,99.51764
159.64700, 24.94667,99.51766
159.68201, 24.95333,99.51768
159.71700, 24.96000,99.51722
159.74699, 24.96667,99.51724
159.78300, 24.97333,99.51726
159.81500, 24.98000,99.51727
159.85201, 24.98667,99.51729
159.88100, 24.99333,99.51683
159.91701, 25.00000,99.51685
159.95000, 25.00667,99.51687
159.98300, 25.01333,99.51689
160.01801, 25.02000,99.51691
160.05000, 25.02667,99.51693
160.08400, 25.03333,99.51695
160.11700, 25.04000,99.51697
160.14999, 25.04667,99.51651
160.18500, 25.05333,99.51653
160.21600, 25.06000,99.51655
160.25200, 25.06667,99.51657
160.28500, 25.07333,99.51658
160.31799, 25.08000,99.51660
160.35201, 25.08667,99.51566
160.38600, 25.09333,99.51567
160.42101, 25.10000,99.51569
160.45300, 25.10667,99.51522
160.48700, 25.11333,99.51524
160.52100, 25.12000,99.51527
160.55701, 25.12667,99.51529
160.58600, 25.13333,99.51484
160.62100, 25.14000,99.51487
160.65401, 25.14667,99.51489
160.68500, 25.15333,99.51492
160.71800, 25.16000,99.51446
160.75400, 25.16667,99.51449
160.78500, 25.17333,99.51450
160.81799, 25.18000,99.51452
160.85300, 25.18667,99.51454
160.88901, 25.19333,99.51457
160.91800, 25.20000,99.51459
160.95100, 25.20667,99.51461
160.98599, 25.21333,99.51464
161.01900, 25.22000,99.51466
161.05000, 25.22667,99.51468
161.08299, 25.23333,99.51470
161.11900, 25.24000,99.51473
161.15100, 25.24667,99.51522
161.18500, 25.25333,99.51524
161.21700, 25.26000,99.51526
161.24899, 25.26667,99.51528
161.28600, 25.27333,99.51531
161.31700, 25.28000,99.51485
161.35100, 25.28667,99.51487
161.38100, 25.29333,99.51489
161.41499, 25.30000,99.51491
161.45000, 25.30667,99.51493
161.48399, 25.31333,99.51495
161.51700, 25.32000,99.51497
161.54800, 25.32667,99.51500
161.58200, 25.33333,99.51503
161.61501, 25.34000,99.51505
161.64600, 25.34667,99.51507
161.67999, 25.35333,99.51510
161.71201, 25.36000,99.51416
161.74699, 25.36667,99.51418
161.78000, 25.37333,99.51420
161.81200, 25.38000,99.51422
161.84500, 25.38667,99.51424
161.87700, 25.39333,99.51378
161.91000, 25.40000,99.51379
161.94600, 25.40667,99.51381
161.97800, 25.41333,99.51334
162.01401, 25.42000,99.51335
162.04700, 25.42667,99.51338
162.07899, 25.43333,99.51292
162.11200, 25.44000,99.51295
162.14301, 25.44667,99.51297
162.17500, 25.45333,99.51299
162.20900, 25.46000,99.51301
162.24500, 25.46667,99.51302
162.27600, 25.47333,99.51304
162.31200, 25.48000,99.51306
162.34399, 25.48667,99.51355
162.37601, 25.49333,99.51357
162.41100, 25.50000,99.51359
162.44299, 25.50667,99.51360
162.47701, 25.51333,99.51362
162.50999, 25.52000,99.51364
162.54500, 25.52667,99.51366
162.57700, 25.53333,99.51367
162.61000, 25.54000,99.51369
162.64301, 25.54667,99.51370
162.67900, 25.55333,99.51324
162.71300, 25.56000,99.51326
162.74400, 25.56667,99.51328
162.77699, 25.57333,99.51330
162.80901, 25.58000,99.51332
162.84500, 25.58667,99.51334
162.87700, 25.59333,99.51240
162.91200, 25.60000,99.51242
162.94400, 25.60667,99.51244
162.97800, 25.61333,99.51246
163.00999, 25.62000,99.51249
163.04300, 25.62667,99.51251
163.07800, 25.63333,99.51350
163.10899, 25.64000,99.51352
163.14000, 25.64667,99.51355
163.17400, 25.65333,99.51357
163.20799, 25.66000,99.51359
163.24001, 25.66667,99.51361
163.27400, 25.67333,99.51411
163.30701, 25.68000,99.51413
163.33900, 25.68667,99.51415
163.37300, 25.69333,99.51417
163.40800, 25.70000,99.51371
163.43900, 25.70667,99.51373
163.47099, 25.71333,99.51376
163.50500, 25.72000,99.51378
163.53799, 25.72667,99.51284
163.57100, 25.73333,99.51286
163.60699, 25.74000,99.51288
163.63600, 25.74667,99.51289
163.67000, 25.75333,99.51243
163.70300, 25.76000,99.51245
163.73801, 25.76667,99.51246
163.77100, 25.77333,99.51248
163.80701, 25.78000,99.51250
163.83701, 25.78667,99.51251
163.87100, 25.79333,99.51254
163.90500, 25.80000,99.51256
163.93700, 25.80667,99.51258
163.96800, 25.81333,99.51260
164.00200, 25.82000,99.51263
164.03799, 25.82667,99.51217
164.06799, 25.83333,99.51219
164.10201, 25.84000,99.51221
164.13499, 25.84667,99.51223
164.16701, 25.85333,99.51225
164.20000, 25.86000,99.51180
164.23399, 25.86667,99.51182
164.26801, 25.87333,99.51184
164.30000, 25.88000,99.51090
164.33299, 25.88667,99.51092
164.36600, 25.89333,99.51046
164.39799, 25.90000,99.51048
164.43100, 25.90667,99.51001
164.46700, 25.91333,99.51003
164.49899, 25.92000,99.50957
164.53400, 25.92667,99.50958
164.56400, 25.93333,99.50960
164.59900, 25.94000,99.50961
164.63300, 25.94667,99.50963
164.66600, 25.95333,99.50964
164.70100, 25.96000,99.50966
164.73199, 25.96667,99.50967
164.76801, 25.97333,99.50968
164.80200, 25.98000,99.50970
164.83501, 25.98667,99.50972
164.86800, 25.99333,99.50974
164.90100, 26.00000,99.50976
164.93401, 26.00667,99.50977
164.96800, 26.01333,99.50883
165.00200, 26.02000,99.50884
165.03600, 26.02667,99.50885
165.07100, 26.03333,99.50839
165.10400, 26.04000,99.50793
165.13800, 26.04667,99.50795
165.17000, 26.05333,99.50796
165.20399, 26.06000,99.50654
165.23700, 26.06667,99.50655
165.27400, 26.07333,99.50608
165.30701, 26.08000,99.50610
165.34200, 26.08667,99.50611
165.37601, 26.09333,99.50612
165.40700, 26.10000,99.50614
165.44400, 26.10667,99.50615
165.47900, 26.11333,99.50617
165.51100, 26.12000,99.50667
165.54401, 26.12667,99.50669
165.57899, 26.13333,99.50672
165.61200, 26.14000,99.50770
165.64400, 26.14667,99.50772
165.67900, 26.15333,99.50775
165.71100, 26.16000,99.50777
165.74600, 26.16667,99.50827
165.77901, 26.17333,99.50828
165.81500, 26.18000,99.50783
165.84700, 26.18667,99.50785
165.87900, 26.19333,99.50787
165.91299, 26.20000,99.50789
165.94701, 26.20667,99.50695
165.98399, 26.21333,99.50697
166.01601, 26.22000,99.50651
166.04800, 26.22667,99.50654
166.08099, 26.23333,99.50609
166.11600, 26.24000,99.50612
166.14700, 26.24667,99.50567
166.17999, 26.25333,99.50473
166.21201, 26.26000,99.50475
166.24699, 26.26667,99.50429
166.28200, 26.27333,99.50431
166.31500, 26.28000,99.50385
166.34900, 26.28667,99.50387
166.38100, 26.29333,99.50389
166.41499, 26.30000,99.50391
166.44901, 26.30667,99.50394
166.48199, 26.31333,99.50396
166.51500, 26.32000,99.50398
166.54800, 26.32667,99.50448
166.58099, 26.33333,99.50450
166.61400, 26.34000,99.50452
166.65100, 26.34667,99.50454
166.68300, 26.35333,99.50503
166.71600, 26.36000,99.50505
166.75000, 26.36667,99.50507
166.78400, 26.37333,99.50509
166.81599, 26.38000,99.50608
166.85001, 26.38667,99.50610
166.88600, 26.39333,99.50613
166.91400, 26.40000,99.50616
166.94701, 26.40667,99.50618
166.98199, 26.41333,99.50620
167.01401, 26.42000,99.50622
167.04900, 26.42667,99.50624
167.08200, 26.43333,99.50626
167.11600, 26.44000,99.50532
167.14900, 26.44667,99.50534
167.18401, 26.45333,99.50536
167.21600, 26.46000,99.50538
167.24699, 26.46667,99.50539
167.28300, 26.47333,99.50541
167.31799, 26.48000,99.50543
167.35001, 26.48667,99.50544
167.38600, 26.49333,99.50547
167.41800, 26.50000,99.50549
167.44901, 26.50667,99.50551
167.48199, 26.51333,99.50553
167.51700, 26.52000,99.50555
167.55200, 26.52667,99.50557
167.58501, 26.53333,99.50511
167.61800, 26.54000,99.50513
167.64900, 26.54667,99.50515
167.68500, 26.55333,99.50469
167.71800, 26.56000,99.50470
167.75400, 26.56667,99.50424
167.78600, 26.57333,99.50426
167.82001, 26.58000,99.50428
167.85300, 26.58667,99.50334
167.88600, 26.59333,99.50337
167.91800, 26.60000,99.50339
167.95399, 26.60667,99.50341
167.98500, 26.61333,99.50343
168.02000, 26.62000,99.50346
168.05200, 26.62667,99.50300
168.08600, 26.63333,99.50302
168.12000, 26.64000,99.50304
168.15199, 26.64667,99.50306
168.18700, 26.65333,99.50309
168.21899, 26.66000,99.50311
168.25200, 26.66667,99.50266
168.28500, 26.67333,99.50268
168.31700, 26.68000,99.50271
168.35100, 26.68667,99.50273
168.38400, 26.69333,99.50227
168.41701, 26.70000,99.50229
168.45000, 26.70667,99.50232
168.48500, 26.71333,99.50234
168.51500, 26.72000,99.50236
168.55000, 26.72667,99.50238
168.58299, 26.73333,99.50239
168.61700, 26.74000,99.50145
168.65199, 26.74667,99.50147
168.68300, 26.75333,99.50149
168.71700, 26.76000,99.50151
168.75000, 26.76667,99.50152
168.78400, 26.77333,99.50106
168.81799, 26.78000,99.50108
168.85400, 26.78667,99.50110
168.88400, 26.79333,99.50112
168.91800, 26.80000,99.50115
168.94901, 26.80667,99.50117
168.98300, 26.81333,99.50119
169.01900, 26.82000,99.50121
169.05000, 26.82667,99.50122
169.08400, 26.83333,99.50124
169.12000, 26.84000,99.50127
169.14999, 26.84667,99.50128
169.18401, 26.85333,99.50083
169.21700, 26.86000,99.50085
169.25000, 26.86667,99.50086
169.28500, 26.87333,99.50088
169.31799, 26.88000,99.50041
169.35201, 26.88667,99.50042
169.38699, 26.89333,99.50044
169.42101, 26.90000,99.50045
169.45399, 26.90667,99.49952
169.48801, 26.91333,99.49954
169.52100, 26.92000,99.49956
169.55299, 26.92667,99.49959
169.58600, 26.93333,99.49961
169.62000, 26.94000,99.49963
169.65300, 26.94667,99.49965
169.68600, 26.95333,99.49967
169.72099, 26.96000,99.49922
169.75301, 26.96667,99.49924
169.78700, 26.97333,99.49926
169.82001, 26.98000,99.49928
169.85400, 26.98667,99.49930
169.88499, 26.99333,99.49932
169.92101, 27.00000,99.49886
169.95200, 27.00667,99.49888
169.98801, 27.01333,99.49891
170.02000, 27.02000,99.49893
170.05299, 27.02667,99.49848
170.08501, 27.03333,99.49850
170.11700, 27.04000,99.49757
170.15100, 27.04667,99.49760
170.18600, 27.05333,99.49666
170.21800, 27.06000,99.49669
170.24800, 27.06667,99.49623
170.28200, 27.07333,99.49625
170.31599, 27.08000,99.49532
170.35001, 27.08667,99.49534
170.38200, 27.09333,99.49535
170.41499, 27.10000,99.49489
170.45000, 27.10667,99.49491
170.48100, 27.11333,99.49493
170.51601, 27.12000,99.49495
170.54900, 27.12667,99.49497
170.58400, 27.13333,99.49499
170.61400, 27.14000,99.49549
170.64799, 27.14667,99.49551
170.68201, 27.15333,99.49553
170.71500, 27.16000,99.49555
170.74699, 27.16667,99.49557
170.78000, 27.17333,99.49655
170.81599, 27.18000,99.49657
170.84700, 27.18667,99.49658
170.88200, 27.19333,99.49660
170.91400, 27.20000,99.49662
170.94800, 27.20667,99.49665
170.98199, 27.21333,99.49571
171.01199, 27.22000,99.49573
171.04500, 27.22667,99.49576
171.08000, 27.23333,99.49530
171.11301, 27.24000,99.49532
171.14600, 27.24667,99.49486
171.17799, 27.25333,99.49487
171.21100, 27.26000,99.49489
171.24699, 27.26667,99.49443
171.28000, 27.27333,99.49444
171.31400, 27.28000,99.49446
171.34599, 27.28667,99.49447
171.38100, 27.29333,99.49450
171.41400, 27.30000,99.49452
171.44701, 27.30667,99.49454
171.47800, 27.31333,99.49457
171.51300, 27.32000,99.49507
171.54401, 27.32667,99.49509
171.57700, 27.33333,99.49512
171.61301, 27.34000,99.49562
171.64200, 27.34667,99.49563
171.67799, 27.35333,99.49565
171.71001, 27.36000,99.49614
171.74699, 27.36667,99.49615
171.78000, 27.37333,99.49617
171.81200, 27.38000,99.49619
171.84700, 27.38667,99.49621
171.87801, 27.39333,99.49623
171.91200, 27.40000,99.49626
171.94501, 27.40667,99.49628
171.97600, 27.41333,99.49582
172.01199, 27.42000,99.49584
172.04500, 27.42667,99.49586
172.07700, 27.43333,99.49540
172.11000, 27.44000,99.49542
172.14600, 27.44667,99.49543
172.17799, 27.45333,99.49497
172.21201, 27.46000,99.49499
172.24500, 27.46667,99.49501
172.28000, 27.47333,99.49407
172.31100, 27.48000,99.49409
172.34500, 27.48667,99.49411
172.37900, 27.49333,99.49412
172.41299, 27.50000,99.49414
172.44501, 27.50667,99.49367
172.48100, 27.51333,99.49417
172.51300, 27.52000,99.49418
172.55000, 27.52667,99.49420
172.57899, 27.53333,99.49422
172.61600, 27.54000,99.49424
172.64700, 27.54667,99.49426
172.68401, 27.55333,99.49524
172.71600, 27.56000,99.49526
172.74600, 27.56667,99.49528
172.78200, 27.57333,99.49530
172.81599, 27.58000,99.49533
172.84700, 27.58667,99.49534
172.88400, 27.59333,99.49537
172.91400, 27.60000,99.49539
172.94901, 27.60667,99.49541
172.98199, 27.61333,99.49543
173.01500, 27.62000,99.49450
173.04800, 27.62667,99.49452
173.08099, 27.63333,99.49407
173.11301, 27.64000,99.49361
173.14799, 27.64667,99.49363
173.18201, 27.65333,99.49317
173.21500, 27.66000,99.49223
173.24800, 27.66667,99.49226
173.27901, 27.67333,99.49180
173.31500, 27.68000,99.49135
173.34500, 27.68667,99.49088
173.38000, 27.69333,99.49091
173.41400, 27.70000,99.48997
173.44800, 27.70667,99.48999
173.48000, 27.71333,99.49002
173.51100, 27.72000,99.49004
173.54300, 27.72667,99.49006
173.57899, 27.73333,99.49104
173.61301, 27.74000,99.49106
173.64500, 27.74667,99.49107
173.67999, 27.75333,99.49157
173.71201, 27.76000,99.49159
173.74400, 27.76667,99.49209
173.78000, 27.77333,99.49211
173.81200, 27.78000,99.49213
173.84500, 27.78667,99.49215
173.88000, 27.79333,99.49217
173.91200, 27.80000,99.49218
173.94501, 27.80667,99.49220
173.97900, 27.81333,99.49222
174.01199, 27.82000,99.49223
174.04700, 27.82667,99.49273
174.08099, 27.83333,99.49274
174.11400, 27.84000,99.49276
174.14799, 27.84667,99.49278
174.18300, 27.85333,99.49280
174.21300, 27.86000,99.49282
174.24800, 27.86667,99.49284
174.28200, 27.87333,99.49286
174.31400, 27.88000,99.49384
174.34599, 27.88667,99.49290
