config.b190k1680mu0700j02s16t08,
  14  13  14   1, 0.028804620486226551607
  14  13  15   1, 0.025262205689631937744
  14  14   0   1, 0.053914966335132499808
  14  14   1   1,  0.20964473756744017585
  14  14   2   1,  0.57692259507341336899
  14  14   3   1,  0.67241741315330394446
  14  14   4   1,  0.32293569941749733498
  14  14   5   1,  0.11906911473256995282
  14  14   6   1, 0.069950785324409889276
  14  14   7   1, 0.060277325932559765176
  14  14   8   1, 0.043453014838404732667
  14  14   9   1, 0.027035704829773986313
  14  14  10   1, 0.018689089960900615028
  14  14  11   1,  0.01857731271600556594
  14  14  12   1, 0.025742269555493229455
  14  14  13   1, 0.030884208075098881774
  14  14  14   1,  0.02622902812011519702
  14  14  15   1,  0.01992696773898591095
  14  15   0   1, 0.031809610120752986051
  14  15   1   1, 0.096295619080976974091
  14  15   2   1,  0.20555270202697034643
  14  15   3   1,  0.20706108024057703898
  14  15   4   1, 0.093410381468458064669
  14  15   5   1, 0.032032758386435107589
  14  15   6   1, 0.023954813109823329398
  14  15   7   1, 0.025307435626045815535
  14  15   8   1, 0.023465793176083847571
  14  15   9   1,  0.02570047060636614783
  14  15  10   1, 0.029788622667164692259
  14  15  11   1, 0.032652421293652159062
  14  15  12   1, 0.034896915491135035992
  14  15  13   1, 0.030876222538235756354
  14  15  14   1,  0.02034739595942104684
  14  15  15   1, 0.012869103396303238282
  15   0   0   1, 0.012182515907315581705
  15   0   1   1, 0.021503689621577514596
  15   0   2   1,  0.03444385836064783879
  15   0   3   1, 0.025393249918260057951
  15   0   4   1, 0.002212407330936694283
  15   0   5   1,-0.0051564928566503603902
  15   0   6   1,0.0020531474205740416969
  15   0   7   1, 0.009561768667039685643
  15   0   8   1, 0.022825079433974975601
  15   0   9   1, 0.059065548651563902494
  15   0  10   1,  0.10377372920176444748
  15   0  11   1,  0.12681736052700132156
  15   0  12   1,  0.12464323702723253962
  15   0  13   1, 0.092309980119168466572
  15   0  14   1,  0.04837696501024275203
  15   0  15   1, 0.018664196004832232789
  15   1   0   1,0.0083874545878465309179
  15   1   1   1,0.0068658636560884308067
  15   1   2   1,0.0070819974289950222632
  15   1   3   1,-0.00026044168704791176294
  15   1   4   1,-0.011826148740162897854
  15   1   5   1,-0.015050798838030508484
  15   1   6   1,-0.009090292359764769875
  15   1   7   1,-0.00066789289469193686456
  15   1   8   1, 0.014333516597733042888
  15   1   9   1, 0.050073281772352117025
  15   1  10   1,  0.10916112512384232303
  15   1  11   1,  0.16961830762404486728
  15   1  12   1,   0.1772624165667034124
  15   1  13   1,  0.11490719695157011748
  15   1  14   1, 0.053022213850200783369
  15   1  15   1, 0.020084740057190290929
  15   2   0   1,0.0078698269085550835028
  15   2   1   1, 0.002557485670606200745
  15   2   2   1,0.0001137902999263174582
  15   2   3   1,-0.0049953358457598432893
  15   2   4   1,-0.012651575687993960387
  15   2   5   1,-0.015733089474211144759
  15   2   6   1,-0.011968828965604520753
  15   2   7   1,-0.005105336092035605948
  15   2   8   1,0.0061924880166443945287
  15   2   9   1, 0.033419845289732186266
  15   2  10   1, 0.095965647726741543089
  15   2  11   1,  0.19416631128228217795
  15   2  12   1,    0.222617223135252007
  15   2  13   1,  0.13529463221286233687
  15   2  14   1, 0.058338267265435603259
  15   2  15   1, 0.022043932268050174528
  15   3   0   1,0.0064912498937472803279
  15   3   1   1,0.0014458515978354085155
  15   3   2   1,-0.0010079370866792987035
  15   3   3   1,-0.0044378312553570243085
  15   3   4   1,-0.0097819513135367786721
  15   3   5   1,-0.012903189779115264296
  15   3   6   1,-0.011266140344149664504
  15   3   7   1,-0.0063499026151085736017
  15   3   8   1, 0.001862071575504851105
  15   3   9   1, 0.020606656102741392755
  15   3  10   1, 0.067147517906455525538
  15   3  11   1,  0.14485038769007169135
  15   3  12   1,  0.16806308741707576271
  15   3  13   1,  0.10171963895670377287
  15   3  14   1, 0.044401498330760319488
  15   3  15   1, 0.017453523663046005554
  15   4   0   1,0.0039092198384538404468
  15   4   1   1,0.00093428096161989363736
  15   4   2   1,-0.00065384565747866039455
  15   4   3   1,-0.0027421265384647694127
  15   4   4   1,-0.0063967355591632831316
  15   4   5   1,-0.0099520679884801885318
  15   4   6   1,-0.011049033374656383813
  15   4   7   1,-0.0083928826159885058095
  15   4   8   1,-0.002235353864572476798
  15   4   9   1,0.0090748820873535716858
  15   4  10   1,  0.03187444932875801995
  15   4  11   1, 0.063793988777455942762
  15   4  12   1,  0.07172785504616124852
  15   4  13   1, 0.046280743868065479796
  15   4  14   1,  0.02230145845244576111
  15   4  15   1,0.0096439222605676049038
  15   5   0   1,0.0013218044629604319175
  15   5   1   1,0.00020250358274177663633
  15   5   2   1,-0.00042057745109838910649
  15   5   3   1,-0.001650605946954362014
  15   5   4   1,-0.0050352984829309978265
  15   5   5   1,-0.011399524513153415015
  15   5   6   1,-0.018107752971839769646
  15   5   7   1,-0.017948085561523524634
  15   5   8   1,-0.010389833467590703364
  15   5   9   1,-0.00094800975517419703003
  15   5  10   1, 0.010128741320180774388
  15   5  11   1, 0.021196382391869460216
  15   5  12   1, 0.023473913193599184324
  15   5  13   1, 0.016096515993162027053
  15   5  14   1,0.0084285256854923149006
  15   5  15   1,0.0037926153637487386439
  15   6   0   1,-0.00042166426599213064491
  15   6   1   1,-0.00047810242735581230233
  15   6   2   1,-0.00045149897387259670762
  15   6   3   1,-0.0018030817242314484648
  15   6   4   1,-0.008542169314208772346
  15   6   5   1,-0.027486378801313864767
  15   6   6   1,-0.055302520857664336229
  15   6   7   1,-0.058645935592337335163
  15   6   8   1,-0.033240468373241960354
  15   6   9   1,-0.011841780848184022684
  15   6  10   1,-3.3058491708962915029e-05
  15   6  11   1,0.0063143353677400180374
  15   6  12   1,0.0075998997151309321402
  15   6  13   1,0.0051915289166258827766
  15   6  14   1,0.0024359061102978600902
  15   6  15   1,0.00062856798084350495523
  15   7   0   1,-0.00085756060004058183317
  15   7   1   1,-0.00048768330619462844878
  15   7   2   1,-0.00033652422044838620858
  15   7   3   1,-0.0031327533437391537341
  15   7   4   1,-0.019579692779285208515
  15   7   5   1,-0.077990562890214915059
  15   7   6   1, -0.18763379181104913873
  15   7   7   1, -0.20192291798223285793
  15   7   8   1,-0.096582462212307845784
  15   7   9   1,-0.029018508269827419238
  15   7  10   1,-0.0052612923372773144626
  15   7  11   1,0.0019724582553827295708
  15   7  12   1,0.0031873660015784058795
  15   7  13   1,0.0019316018799379207262
  15   7  14   1,0.00043546165300428611201
  15   7  15   1,-0.00052645670304990997181
  15   8   0   1,7.1637391623618576508e-05
  15   8   1   1,0.00048700394498997300443
  15   8   2   1,0.00041050521583194490068
  15   8   3   1,-0.0038911957921398832722
  15   8   4   1,-0.031476717476032332887
  15   8   5   1, -0.14968803715232889551
  15   8   6   1, -0.42287780453801293579
  15   8   7   1, -0.46286082603011746706
  15   8   8   1,  -0.1908287985300616274
  15   8   9   1,-0.046214950403698176751
  15   8  10   1,-0.0065677464389503493331
  15   8  11   1,0.0019085486325439117092
  15   8  12   1,0.0026511521154878301722
  15   8  13   1,0.0014671564634830796658
  15   8  14   1,0.00037423034694134530874
  15   8  15   1,-0.00018314640044051733159
  15   9   0   1,0.0025997879074316498915
  15   9   1   1,0.0027242520004352056145
  15   9   2   1,0.0024846105004608974934
  15   9   3   1,-0.00098646647974946571023
  15   9   4   1,-0.024649535649463084203
  15   9   5   1, -0.13003487626506532449
  15   9   6   1, -0.37306355937118418353
  15   9   7   1, -0.40342338914978081998
  15   9   8   1, -0.15992394918319480235
  15   9   9   1,-0.032839452359066469145
  15   9  10   1,-0.00016181107744620324513
  15   9  11   1,0.0052532376658733287086
  15   9  12   1,0.0046922616686304154457
  15   9  13   1,0.0032397629704596208472
  15   9  14   1,0.0023630909794292729101
  15   9  15   1,0.0020611611276852592235
  15  10   0   1,0.0087072475453609608081
  15  10   1   1,0.0084865577348264692459
  15  10   2   1, 0.010626839367294844615
  15  10   3   1,  0.01218657849426255102
  15  10   4   1,0.0041570427221027756934
  15  10   5   1,-0.032033825219170308785
  15  10   6   1,-0.092624339781982534259
  15  10   7   1,-0.075484433018558949602
  15  10   8   1,-0.0096665168251999170762
  15  10   9   1, 0.012396926678418249482
  15  10  10   1, 0.014315826210385559913
  15  10  11   1, 0.013145480238364400452
  15  10  12   1, 0.012105562795448419205
  15  10  13   1, 0.011806057440495667729
  15  10  14   1, 0.011400031337664507172
  15  10  15   1,0.0098200811399974073657
  15  11   0   1, 0.023823751359494330787
  15  11   1   1, 0.027784031381011573686
  15  11   2   1, 0.052609101428993339244
  15  11   3   1, 0.078547503198860557649
  15  11   4   1, 0.082919054865506797158
  15  11   5   1, 0.086220967735441009228
  15  11   6   1,  0.12366761958495933738
  15  11   7   1,  0.18085137911585102977
  15  11   8   1,  0.14647063147737393596
  15  11   9   1, 0.068124126937957760197
  15  11  10   1, 0.032998826444280746073
  15  11  11   1, 0.026834043469712277885
  15  11  12   1, 0.031832349936257706147
  15  11  13   1,  0.04161630060994436775
  15  11  14   1, 0.044810719700821260991
  15  11  15   1, 0.033885713234710873598
  15  12   0   1, 0.048422795627979256516
  15  12   1   1, 0.080748452355977343164
  15  12   2   1,  0.20793661695267162681
  15  12   3   1,  0.31619759444132267134
  15  12   4   1,  0.28051513972565778055
  15  12   5   1,  0.23944751374836123481
  15  12   6   1,  0.27999633362865083974
  15  12   7   1,   0.3412987368614456285
  15  12   8   1,   0.2489001745157892187
  15  12   9   1,  0.10132494237116052016
  15  12  10   1,  0.04159410569180076872
  15  12  11   1, 0.038017927677919137464
  15  12  12   1, 0.062179608340689557222
  15  12  13   1,  0.10276487578527886135
  15  12  14   1,  0.11817027283657419168
  15  12  15   1, 0.078209991288239369411
  15  13   0   1,   0.0561866393316745108
  15  13   1   1,  0.14713838338266502226
  15  13   2   1,  0.43882080188408056909
  15  13   3   1,  0.62152969094932908334
  15  13   4   1,  0.43336830408780779855
  15  13   5   1,  0.27452334055908556021
  15  13   6   1,  0.25031026202752570953
  15  13   7   1,  0.26012084217992342827
  15  13   8   1,  0.17527044335056465862
  15  13   9   1, 0.069172678546530308452
  15  13  10   1, 0.027748620614047980748
  15  13  11   1, 0.033244080145778405477
  15  13  12   1, 0.075281833880838963657
  15  13  13   1,  0.13819486819392881594
  15  13  14   1,  0.15169644026213055521
  15  13  15   1, 0.086601461783442107434
  15  14   0   1, 0.040831327797792069112
  15  14   1   1,  0.12812023455661911142
  15  14   2   1,  0.34586669082405036013
  15  14   3   1,  0.42644850214018120704
  15  14   4   1,  0.25270492856197973586
  15  14   5   1,  0.13394905560357217578
  15  14   6   1,   0.1096142290197339858
  15  14   7   1,  0.10149506992371834513
  15  14   8   1, 0.063981115325191378895
  15  14   9   1, 0.032846875270105053979
  15  14  10   1, 0.024353886959757951869
  15  14  11   1, 0.035185389108547071579
  15  14  12   1, 0.072943579826945603717
  15  14  13   1,  0.11356386492479007833
  15  14  14   1,  0.10272077010231041305
  15  14  15   1, 0.050747364322692237182
  15  15   0   1,   0.0228342870555805523
  15  15   1   1, 0.062882191743651366655
  15  15   2   1,  0.13277392427346923487
  15  15   3   1,  0.13488765898954957478
  15  15   4   1, 0.066675968336893154387
  15  15   5   1, 0.031133966876610449925
  15  15   6   1, 0.031560646545802269192
  15  15   7   1, 0.032728570530932005189
  15  15   8   1, 0.029319782631289988128
  15  15   9   1, 0.042489442049017077385
  15  15  10   1, 0.061339439054825611874
  15  15  11   1, 0.072860891678175693231
  15  15  12   1, 0.088377585867581515133
  15  15  13   1, 0.089746827140005355772
  15  15  14   1, 0.059524697606734018607
  15  15  15   1, 0.024823975815397518463
,
#,timestep 2
,
   0   0   0   2, 0.015047703829562258243
   0   0   1   2,  0.01889042359118014644
   0   0   2   2, 0.021660197870321806768
   0   0   3   2, 0.012552982969219028675
   0   0   4   2,0.0001409603857454831688
   0   0   5   2,0.0022348261620547121842
   0   0   6   2, 0.016582590958454875713
   0   0   7   2, 0.031723153026021216894
   0   0   8   2,  0.08726938534449381335
   0   0   9   2,   0.2590185668312743883
   0   0  10   2,  0.32886838666781670337
   0   0  11   2,  0.17558836127539761973
   0   0  12   2, 0.091226663191761453442
   0   0  13   2, 0.058005211426254477125
   0   0  14   2, 0.034456331984582797001
   0   0  15   2,  0.01808655572864695249
   0   1   0   2, 0.010487473208378719422
   0   1   1   2,0.0097334828822686330491
   0   1   2   2, 0.008579760640129082197
   0   1   3   2,0.0017798322580420398477
   0   1   4   2,-0.0060460212292565689712
   0   1   5   2,-0.0053597240110232254734
   0   1   6   2,0.0037514165344177631198
   0   1   7   2, 0.018270661896540810881
   0   1   8   2, 0.055470581933214586912
   0   1   9   2,  0.13177100995603679978
   0   1  10   2,  0.16213316798618521153
   0   1  11   2,  0.15236143933941015405
   0   1  12   2,  0.14641110824602474039
   0   1  13   2, 0.087108492587713234889
   0   1  14   2, 0.039183874992007074189
   0   1  15   2, 0.017099981028530254756
   0   2   0   2, 0.011095090851722300487
   0   2   1   2,0.0065165996535005658169
   0   2   2   2,0.0035576607434284470907
   0   2   3   2,-0.0010693829648120972003
   0   2   4   2,-0.0057265899659816122194
   0   2   5   2,-0.0053613585966633785229
   0   2   6   2,0.00014411635567023101979
   0   2   7   2, 0.008278386220741064741
   0   2   8   2, 0.022221763306054430342
   0   2   9   2, 0.047683181931773482853
   0   2  10   2,  0.10454224744295265159
   0   2  11   2,  0.26196691124793802796
   0   2  12   2,  0.31284058649274759656
   0   2  13   2,  0.15645662291821688106
   0   2  14   2, 0.057217036155755046645
   0   2  15   2, 0.022233669306286771294
   0   3   0   2,  0.01032139094188331413
   0   3   1   2,0.0049479077579513818658
   0   3   2   2,0.0015657248964966951309
   0   3   3   2,-0.001511995530148065774
   0   3   4   2,-0.0042001073935326836695
   0   3   5   2,-0.004105741126332115333
   0   3   6   2,-0.00096895310747280413884
   0   3   7   2,0.0037162499307691306341
   0   3   8   2, 0.011235889454088272832
   0   3   9   2, 0.031271332498413510759
   0   3  10   2,  0.10191858402395392869
   0   3  11   2,  0.26413335171256058231
   0   3  12   2,  0.29363993513372665944
   0   3  13   2,  0.13916915371456570205
   0   3  14   2, 0.049406690094858117523
   0   3  15   2, 0.019970217744470594723
   0   4   0   2,0.0066841060940541945426
   0   4   1   2,0.0027602705605852618023
   0   4   2   2,9.5951885687277902771e-05
   0   4   3   2,-0.0017985853388809524937
   0   4   4   2,-0.0034405598164539787955
   0   4   5   2,-0.0040006534886333324288
   0   4   6   2,-0.0028003692305151439007
   0   4   7   2,0.00020643897781258847141
   0   4   8   2,0.0058002290705040614183
   0   4   9   2,  0.01913059657951801662
   0   4  10   2, 0.054815696821132346706
   0   4  11   2,  0.11372148632673653723
   0   4  12   2,  0.11696822844229502747
   0   4  13   2,  0.06068401856691517382
   0   4  14   2, 0.025072958656617169715
   0   4  15   2, 0.012144197503444685918
   0   5   0   2,0.0026618928324797699186
   0   5   1   2,0.0004330060294253303306
   0   5   2   2,-0.0010643226810988638646
   0   5   3   2,-0.0021569245336728361251
   0   5   4   2,-0.0037636289563121013216
   0   5   5   2,-0.0060576323828796744403
   0   5   6   2,-0.0076850535396061356655
   0   5   7   2,-0.0062393895415602286525
   0   5   8   2,-0.0014119175908740228334
   0   5   9   2,0.0063177449373912038591
   0   5  10   2, 0.019206425632978016416
   0   5  11   2, 0.034049154685589277936
   0   5  12   2, 0.033875712230432314387
   0   5  13   2, 0.020335562380601683585
   0   5  14   2, 0.010440538892988581593
   0   5  15   2,0.0058753636207505306049
   0   6   0   2,0.00011343637328552961911
   0   6   1   2,-0.00087843327042490509503
   0   6   2   2,-0.0013918859573419039254
   0   6   3   2,-0.002279636419936390164
   0   6   4   2,-0.0054927839942985577648
   0   6   5   2,-0.012915830490072062464
   0   6   6   2,-0.021743267895141245999
   0   6   7   2,-0.021875931060754430502
   0   6   8   2,-0.012533923713707756722
   0   6   9   2,-0.002909975612639039734
   0   6  10   2,0.0047954749718322597224
   0   6  11   2, 0.010381315502235798423
   0   6  12   2, 0.011018565367549500514
   0   6  13   2,0.0077326586945084254884
   0   6  14   2,0.0044908486233809271487
   0   6  15   2,0.0022171080598858312893
   0   7   0   2,-0.00060746777446128220369
   0   7   1   2,-0.00089328451410651673811
   0   7   2   2,-0.00085753418593682113544
   0   7   3   2,-0.0020909614872208740106
   0   7   4   2,-0.0087866601995626146537
   0   7   5   2,-0.027824095503185833356
   0   7   6   2,-0.055600511743957900523
   0   7   7   2,-0.058221857586354397451
   0   7   8   2,-0.031685089052577698754
   0   7   9   2,-0.010263186365310997261
   0   7  10   2,6.5264570465543175239e-05
   0   7  11   2,0.0047032201887291721909
   0   7  12   2, 0.005774225157341878259
   0   7  13   2,0.0044845382778528099232
   0   7  14   2,0.0025040446629507767153
   0   7  15   2,0.00066908639012765755254
   0   8   0   2,0.00028738445735582650829
   0   8   1   2,0.00018669463223782350797
   0   8   2   2,0.0004772947511687842528
   0   8   3   2,-0.00074759905326139079046
   0   8   4   2,-0.0096441028073872905879
   0   8   5   2,-0.039774612518515981008
   0   8   6   2, -0.09143348337335141518
   0   8   7   2,-0.097784615623747739299
   0   8   8   2,-0.047440919638644517276
   0   8   9   2, -0.01210028914756511309
   0   8  10   2,0.00099116192290373645798
   0   8  11   2, 0.005133699560829835945
   0   8  12   2,0.0059414010954681323318
   0   8  13   2,0.0049337660630359618866
   0   8  14   2,0.0030749590837207897882
   0   8  15   2,   0.0011314005904448695
   0   9   0   2,0.0032024429076317707452
   0   9   1   2,0.0024666724586189627336
   0   9   2   2, 0.002926320263036316302
   0   9   3   2,  0.00335215490626106314
   0   9   4   2,-0.00055115357523383926713
   0   9   5   2,-0.018230136122383899105
   0   9   6   2, -0.04865175466478618288
   0   9   7   2,-0.044951263018264728255
   0   9   8   2,-0.0088269502168898048011
   0   9   9   2,0.0086776515734392177526
   0   9  10   2, 0.011700477625827175598
   0   9  11   2,  0.01154266059614625535
   0   9  12   2, 0.011104511127764933251
   0   9  13   2, 0.010126727455230466468
   0   9  14   2,0.0079171240093958150652
   0   9  15   2,0.0048165042732291468708
   0  10   0   2, 0.010989598302842828667
   0  10   1   2,0.0075416419407651549833
   0  10   2   2,0.0086915768788989374721
   0  10   3   2,  0.01352354384592043858
   0  10   4   2, 0.022035665334996786674
   0  10   5   2, 0.039711213649762225342
   0  10   6   2, 0.083531352637478309409
   0  10   7   2,  0.14390938129509214805
   0  10   8   2,  0.13638456098017065488
   0  10   9   2, 0.079183086094044036196
   0  10  10   2, 0.043395993038384303442
   0  10  11   2, 0.030643688374607264135
   0  10  12   2, 0.028697730492265996483
   0  10  13   2, 0.030027263327065071424
   0  10  14   2, 0.026958110613555495011
   0  10  15   2,  0.01791242577365684957
   0  11   0   2, 0.031254502894250836553
   0  11   1   2,  0.02025700999730307289
   0  11   2   2, 0.026219346682636725937
   0  11   3   2, 0.042226841954979818516
   0  11   4   2, 0.069199657402280401186
   0  11   5   2,  0.13551591069078555707
   0  11   6   2,  0.29855082331496762826
   0  11   7   2,  0.51056692408029125119
   0  11   8   2,  0.46207819466837046773
   0  11   9   2,   0.2344540320321794602
   0  11  10   2,  0.10826806929968363358
   0  11  11   2, 0.070817932566351035617
   0  11  12   2, 0.073335778021014028094
   0  11  13   2, 0.092075447784378094962
   0  11  14   2, 0.091923814544428425477
   0  11  15   2, 0.059103036602473520145
   0  12   0   2, 0.066520485428648537529
   0  12   1   2, 0.044281574403875451074
   0  12   2   2, 0.066546850932268170054
   0  12   3   2,  0.10138413630473777638
   0  12   4   2,  0.13874101912375580437
   0  12   5   2,  0.24105596249071908899
   0  12   6   2,  0.51610166389540235166
   0  12   7   2,  0.89074463280035565127
   0  12   8   2,   0.7944344460397037011
   0  12   9   2,  0.38230395489027624301
   0  12  10   2,  0.16506324894142437865
   0  12  11   2,  0.10703874713988789646
   0  12  12   2,  0.13268082769802044818
   0  12  13   2,  0.20711009624844217702
   0  12  14   2,  0.22993806236793293274
   0  12  15   2,  0.14106647253687340515
   0  13   0   2, 0.081337431158947065546
   0  13   1   2, 0.064494810076585432079
   0  13   2   2,  0.10670702695491378342
   0  13   3   2,  0.14266728824827051847
   0  13   4   2,  0.15024246082752004683
   0  13   5   2,  0.21194740328582592492
   0  13   6   2,  0.40036322823048009489
   0  13   7   2,  0.61325369677117169687
   0  13   8   2,  0.51772871195908387598
   0  13   9   2,  0.27545947885356608653
   0  13  10   2,  0.13127213673273549488
   0  13  11   2, 0.080971162190821163729
   0  13  12   2,  0.12683328137992797013
   0  13  13   2,  0.24087092689718925254
   0  13  14   2,  0.28103579810525647353
   0  13  15   2,  0.16932450304171703381
   0  14   0   2, 0.057665044169016403675
   0  14   1   2, 0.058243559717275808496
   0  14   2   2, 0.091880885981757420833
   0  14   3   2,  0.10099061829835105641
   0  14   4   2, 0.080521504931247836478
   0  14   5   2, 0.094851485821479245009
   0  14   6   2,  0.15864751619337508215
   0  14   7   2,   0.1932901677542788188
   0  14   8   2,  0.14659636332624731425
   0  14   9   2,  0.13825263637973500552
   0  14  10   2,  0.11252714196702810756
   0  14  11   2, 0.053297667068272186475
   0  14  12   2, 0.074662915092947312878
   0  14  13   2,  0.14682506425313551768
   0  14  14   2,  0.16438532579013889756
   0  14  15   2,  0.10053602580536660782
   0  15   0   2, 0.031067196173607373316
   0  15   1   2, 0.037713889823128989021
   0  15   2   2, 0.050645802952729232493
   0  15   3   2, 0.042931515080669946371
   0  15   4   2, 0.023970072737689609305
   0  15   5   2, 0.027983275302270002594
   0  15   6   2,  0.05157790906420186422
   0  15   7   2, 0.056976171510465391246
   0  15   8   2, 0.071991883925081157081
   0  15   9   2,  0.19943922895326643419
   0  15  10   2,  0.24942326082178112312
   0  15  11   2,   0.1219258920797757495
   0  15  12   2, 0.070996713787785686867
   0  15  13   2, 0.075657965892048290035
   0  15  14   2, 0.067313152115900332095
   0  15  15   2, 0.041089100111881701749
   1   0   0   2, 0.016300065616808839114
   1   0   1   2, 0.015279813710315642838
   1   0   2   2,  0.01318369756976126711
   1   0   3   2,0.0043025352516613182136
   1   0   4   2,-0.0042290244621579313467
   1   0   5   2,-0.00094919348687176954837
   1   0   6   2, 0.017156831701967061726
   1   0   7   2, 0.058498978209355532998
   1   0   8   2,  0.20802556973321664757
   1   0   9   2,  0.63632214429504729836
   1   0  10   2,  0.72832725985229074261
   1   0  11   2,  0.27188967191245649868
   1   0  12   2,  0.10682212287460271516
   1   0  13   2, 0.063491291897297033597
   1   0  14   2,  0.04040963572963066075
   1   0  15   2,  0.02307441800392464118
   1   1   0   2, 0.018444052793345006719
   1   1   1   2,  0.01397426321018569069
   1   1   2   2,0.0088912513259762453177
   1   1   3   2,0.00060028344077963074338
   1   1   4   2,-0.0056191955420652247438
   1   1   5   2,-0.0033863840438518606063
   1   1   6   2,0.0089263484412367803678
   1   1   7   2, 0.040931665690668486701
   1   1   8   2,  0.13281111867556122386
   1   1   9   2,  0.31071880985256428165
   1   1  10   2,  0.33293533981268741417
   1   1  11   2,  0.34979260684547464066
   1   1  12   2,  0.35484619245362286621
   1   1  13   2,  0.16516622792353136129
   1   1  14   2,  0.06239350176742328169
   1   1  15   2, 0.028267440504019653719
   1   2   0   2, 0.026701539086106580029
   1   2   1   2, 0.017186400248372778188
   1   2   2   2,0.0092430814337871279596
   1   2   3   2,0.0016084292017947417024
   1   2   4   2,-0.0027327696267750805313
   1   2   5   2,-0.00082361392619567565937
   1   2   6   2,0.0061822810555111420983
   1   2   7   2, 0.019969840993929240114
   1   2   8   2, 0.048632917334639778895
   1   2   9   2,  0.10386336976517654418
   1   2  10   2,  0.31983505563867858923
   1   2  11   2,   1.1593384357638703008
   1   2  12   2,   1.2760239880987989114
   1   2  13   2,  0.43938064044681202081
   1   2  14   2,  0.11554945560812313055
   1   2  15   2, 0.043214986402319278957
   1   3   0   2, 0.029618464267098739556
   1   3   1   2, 0.019110304583677184542
   1   3   2   2,0.0099488152651811562893
   1   3   3   2,0.0030501541290879207076
   1   3   4   2,-0.00041903297811155416214
   1   3   5   2,0.00061393149725279499811
   1   3   6   2, 0.004546058438998112558
   1   3   7   2, 0.010596918377158932867
   1   3   8   2, 0.023084416217700239743
   1   3   9   2, 0.070668132621559409667
   1   3  10   2,  0.32942393426162719372
   1   3  11   2,   1.1189410609687984177
   1   3  12   2,   1.1542238223566840816
   1   3  13   2,  0.38430004387685623435
   1   3  14   2, 0.097588542927028121277
   1   3  15   2, 0.040855634139067259492
   1   4   0   2, 0.022225537374366922949
   1   4   1   2, 0.014657705706268148171
   1   4   2   2,0.0072788184508911848991
   1   4   3   2,0.0023266835310475414075
   1   4   4   2,-0.00016461970940855464966
   1   4   5   2,-0.00010785186982093631454
   1   4   6   2,0.0018684089409070321966
   1   4   7   2,0.0055356857342890464918
   1   4   8   2,  0.01357850645440137477
   1   4   9   2, 0.040868095995906753015
   1   4  10   2,  0.14221084158406002707
   1   4  11   2,  0.35130044068238541755
   1   4  12   2,  0.33973245191719680935
   1   4  13   2,  0.13304931586318180514
   1   4  14   2, 0.042564892254130043403
   1   4  15   2, 0.025581788630570301973
   1   5   0   2, 0.011249649246729442886
   1   5   1   2,0.0070069909389524421064
   1   5   2   2,0.0030477440030837552737
   1   5   3   2,0.00060399532662860975878
   1   5   4   2,-0.00094916523531565527745
   1   5   5   2,-0.0020660072712557538827
   1   5   6   2,-0.0022985183925531603791
   1   5   7   2,-0.00036010890780789877458
   1   5   8   2,0.0047444639868082210538
   1   5   9   2, 0.015959720023331534777
   1   5  10   2, 0.041668133689308925471
   1   5  11   2, 0.076949087537360141842
   1   5  12   2, 0.071842413528012571966
   1   5  13   2, 0.035709864008214034503
   1   5  14   2, 0.017062435116650606637
   1   5  15   2, 0.013575720923748207589
   1   6   0   2,0.0038856372801853284425
   1   6   1   2,0.0020341515185175267598
   1   6   2   2,0.00073106356330859345941
   1   6   3   2,-0.00015870129750873349355
   1   6   4   2,-0.0019080393037201942227
   1   6   5   2,-0.0056996270033560650706
   1   6   6   2,-0.0099683281018506306181
   1   6   7   2,-0.0097403921450753862266
   1   6   8   2,-0.0041427071801310964838
   1   6   9   2,0.0033912580570222010563
   1   6  10   2, 0.012108315224725916398
   1   6  11   2, 0.019688300945722381208
   1   6  12   2, 0.019062451858454700776
   1   6  13   2, 0.012647706309991246093
   1   6  14   2,0.0081797449991415898535
   1   6  15   2,0.0061615503193782469524
   1   7   0   2,0.0010101318224593886213
   1   7   1   2,0.00049315598992689837869
   1   7   2   2,0.00047200344931279831226
   1   7   3   2,-3.7441508279839911741e-05
   1   7   4   2,-0.0033428686394804912711
   1   7   5   2,-0.012482852558638454082
   1   7   6   2,-0.024841773307775746882
   1   7   7   2,-0.026368837012773684025
   1   7   8   2,-0.014755968013579322945
   1   7   9   2,-0.0030140199846560812233
   1   7  10   2,0.0046977937695746327731
   1   7  11   2,0.0090120203201441324847
   1   7  12   2,0.0096013144811410520291
   1   7  13   2,0.0075014787407241770995
   1   7  14   2, 0.004805620332355958757
   1   7  15   2,0.0024958589994805019385
   1   8   0   2,0.0011492096569370900076
   1   8   1   2,0.00092118400497376382724
   1   8   2   2,0.0012247661096251604741
   1   8   3   2,0.00069452043748824150021
   1   8   4   2,  -0.0039046059050048482
   1   8   5   2,-0.017829825927127319896
   1   8   6   2,-0.038495630628347377034
   1   8   7   2,-0.040839577180030159353
   1   8   8   2,-0.020823621405302205484
   1   8   9   2,-0.0036912399499259718888
   1   8  10   2,0.0049960603998656753777
   1   8  11   2,0.0089081695678363617685
   1   8  12   2,0.0097491976038538083471
   1   8  13   2,0.0081398983483757965385
   1   8  14   2,0.0051657301695799736491
   1   8  15   2,0.0022798502465593744118
   1   9   0   2,0.0035289625125944548006
   1   9   1   2,0.0023737052216722086262
   1   9   2   2,0.0025465352803012062353
