Index,Label,Date,Type,2001-11-01 00:00:00,2001-11-02 00:00:00,2001-11-03 00:00:00,2001-11-04 00:00:00,2001-11-05 00:00:00,2001-11-06 00:00:00,2001-11-07 00:00:00,2001-11-08 00:00:00,2001-11-09 00:00:00,2001-11-10 00:00:00,2001-11-11 00:00:00,2001-11-12 00:00:00,2001-11-13 00:00:00,2001-11-14 00:00:00,2001-11-15 00:00:00,2001-11-16 00:00:00,2001-11-17 00:00:00,2001-11-18 00:00:00,2001-11-19 00:00:00,2001-11-20 00:00:00,2001-11-21 00:00:00,2001-11-22 00:00:00,2001-11-23 00:00:00,2001-11-24 00:00:00,2001-11-25 00:00:00,2001-11-26 00:00:00,2001-11-27 00:00:00,2001-11-28 00:00:00,2001-11-29 00:00:00,2001-11-30 00:00:00,TOTALS,
62,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,
62,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,
63,MID-EPMI (Daily #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,
63,MID-EPMI (Daily #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,13860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13860,
64,MID-EPMI (NP Daily#1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,
64,MID-EPMI (NP Daily#1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,13860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13860,
65,MID-EPMI (NP Daily#2) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,
65,MID-EPMI (NP Daily#2) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,2504,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5008,
66,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,
66,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,
67,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,
