filename,predicted_delimiter,predicted_quotechar,predicted_escapechar,prediction_time
q=0.05_con_xy1.csv,",","""",,0.7990587199999999
q=0.05_con_xy2.csv,",","""",,0.8361114279999999
q=0.05_con_z1.csv,",","""",,0.562921892
q=0.05_con_z2.csv,",","""",,0.766562193
q=0.05_uniserp_x1.csv,",","""",,0.8721708469999999
q=0.05_uniserp_x2.csv,",","""",,0.8660818229999999
q=0.05_uniserp_x3.csv,",","""",,0.931002035
q=0.05_uniserp_y1.csv,",","""",,0.991529726
q=0.05_uniserp_y2.csv,",","""",,0.522962422
q=0.05_uniserp_y3.csv,",","""",,0.846122684
q=0.05_uniserp_z1.csv,",","""",,0.7788032389999999
q=0.05_uniserp_z2.csv,",","""",,0.6016668419999999
q=0.05_uniserp_z3.csv,",","""",,0.985847674
q=0.1_biserp_xy2.csv,",","""",,0.8024304009999998
q=0.1_biserp_xy3.csv,",","""",,0.982421942
q=0.1_biserp_z1.csv,",","""",,0.886182914
q=0.1_biserp_z2.csv,",","""",,0.917316009
q=0.1_biserp_z3.csv,",","""",,0.6613940399999999
q=0.1_con_xy1.csv,",","""",,0.9228619510000001
q=0.1_con_xy2.csv,",","""",,0.9306233360000001
q=0.1_con_z1.csv,",","""",,0.5699126649999999
q=0.1_con_z2.csv,",","""",,0.8719791760000001
q=0.1_uniserp_x1.csv,",","""",,0.901464691
q=0.1_uniserp_x2.csv,",","""",,0.61918703
q=0.1_uniserp_y1.csv,",","""",,0.9291893449999999
q=0.1_uniserp_y2.csv,",","""",,0.5837540419999999
q=0.1_uniserp_z1.csv,",","""",,0.8330054469999999
q=0.1_uniserp_z2.csv,",","""",,0.828970945
q=0.1_uniserp_z3.csv,",","""",,0.872869007
q=0.2_biserp_xy1.csv,",","""",,0.8507746260000001
q=0.2_biserp_xy2.csv,",","""",,0.847629754
q=0.2_biserp_xy3.csv,",","""",,0.48320314200000003
q=0.2_biserp_z2.csv,",","""",,0.571671736
q=0.2_biserp_z3.csv,",","""",,0.8116931459999999
q=0.2_con_xy2.csv,",","""",,0.8347720980000001
q=0.2_con_xy3.csv,",","""",,0.747974644
q=0.2_con_z1.csv,",","""",,0.6084622550000001
q=0.2_con_z2.csv,",","""",,0.45499975699999995
q=0.2_con_z3.csv,",","""",,0.89947708
q=0.2_uniserp_x1.csv,",","""",,0.7603542610000001
q=0.2_uniserp_x2.csv,",","""",,0.7447352030000001
q=0.2_uniserp_x3.csv,",","""",,0.718207609
q=0.2_uniserp_y1.csv,",","""",,0.6180723690000001
q=0.2_uniserp_y2.csv,",","""",,0.7844302329999999
q=0.2_uniserp_y3.csv,",","""",,0.766204943
q=0.2_uniserp_z1.csv,",","""",,0.5727407469999999
q=0.2_uniserp_z2.csv,",","""",,0.7513752359999999
q=0.2_uniserp_z3.csv,",","""",,0.55956615
q=0_biserp_xy1.csv,",","""",,0.650808176
q=0_biserp_xy2.csv,",","""",,0.7490644450000001
q=0_biserp_z1.csv,",","""",,0.7981578490000001
q=0_biserp_z2.csv,",","""",,0.7781496999999999
q=0_biserp_z3.csv,",","""",,0.6196969400000001
q=0_con_xy1.csv,",","""",,0.24987052499999995
q=0_con_xy2.csv,",","""",,0.4309601860000001
q=0_con_xy3.csv,",","""",,0.461127351
q=0_con_z3.csv,",","""",,0.533298737
q=0_uniserp_x1.csv,",","""",,0.741405571
q=0_uniserp_x2.csv,",","""",,0.6003809499999999
q=0_uniserp_x3.csv,",","""",,0.5050992330000001
q=0_uniserp_y2.csv,",","""",,0.49224623599999995
q=0_uniserp_y3.csv,",","""",,0.49385235699999996
q=0_uniserp_z1.csv,",","""",,0.5564975989999998
q=0_uniserp_z3.csv,",","""",,0.56042692
test.csv,",",,,0.051371075999999904
