FTES = Full Time Equiv. Student (525 contact hrs.),CREDIT FTES (1),,,,,,,,,,,,,,,,,
Click Back to Subject Totals,MSJC MVC Total by Course,,,,,,,,,,,,,,,,,
Course,AY07-08,,,AY08-09,,,AY09-10,,,AY10-11,,,AY11-12,,,AY12-13,,
CAPP-125C3,,,,,,,,,,,,,,,,,,
CAPP-126F,,,,0.1029,,,,,,,,,,,,,,
CAPP-126G,,,,,,,,,,,,,,,,,,
CAPP-127,,,,,,,,,,,,,,8.499999999999998,2.600000000000001,,5.1999999999999975,3.0000000000000013
CAPP-131,,,,,,,,,0.6174,,0.9946999999999999,,,,,,,
CAPP-131D,,,0.4154,,1.2691,1.2005,,,,,,,,,,,,
CAPP-135,,,,,,,,,,,,,,,1.6464,,,2.5725000000000002
CAPP-135D,,,,,,,,,,,,,,,,,,
CAPP-140,,,,,,,,,,,,,,,,,,
CAPP-140C,,,,,,,,,,,,,,,,,,
CAPP-140D,,,,,,,,,,,,,,,,,,
CAPP-141,,,,,,,,,,,,,,,,,,
CAPP-141C,,,,,,,,,,,,,,,,,,
CAPP-141D,,,,,,,,,,,,,,,,,,
CAPP-143,,,,,,,,,,,,,,,,,,
CAPP-143C,,,,,,,,,,,,,,,,,,
CAPP-160C,,,,,,,,,,,,,,,,,,
CAPP-160D,,,,,,,,,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Childhood Development & Education,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
CDE-080A,,,,,,,,0.5015999999999998,,,,,,,,,,
CDE-080B,,,,,,,,0.5471999999999998,,,,,,,,,,
CDE-081A,,,,,,,,,,,,,,,,,,
CDE-083A,,,,,,,,,,,,,,,,,,
CDE-083B,,,,,,,,,,,,,,,,,,
CDE-083C,,,,,,,,,,,,,,,,,,
CDE-083D,,,,,,,,,,,,,,,,,,
CDE-083E,,,,,,,,,,,,,,,,,,
CDE-083F,,,,,,,,,,,,,,,,,,
CDE-101,4.2189000000000005,8.899999999999984,9.99999999999998,,7.499999999999989,9.499999999999982,4.0131000000000006,10.599999999999978,8.299999999999986,,6.999999999999991,7.699999999999989,,7.599999999999989,7.415999999999988,,3.1899,9.478299999999988
CDE-102,,3.0000000000000013,3.700000000000002,,3.600000000000002,3.700000000000002,,,3.700000000000002,,,3.2000000000000015,,3.1000000000000014,2.8736999999999986,,3.600000000000002,3.1000000000000014
CDE-103,,5.699999999999996,2.400000000000001,,3.5000000000000018,6.692799999999995,,5.999999999999995,6.799999999999992,,4.999999999999998,2.700000000000001,,3.5000000000000018,4.210499999999998,,3.3957,6.000300000000003
CDE-105,,,,,,1.5561000000000003,,,,,,,,,,,,
CDE-109,,,,,,,,,,,,,,,,,,
CDE-110,,7.19999999999999,7.673199999999994,,8.199999999999987,7.499999999999989,,9.399999999999983,7.899999999999988,,7.29999999999999,7.099999999999991,,7.499999999999989,11.137899999999997,,6.884099999999997,6.881199999999996
CDE-110H,,0.1,,,,0.2,,,0.2,,,,,0.2,0.0927,,0.1,
CDE-111,,2.800000000000001,2.800000000000001,,2.2000000000000006,,,3.2000000000000015,3.5000000000000018,,,3.3000000000000016,,,5.734499999999994,,2.9000000000000012,
CDE-112A,,,,,,,,,,,,,,,,,,
CDE-112B,,,,,,,,,,,,,,,,,,
CDE-112C,,,,,,,,,,,,,,,,,,
CDE-113,3.1899,,,,,,,2.8812,,,,,,,,,,
CDE-114,,,,,,,,,,,,,,,,,,
CDE-115,,,,,3.7002000000000006,,,,,,,,,3.0000000000000013,,,,
CDE-119,,,,,3.800000000000002,,,3.5000000000000018,,,,,,,,,3.4000000000000017,
CDE-120,,,,,,3.600000000000002,,,,,,3.2000000000000015,,,,,,3.1000000000000014
CDE-125,,5.899999999999995,4.9452000000000025,3.3818000000000015,12.39079999999998,6.8999999999999915,,6.399999999999993,9.399999999999983,,6.699999999999992,6.399999999999993,,9.299999999999983,3.059099999999998,2.6506000000000003,5.9783,8.260899999999989
CDE-125H,,0.1,,,,,,0.2,0.1,,,,,,,,0.1,
CDE-126,,3.107600000000001,,,,,,2.9248000000000007,,,,,,,,,,2.8334000000000006
CDE-127,,,0.122,,,,,,0.8574999999999999,,,,,,,,,
CDE-128,,,3.016200000000001,,,,,,2.1021999999999994,,,,,,,,,
CDE-129,,,,,,,,,,,,,,,,,,
CDE-131,,1.2,0.8999999999999999,,0.7999999999999999,,,2.2000000000000006,2.2000000000000006,,2.0000000000000004,2.2000000000000006,,1.5000000000000002,,,2.2000000000000006,
CDE-131H,,,0.1,,,,,,,,,,,,,,,
CDE-134,,,,,2.058,,,,,,1.9342999999999997,,,,,,2.001,
CDE-137,,,,2.5592,,,,,,,,,,,,,,
CDE-140,,3.2000000000000015,2.700000000000001,,3.5000000000000018,,,3.600000000000002,,,3.4000000000000017,,,3.5000000000000018,3.2444999999999977,,3.2000000000000015,3.016200000000001
CDE-141,,0.7,,,0.7999999999999999,,,2.2000000000000006,,,,1.7000000000000004,,,,,,
CDE-143,,,,,,,,,,,,,,3.900000000000002,,,3.2000000000000015,
CDE-146,,0.9999999999999999,,,,,,2.600000000000001,,,,,,,,,,
CDE-147,,3.334000000000001,2.6672000000000007,,2.8339000000000008,3.667400000000001,,,3.500700000000001,,3.167300000000001,3.000600000000001,,,,,1.7365999999999995,1.7746999999999995
CDE-148,,1.6670000000000003,2.0004000000000004,,2.1671000000000005,2.1671000000000005,,2.3338000000000005,,,3.000600000000001,2.6672000000000007,,,,,1.1319000000000001,
CDE-149,,,,,0.834,1.0665,,1.1664999999999999,0.9998999999999999,,0.1334,0.33349999999999996,,0.33349999999999996,0.33349999999999996,,0.33349999999999996,0.5336
CDE-201B,,,,,0.5115000000000003,,,,,,,,,,,,,
CDE-201F,,,,,,0.46170000000000005,,,,,,,,,,,,
CDE-201H,,,,,,,,,,,,,,,,,,
CDE-201L,,,,,,,,,,,,,,,,,,
CDE-201M,,,,,,,,,,,,,,,,,,
CDE-202A,,0.1501,,,,,,,,,,,,,,,,
CDE-202B,,0.3495999999999999,,,,,,,,,,,,,,,,
CDE-202G,,,,,0.49500000000000033,,,,,,,,,,,,,
CDE-203C,,,0.1368,,,,,,,,,,,,,,,
CDE-203D,,,0.22799999999999995,,,,,,,,,,,,,,,
CDE-204G,,,,,,0.35910000000000003,,,,,,,,,,,,
CDE-205C,,,,,,,,,,,,,,,,,,
CDE-205D,,,,,,,,,,,,,,,,,,
CDE-299,,,0.0002,,,,,,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Chemistry,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
CHEM-100,9.643199999999991,21.199999999999957,17.39999999999997,4.617500000000001,20.19999999999996,21.999999999999954,9.876600000000002,24.599999999999945,27.399999999999935,5.610000000000001,24.199999999999946,17.59999999999997,,17.59999999999997,17.79999999999997,6.171000000000004,16.99999999999997,17.39999999999997
CHEM-101,9.906600000000006,29.70000000000005,30.60000000000005,7.406100000000004,29.70000000000005,29.40000000000005,9.326200000000005,30.00000000000005,27.600000000000044,8.415000000000001,27.900000000000045,28.800000000000047,,30.900000000000052,27.900000000000045,6.789200000000003,28.800000000000047,27.600000000000044
CHEM-102,,15.900000000000016,17.40000000000002,,15.000000000000014,17.40000000000002,,16.500000000000018,18.900000000000023,,16.200000000000017,16.80000000000002,,15.600000000000016,18.300000000000022,,15.300000000000015,16.80000000000002
CHEM-107,,,,,,,,,,,,7.465599999999997,,6.998999999999997,7.465599999999997,,7.465599999999997,5.832499999999998
CHEM-112,,,,,,,,,,,,,,,,,,
CHEM-113,,,,,,,,,,,,,,,,,,
CHEM-299,0.0038,0.001,,,,,,,,,,,,,,,,
Communication,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
COMM-055,,,,,,,,,,,,,,,,,,
COMM-056,,,,,,0.2,,0.1,0.4,,0.4,,,0.0914,,,,
COMM-100,8.334900000000001,42.189900000000264,39.47700000000021,7.860400000000008,45.12020000000032,42.48700000000031,,49.26530000000034,47.37690000000042,,49.80000000000044,51.000000000000455,,48.900000000000425,43.70000000000035,2.7521,28.000000000000128,36.40000000000025
COMM-100H,,,0.1,,,,,,,,,,,,,,,0.6
COMM-103,5.3508000000000004,26.23470000000011,28.81590000000011,5.758200000000005,29.48700000000016,30.89280000000018,2.6506000000000003,32.48120000000019,36.25370000000026,,26.0000000000001,26.200000000000102,,24.400000000000077,34.40000000000022,,35.00000000000023,32.87400000000021
COMM-104,0.7203,7.599999999999989,8.299999999999986,0.5484,7.099999999999991,8.599999999999985,,8.499999999999986,8.399999999999986,,9.099999999999984,9.299999999999983,,9.099999999999984,9.099999999999984,,9.199999999999983,8.999999999999984
COMM-105,,0.5,,,0.2,,,,0.7999999999999999,,1.6000000000000003,,,1.2,1.0999999999999999,,0.9999999999999999,
COMM-106,,,1.9000000000000006,,2.9000000000000012,2.800000000000001,,2.9000000000000012,3.2000000000000015,,2.700000000000001,,,3.1000000000000014,,,3.1000000000000014,
COMM-108,,2.9000000000000012,,,2.800000000000001,2.9000000000000012,,2.800000000000001,,,3.1000000000000014,,,3.3000000000000016,,,3.0000000000000013,
COMM-108H,,,,,0.2,,,0.30000000000000004,,,,,,0.1,,,0.30000000000000004,
COMM-110,,,,,,2.9000000000000012,,,,,,,,,,,,
COMM-113,,1.7000000000000004,0.4,,0.6,,,2.2000000000000006,,,2.500000000000001,,,,,,,
COMM-115,,,,,,,,,,,,2.9000000000000012,,,2.9000000000000012,,,
COMM-120,,,,,,,,,2.9000000000000012,,,2.9000000000000012,,,2.600000000000001,,3.2000000000000015,3.0000000000000013
COMM-129,,,,,,0.29100000000000004,,,0.30000000000000004,,,,,,,,,
COMM-149,,,,,,,,,0.0013,,,,,,,0.0076,,0.001
COMM-201,,,0.7999999999999999,,,,,,,,,,,,1.7000000000000004,,,
COMM-299,,,,,,,,,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Corrections,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
CORR-101,,2.600000000000001,,,,3.700000000000002,,,,,,,,,,,3.900000000000002,
CORR-102,,,2.0000000000000004,,,,,3.800000000000002,,,,3.600000000000002,,,,,,3.4000000000000017
CORR-103,,,,,2.400000000000001,,,,4.000000000000002,,,,,3.700000000000002,,,,
Computer Science/Informations Systems,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
CSIS-039,,,,,,,,,,,,,,,,,,
CSIS-101,3.9102,12.319399999999982,12.093599999999983,4.752800000000003,16.207599999999978,15.16079999999997,,15.70889999999998,12.96779999999998,2.6054999999999993,12.459199999999985,14.267799999999973,,12.199999999999973,12.79999999999997,,10.09999999999998,10.09999999999998
CSIS-103,,1.3709999999999998,2.2849999999999997,,2.3139000000000016,4.465600000000004,,4.1841,5.1899,,2.3000000000000007,4.000000000000002,,2.1000000000000005,2.0000000000000004,,2.3000000000000007,2.600000000000001
CSIS-104,,,,,,,,,,,,,,,,,,
CSIS-111B,1.9551,2.4407999999999994,3.1264000000000003,,4.068000000000001,1.8339999999999992,,3.700000000000002,2.149399999999999,,2.600000000000001,4.816700000000002,,4.856400000000002,2.0000000000000004,,4.576500000000002,2.6378999999999997
CSIS-112A,,2.2000000000000006,1.4000000000000001,,1.9000000000000006,,,,,,,,,,,,,
CSIS-113A,,2.2849999999999997,2.5592,,4.393600000000002,2.0107999999999993,,3.2928,5.213000000000005,,2.7783,4.875399999999999,,2.3667000000000002,2.1021999999999994,,3.087,2.4696000000000002
CSIS-113B,,2.3764,1.3709999999999998,,1.0054,,,,,,,,,,,,,
CSIS-113C,,,,,,1.8000000000000005,,,,,,,,,,,,
CSIS-114A,,,,,,,,,,,,,,,,,,
CSIS-114C,,,,,,,,,,,,,,,,,,
CSIS-115A,,,2.0107999999999993,,1.7000000000000004,4.6,,2.3000000000000007,4.799999999999999,,,,,,,,,
CSIS-115B,,,,,,,,,,,,,,,,,,
CSIS-116B,,,,,,,,,,,,,,,,,,
CSIS-116C,,,,,,,,,,,,,,,,,,
CSIS-116D,,,,,,,,,,,,,,,,,,
CSIS-116E,,,,,,,,,,,,,,,,,,
CSIS-117D,,2.0580000000000003,,,3.5290000000000012,,,1.7000000000000004,1.9000000000000006,,2.0000000000000004,,,2.2000000000000006,2.1000000000000005,,3.0000000000000013,2.500000000000001
CSIS-118A,,,,,3.800000000000001,,,,,,1.8000000000000005,,,,,,,
CSIS-118B,,,,,,,,,,,,,,,,,,
CSIS-119A,,,,,,,,,,,,,,,,,,
CSIS-122A,,,0.8999999999999999,,,,,,,,,,,,,,,
CSIS-123A,,1.3709999999999998,1.4623999999999997,,0.9427,1.0968,,2.0107999999999993,1.0054,,1.0968,0.9140000000000001,,1.2348000000000001,0.9261,,2.1361999999999997,1.6464
CSIS-123B,,1.2795999999999998,1.1882,,,,,,,,,,,,,,,
CSIS-123C,,,,,,,,,,,,,,,,,,
CSIS-124A,,,,,,,,,,,,,,,,,,
CSIS-124C,,,,,,,,,,,,,,,,,,
CSIS-125A,,,,,,,,,,,,,,,,,,
CSIS-149,,0.0003,,0.0038,0.1679,0.33330000000000004,,,,,,,,,,,,0.4
CSIS-150,,,,,,,,,,,,,,,,,,
CSIS-151,,,,,,,,,,,,,,,,,,
CSIS-153,,1.0054,,,,,,,,,,,,,,,,
CSIS-154,,,,,,,,,,,,,,,,,,
CSIS-171,,,,,,,,,,,,,,,,,,
CSIS-181,,,,,,,,,,,,,,,,,,
CSIS-182,,,,,,,,,,,,,,,,,,
CSIS-188,,,,,,,,,,,,,,,,,,
CSIS-190,,,,,,,,,,,,,,,,,,
CSIS-191,,,,,,,,,,,,,,,,,,
CSIS-201,,1.9991999999999994,1.9039999999999995,,3.046400000000001,3.2000000000000015,,4.5,4.000000000000002,,2.700000000000001,2.800000000000001,,2.700000000000001,2.400000000000001,,2.600000000000001,2.400000000000001
CSIS-202,1.7493,3.1874000000000016,4.661200000000004,2.5592,4.696400000000002,4.699999999999999,,4.6,7.099999999999991,,6.699999999999992,6.799999999999992,,6.452199999999997,8.399999999999986,,9.899999999999988,5.999999999999995
CSIS-211,,,1.2,,,,,,1.0999999999999999,,,,,,,,,1.8522
CSIS-214,,,,,,,,,,,,,,,,,,
CSIS-223A,,,,,,,,,,,,,,,,,,
CSIS-233A,,,,,,,,,,,,,,,,,,
CSIS-241A,,,,,,,,,,,,,,,,,,
CSIS-261A,,,,,,,,,,,,,,,,,,
CSIS-299,0.0057,,,,,,,,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Dance,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
DAN-100,,3.1000000000000014,3.0000000000000013,,3.4000000000000017,6.8999999999999915,,3.0000000000000013,6.499999999999993,,3.3000000000000016,3.0000000000000013,,3.3000000000000016,3.0000000000000013,,3.2000000000000015,3.4000000000000017
DAN-108,,1.3220999999999996,,,1.6000000000000003,1.164,,1.8000000000000005,1.0999999999999999,,1.5254999999999994,1.6000000000000003,,0.9999999999999999,1.0999999999999999,,1.017,1.1723999999999999
DAN-114,,,,,,,,,,,,,,,,,,
DAN-120,1.7374000000000003,1.6000000000000003,,,,1.8000000000000005,,2.3000000000000007,2.400000000000001,,2.400000000000001,,,,,,,
DAN-121,,4.300000000000001,3.3000000000000016,2.1021999999999994,5.299999999999997,2.400000000000001,,2.500000000000001,2.800000000000001,,2.500000000000001,2.3000000000000007,,2.1000000000000005,,,2.500000000000001,2.600000000000001
DAN-122,,2.1000000000000005,2.800000000000001,,2.9000000000000012,1.9000000000000006,,1.9000000000000006,2.800000000000001,,2.600000000000001,2.400000000000001,,,2.500000000000001,,2.400000000000001,
DAN-123,2.3667000000000002,5.599999999999996,2.400000000000001,2.8334000000000006,5.299999999999997,4.5,,5.1999999999999975,4.899999999999999,,2.3000000000000007,,,2.400000000000001,2.600000000000001,,2.400000000000001,2.500000000000001
DAN-124,,1.9000000000000006,1.2,,2.700000000000001,,,3.0000000000000013,,,,,,2.500000000000001,,,,
DAN-125,,1.5000000000000002,1.5000000000000002,,2.2000000000000006,2.1000000000000005,,2.0000000000000004,2.3000000000000007,,1.9000000000000006,2.400000000000001,,2.0000000000000004,,,2.500000000000001,1.4000000000000001
DAN-126,,,1.0664,,,,,,3.465800000000002,,3.0659000000000014,2.3994000000000004,,1.9994999999999998,,,,1.333
DAN-127,,,1.7328999999999999,,2.2661000000000002,3.332500000000002,,2.1328,,,,2.5327000000000006,,,2.1328,,,
DAN-128,,,1.3,,,,,1.6000000000000003,,,,,,,2.1000000000000005,,,
DAN-129,,,,,,,,,,,,,,,,,,
DAN-130,,,,,,,,,,,,,,,,,,
DAN-131,,,,,3.2000000000000015,2.425,,3.1000000000000014,2.700000000000001,,2.3390999999999993,2.400000000000001,,2.500000000000001,2.600000000000001,,2.3390999999999993,1.9000000000000006
DAN-133,,,0.7,,,1.6000000000000003,,,,,2.400000000000001,2.3000000000000007,,2.700000000000001,2.600000000000001,,3.700000000000002,3.0000000000000013
DAN-140,,,,,,,,,,,,,,,,,,
DAN-201,,,0.1728,,,1.029,,,1.5777999999999999,,,1.029,,,,,,
DAN-209,,0.8999999999999999,,,,,,,,,,,,,,,,
DAN-212,,,2.5663,,3.966099999999999,,,3.7327999999999992,,,8.165499999999996,,,,3.9999999999999996,,6.399999999999998,6.599999999999998
DAN-214,,,,,,3.6400000000000015,,,1.8664000000000003,,,1.8664000000000003,,,,,,
DAN-299,0.0019,,0.0017999999999999997,,0.0026999999999999997,0.1665,,0.0017999999999999997,0.0024999999999999996,,0.10120000000000001,0.0333,,0.2666,0.0026,,0.0003,0.0017000000000000001
Diagnostic Medical Sonography,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
DMS-095,,,,,0.5,,,0.5,,,0.7999999999999999,,,,,,0.7,
DMS-100,,,,1.2189999999999999,1.1997,,,1.333,,,1.333,,,,,,0.9330999999999999,
DMS-101,,,,,0.8999999999999999,,,0.9999999999999999,,,0.9999999999999999,,,,,,0.7,
DMS-102,,,,,,0.7999999999999999,,,0.7,,,0.8999999999999999,,,,,,0.7
DMS-103,,,,,0.7,,,1.1669,,,1.6670000000000003,,,,,,1.1669,
DMS-104,,,,,,,,,,,,,,,,,,1.2803000000000002
DMS-110,,,0.6003,,,0.6669999999999999,,,0.6669999999999999,,,0.6003,,,,,,0.4668999999999999
DMS-114,,,,4.527,,,5.144000000000001,,,4.724,,,4.629600000000001,,,,,
DMS-118,,0.6669999999999999,,,0.6669999999999999,,,0.6669999999999999,,,0.6669999999999999,,,,,,,
DMS-120,,,0.9999999999999999,,,0.9999999999999999,,,0.9999999999999999,,,0.8999999999999999,,,,,,0.7
DMS-122,,,0.49999999999999994,,,0.49999999999999994,,,0.49999999999999994,,,0.44999999999999996,,,,,,0.35
DMS-124,,,,,9.0009,,,10.001,,,9.0009,,,7.822400000000001,,,,
DMS-126,1.4628,,,,,,,,,,,,,,,,,
DMS-128,,,0.6669999999999999,,,0.6400000000000001,,,0.6669999999999999,,,0.6003,,,,,,
DMS-130,,,,,0.8999999999999999,,,0.9999999999999999,,,0.8999999999999999,,,0.8999999999999999,,,,
DMS-132,,0.2,,,0.44999999999999996,,,0.49999999999999994,,,0.44999999999999996,,,0.44999999999999996,,,,
DMS-134,,,0.2668,,,0.6003,,,0.6669999999999999,,,0.6003,,,0.6003,,,
DMS-136,,2.0004,,,,,,,10.001,0.4113,,10.001,,,7.9424,,,
DMS-138,,0.2668,,,0.6003,,,0.6669999999999999,,,0.6003,,,,,,,
DMS-140,,,,,,,,,,,,,,0.6003,,,,
DMS-148,,,0.2668,,,0.6003,,,0.6669999999999999,,,0.6003,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Economics,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
ECON-201,4.9392000000000005,15.59999999999996,18.699999999999996,3.5646000000000018,20.000000000000014,16.79999999999997,,21.90000000000004,19,4.5276000000000005,14.599999999999964,10.699999999999978,,14.699999999999964,10.399999999999979,,15.59999999999996,10.999999999999977
ECON-201H,,,,,,,,,,,,,,,0.2,,0.30000000000000004,0.2
ECON-202,2.3667000000000002,13.899999999999967,12.99999999999997,3.4732000000000016,12.299999999999972,16.381999999999973,,12.599999999999971,12.99999999999997,,9.199999999999983,7.799999999999988,,7.999999999999988,11.399999999999975,,8.199999999999987,10.699999999999978
ECON-203,,,,,,,,,,,,,,,3.3000000000000016,,4.000000000000002,3.600000000000002
Education/Teacher Preparation,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
ED-132,,,,,,0.9699999999999999,,,1.2700999999999998,,,0.6,,,,,,0.4
ED-135,,,1.5000000000000002,,,2.700000000000001,,,,,,,,,,,,
ED-136,,1.7000000000000004,,,1.0999999999999999,,,,,,,,,,,,,
ED-142,,,1.3,,,,,,,,,,,,,,,
English,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
ENGL-041,,0.7,0.7999999999999999,,0.30000000000000004,0.1,,0.6,0.30000000000000004,,0.8999999999999999,,,,,,,
ENGL-042,,0.4,,,0.2,,,,0.4,,0.2,,,,,,,
ENGL-050,1.7493,1.1484,1.0484,1.1882,1.2795999999999998,,,,,,,,,,,,,
ENGL-051,,2.5713000000000013,2.0624,,2.2333,,,,,,,,,,,,,
ENGL-052,,0.9140000000000001,1.2,0.7312000000000001,1.3,,,,,,,,,,,,,
ENGL-053,,,,,1.2484,,,,,,,,,,,,,
ENGL-054,1.1319000000000001,,,,,,,,,,,,,,,,,
ENGL-056,0.8232,1.6643999999999992,2.1021999999999994,2.1935999999999996,2.2392,,,,,,,,,,,,,
ENGL-061,5.072700000000005,31.725399999999834,28.392899999999873,7.542000000000006,15.46280000000002,13.863200000000017,6.095000000000003,20.794799999999963,21.727899999999952,,24.127299999999924,23.72739999999993,,23.59409999999993,16.529200000000014,,12.130300000000014,8.264600000000009
ENGL-062,10.556700000000014,35.85769999999979,37.64439999999981,15.052400000000016,36.52419999999978,48.787799999999635,6.704500000000004,37.857199999999764,35.324499999999794,,32.92509999999982,31.19219999999984,,31.858699999999832,24.88849999999999,,19.59729999999998,21.424499999999956
ENGL-065,,1.8000000000000005,,,,,,1.9000000000000006,,,,,,,,,,
ENGL-095,,0.7119,,,,,,,,,,,,,,,,
ENGL-098,17.685900000000025,63.31749999999946,69.62089999999968,19.39490000000002,90.37740000000055,81.17970000000017,9.629200000000008,72.88969999999983,72.3818999999998,,62.11779999999948,67.31649999999959,,59.9849999999995,76.99329999999992,,38.22909999999977,62.63519999999947
ENGL-101,15.492300000000021,96.64250000000081,78.34240000000001,16.470900000000015,92.24360000000063,90.91060000000057,12.43290000000001,90.4914000000005,84.11230000000029,,73.98149999999987,76.11429999999996,,73.18169999999984,82.53140000000016,6.011300000000003,75.14439999999983,87.24840000000039
ENGL-101H,,0.5332,0.2666,0.1371,0.39990000000000003,0.537,,0.39990000000000003,0.39990000000000003,,0.7998,0.5332,,0.5332,0.6665,,0.1333,0.7998
ENGL-103,9.048600000000011,31.19219999999984,41.45629999999972,5.408600000000003,40.65649999999973,37.32399999999977,,31.592099999999835,40.78979999999973,3.427500000000002,33.99149999999981,33.85819999999981,,29.725899999999857,35.45779999999979,7.034500000000006,31.19219999999984,22.394399999999944
ENGL-103H,0.2742,1.333,0.9330999999999999,0.1371,0.7998,1.5996,,1.0664,1.1997,,0.39990000000000003,1.4663,,1.7328999999999999,0.9330999999999999,,1.333,0.6665
ENGL-104,,0.6,0.4,,0.5,0.5559999999999999,,1.4000000000000001,1.5000000000000002,,1.0116,1.2,,1.2,0.8999999999999999,,1.4000000000000001,0.7
ENGL-104H,,,,,,,,,,,0.1,,,,,,,
ENGL-106,1.7493,4.300000000000001,3.800000000000002,1.8284999999999993,5.999999999999995,6.8999999999999915,,4.5,5.599999999999996,,4.899999999999999,5.399999999999997,,5.1999999999999975,5.699999999999996,,4.999999999999998,4.799999999999999
ENGL-106H,,0.4,0.4,,0.4,0.30000000000000004,,,0.2,,0.1,,,0.2,,,0.2,0.5
ENGL-130,,1.9000000000000006,2.0000000000000004,,1.7000000000000004,2.3000000000000007,,1.9000000000000006,,,2.700000000000001,2.600000000000001,,2.700000000000001,2.600000000000001,,2.700000000000001,
ENGL-130H,,,,,,,,0.1,,,,,,,0.4,,,
ENGL-131,,1.4000000000000001,1.0999999999999999,,1.2,,,0.9999999999999999,0.9999999999999999,,1.7000000000000004,0.9999999999999999,,0.8999999999999999,,,0.8999999999999999,
ENGL-131H,,,0.1,,,,,,0.30000000000000004,,,0.1,,,,,0.1,
ENGL-132,,,,,,1.5519999999999998,,,1.5631999999999995,,,1.7000000000000004,,,,,,2.500000000000001
ENGL-132H,,,,,,0.485,,,0.1954,,,0.5,,,,,,0.2
ENGL-145,,,,,,,,,,,,,,,0.7,,,
ENGL-145H,,,,,,,,,,,,,,,,,,
ENGL-160,,,,,,,,,,,,,,,,,,
ENGL-191,,0.09990000000000002,0.09990000000000002,,0.1998,,,0.09990000000000002,0.1332,,,0.09990000000000002,,,,,,
ENGL-200,,,,,,,,,,,1.8000000000000005,,,1.5000000000000002,,,0.9999999999999999,1.3
ENGL-203,,1.0999999999999999,,,1.0999999999999999,,,2.0000000000000004,,,1.6000000000000003,,,,,,,
ENGL-203H,,0.2,,,,,,0.2,,,0.1,,,,,,,
ENGL-205,,,1.7000000000000004,,,1.9000000000000006,,3.1000000000000014,2.400000000000001,,3.0000000000000013,2.500000000000001,,2.3000000000000007,2.600000000000001,,,2.9000000000000012
ENGL-205H,,,0.30000000000000004,,,0.2,,0.2,0.2,,,0.30000000000000004,,0.30000000000000004,,,,0.2
ENGL-207,,0.9999999999999999,,,,,,2.400000000000001,,,,,,2.700000000000001,,,,
ENGL-207H,,0.2,,,,,,0.2,,,,,,0.1,,,,
ENGL-208,,,1.6000000000000003,,,,,,2.3000000000000007,,,2.400000000000001,,,2.800000000000001,,,
ENGL-208H,,,0.4,,,,,,0.2,,,,,,0.30000000000000004,,,
ENGL-220,,1.8000000000000005,,,,,,2.500000000000001,,,,,,,,,,
ENGL-220H,,0.4,,,,,,0.2,,,,,,,,,,
ENGL-225,,1.0999999999999999,1.7000000000000004,,1.2,2.400000000000001,,,,,3.1000000000000014,,,,,,,
ENGL-230,,,,,1.5000000000000002,,,2.3000000000000007,,,2.500000000000001,,,2.800000000000001,,,3.0000000000000013,
ENGL-230H,,,,,,,,,,,,,,0.1,,,0.1,
ENGL-231,,,,,,2.2000000000000006,,,2.400000000000001,,,2.9000000000000012,,,2.700000000000001,,,2.500000000000001
ENGL-231H,,,,,,0.30000000000000004,,,0.1,,,0.1,,,0.30000000000000004,,,0.30000000000000004
ENGL-235,,,,,1.3,,,,1.4000000000000001,,,,,,,,,
ENGL-240,,,,,1.0999999999999999,,,,,,,1.9000000000000006,,,2.400000000000001,,,
ENGL-250,,,,,0.9999999999999999,,,,,,,,,,,,,
