AM60 RS CT 298K,,,
,,,
True Strain,True Stress,,
0.00329944982398339,93.100212097,,
0.00330022227082522,93.159797668,,
0.00330093491480188,93.136627197,,
0.00330170736049656,93.200881958,,
0.00330242000341488,93.24066925,,
0.00330313264582513,93.271766663,,
0.00330390508982218,93.278137207,,
0.00330461773117431,93.261642456,,
0.00330539017402422,93.249656677,,
0.00330610281431802,93.295402527,,
0.00330687525602079,93.376411438,,
0.003307588891954,93.348487854,,
0.00330836033581189,93.376190186,,
0.00330907397068529,93.440452576,,
0.00330984641009303,93.574440002,,
0.00331055904721114,93.592330933,,
0.00331127168382117,93.622215271,,
0.00331204412153153,93.483573914,,
0.00331275675708325,93.512336731,,
0.00331352919364626,93.512580872,,
0.00331424182813989,93.748756409,,
0.00331501426355577,93.70262146,,
0.00331572689699109,93.712539673,,
0.00331649933125986,93.871490479,,
0.00331721296032501,93.745246887,,
0.00331798439675852,93.877784729,,
0.00331869802476389,93.761611938,,
0.00331947045673766,93.996490479,,
0.00332018308699736,93.860023499,,
0.00332089571674899,93.844665527,,
0.0033216681470252,94.026634216,,
0.00332238077571875,93.793876648,,
0.00332315320484785,93.951530457,,
0.00332386583248312,94.053085327,,
0.00332463826046512,94.063468933,,
0.00332535088704209,94.006080627,,
0.003326123313877,93.94078064,,
0.00332683593939546,94.118415833,,
0.0033276083650835,94.057472229,,
0.00332832198622097,94.154907227,,
0.0033290934140844,94.17842865,,
0.00332980703416233,94.297203064,,
0.00333051965705569,94.133049011,,
0.00333129207989811,94.254554749,,
0.00333200470173341,94.144088745,,
0.00333277712342875,94.387176514,,
0.00333348974420578,94.338554382,,
0.00333426216475404,94.35193634,,
0.00333497478447257,94.435516357,,
0.00333574720387398,94.310890198,,
0.00333645982253425,94.387626648,,
0.00333723224078837,94.47089386,,
0.0033379458550583,94.572753906,,
0.00333865847215177,94.448768616,,
0.00333943088870761,94.598213196,,
0.00334014350474305,94.61239624,,
0.00334091592015183,94.614746094,,
0.003341628535129,94.667167664,,
0.00334240094939073,94.751472473,,
0.00334311356330965,94.832321167,,
0.00334388597642432,94.856887817,,
0.00334459858928477,94.823646545,,
0.0033453710012526,94.858108521,,
0.00334608361305481,94.793792725,,
0.00334685602387538,94.848075867,,
0.00334756963127767,95.018928528,,
0.00334828224151311,94.9037323,,
0.00334905465063543,94.931510925,,
0.00334976725981285,95.038124084,,
0.00335053966778814,94.982170105,,
0.00335125227590732,94.981376648,,
0.00335202468273557,95.055458069,,
0.0033527372897963,95.026168823,,
0.00335350969547773,95.042274475,,
0.00335422230148024,95.030853271,,
0.00335499470601442,95.151390076,,
0.00335570731095891,95.222412109,,
0.00335647971434607,95.07258606,,
0.00335719231823234,95.231452942,,
0.0033579059182584,95.243537903,,
0.00335867831994735,95.194198608,,
0.00335939092226689,95.3099823,,
0.00336016332280882,95.354507446,,
0.00336087592407014,95.38874054,,
0.00336164832346506,95.509277344,,
0.00336236092366795,95.554534912,,
0.00336313332191607,95.529502869,,
0.00336384592106076,95.507453918,,
0.00336461831816165,95.539588928,,
0.00336533091624835,95.687812805,,
0.00336610331220224,95.634208679,,
0.00336681590923073,95.570205688,,
0.00336752950238943,95.631813049,,
0.00336830189664515,95.707504272,,
0.00336901449210694,95.694389343,,
0.00336978688521566,95.650352478,,
0.00337049947961903,95.769119263,,
0.00337127187158098,95.819366455,,
0.00337198446492616,95.744346619,,
0.0033727568557409,95.779693604,,
0.00337346944802812,95.779945374,,
0.00337424183769586,95.753944397,,
0.0033749544289249,95.850730896,,
0.00337566701964592,95.877876282,,
0.00337643940761651,95.90574646,,
0.00337715299390798,95.994316101,,
0.00337792438410275,96.052932739,,
0.00337863796933478,96.064620972,,
0.00337941035501043,96.040390015,,
0.00338012294255621,96.095146179,,
0.00338089532708511,96.05506134,,
0.00338160791357272,96.168830872,,
0.00338238029695443,96.126174927,,
0.00338309288238409,96.169654846,,
0.00338386526461884,96.274246216,,
0.00338457784899034,96.247444153,,
0.00338529043285384,96.267501831,,
0.00338606281339146,96.460578918,,
0.00338677639281584,96.273323059,,
0.00338754777558724,96.422676086,,
0.00338826135395198,96.354484558,,
0.00338903373219493,96.392089844,,
0.00338974631288325,96.488395691,,
0.00339051868997902,96.53767395,,
0.00339123126960941,96.505157471,,
0.00339200364555824,96.483108521,,
0.00339271622413048,96.473373413,,
0.00339348859893236,96.614196777,,
0.00339420117644646,96.596092224,,
0.00339491375345257,96.624443054,,
0.00339568612655714,96.715744019,,
0.00339639969911477,96.798843384,,
0.00339717107446297,96.668014526,,
0.00339788464596076,96.777526855,,
0.00339865602016373,96.66545105,,
0.00339936959060191,96.749595642,,
0.00340014196026492,96.839782715,,
0.003400854533038,96.924568176,,
0.00340162690155409,96.816520691,,
0.00340233947326904,96.879096985,,
0.00340311184063821,96.950027466,,
0.00340382441129504,96.935379028,,
0.00340453698144389,96.967597961,,
0.00340530934711577,96.925262451,,
0.00340602191620672,97.058517456,,
0.0034067942807317,96.961265564,,
0.00340750784536269,97.053779602,,
0.0034082792121426,96.995246887,,
0.003408992775714,97.157653809,,
0.00340976513794439,97.146942139,,
0.00341047770386029,97.171356201,,
0.00341125006494378,97.154052734,,
0.00341196262980158,97.074272156,,
0.0034126751941514,97.20463562,,
0.00341344755353764,97.161155701,,
0.00341416011682958,97.218490601,,
0.00341493247506893,97.303436279,,
0.00341564503730277,97.298858643,,
0.00341641739439523,97.276077271,,
0.00341713095215954,97.217720032,,
0.00341790231151654,97.370117188,,
0.00341861586822128,97.407493591,,
0.0034193882230192,97.329078674,,
0.00342010078207805,97.354454041,,
0.00342087313572909,97.377799988,,
0.00342158569372964,97.580375671,,
0.00342229825122266,97.444404602,,
0.00342307060317648,97.485549927,,
0.00342378315961143,97.431381226,,
0.00342455551041838,97.44128418,,
0.00342526806579525,97.518180847,,
0.00342604041545533,97.574295044,,
0.0034267529697739,97.600471497,,
0.00342752531828734,97.596450806,,
0.00342823886812555,97.692268372,,
0.00342901021891419,97.706207275,,
0.00342972376769307,97.652915955,,
0.0034304961139118,97.613067627,,
0.00343120866505545,97.74584198,,
0.00343192121569159,97.797454834,,
0.00343269356021314,97.752372742,,
0.00343340610979122,97.900840759,,
0.00343417845316591,97.82081604,,
0.00343489100168593,97.922180176,,
0.00343566334391378,97.844902039,,
0.00343637589137553,97.862617493,,
0.00343714823245676,98.003433228,,
0.00343786177542857,98.030815125,,
0.00343863311879462,98.044425964,,
0.00343934666070691,98.030502319,,
0.00344011899949369,98.06489563,,
0.00344083154378058,98.129867554,,
0.00344154408755997,98.177215576,,
0.00344231642464938,98.19960022,,
0.00344302896737073,98.312721252,,
0.00344380130331331,98.286888123,,
0.0034445138449764,98.218544006,,
0.00344528617977238,98.324737549,,
0.00344599872037743,98.409919739,,
0.00344677105402637,98.356307983,,
0.00344748459013215,98.292396545,,
0.00344825592607574,98.286598206,,
0.00344896946112179,98.379920959,,
0.00344968199910258,98.413978577,,
0.00345045432990681,98.490142822,,
0.00345116686682957,98.47051239,,
0.00345193919648699,98.483718872,,
0.00345265173235174,98.553688049,,
0.00345342406086235,98.486465454,,
0.00345413659566886,98.650550842,,
0.0034549089230329,98.627044678,,
0.00345562145678139,98.838302612,,
0.00345639378299841,98.793708801,,
0.00345710631568911,98.679878235,,
0.00345787864075933,98.782447815,,
0.00345859216893927,98.719497681,,
0.00345930470006355,98.62097168,,
0.00346007702343591,98.934135437,,
0.00346078955350219,98.756072998,,
0.00346156187572776,98.81363678,,
0.00346227440473582,98.847053528,,
0.00346304672581483,98.847702026,,
0.00346375925376489,98.927810669,,
0.0034645315736969,98.943275452,,
0.00346524410058918,98.953994751,,
0.00346601641937442,98.985954285,,
0.00346672894520871,99.066230774,,
0.00346750126284718,99.012054443,,
0.00346821478416114,99.015281677,,
0.00346892730842904,99.140312195,,
0.00346969962436967,99.171554565,,
0.00347041214757959,99.141448975,,
0.00347118446237346,99.049194336,,
0.00347189698452518,99.271484375,,
0.00347266929817251,99.313423157,,
0.00347338181926625,99.193000793,,
0.0034741541317666,99.297584534,,
0.00347486665180259,99.327934265,,
0.00347563896315619,99.348152161,,
0.00347635148213421,99.354438782,,
0.00347706499713338,99.463607788,,
0.00347783631026088,99.413291931,,
0.00347854982420083,99.462013245,,
0.00347932213270988,99.571899414,,
0.00348003464906335,99.618202209,,
0.00348080695642588,99.474266052,,
0.0034815194717214,99.516372681,,
0.00348229177793696,99.607910156,,
0.00348300429217474,99.671524048,,
0.00348377659724357,99.707824707,,
0.0034844891104234,99.687393188,,
0.0034852614143455,99.688354492,,
0.00348597392646738,99.863380432,,
0.00348668743460083,99.768882751,,
0.00348745874030646,99.939544678,,
0.0034881722473807,99.922889709,,
0.00348894454845831,99.925704956,,
0.00348965705795569,99.845298767,,
0.0034904293578868,99.954620361,,
0.00349114186632624,99.838226318,,
0.00349191416511041,99.881454468,,
0.00349262667249214,100.006645203,,
0.0034933989701296,99.977584839,,
0.00349411147645339,100.050048828,,
0.00349488377294414,100.065666199,,
0.00349559627820978,100.108909607,,
0.00349630977947786,100.107307434,,
0.00349708107776176,100.184906006,,
0.00349779457797021,100.287071228,,
0.00349856687161674,100.375389099,,
0.00349927937425816,100.179382324,,
0.00350005166675778,100.198860168,,
0.0035007641683415,100.314544678,,
0.00350153645969442,100.250801086,,
0.00350224896022022,100.366569519,,
0.00350302125042645,100.42363739,,
0.00350373374989434,100.314086914,,
0.00350450603895388,100.317947388,,
0.00350521853736364,100.412223816,,
0.00350593103526598,100.493301392,,
0.00350670332262858,100.468589783,,
0.00350741681597159,100.315483093,,
0.00350818810568893,100.245697021,,
0.00350890159797256,100.481170654,,
0.00350967388304104,100.608123779,,
0.00351038637776895,100.614082336,,
0.00351115866169076,100.730567932,,
0.00351187115536078,100.69757843,,
0.00351264343813591,100.698539734,,
0.00351335593074782,100.756591797,,
0.0035140684228523,100.78565979,,
0.00351484070393053,100.798789978,,
0.00351555319497712,100.859893799,,
0.00351632547490869,100.908599854,,
0.0035170389613864,100.898544312,,
0.00351781024368231,100.88067627,,
0.00351852372910066,100.936065674,,
0.00351929600673814,100.986549377,,
0.00352000849461038,101.026321411,,
0.00352078077110122,100.950889587,,
0.00352149325791558,100.957252502,,
0.00352226553325977,100.935531616,,
0.00352297801901604,101.081558228,,
0.0035236905042649,101.179862976,,
0.00352446277791221,101.229690552,,
0.0035251752621032,101.199104309,,
0.00352594753460388,101.144447327,,
0.00352666101421641,101.21521759,,
0.00352743228909104,101.334197998,,
0.00352814576764424,101.338874817,,
0.00352891704137349,101.157432556,,
0.00352963051886757,101.373573303,,
0.00353040278792758,101.360374451,,
0.0035311152678862,101.26676178,,
0.00353188753579981,101.31111908,,
0.00353260001470057,101.522033691,,
0.00353331249309393,101.337783813,,
0.00353408475931048,101.452575684,,
0.00353479723664599,101.518585205,,
0.00353556950171592,101.503944397,,
0.00353628197799337,101.487205505,,
0.00353705424191691,101.536476135,,
0.00353776771360508,101.598701477,,
0.00353853897991322,101.675018311,,
0.0035392524505423,101.564102173,,
0.00354002471217163,101.688552856,,
0.00354073718527485,101.621902466,,
0.0035415094457578,101.759719849,,
0.0035422219178032,101.796760559,,
0.00354293438934119,101.769554138,,
0.00354370664812711,101.695259094,,
0.00354441911860706,101.759498596,,
0.00354519137624661,101.89377594,,
0.00354590384566873,101.778755188,,
0.00354667610216147,102.07723999,,
0.00354738956698497,101.901756287,,
0.00354816082587214,101.860466003,,
0.00354887428963613,102.029762268,,
0.00354964654383514,102.083534241,,
0.0035503590100831,101.900894165,,
0.00355107147582368,102.002975464,,
0.00355184372832569,102.143760681,,
0.00355255619300846,102.091445923,,
0.00355332844436389,102.076477051,,
0.00355404090798863,102.08694458,,
0.00355481315819771,102.14289093,,
0.00355552562076465,102.14981842,,
0.00355629786982694,102.207138062,,
0.0035570103313363,102.337387085,,
0.00355778257925203,102.259712219,,
0.00355849603615128,102.306648254,,
0.00355926728647276,102.263900757,,
0.00355998074231273,102.328948975,,
0.00356069320119819,102.477714539,,
0.00356146544626984,102.367355347,,
0.00356217790409728,102.570701599,,
0.0035629501480226,102.480064392,,
0.00356366260479226,102.552268982,,
0.0035644348475708,102.496734619,,
0.0035651473032829,102.657249451,,
0.0035659195449149,102.515899658,,
0.00356663199956922,102.694198608,,
0.00356740424005467,102.470909119,,
0.00356811769008932,102.501022339,,
0.00356888893299013,102.742752075,,
0.00356960238196552,102.80014801,,
0.00357031483399599,102.803611755,,
0.00357108707163742,102.854324341,,
0.0035717995226099,102.660903931,,
0.00357257175910501,102.982170105,,
0.00357328420901973,102.873016357,,
0.0035740564443681,102.849349976,,
0.00357476889322527,102.949333191,,
0.00357554112742711,102.866905212,,
0.00357625357522653,103.00037384,,
0.00357702580828185,103.080711365,,
0.00357773825502328,103.065338135,,
0.00357845169768539,103.00328064,,
0.00357922392904325,102.939537048,,
0.00357993637421864,103.075019836,,
0.00358070860443021,103.051185608,,
0.00358142104854786,103.168319702,,
0.0035821932776127,103.107948303,,
0.00358290572067282,103.083000183,,
0.00358367794859116,103.274093628,,
0.00358439039059353,103.278610229,,
0.00358516261736537,103.307907104,,
0.00358587505831001,103.225158691,,
0.00358664728393534,103.342605591,,
0.00358735972382202,103.399360657,,
0.00358807315961979,103.215438843,,
0.0035888453835477,103.456192017,,
0.00358955782186837,103.388587952,,
0.00359033004465001,103.401306152,,
0.00359104248191295,103.45186615,,
0.00359181470354788,103.47971344,,
0.00359252713975332,103.413795471,,
0.00359329936024176,103.596435547,,
0.00359401179538948,103.515869141,,
0.00359478401473144,103.549758911,,
0.00359549644882122,103.582115173,,
0.00359626866701693,103.675254822,,
0.00359698110004899,103.668251038,,
0.00359769452898234,103.58253479,,
0.00359846674548066,103.740219116,,
0.00359917917694673,103.695228577,,
0.00359995139229836,103.783935547,,
0.00360066382270695,103.788604736,,
0.00360143603691211,103.864753723,,
0.003602148466263,103.846893311,,
0.0036029206793217,103.862106323,,
0.00360363310761488,103.941795349,,
0.00360440531952712,103.838287354,,
0.00360511774676239,104.01625824,,
0.0036058899575284,103.935447693,,
0.00360660238370597,104.058120728,,
0.00360731580577525,104.076965332,,
0.0036080870184454,104.007820129,,
0.00360880043945552,104.052742004,,
0.00360957264737749,104.148605347,,
0.00361028507093165,104.134933472,,
0.00361105727770718,104.174293518,,
0.00361176970020365,104.23249054,,
0.00361254190583274,104.340591431,,
0.00361325432727131,104.235237122,,
0.00361402653175419,104.254302979,,
0.00361473895213508,104.291748047,,
0.00361545137200864,104.281684875,,
0.00361622357479474,104.3098526,,
0.00361693699000009,104.296180725,,
0.0036177081952503,104.27532959,,
0.0036184216093965,104.541358948,,
0.00361919380988897,104.475845337,,
0.00361990622658881,104.472541809,,
0.00362067842593486,104.506271362,,
0.00362139084157705,104.486320496,,
0.00362216303977668,104.566085815,,
0.00362287545436098,104.54258728,,
0.00362364765141442,104.536064148,,
0.00362436006494106,104.65801239,,
0.00362507247796039,104.657615662,,
0.00362584467331708,104.737541199,,
0.00362655808165863,104.777389526,,
0.00362732927948904,104.861747742,,
0.00362804268677145,104.737472534,,
0.00362881388345672,104.812576294,,
0.00362952728968023,104.807258606,,
0.00363029948159695,104.835441589,,
0.00363101189038475,104.984268188,,
0.00363178408115529,105.045196533,,
0.00363249648888545,105.101623535,,
0.00363326867850938,105.042304993,,
0.00363398108518212,105.132209778,,
0.00363469349134735,105.138664246,,
0.00363546567927477,105.098579407,,
0.00363617808438214,105.081672668,,
0.00363695027116341,105.187843323,,
0.00363766367158217,105.101158142,,
0.00363843486084781,105.189048767,,
0.00363914826020769,105.215705872,,
0.00363992044469521,105.22681427,,
0.00364063284662899,105.304405212,,
0.00364140502997035,105.356071472,,
0.00364211743084651,105.320915222,,
0.00364288961304128,105.388923645,,
0.00364360201286005,105.324211121,,
0.00364431441217108,105.457107544,,
0.0036450865926696,105.409133911,,
0.00364579899092302,105.378067017,,
0.00364657117027496,105.483917236,,
0.00364728456383044,105.464431763,,
0.00364805574567658,105.71307373,,
0.00364876913817274,105.530281067,,
0.00364954131523143,105.635482788,,
0.00365025371031132,105.589607239,,
0.00365102588622343,105.635322571,,
0.00365173828024594,105.617370605,,
0.00365245067376094,105.744880676,,
0.00365322284797661,105.821983337,,
0.0036539352404338,105.728942871,,
0.00365470741350335,105.900627136,,
0.00365541980490295,105.769187927,,
0.00365619197682593,105.802833557,,
0.00365690436716816,105.835838318,,
0.00365767653794482,105.887184143,,
0.00365838992357762,106.074485779,,
0.00365916109685978,105.822158813,,
0.00365987448143352,105.98563385,,
0.00366064664991674,105.953674316,,
0.00366135903708551,106.097991943,,
0.00366207142374656,105.967048645,,
0.0036628435905336,106.109352112,,
0.00366355597613708,106.056877136,,
0.00366432814177757,106.139205933,,
0.0036650405263237,106.241912842,,
0.00366581269081788,106.241271973,,
0.00366652507430644,106.350898743,,
0.0036672972376543,106.339950562,,
0.00366801061642387,106.337539673,,
0.00366878178228685,106.322242737,,
0.00366949515999737,106.408531189,,
0.00367026732105184,106.325462341,,
0.00367097970136701,106.537635803,,
0.00367169208117447,106.374328613,,
0.00367246424053279,106.473815918,,
0.00367317661928269,106.486373901,,
0.00367394877749449,106.519371033,,
0.00367466115518707,106.534660339,,
0.00367543331225257,106.597763062,,
0.0036761456888876,106.692825317,,
0.00367691784480681,106.363227844,,
0.00367763121671328,106.666183472,,
0.00367840237515722,106.63205719,,
0.00367911574600466,106.746673584,,
0.00367982812001619,106.715682983,,
0.00368060027309222,106.850502014,,
0.00368131264604621,106.864349365,,
0.00368208479797574,106.931228638,,
0.00368279716987242,106.864509583,,
0.00368356932065567,106.874488831,,
0.00368428169149482,106.995788574,,
0.0036850538411318,106.978157043,,
0.00368576621091342,106.964393616,,
0.00368653835940413,107.035865784,,
0.003687250728128,107.058326721,,
0.00368802287547267,107.013092041,,
0.00368873623945716,107.001991272,,
0.00368944860661534,107.000938416,,
0.00369022075226292,107.121833801,,
0.00369093311836358,107.047782898,,
0.00369170526286468,107.237251282,,
0.00369241762790805,107.024612427,,
0.00369318977126289,107.208351135,,
0.00369390213524875,107.066215515,,
0.00369467427745734,107.237243652,,
0.00369538664038547,107.238143921,,
0.00369615878144804,107.169555664,,
0.00369687114331866,107.177856445,,
0.00369764328323476,107.25302887,,
0.00369835664035666,107.396934509,,
0.00369906900066162,107.309532166,,
0.00369984113888067,107.366279602,,
0.00370055349812835,107.317016602,,
0.00370132563520116,107.416732788,,
0.00370203799339135,107.479034424,,
0.00370281012931793,107.488288879,,
0.00370352248645063,107.527565002,,
0.00370429462123098,107.607002258,,
0.00370500697730597,107.569335938,,
0.00370577911094032,107.652481079,,
0.00370649146595782,107.713729858,,
0.00370726359844573,107.559196472,,
0.00370797595240597,107.776672363,,
0.0037086893021568,107.720420837,,
0.00370946143294769,107.787940979,,
0.0037101737853423,107.675582886,,
0.00371094591498697,107.918083191,,
0.00371165826632411,107.886940002,,
0.00371243039482257,107.808540344,,
0.00371314274510202,107.981506348,,
0.0037139148724545,108.04524231,,
0.00371462722167647,107.919204712,,
0.00371539934788253,108.006530762,,
0.00371611169604726,108.021339417,,
0.00371682503999449,108.033660889,,
0.00371759616821439,108.126213074,,
0.00371830951110268,108.108589172,,
0.00371908163446555,108.088150024,,
0.00371979398000722,108.19317627,,
0.00372056610222389,108.176269531,,
0.00372127844670811,108.265609741,,
0.0037220505677786,108.22794342,,
0.00372276291120514,108.321060181,,
0.00372353503112967,108.297958374,,
0.00372424737349877,108.419174194,,
0.00372501949227689,108.435264587,,
0.00372573183358877,108.45716095,,
0.00372644517067356,108.4112854,,
0.00372721629147515,108.418449402,,
0.00372792962750103,108.541503906,,
0.00372870174343602,108.424476624,,
0.00372941408212488,108.517120361,,
0.0037301861969137,108.580856323,,
0.00373089853454491,108.491279602,,
0.00373167064818778,108.48500061,,
0.00373238298476156,108.542869568,,
0.00373315509725805,108.675582886,,
0.00373386743277463,108.663665771,,
0.00373463954412496,108.618522644,,
0.00373535187858411,108.624794006,,
0.00373606421253562,108.832046509,,
0.00373683632219002,108.808860779,,
0.00373754965135362,108.7995224,,
0.00373832076359214,108.841285706,,
0.00373903409169707,108.832199097,,
0.00373980619905817,108.875411987,,
0.00374051852983673,108.886360168,,
0.00374129063605191,108.971824646,,
0.00374200296577306,108.964828491,,
0.00374277507084188,109.107276917,,
0.00374348739950584,109.103660583,,
0.00374425950342853,109.173835754,,
0.00374497183103509,108.942771912,,
0.00374568415813401,109.275238037,,
0.00374645626036058,109.089172363,,
0.00374716958266225,109.192588806,,
0.00374794068748276,109.24811554,,
0.00374865400872534,109.121437073,,
0.0037494261086591,109.145095825,,
0.00375013843258513,109.308883667,,
0.00375091053137254,109.277252197,,
0.00375162285424141,109.314918518,,
0.00375239495188271,109.405929565,,
0.00375310727369419,109.504364014,,
0.00375381959499804,109.290367126,,
0.00375459169094346,109.455589294,,
0.00375530401118994,109.487457275,,
0.00375607610598903,109.623390198,,
0.00375678942142869,109.532447815,,
0.00375756051883133,109.6171875,,
0.00375827383321192,109.580490112,,
0.00375904492947016,109.590545654,,
0.00375975824279189,109.642936707,,
0.0037605303341519,109.677619934,,
0.0037612426501684,109.755691528,,
0.00376201474038231,109.705062866,,
0.00376272705534144,109.723258972,,
0.00376343936979296,109.724136353,,
0.00376421145831081,109.71962738,,
0.00376492377170518,109.821846008,,
0.00376569585907695,109.802032471,,
0.00376640817141397,109.775642395,,
0.00376718025763964,109.874382019,,
0.00376789356515837,109.902709961,,
0.0037686646539989,109.862792969,,
0.0037693779604588,110.106010437,,
0.00377015004439154,109.902542114,,
0.0037708623535558,110.168052673,,
0.00377163443634247,110.076385498,,
0.00377234674444939,110.172950745,,
0.0037730590520487,110.168289185,,
0.00377383113313934,110.124580383,,
0.00377454343968153,110.181884766,,
0.0037753155196261,110.132148743,,
0.00377602782511096,110.169487,,
0.00377679990390947,110.264686584,,
0.00377751320456646,110.249397278,,
0.00377828428598944,110.288993835,,
0.00377899758558762,110.328666687,,
0.00377976966209325,110.490104675,,
0.0037804819644054,110.373725891,,
0.00378125403976498,110.414764404,,
0.00378196634101958,110.278839111,,
0.00378267864176704,110.605743408,,
0.00378345071543061,110.673423767,,
0.00378416301512075,110.613632202,,
0.00378493508763828,110.524131775,,
0.0037856473862711,110.548599243,,
0.00378641945764259,110.703193665,,
0.00378713175521787,110.488960266,,
0.00378790382544355,110.67035675,,
0.00378861711818015,110.744400024,,
0.00378938819104094,110.683067322,,
0.00379010148271898,110.746482849,,
0.00379081377767157,110.758148193,,
0.00379158584505425,110.824378967,,
0.00379229813894976,110.767807007,,
0.00379307020518642,110.852058411,,
0.00379378249802463,110.869361877,,
0.00379455456311526,110.918609619,,
0.00379526685489617,110.973739624,,
0.00379603891884079,111.029342651,,
0.00379675120956419,111.010108948,,
0.00379752327236301,110.958595276,,
0.00379823655823816,110.883674622,,
0.0037990076236817,111.049293518,,
0.00379972090849809,111.164535522,,
0.00380043319659907,111.12461853,,
0.00380120525655495,111.156478882,,
0.00380191754359865,111.134185791,,
0.00380268960240853,111.020141602,,
0.00380340188839494,111.292800903,,
0.00380417394605882,111.295768738,,
0.00380488623098774,111.206932068,,
0.00380565828750584,111.257858276,,
0.00380637057137749,111.308479309,,
0.00380714262674937,111.322563171,,
0.00380785490956397,111.364891052,,
0.00380862696378987,111.586280823,,
0.00380934024174497,111.387817383,,
0.00381005252299425,111.430877686,,
0.00381082457552347,111.472717285,,
0.00381153685571548,111.411880493,,
0.00381230890709872,111.386444092,,
0.00381302118623348,111.570892334,,
0.00381379323647074,111.497169495,,
0.00381450551454802,111.714614868,,
0.00381527756363953,111.728614807,,
0.00381598984065956,111.773361206,,
0.00381676188860487,111.703186035,,
0.00381747416456787,111.817054749,,
0.00381818743621249,111.686035156,,
0.00381895948246116,111.790725708,,
0.00381967175685887,111.764900208,,
0.00382044380196157,111.809158325,,
0.00382115607530204,111.864280701,,
0.00382192811925879,112.04510498,,
0.00382264039154179,112.039146423,,
0.00382341243435281,111.892593384,,
0.00382412470557858,112.05531311,,
0.00382489674724342,112.025779724,,
0.00382560901741218,111.997520447,,
0.00382638105793107,112.059402466,,
0.0038270933270426,112.188812256,,
0.00382780659182617,112.01651001,,
0.00382857863064845,112.121047974,,
0.00382929089819472,112.246742249,,
0.00383006293587105,112.15499115,,
0.0038307752023601,112.229354858,,
0.0038315472388905,112.241653442,,
0.00383225950432211,112.311508179,,
0.00383303153970657,112.243904114,,
0.00383374380408119,112.326469421,,
0.00383451583831972,112.400505066,,
0.00383522810163712,112.371604919,,
0.00383600013472973,112.407180786,,
0.00383671239698992,112.381988525,,
0.00383742565491259,112.532394409,,
0.00383819669013937,112.308914185,,
0.00383890994700358,112.569725037,,
0.00383968197725368,112.496894836,,
0.00384039423689123,112.570762634,,
0.00384116626599564,112.556678772,,
0.00384187852457598,112.571884155,,
0.00384265055253426,112.650253296,,
0.00384336281005763,112.573730469,,
0.00384413483687,112.720985413,,
0.00384484709333618,112.561080933,,
0.00384561911900264,112.784469604,,
0.00384633137441163,112.740692139,,
0.00384704462547353,112.801528931,,
0.00384781565328378,112.797904968,,
0.00384852890328723,112.880630493,,
0.00384930092611125,112.923034668,,
0.00385001317889764,112.73979187,,
0.00385078520057576,112.952713013,,
0.0038514974523052,112.826454163,,
0.00385226947283743,112.840126038,,
0.00385298172350969,113.015312195,,
0.00385375374289604,112.996315002,,
0.00385446599251112,113.102783203,,
0.00385517824161869,113.004760742,,
0.00385595025930929,113.259368896,,
0.00385666350351076,113.147354126,,
0.00385743452390463,113.132293701,,
0.00385814776704723,113.156440735,,
0.00385891878629693,113.29258728,,
0.00385963202838089,113.337738037,,
0.0038604040426331,113.211791992,,
0.00386111628751153,113.32686615,,
0.00386188830061786,113.398880005,,
0.00386260054443914,113.457946777,,
0.00386337255639961,113.364028931,,
0.00386408479916374,113.386314392,,
0.00386479704142035,113.503158569,,
0.00386556905168511,113.455345154,,
0.0038662812928848,113.543869019,,
0.00386705330200369,113.579910278,,
0.0038677665382858,113.521087646,,
0.00386853755011928,113.58127594,,
0.00386925078534278,113.507637024,,
0.0038700227921692,113.614181519,,
0.00387073503019676,113.741241455,,
0.00387150703587734,113.684501648,,
0.00387221927284777,113.653594971,,
0.0038729912773825,113.640068054,,
0.00387370351329558,113.646507263,,
0.0038744157487016,113.748703003,,
0.00387518775154065,113.808647156,,
0.00387589998588954,113.757217407,,
0.00387667198758275,113.71408844,,
0.00387738521700451,113.877441406,,
0.00387815622142191,113.925552368,,
0.00387886944978506,113.801223755,,
0.00387964144918585,114.075782776,,
0.00388035368036267,114.055900574,,
0.00388112567861764,114.086235046,,
0.00388183790873735,114.005683899,,
0.00388260990584649,114.093704224,,
0.00388332213490887,114.03994751,,
0.0038840343634642,114.052017212,,
0.00388480635887769,114.142707825,,
0.00388551858637591,114.105522156,,
0.00388629058064359,114.272010803,,
0.00388700280708449,114.252296448,,
0.00388777480020658,114.189918518,,
0.00388848802170953,114.445411682,,
0.00388925901756645,114.261283875,,
0.00388997223801104,114.348350525,,
0.00389074422884054,114.227561951,,
0.00389145645210944,114.379318237,,
0.0038921686748713,114.412719727,,
0.00389294066400517,114.486572266,,
0.00389365288570994,114.467262268,,
0.00389442487369802,114.49156189,,
0.00389513709434571,114.424606323,,
0.00389590908118799,114.540473938,,
0.00389662130077837,114.6173172,,
0.00389739328647509,114.588981628,,
0.00389810650111796,114.614089966,,
0.00389887748955911,114.615287781,,
0.00389959070314365,114.595245361,,
0.00390036268654782,114.660415649,,
0.00390107490296627,114.837532043,,
0.00390178711887768,114.709983826,,
0.00390255910058625,114.796646118,,
0.0039032713154406,114.771858215,,
0.0039040432960034,114.985572815,,
0.00390475550980047,114.827125549,,
0.00390552748921772,114.838302612,,
0.00390623970195772,114.924804688,,
0.00390701168022899,114.902107239,,
