MISER AxesWeb: State Exports by NAICS Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From State: CONNECTICUT,,,Series: Origin of Movement,,Unit: Total dollar value,,,,,,,,,,,,,,,,,,,,,,,,,,
Industry: TOTAL ALL INDUSTRIES,,,Sorted by: 2002 Q1 YTD,,Order: DESC,,,,,,,,,,,,,,,,,,,,,,,,,,
Destination: All countries,,,User Name: ctded,,"Runtime: 10:21:51 AM, Mon Jun 17 2002 EDT",,,,,,,,,,,,,,,,,,,,,,,,,,
Rows selected: 209 (all rows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prepared by MISER using data from US Census Bureau, Foreign Trade Division",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: The State Exports by NAICS series does not contain imputations for missing states and industries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Code,Description,ANNUAL 1999,ANNUAL 2000,ANNUAL 2001,Q1 2001 YTD,Q1 2002 YTD,%1999-00,%2000- 01,%2001- 02,Q1 1997,Q2 1997,Q3 1997,Q4 1997,Q1 1998,Q2 1998,Q3 1998,Q4 1998,Q1 1999,Q2 1999,Q3 1999,Q4 1999,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002
69.0,5380.0,BANGLADESH,1035191.0,1252512.0,2623946.0,679859.0,447171.0,20.99,109.49,-34.23,239811.0,328749.0,271349.0,224424.0,452098.0,266730.0,217086.0,2398597.0,221911.0,105734.0,455943.0,251603.0,270863.0,193440.0,311264.0,476945.0,679859.0,555450.0,439183.0,949454.0,447171.0
70.0,5520.0,VIETNAM,592635.0,1338099.0,2943311.0,585802.0,423371.0,125.79,119.96,-27.73,313502.0,153768.0,84788.0,329823.0,142996.0,173345.0,15992.0,274931.0,35207.0,102475.0,85707.0,369246.0,268029.0,590931.0,255960.0,223179.0,585802.0,725586.0,1154162.0,477761.0,423371.0
71.0,4621.0,RUSSIA,3168483.0,3903662.0,5398020.0,582602.0,420523.0,23.2,38.28,-27.82,3483769.0,4138000.0,3125004.0,4725139.0,6918104.0,5988205.0,2161169.0,3386658.0,799370.0,1080809.0,764365.0,523939.0,2153511.0,440917.0,276260.0,1032974.0,582602.0,1695735.0,2320923.0,798760.0,420523.0
72.0,4850.0,ROMANIA,802504.0,850762.0,635766.0,74209.0,406311.0,6.01,-25.27,447.52,137991.0,196626.0,228321.0,186178.0,159527.0,72173.0,687811.0,184514.0,147228.0,150571.0,118376.0,386329.0,145158.0,235907.0,179329.0,290368.0,74209.0,144252.0,129779.0,287526.0,406311.0
73.0,5420.0,SRI LANKA,3086513.0,3682476.0,3180440.0,398168.0,405646.0,19.31,-13.63,1.88,770332.0,1241149.0,1340282.0,1071380.0,1143826.0,1023495.0,737967.0,513961.0,669469.0,802267.0,839797.0,774980.0,1094734.0,786003.0,1359885.0,441854.0,398168.0,907091.0,431183.0,1443998.0,405646.0
74.0,4644.0,UZBEKISTAN,481068.0,3437026.0,5235150.0,4449150.0,391500.0,614.46,52.32,-91.2,78152.0,216546.0,8070278.0,35133.0,111446.0,26414.0,0.0,5680.0,40000.0,205172.0,101525.0,134371.0,0.0,0.0,3437026.0,0.0,4449150.0,0.0,0.0,786000.0,391500.0
75.0,7490.0,GHANA,2996494.0,1571740.0,1472570.0,409378.0,384852.0,-47.55,-6.31,-5.99,3899639.0,392752.0,406151.0,471434.0,565347.0,345178.0,684427.0,569289.0,589138.0,903686.0,822492.0,681178.0,253957.0,445344.0,247124.0,625315.0,409378.0,215054.0,281674.0,566464.0,384852.0
76.0,5610.0,BRUNEI,2505689.0,1712486.0,1495900.0,221334.0,352111.0,-31.66,-12.65,59.09,2949356.0,1162877.0,30350078.0,2294255.0,962006.0,1928964.0,426717.0,522468.0,832928.0,467388.0,756692.0,448681.0,412285.0,716938.0,244344.0,338919.0,221334.0,274982.0,584686.0,414898.0,352111.0
77.0,7530.0,NIGERIA,826988.0,1040505.0,1799329.0,721164.0,343288.0,25.82,72.93,-52.4,2587.0,16500.0,71529.0,283659.0,226572.0,59746.0,325156.0,154295.0,429776.0,122771.0,215977.0,58464.0,61988.0,249687.0,188332.0,540498.0,721164.0,192065.0,358500.0,527600.0,343288.0
78.0,2440.0,CAYMAN ISLANDS,696306.0,801912.0,1101918.0,274553.0,325086.0,15.17,37.41,18.41,14529.0,61779.0,53478.0,107160.0,22120.0,38844.0,70588.0,167717.0,151976.0,262017.0,129950.0,152363.0,146734.0,212284.0,215403.0,227491.0,274553.0,275254.0,309839.0,242272.0,325086.0
79.0,4623.0,UKRAINE,671355.0,294821.0,2088240.0,198075.0,312542.0,-56.09,608.31,57.79,221787.0,408449.0,1210841.0,300912.0,151323.0,470423.0,710048.0,371951.0,50683.0,155889.0,52428.0,412355.0,103393.0,75957.0,59737.0,55734.0,198075.0,306293.0,523220.0,1060652.0,312542.0
80.0,2450.0,HAITI,280565.0,465641.0,951956.0,59110.0,311680.0,65.97,104.44,427.29,308663.0,415486.0,73279.0,682127.0,850483.0,98968.0,805758.0,872019.0,123632.0,91111.0,26846.0,38976.0,92775.0,252415.0,46420.0,74031.0,59110.0,156236.0,572622.0,163988.0,311680.0
81.0,4510.0,LITHUANIA,556575.0,2503052.0,2226155.0,161913.0,280439.0,349.72,-11.06,73.2,242408.0,251782.0,202426.0,330967.0,155987.0,302499.0,284395.0,32378.0,222538.0,86156.0,99025.0,148856.0,1737536.0,349201.0,44972.0,371343.0,161913.0,1866462.0,24064.0,173716.0,280439.0
82.0,5180.0,QATAR,788081.0,9388918.0,1164983.0,78158.0,273869.0,1091.36,-87.59,250.4,373274.0,209745.0,294457.0,958351.0,311654.0,320510.0,306005.0,309525.0,115922.0,289149.0,209416.0,173594.0,568947.0,182851.0,1448632.0,7188488.0,78158.0,682988.0,261883.0,141954.0,273869.0
83.0,7560.0,CHAD,0.0,0.0,4000.0,0.0,268488.0,0.nan,0.inf,0.inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,268488.0
84.0,4910.0,CYPRUS,1274464.0,601512.0,1431886.0,224599.0,261771.0,-52.8,138.05,16.55,129419.0,186549.0,235775.0,625026.0,322082.0,317954.0,358887.0,244150.0,443837.0,178492.0,388198.0,263937.0,178209.0,124339.0,115182.0,183782.0,224599.0,844225.0,134477.0,228585.0,261771.0
85.0,7790.0,KENYA,1383285.0,554409.0,671251.0,52300.0,252105.0,-59.92,21.08,382.04,4026889.0,126123.0,191331.0,314359.0,300673.0,87066.0,163187.0,53743.0,232346.0,126863.0,925524.0,98552.0,155994.0,137139.0,165360.0,95916.0,52300.0,262818.0,272719.0,83414.0,252105.0
86.0,4632.0,AZERBAIJAN,578619.0,97995.0,108528.0,7500.0,252000.0,-83.06,10.75,3260.0,0.0,107184.0,9704.0,0.0,84311.0,402213.0,80008.0,213035.0,158490.0,264137.0,8783.0,147209.0,0.0,0.0,81500.0,16495.0,7500.0,86637.0,0.0,14391.0,252000.0
87.0,4359.0,SLOVAKIA,504752.0,175424.0,217867.0,27366.0,244502.0,-65.25,24.19,793.45,63928.0,56795.0,18645.0,62826.0,40771.0,17384.0,15285.0,149721.0,158187.0,68279.0,8225.0,270061.0,17271.0,0.0,90516.0,67637.0,27366.0,45726.0,38577.0,106198.0,244502.0
88.0,7440.0,SENEGAL,272733.0,96993.0,210200.0,98918.0,243176.0,-64.44,116.72,145.84,5347.0,3550.0,25000.0,34380.0,255000.0,0.0,3365.0,16820.0,104137.0,35655.0,21051.0,111890.0,20388.0,0.0,33778.0,42827.0,98918.0,35575.0,12837.0,62870.0,243176.0
89.0,6412.0,NEW CALEDONIA,131116.0,62324.0,121518.0,64352.0,232566.0,-52.47,94.98,261.4,40497.0,26273.0,3700.0,34849.0,42146.0,16152.0,0.0,87511.0,108089.0,3008.0,4368.0,15651.0,4000.0,22646.0,5444.0,30234.0,64352.0,8777.0,32535.0,15854.0,232566.0
90.0,5350.0,PAKISTAN,1376901.0,1485045.0,2050944.0,906832.0,228137.0,7.85,38.11,-74.84,1121471.0,1219915.0,533533.0,1734884.0,1714329.0,385834.0,912926.0,824614.0,210324.0,748894.0,193993.0,223690.0,416567.0,360750.0,191443.0,516285.0,906832.0,536798.0,383221.0,224093.0,228137.0
91.0,7480.0,IVORY COAST,340016.0,36892.0,113895.0,21656.0,220767.0,-89.15,208.73,919.43,0.0,2800.0,22167.0,2640.0,3133.0,10335.0,400424.0,54596.0,19364.0,72000.0,0.0,248652.0,0.0,0.0,18652.0,18240.0,21656.0,54451.0,21965.0,15823.0,220767.0
92.0,3350.0,BOLIVIA,291725.0,513979.0,779747.0,282918.0,217334.0,76.19,51.71,-23.18,31108.0,534157.0,360409.0,214554.0,327352.0,203904.0,51318.0,267818.0,71048.0,48214.0,60420.0,112043.0,32456.0,161522.0,268914.0,51087.0,282918.0,95831.0,314126.0,86872.0,217334.0
93.0,7930.0,BOTSWANA,51750.0,62525.0,29004.0,25156.0,209845.0,20.82,-53.61,734.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51750.0,0.0,0.0,10515.0,0.0,52010.0,25156.0,3848.0,0.0,0.0,209845.0
94.0,2080.0,BELIZE,134365.0,293538.0,229299.0,41984.0,199184.0,118.46,-21.88,374.43,5065.0,8835.0,10135.0,15907.0,7740.0,12635.0,16210.0,12717.0,90857.0,5880.0,20454.0,17174.0,78600.0,107036.0,4157.0,103745.0,41984.0,62333.0,35367.0,89615.0,199184.0
95.0,7880.0,MADAGASCAR,56371.0,57314.0,314612.0,226940.0,180744.0,1.67,448.93,-20.36,0.0,0.0,0.0,0.0,0.0,0.0,88981.0,280897.0,0.0,4350.0,25011.0,27010.0,0.0,8620.0,0.0,48694.0,226940.0,2780.0,8704.0,76188.0,180744.0
96.0,3530.0,PARAGUAY,535942.0,406034.0,854445.0,189416.0,156843.0,-24.24,110.44,-17.2,85949.0,701587.0,295765.0,846985.0,117778.0,410928.0,657699.0,73037.0,251169.0,105957.0,92646.0,86170.0,82417.0,113780.0,86156.0,123681.0,189416.0,205983.0,252941.0,206105.0,156843.0
97.0,5250.0,BAHRAIN,877296.0,1680037.0,1285332.0,234582.0,138721.0,91.5,-23.49,-40.86,211979.0,255127.0,136656.0,96085.0,122096.0,366566.0,312907.0,251601.0,91841.0,587473.0,96986.0,100996.0,594590.0,482151.0,472944.0,130352.0,234582.0,812183.0,141997.0,96570.0,138721.0
98.0,5110.0,JORDAN,1306557.0,1260323.0,1410905.0,398593.0,136818.0,-3.54,11.95,-65.67,749669.0,729748.0,494774.0,485395.0,574919.0,356270.0,731021.0,594662.0,299786.0,340639.0,283680.0,382452.0,218902.0,138404.0,269082.0,633935.0,398593.0,294998.0,460606.0,256708.0,136818.0
99.0,2720.0,BARBADOS,679260.0,497484.0,597815.0,181918.0,134371.0,-26.76,20.17,-26.14,60009.0,196069.0,82817.0,199950.0,62952.0,284633.0,53438.0,165073.0,108798.0,124170.0,212749.0,233543.0,136817.0,97490.0,145514.0,117663.0,181918.0,103938.0,168424.0,143535.0,134371.0
100.0,4470.0,ESTONIA,25952.0,43396.0,732049.0,423390.0,130165.0,67.22,1586.9,-69.26,27968.0,14683.0,30056.0,34253.0,49004.0,66391.0,19443.0,29069.0,5250.0,16160.0,4542.0,0.0,0.0,0.0,37866.0,5530.0,423390.0,163799.0,7338.0,137522.0,130165.0
101.0,4870.0,BULGARIA,3431175.0,489031.0,391919.0,193472.0,116890.0,-85.75,-19.86,-39.58,126099.0,422613.0,29197.0,30685.0,79227.0,127430.0,127393.0,74649.0,104545.0,2929975.0,230687.0,165968.0,198891.0,90879.0,86472.0,112789.0,193472.0,67338.0,78875.0,52234.0,116890.0
102.0,5040.0,LEBANON,10603366.0,2591045.0,1279747.0,349428.0,111616.0,-75.56,-50.61,-68.06,707856.0,880096.0,600790.0,788724.0,602766.0,758334.0,495640.0,398851.0,722440.0,855084.0,7991054.0,1034788.0,592368.0,731863.0,855858.0,410956.0,349428.0,244325.0,325322.0,360672.0,111616.0
103.0,4794.0,MACEDONIA,524228.0,498305.0,232788.0,71114.0,96799.0,-4.94,-53.28,36.12,54816.0,20246.0,13386.0,38770.0,29345.0,11907.0,69986.0,172775.0,226284.0,46107.0,113208.0,138629.0,60280.0,101181.0,105590.0,231254.0,71114.0,118435.0,0.0,43239.0,96799.0
104.0,7230.0,TUNISIA,1157525.0,517168.0,779699.0,107286.0,80013.0,-55.32,50.76,-25.42,196854.0,66271.0,337890.0,164404.0,246442.0,390829.0,43241.0,2430270.0,161729.0,637553.0,243770.0,114473.0,268212.0,117134.0,45831.0,85991.0,107286.0,349045.0,160252.0,163116.0,80013.0
105.0,5210.0,YEMEN ARAB REPUBLIC,70791.0,556897.0,312761.0,49175.0,75894.0,686.68,-43.84,54.33,0.0,3296.0,20190.0,7655.0,16662.0,5636.0,7260.0,1506400.0,42971.0,10264.0,2602.0,14954.0,6216.0,0.0,515211.0,35470.0,49175.0,143567.0,120019.0,0.0,75894.0
106.0,7630.0,CONGO,0.0,2129693.0,3235.0,0.0,74104.0,0.inf,-99.85,0.inf,139833.0,0.0,40000.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,13536.0,17485.0,12738.0,2085934.0,0.0,3235.0,0.0,0.0,74104.0
107.0,4239.0,LUXEMBOURG,1698047.0,1935193.0,2604340.0,2346218.0,69239.0,13.97,34.58,-97.05,38077.0,2281285.0,1540302.0,785387.0,778246.0,802101.0,656271.0,985518.0,449757.0,191507.0,620279.0,436504.0,836303.0,727116.0,260784.0,110990.0,2346218.0,34356.0,79715.0,144051.0,69239.0
108.0,2779.0,ARUBA,217291.0,280975.0,145223.0,17947.0,68419.0,29.31,-48.31,281.23,45705.0,87138.0,87429.0,22705.0,61937.0,99049.0,304982.0,102405.0,95798.0,17952.0,48828.0,54713.0,49990.0,57077.0,86147.0,87761.0,17947.0,100277.0,8320.0,18679.0,68419.0
109.0,4000.0,ICELAND,705155.0,1348994.0,939565.0,170637.0,55234.0,91.3,-30.35,-67.63,497455.0,333423.0,236080.0,343230.0,494729.0,469309.0,706682.0,299704.0,187465.0,195483.0,168002.0,154205.0,107427.0,567624.0,369236.0,304707.0,170637.0,236856.0,244630.0,287442.0,55234.0
110.0,4791.0,CROATIA,396830.0,437753.0,115978.0,12100.0,53122.0,10.31,-73.51,339.02,122940.0,129493.0,118764.0,184309.0,133480.0,287720.0,138400.0,140233.0,160943.0,108756.0,33626.0,93505.0,142165.0,125359.0,101236.0,68993.0,12100.0,59523.0,3330.0,41025.0,53122.0
111.0,2487.0,ST. LUCIA,145177.0,88803.0,169445.0,47346.0,50490.0,-38.83,90.81,6.64,40719.0,29440.0,10408.0,88423.0,33160.0,16075.0,8320.0,90899.0,9808.0,21800.0,26420.0,87149.0,24670.0,20272.0,19837.0,24024.0,47346.0,86791.0,9309.0,25999.0,50490.0
112.0,2839.0,MARTINIQUE,73662.0,36602.0,53703.0,0.0,50274.0,-50.31,46.72,0.inf,51315.0,61075.0,34548.0,78796.0,62740.0,12092.0,17820.0,43730.0,27485.0,10780.0,30315.0,5082.0,4449.0,7526.0,12181.0,12446.0,0.0,3000.0,0.0,50703.0,50274.0
113.0,2484.0,ANTIGUA,158280.0,97880.0,219836.0,36092.0,50222.0,-38.16,124.6,39.15,12570.0,0.0,84316.0,24733.0,28292.0,75465.0,30910.0,5064.0,91996.0,0.0,2834.0,63450.0,22596.0,52126.0,3695.0,19463.0,36092.0,50847.0,32486.0,100411.0,50222.0
114.0,5683.0,MALDIVE ISLANDS,1097540.0,1139032.0,102113.0,77068.0,49712.0,3.78,-91.04,-35.5,0.0,23252.0,20277.0,18491.0,0.0,37020.0,43000.0,10742.0,51046.0,17466.0,38305.0,990723.0,890061.0,89968.0,19190.0,139813.0,77068.0,21233.0,0.0,3812.0,49712.0
115.0,4643.0,TURKMENISTAN,181946.0,87075.0,135246.0,74088.0,42098.0,-52.14,55.32,-43.18,103063.0,71634.0,44036.0,19647.0,65774.0,71952.0,130480.0,27271.0,9149.0,0.0,106458.0,66339.0,10000.0,51872.0,12510.0,12693.0,74088.0,0.0,29519.0,31639.0,42098.0
116.0,4271.0,ANDORRA,0.0,91510.0,10371.0,7147.0,41434.0,0.inf,-88.67,479.74,62678.0,0.0,0.0,3636.0,428378.0,64911.0,14882.0,17941.0,0.0,0.0,0.0,0.0,0.0,66583.0,12695.0,12232.0,7147.0,3224.0,0.0,0.0,41434.0
117.0,7520.0,TOGO,30183.0,85868.0,93311.0,0.0,37643.0,184.49,8.67,0.inf,0.0,0.0,0.0,0.0,0.0,7883132.0,4675.0,0.0,0.0,3370.0,26813.0,0.0,85868.0,0.0,0.0,0.0,0.0,31262.0,0.0,62049.0,37643.0
118.0,3120.0,GUYANA,632218.0,226196.0,176259.0,13824.0,33832.0,-64.22,-22.08,144.73,5240.0,2871.0,0.0,89876.0,9957.0,92174.0,107747.0,60313.0,135954.0,240358.0,86599.0,169307.0,57925.0,116420.0,43289.0,8562.0,13824.0,29610.0,38420.0,94405.0,33832.0
119.0,4490.0,LATVIA,779344.0,81452.0,191686.0,37676.0,31163.0,-89.55,135.34,-17.29,47002.0,291784.0,263591.0,172646.0,294639.0,388484.0,241267.0,207689.0,290166.0,323902.0,67054.0,98222.0,3435.0,10625.0,45367.0,22025.0,37676.0,16862.0,50306.0,86842.0,31163.0
120.0,2489.0,GRENADA,19711.0,179549.0,330515.0,66951.0,31005.0,810.91,84.08,-53.69,2553.0,2744.0,0.0,25505.0,0.0,0.0,0.0,3428.0,5772.0,13939.0,0.0,0.0,7751.0,11140.0,156483.0,4175.0,66951.0,227194.0,36370.0,0.0,31005.0
121.0,7780.0,UGANDA,68149.0,31541.0,112200.0,15248.0,30956.0,-53.72,255.73,103.02,106358.0,3635.0,0.0,249393.0,0.0,17113.0,28430.0,69615.0,41544.0,19789.0,6816.0,0.0,0.0,26083.0,0.0,5458.0,15248.0,17321.0,39398.0,40233.0,30956.0
122.0,2483.0,ST.CHRISTOPHER-NEVIS,123426.0,28008.0,44500.0,5100.0,30562.0,-77.31,58.88,499.25,21600.0,15135.0,0.0,16681.0,13305.0,8100.0,5445.0,13536.0,47261.0,40716.0,26704.0,8745.0,11462.0,0.0,12961.0,3585.0,5100.0,39400.0,0.0,0.0,30562.0
123.0,4633.0,GEORGIA,522248.0,93398.0,6552.0,0.0,27492.0,-82.12,-92.98,0.inf,62772.0,1493631.0,517656.0,365600.0,239321.0,46035.0,460729.0,188304.0,76505.0,355246.0,77858.0,12639.0,4681.0,88717.0,0.0,0.0,0.0,6552.0,0.0,0.0,27492.0
124.0,7510.0,NIGER,130939.0,610902.0,429596.0,76183.0,27374.0,366.55,-29.68,-64.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,29477.0,94962.0,0.0,252144.0,225328.0,117750.0,15680.0,76183.0,23913.0,218000.0,111500.0,27374.0
125.0,4810.0,ALBANIA,127488.0,10760.0,7590.0,7590.0,23292.0,-91.56,-29.46,206.88,0.0,7155.0,6892.0,0.0,0.0,39511.0,40000.0,4000.0,0.0,127488.0,0.0,0.0,0.0,0.0,2580.0,8180.0,7590.0,0.0,0.0,0.0,23292.0
126.0,2430.0,TURKS AND CAICOS ISLANDS,70032.0,118069.0,73062.0,22777.0,22738.0,68.59,-38.12,-0.17,0.0,0.0,0.0,0.0,57739.0,6938.0,0.0,33377.0,4320.0,4971.0,5389.0,55352.0,21545.0,0.0,0.0,96524.0,22777.0,22135.0,6202.0,21948.0,22738.0
127.0,4730.0,MALTA AND GOZO,708824.0,420098.0,752965.0,46285.0,21236.0,-40.73,79.24,-54.12,59239.0,32344.0,193950.0,31969.0,476190.0,152727.0,147197.0,165644.0,369262.0,72700.0,207201.0,59661.0,8092.0,239595.0,48304.0,124107.0,46285.0,161740.0,96858.0,448082.0,21236.0
128.0,6040.0,PAPUA NEW GUINEA,85094.0,27184.0,20016.0,0.0,19343.0,-68.05,-26.37,0.inf,0.0,11641.0,434740.0,303934.0,62504.0,88777.0,21277.0,5756.0,54744.0,27445.0,2905.0,0.0,17299.0,5000.0,0.0,4885.0,0.0,15029.0,0.0,4987.0,19343.0
129.0,4641.0,MOLDOVA,54294.0,148273.0,384391.0,27688.0,18988.0,173.09,159.25,-31.42,0.0,10887.0,49379.0,208137.0,23363.0,10622.0,18200.0,15400.0,7345.0,11743.0,6856.0,28350.0,11085.0,40950.0,93000.0,3238.0,27688.0,27952.0,314647.0,14104.0,18988.0
130.0,7960.0,ZIMBABWE,317214.0,92281.0,330403.0,204980.0,18133.0,-70.91,258.04,-91.15,127380.0,112258.0,153794.0,424228.0,111079.0,347986.0,402511.0,93937.0,153271.0,88572.0,29101.0,46270.0,4471.0,19196.0,12613.0,56001.0,204980.0,61315.0,14108.0,50000.0,18133.0
131.0,6143.0,TOKELAU ISLANDS,474140.0,2863141.0,701006.0,259794.0,15317.0,503.86,-75.52,-94.1,0.0,0.0,16675.0,0.0,19472.0,0.0,0.0,0.0,181090.0,82044.0,122321.0,88685.0,80314.0,2030816.0,90011.0,662000.0,259794.0,326923.0,106992.0,7297.0,15317.0
132.0,7830.0,TANZANIA,100499.0,96217.0,138901.0,106953.0,14878.0,-4.26,44.36,-86.09,10000.0,0.0,0.0,45283.0,14072.0,29925.0,6439.0,21715.0,2765.0,30000.0,3769.0,63965.0,16000.0,12100.0,38850.0,29267.0,106953.0,0.0,14419.0,17529.0,14878.0
133.0,7850.0,MAURITIUS,182174.0,148327.0,325588.0,244792.0,14268.0,-18.58,119.51,-94.17,15542.0,191593.0,9844.0,255377.0,233191.0,67422.0,38999.0,54567.0,63482.0,23780.0,68500.0,26412.0,51247.0,6797.0,48417.0,41866.0,244792.0,25005.0,31794.0,23997.0,14268.0
134.0,2486.0,DOMINICA,24658.0,11830.0,49576.0,42978.0,12870.0,-52.02,319.07,-70.05,0.0,33501.0,3000.0,24980.0,24225.0,222777.0,40616.0,682012.0,12167.0,12491.0,0.0,0.0,4230.0,7600.0,0.0,0.0,42978.0,6598.0,0.0,0.0,12870.0
135.0,6414.0,FRENCH POLYNESIA,386604.0,25527.0,131829.0,36785.0,11501.0,-93.4,416.43,-68.73,11855.0,25141.0,7687.0,3762.0,25447.0,7530.0,3836.0,3500.0,5820.0,23444.0,357340.0,0.0,0.0,2578.0,13555.0,9394.0,36785.0,53276.0,25032.0,16736.0,11501.0
136.0,6225.0,PITCAIRN ISLAND,0.0,0.0,0.0,0.0,10845.0,0.nan,0.nan,0.inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10845.0
137.0,5070.0,IRAN,0.0,0.0,5800.0,0.0,10781.0,0.nan,0.inf,0.inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5800.0,0.0,0.0,10781.0
138.0,7904.0,REUNION,0.0,208109.0,310326.0,10771.0,8756.0,0.inf,49.12,-18.71,0.0,0.0,0.0,0.0,3100.0,0.0,43560.0,0.0,0.0,0.0,0.0,0.0,196275.0,0.0,0.0,11834.0,10771.0,9811.0,227116.0,62628.0,8756.0
139.0,7550.0,GABON,28849.0,7840.0,21339.0,0.0,8754.0,-72.82,172.18,0.inf,0.0,0.0,23923.0,0.0,0.0,3900.0,35000.0,0.0,0.0,12952.0,0.0,15897.0,0.0,0.0,0.0,7840.0,0.0,0.0,21339.0,0.0,8754.0
140.0,7470.0,SIERRA LEONE,15580.0,60760.0,22770.0,12570.0,7903.0,289.99,-62.52,-37.13,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,15580.0,2722.0,8255.0,7111.0,42672.0,12570.0,10200.0,0.0,0.0,7903.0
141.0,2488.0,ST. VINCENT,604454.0,31801.0,107654.0,26392.0,7888.0,-94.74,238.52,-70.11,10978.0,3000.0,23909.0,0.0,48180.0,257126.0,126557.0,16387.0,35952.0,113386.0,190265.0,264851.0,8334.0,7618.0,15849.0,0.0,26392.0,14728.0,23599.0,42935.0,7888.0
142.0,2481.0,ANGUILLA,111263.0,0.0,5680.0,5680.0,7560.0,-100.0,0.inf,33.1,5835.0,15032.0,4700.0,3500.0,24558.0,6900.0,4000.0,19182.0,5850.0,0.0,12000.0,93413.0,0.0,0.0,0.0,0.0,5680.0,0.0,0.0,0.0,7560.0
143.0,2482.0,BRITISH VIRGIN ISLANDS,820400.0,72306.0,955663.0,11910.0,7507.0,-91.19,1221.69,-36.97,26279.0,274672.0,29138.0,121303.0,27031.0,7483.0,0.0,8000.0,19697.0,32320.0,719095.0,49288.0,35004.0,20050.0,2684.0,14568.0,11910.0,35448.0,902715.0,5590.0,7507.0
144.0,7450.0,MALI,40149.0,50213.0,93379.0,3225.0,7500.0,25.07,85.97,132.56,0.0,3700.0,0.0,0.0,2850.0,0.0,0.0,0.0,36649.0,0.0,3500.0,0.0,0.0,0.0,50213.0,0.0,3225.0,17756.0,0.0,72398.0,7500.0
145.0,7870.0,MOZAMBIQUE,8553.0,60861.0,5342.0,0.0,7240.0,611.57,-91.22,0.inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,3692.0,0.0,4861.0,0.0,0.0,14651.0,0.0,46210.0,0.0,0.0,0.0,5342.0,7240.0
146.0,7920.0,NAMIBIA,85815.0,106949.0,32290.0,3000.0,6500.0,24.63,-69.81,116.67,74250.0,0.0,23180.0,15648.0,41893.0,11940.0,5850.0,0.0,25365.0,19335.0,41115.0,0.0,0.0,0.0,94210.0,12739.0,3000.0,12631.0,4005.0,12654.0,6500.0
147.0,3720.0,FALKLAND ISLANDS,0.0,0.0,0.0,0.0,5978.0,0.nan,0.nan,0.inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5978.0
148.0,7741.0,ERITREA,0.0,54625.0,21300.0,21300.0,5000.0,0.inf,-61.01,-76.53,0.0,134873.0,0.0,0.0,0.0,16285.0,0.0,6424.0,0.0,0.0,0.0,0.0,0.0,0.0,22925.0,31700.0,21300.0,0.0,0.0,0.0,5000.0
149.0,5550.0,CAMBODIA,91959.0,247400.0,801868.0,15281.0,4976.0,169.03,224.12,-67.44,5000.0,0.0,0.0,23382.0,3900.0,6425.0,9522.0,0.0,18958.0,0.0,69221.0,3780.0,205970.0,5000.0,5000.0,31430.0,15281.0,650151.0,38518.0,97918.0,4976.0
150.0,1010.0,GREENLAND,201678.0,154321.0,35173.0,8339.0,4781.0,-23.48,-77.21,-42.67,0.0,0.0,0.0,15746.0,0.0,0.0,0.0,132917.0,114352.0,35859.0,40337.0,11130.0,69537.0,56316.0,3793.0,24675.0,8339.0,11664.0,10550.0,4620.0,4781.0
151.0,5460.0,BURMA,14439.0,3440.0,18422.0,0.0,4615.0,-76.18,435.52,0.inf,203219.0,74649.0,0.0,0.0,0.0,4465.0,0.0,3634.0,10039.0,0.0,0.0,4400.0,0.0,0.0,3440.0,0.0,0.0,18422.0,0.0,0.0,4615.0
152.0,7950.0,SWAZILAND,26043.0,30090.0,54249.0,0.0,3658.0,15.54,80.29,0.inf,0.0,0.0,0.0,4950.0,0.0,195217.0,0.0,3500.0,0.0,15295.0,7487.0,3261.0,21040.0,9050.0,0.0,0.0,0.0,0.0,0.0,54249.0,3658.0
