College,,Dept,Dept Abbrv,,Degree Program,,,Major Abbrv,,Opt.,,Degree,,Level,,CIP
SC,,Biology,BIOL,,BIOLOGY,,,BIOL,,,,BS,,2.0,,26010100
SC,,Biology,BIOL,,BIOLOGY,,,BIOL,,,,BA,,2.0,,26010100
SC,,Biology,BIOL,,BIOLOGY,,,BIOL,,,,MS,,3.0,,26010100
SC,,Biology,BIOL,,BIOLOGY,,,BIOL,,,,PHD,,4.0,,26010100
V M,,College Interdisciplinary,CLVM,,BIOMEDICAL SCIENCE,,,BIMS,,,,BS,,2.0,,26010200
V M,,College Interdisciplinary,CLVM,,,BIOMED SCI-APPLIED SCIENCE (end 2006),,BIMS,,APS,,BS,,2.0,,26010200
V M,,College Interdisciplinary,CLVM,,,BIOMED SCI-VETERINARY MED BIOTCHN (end 2006),,BIMS,,VMB,,BS,,2.0,,26010200
AGLS,,Biochemistry & Biophysics,BCBP,,BIOCHEMISTRY,,,BICH,,,,BS,,2.0,,26020200
AGLS,,Biochemistry & Biophysics,BCBP,,BIOCHEMISTRY,,,BICH,,,,MS,,3.0,,26020200
AGLS,,Biochemistry & Biophysics,BCBP,,BIOCHEMISTRY,,,BICH,,,,PHD,,4.0,,26020200
AGLS,,Biochemistry & Biophysics,BCBP,,BIPHYSICS,,,BIPH,,,,MS,,3.0,,26020300
SC,,Biology,BIOL,,BOTANY,,,BOTN,,,,BS,,2.0,,26030100
SC,,Biology,BIOL,,BOTANY,,,BOTN,,,,MS,,3.0,,26030100
SC,,Biology,BIOL,,BOTANY,,,BOTN,,,,PHD,,4.0,,26030100
AGLS,,Plant Pathology & Micro,PLPM,,PLANT PATHOLOGY,,,PLPA,,,,MS,,3.0,,26030500
AGLS,,Plant Pathology & Micro,PLPM,,PLANT PATHOLOGY,,,PLPA,,,,PHD,,4.0,,26030500
INTD,,University Interdisciplinary,INTD,,PLANT PHYSIOLOGY (end 2005),,,PPHY,,,,MS,,3.0,,26030700
INTD,,University Interdisciplinary,INTD,,MOLECULAR & ENVIRONMENTAL PLANT SCIENCE,,,MEPS,,,,MS,,3.0,,26030700
INTD,,University Interdisciplinary,INTD,,MOLECULAR & ENVIRONMENTAL PLANT SCIENCE,,,MEPS,,,,PHD,,4.0,,26030700
INTD,,University Interdisciplinary,INTD,,PLANT PHYSIOLOGY (end 2005),,,PPHY,,,,PHD,,4.0,,26030700
SC,,Biology,BIOL,,MOLECULAR & CELL BIOLOGY,,,BMCB,,,,BS,,2.0,,26040600
SC,,Biology,BIOL,,MICROBIOLOGY,,,MBIO,,,,BS,,2.0,,26050200
SC,,Biology,BIOL,,MICROBIOLOGY,,,MBIO,,,,MS,,3.0,,26050200
SC,,Biology,BIOL,,MICROBIOLOGY,,,MBIO,,,,PHD,,4.0,,26050200
AGLS,,Wildlife & Fisheries Sci,WFSC,,,WL & FS SCI-VERTEBRATE ZOOLOGY,,WFSC,,VZY,,BS,,2.0,,26070100
SC,,Biology,BIOL,,ZOOLOGY,,,ZOOL,,,,BS,,2.0,,26070100
SC,,Biology,BIOL,,ZOOLOGY,,,ZOOL,,,,MS,,3.0,,26070100
SC,,Biology,BIOL,,ZOOLOGY,,,ZOOL,,,,PHD,,4.0,,26070100
AGLS,,Entomology,ENTO,,ENTOMOLOGY,,,ENTO,,,,BS,,2.0,,26070200
AGLS,,Entomology,ENTO,,,ENTO-ENTOMOLOGY SCIENCE (end 2003),,ENTO,,ESO,,BS,,2.0,,26070200
AGLS,,Entomology,ENTO,,ENTOMOLOGY,,,ENTO,,,,MS,,3.0,,26070200
AGLS,,Entomology,ENTO,,ENTOMOLOGY,,,ENTO,,,,PHD,,4.0,,26070200
INTD,,University Interdisciplinary,INTD,,GENETICS,,,GENE,,,,MS,,3.0,,26080200
INTD,,University Interdisciplinary,INTD,,GENETICS,,,GENE,,,,PHD,,4.0,,26080200
AGLS,,Biochemistry & Biophysics,BCBP,,GENETICS,,,GENE,,,,BS,,2.0,,26080200
INTD,,University Interdisciplinary,INTD,,TOXICOLOGY,,,TOXI,,,,MS,,3.0,,26100400
INTD,,University Interdisciplinary,INTD,,TOXICOLOGY,,,TOXI,,,,PHD,,4.0,,26100400
INTD,,University Interdisciplinary,COFD #1,,BIOTECHNOLOGY,,,BIOT,,,,MBIOT,,3.0,,26120100
AGLS,,Wildlife & Fisheries Sci,WFSC,,,WL & FS SCI-CONSERVATION BIOL & BIODIVERSITY,,WFSC,,CBB,,BS,,2.0,,26130100
SC,,Mathematics,MATH,,MATHEMATICS,,,MATH,,,,BA,,2.0,,27010100
SC,,Mathematics,MATH,,MATHEMATICS,,,MATH,,,,BS,,2.0,,27010100
SC,,Mathematics,MATH,,MATHEMATICS,,,MATH,,,,MS,,3.0,,27010100
SC,,Mathematics,MATH,,MATHEMATICS,,,MATH,,,,PHD,,4.0,,27010100
SC,,Mathematics,MATH,,APPLIED MATHEMATICAL SCIENCES,,,APMS,,,,BS,,2.0,,27030100
SC,,Statistics,STAT,,STATISTICS,,,STAT,,,,MS,,3.0,,27050100
SC,,Statistics,STAT,,STATISTICS,,,STAT,,,,PHD,,4.0,,27050100
AGLS,,Wildlife & Fisheries Sci,WFSC,,,WL & FS SCI-NAT RES COLLECTIONS & MUSEUMS,,WFSC,,NMO,,BS,,2.0,,30140100
INTD,,University Interdisciplinary,INTD,,NUTRITION,,,NUTR,,,,MS,,3.0,,30190100
INTD,,University Interdisciplinary,INTD,,NUTRITION,,,NUTR,,,,PHD,,4.0,,30190100
L A,,College Interdisciplinary,CLLA,,INTERNATIONAL STUDIES,,,INTS,,,,BA,,2.0,,30200100
EDUC,,College Interdisciplinary,CLED,,INTERDISCIPLINARY STUDIES,,,ISNC,,,,[BSIS],,2.0,,30999901
EDUC,,College Interdisciplinary,CLED,,,HUMAN RESOURCES MANAGEMENT,,ISNC,,HRM,,BSIS,,2.0,,30999901
EDUC,,College Interdisciplinary,CLED,,,TECHNOLOGY MANAGEMENT,,ISNC,,TCM,,BSIS,,2.0,,30999901
EDUC,,Teaching Learning & Culture,TLAC,,INTERDISCIPLINARY STUDIES,,,INST,,,,BS,,2.0,,30999901
ARCH,,Architecture,ARCH,,VISUALIZATION SCIENCES,,,VIZA,,,,MS,,3.0,,30999909
AGLS,,"Rec, Park, & Tourism Sci",RPTS,,"REC, PARK & TOURISM SCIENCES",,,RPTS,,,,[BS],,2.0,,31010100
AGLS,,"Rec, Park, & Tourism Sci",RPTS,,,R P& T SCI-PRK & NTRL RSCS MGMT,,RPTS,,PNR,,BS,,2.0,,31010100
AGLS,,"Rec, Park, & Tourism Sci",RPTS,,RECREATION & RESOURCES DEVELOPMENT,,,RRDV,,,,MAGR,,3.0,,31010100
AGLS,,"Rec, Park, & Tourism Sci",RPTS,,"RECREATION, PARK & TOURISM SCI",,,RPTS,,,,MS,,3.0,,31010100
AGLS,,"Rec, Park, & Tourism Sci",RPTS,,"RECREATION, PARK & TOURISM SCI",,,RPTS,,,,PHD,,4.0,,31010100
AGLS,,"Rec, Park, & Tourism Sci",RPTS,,,R P& T SCI-RCRTN & PRKS ADMIN,,RPTS,,RPA,,BS,,2.0,,31030100
EDUC,,Health & Kinesiology,HLKN,,KINESIOLOGY,,,KINE,,,,BS,,2.0,,31050110
EDUC,,Health & Kinesiology,HLKN,,KINESIOLOGY,,,KINE,,,,MS,,3.0,,31050110
EDUC,,Health & Kinesiology,HLKN,,KINESIOLOGY,,,KINE,,,,PHD,,4.0,,31050500
L A,,Philosophy & Humanities,PHUM,,PHILOSOPHY,,,PHIL,,,,BA,,2.0,,38010100
L A,,Philosophy & Humanities,PHUM,,PHILOSOPHY,,,PHIL,,,,MA,,3.0,,38010100
L A,,Philosophy & Humanities,PHUM,,PHILOSOPHY,,,PHIL,,,,PHD,,4.0,,38010100
GEOS,,College Interdisciplinary,CLGE,,GEOSCIENCES,,,GEOS,,,,MGSC,,3.0,,40010100
GEOS,,Atmospheric Sciences,ATMO,,METEOROLOGY,,,METR,,,,BS,,2.0,,40040100
GEOS,,Atmospheric Sciences,ATMO,,ATMOSPHERIC SCIENCE,,,ATMO,,,,MS,,3.0,,40040100
GEOS,,Atmospheric Sciences,ATMO,,ATMOSPHERIC SCIENCE,,,ATMO,,,,PHD,,4.0,,40040100
SC,,Chemistry,CHEM,,CHEMISTRY,,,CHEM,,,,BA,,2.0,,40050100
SC,,Chemistry,CHEM,,CHEMISTRY,,,CHEM,,,,BS,,2.0,,40050100
SC,,Chemistry,CHEM,,CHEMISTRY,,,CHEM,,,,MS,,3.0,,40050100
SC,,Chemistry,CHEM,,CHEMISTRY,,,CHEM,,,,PHD,,4.0,,40050100
GEOS,,Geology & Geophysics,GEPL,,GEOLOGY,,,GEOL,,,,BA,,2.0,,40060100
GEOS,,Geology & Geophysics,GEPL,,GEOLOGY,,,GEOL,,,,BS,,2.0,,40060100
GEOS,,Geology & Geophysics,GEPL,,EARTH SCIENCE,,,ESCI,,,,BS,,2.0,,40060100
GEOS,,Geology & Geophysics,GEPL,,GEOLOGY,,,GEOL,,,,MS,,3.0,,40060100
GEOS,,Geology & Geophysics,GEPL,,GEOLOGY,,,GEOL,,,,PHD,,4.0,,40060100
GEOS,,Geology & Geophysics,GEPL,,GEOPHYSICS,,,GEOP,,,,BS,,2.0,,40060300
GEOS,,Geology & Geophysics,GEPL,,GEOPHYSICS,,,GEOP,,,,MS,,3.0,,40060300
GEOS,,Geology & Geophysics,GEPL,,GEOPHYSICS,,,GEOP,,,,PHD,,4.0,,40060300
GEOS,,Oceanography,OCNG,,OCEANOGRAPHY,,,OCNG,,,,MS,,3.0,,40060700
GEOS,,Oceanography,OCNG,,OCEANOGRAPHY,,,OCNG,,,,PHD,,4.0,,40060700
GEOS,,Geology & Geophysics,GEPL,,,GEOL-ENGINEERING GEOLOGY,,GEOL,,EGO,,BS,,2.0,,40069901
SC,,Physics,PHYS,,PHYSICS,,,PHYS,,,,BA,,2.0,,40080100
SC,,Physics,PHYS,,PHYSICS,,,PHYS,,,,BS,,2.0,,40080100
SC,,Physics,PHYS,,PHYSICS,,,PHYS,,,,MS,,3.0,,40080100
SC,,Physics,PHYS,,PHYSICS,,,PHYS,,,,PHD,,4.0,,40080100
SC,,Physics,PHYS,,APPLIED PHYSICS,,,APHY,,,,PHD,,4.0,,40089901
ENGR,,Nuclear Engineering,NUEN,,HEALTH PHYSICS,,,HLPH,,,,MS,,3.0,,41020500
L A,,Psychology,PSYC,,PSYCHOLOGY,,,PSYC,,,,BA,,2.0,,42010100
L A,,Psychology,PSYC,,PSYCHOLOGY,,,PSYC,,,,BS,,2.0,,42010100
L A,,Psychology,PSYC,,PSYCHOLOGY,,,PSYC,,,,MS,,3.0,,42010100
L A,,Psychology,PSYC,,PSYCHOLOGY,,,PSYC,,,,PHD,,4.0,,42010100
L A,,Psychology,PSYC,,,PSYC-COMMUNITY CLINICAL,,PSYC,,CCO,,PHD,,4.0,,42020100
EDUC,,Educational Psychology,EPSY,,COUNSELING PSYCHOLOGY,,,CPSY,,,,PHD,,4.0,,42060100
L A,,Psychology,PSYC,,,PSYC-INDUSTRIAL/ORGANIZATIONAL,,PSYC,,IOO,,PHD,,4.0,,42090100
EDUC,,Educational Psychology,EPSY,,SCHOOL PSYCHOLOGY,,,SPSY,,,,PHD,,4.0,,42170100
EDUC,,Educational Psychology,EPSY,,EDUCATIONAL PSYCHOLOGY,,,EPSY,,,,MED,,3.0,,42180100
EDUC,,Educational Psychology,EPSY,,EDUCATIONAL PHSYCHOLOGY,,,EPSY,,,,MS,,3.0,,42180100
EDUC,,Educational Psychology,EPSY,,EDUCATIONAL PSYCHOLOGY,,,EPSY,,,,PHD,,4.0,,42180100
GB,,Geo Bush School of Govt,BUSH,,PUBLIC SERVICE AND ADMINISTRATION,,,BUSH,,,,MPSA,,3.0,,44040100
L A,,Anthropology,ANTH,,ANTHROPOLOGY,,,ANTH,,,,BA,,2.0,,45020100
L A,,Anthropology,ANTH,,ANTHROPOLOGY,,,ANTH,,,,MA,,3.0,,45020100
L A,,Anthropology,ANTH,,ANTHROPOLOGY,,,ANTH,,,,PHD,,4.0,,45020100
L A,,Economics,ECON,,ECONOMICS,,,ECON,,,,BA,,2.0,,45060100
L A,,Economics,ECON,,ECONOMICS,,,ECON,,,,BS,,2.0,,45060100
L A,,Economics,ECON,,ECONOMICS,,,ECON,,,,MS,,3.0,,45060100
L A,,Economics,ECON,,ECONOMICS,,,ECON,,,,PHD,,4.0,,45060100
GEOS,,Geography,GEOG,,GEOGRAPHY,,,GEOG,,,,BS,,2.0,,45070100
GEOS,,Geography,GEOG,,GEOGRAPHY,,,GEOG,,,,MS,,3.0,,45070100
GEOS,,Geography,GEOG,,GEOGRAPHY,,,GEOG,,,,PHD,,4.0,,45070100
GEOS,,Geography,GEOG,,,GEOGRAPHIC INFORMATIONAL SCIENCE,,GEOG,,GIS,,BS,,2.0,,45070200
GB,,Geo Bush School of Govt,BUSH,,INTERNATIONAL AFFAIRS,,,INTA,,,,MIA,,3.0,,45090100
L A,,Political Science,POLS,,POLITICAL SCIENCE,,,POLS,,,,BA,,2.0,,45100100
L A,,Political Science,POLS,,POLITICAL SCIENCE,,,POLS,,,,BS,,2.0,,45100100
L A,,Political Science,POLS,,POLITICAL SCIENCE,,,POLS,,,,MA,,3.0,,45100100
L A,,Political Science,POLS,,POLITICAL SCIENCE,,,POLS,,,,PHD,,4.0,,45100100
L A,,Sociology,SOCI,,SOCIOLOGY,,,SOCI,,,,BA,,2.0,,45110100
L A,,Sociology,SOCI,,SOCIOLOGY,,,SOCI,,,,BS,,2.0,,45110100
L A,,Sociology,SOCI,,SOCIOLOGY,,,SOCI,,,,MS,,3.0,,45110100
L A,,Sociology,SOCI,,SOCIOLOGY,,,SOCI,,,,PHD,,4.0,,45110100
AGLS,,Agricultrual Economics,AGEC,,RURAL SOCIOLOGY,,,RSOC,,,,MAGR,,3.0,,45110101
L A,,Performance Studies,PRFM,,THEATER ARTS,,,THAR,,,,BA,,2.0,,50050100
L A,,Performance Studies,PRFM,,MUSIC,,,MUSC,,,,BA,,2.0,,50090100
EDUC,,Health & Kinesiology,HLKN,,HEALTH,,,HLTH,,,,[BS],,2.0,,51000001
V M,,College Interdisciplinary,CLVM,,VETERINARY SCIENCE,,,VTSC,,,,BS,,2.0,,51110400
EDUC,,Health & Kinesiology,HLKN,,,COMMUNITY HEALTH OPTION,,HLTH,,CHO,,BS,,2.0,,51150400
V M,,College Interdisciplinary,CLVM,,VETERINARY MEDICINE,,,VTMD,,,,DVM,,5.0,,51240100
V M,,College Interdisciplinary,CLVM,,VETERINARY MEDICIAL SCIENCE,,,VMSC,,,,MS,,3.0,,51250100
V M,,Veterinary Pathobiology,VTPB,,VETERINARY MICROBIOLOGY,,,VTMI,,,,MS,,3.0,,51250100
V M,,Veterinary Pathobiology,VTPB,,VETERINARY MICROBIOLOGY,,,VTMI,,,,PHD,,4.0,,51250100
V M,,Vet Anatomy & Public Health,VAPH,,VETERINARY ANATOMY,,,VTAN,,,,MS,,3.0,,51250200
V M,,Vet Anatomy & Public Health,VAPH,,VETERINARY ANATOMY,,,VTAN,,,,PHD,,4.0,,51250200
V M,,Vet Physiology/Pharmacology,VTPP,,VETERINARY PHYSIOLOGY,,,VPHY,,,,MS,,3.0,,51250300
V M,,Vet Physiology/Pharmacology,VTPP,,VETERINARY PHYSIOLOGY,,,VPHY,,,,PHD,,4.0,,51250300
V M,,Veterinary Pathobiology,VTPB,,VETERINARY PATHOLOGY,,,VPAT,,,,MS,,3.0,,51250500
V M,,Veterinary Pathobiology,VTPB,,VETERINARY PATHOLOGY,,,VPAT,,,,PHD,,4.0,,51250500
V M,,Vet Large Animal Med & Surg,VLAM,,VETERINARY MEDICINE & SURGERY,,,VTMS,,,,MS,,3.0,,51250700
V M,,Vet Small Animal Med & Surg,VSAM,,VETERINARY MEDICINE & SURGERY,,,VTMS,,,,MS,,3.0,,51250800
V M,,College Interdisciplinary,CLVM,,LABORATORY ANIMAL MEDICINE,,,LAMD,,,,MS,,3.0,,51250900
V M,,Vet Anatomy & Public Health,VAPH,,VETERINARY PUBLIC HEALTH,,,VTPH,,,,MS,,3.0,,51251000
V M,,Vet Anatomy & Public Health,VAPH,,EPIDEMIOLOGY,,,EPID,,,,MS,,3.0,,51251000
V M,,Veterinary Pathobiology,VTPB,,VETERINARY PARASITOLOGY,,,VPAR,,,,MS,,3.0,,51251100
B A,,College Interdisciplinary,CLBA,,BUSINESS ADMINISTRATION,,,BUAD,,,,MBA,,3.0,,52020100
B A,,Management,MGMT,,MANAGEMENT,,,MGMT,,,,BBA,,2.0,,52020100
B A,,Management,MGMT,,MANAGEMENT,,,MGMT,,,,MS,,3.0,,52020100
B A,,Management,MGMT,,,BUSINESS ADMIN-MANAGEMENT,,MGMT,,MAN,,PHD,,4.0,,52020100
ENGR,,Engr Tech & Industrial Distr,ETID,,INDUSTRIAL DISTRIBUTION (via  Distance Education),,,IDIS,,,,MID,,3.0,,52020300
ARCH,,Construction Science,COSC,,CONSTRUCTION MANAGEMENT,,,COMG,,,,MS,,3.0,,52020500
B A,,Accounting,ACCT,,ACCOUNTING,,,ACCT,,,,BBA,,2.0,,52030100
B A,,Accounting,ACCT,,ACCOUNTING,,,ACCT,,,,MS,,3.0,,52030100
B A,,Accounting,ACCT,,,BUSINESS ADMIN-ACCOUNTING,,ACCT,,ACC,,PHD,,4.0,,52030100
B A,,Finance,FINC,,FINANCE,,,FINC,,,,BBA,,2.0,,52080100
B A,,Finance,FINC,,FINANCE,,,FINC,,,,MS,,3.0,,52080100
B A,,Finance,FINC,,,BUSINESS ADMIN-FINANCE,,FINC,,FIN,,PHD,,4.0,,52080100
AGLS,,"Rec, Park, & Tourism Sci",RPTS,,,R P& T SCI-TOURISM RSCS MGMT,,RPTS,,TRM,,BS,,2.0,,52090300
B A,,Information & Op Management,INFO,,MANAGEMENT INFORMATION SYSTEMS,,,MISY,,,,MS,,3.0,,52120100
B A,,Information & Op Management,INFO,,INFORMATION & OPERATIONS MANAGEMENT,,,INFO,,,,BBA,,2.0,,52130100
B A,,Information & Op Management,INFO,,,BUSINESS ADMIN-INFO & OP MANAGEMENT,,INFO,,BAN,,PHD,,4.0,,52130100
B A,,Marketing,MKTG,,MARKETING,,,MKTG,,,,BBA,,2.0,,52140100
B A,,Marketing,MKTG,,MARKETING,,,MKTG,,,,MS,,3.0,,52140100
B A,,Marketing,MKTG,,,BUSINESS ADMIN-MARKETING,,MKTG,,MKT,,PHD,,4.0,,52140100
ARCH,,Landscape Arch & Urban Pl,LAUP,,LAND DEVELOPMENT,,,LDEV,,,,MS,,3.0,,52150100
B A,,Finance,FINC,,LAND ECONOMICS & REAL ESTATE,,,MLER,,,,MLERE,,3.0,,52150100
B A,,Accounting,ACCT,,,ACCT-TAXATION,,ACCT,,TAX,,MS,,3.0,,52160100
ENGR,,Engr Tech & Industrial Distr,ETID,,INDUSTRIAL DISTRIBUTION,,,IDIS,,,,BS,,2.0,,52180100
L A,,History,HIST,,HISTORY,,,HIST,,,,BA,,2.0,,54010100
L A,,History,HIST,,HISTORY,,,HIST,,,,MA,,3.0,,54010100
L A,,History,HIST,,HISTORY,,,HIST,,,,PHD,,4.0,,54010100
