County,AEA,District,District Name,Dropouts by Grade Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,,Grade 7-12 Enrollment,Total Dropouts,Dropouts as Percent of Enrollment
20.0,14.0,4572.0,MURRAY,0.0,0.0,0.0,0.0,0.0,3.0,,183.0,3.0,1.639344262295082
70.0,9.0,4581.0,MUSCATINE,0.0,0.0,15.0,15.0,18.0,10.0,,2402.0,58.0,2.4146544546211492
19.0,7.0,4599.0,NASHUA-PLAINFIELD,0.0,0.0,0.0,1.0,1.0,0.0,,413.0,2.0,0.48426150121065376
85.0,11.0,4617.0,NEVADA,0.0,0.0,0.0,2.0,4.0,8.0,,741.0,14.0,1.8893387314439947
19.0,1.0,4662.0,NEW HAMPTON,0.0,0.0,1.0,0.0,7.0,2.0,,655.0,10.0,1.5267175572519083
44.0,16.0,4689.0,NEW LONDON,0.0,1.0,0.0,1.0,0.0,2.0,,259.0,4.0,1.5444015444015444
87.0,14.0,4698.0,NEW MARKET,0.0,0.0,0.0,0.0,0.0,0.0,,26.0,0.0,0.0
11.0,5.0,4644.0,NEWELL-FONDA,0.0,0.0,0.0,0.0,0.0,1.0,,246.0,1.0,0.40650406504065045
50.0,11.0,4725.0,NEWTON,0.0,0.0,1.0,13.0,24.0,43.0,,1670.0,81.0,4.850299401197605
65.0,13.0,4751.0,NISHNA VALLEY,0.0,0.0,0.0,0.0,0.0,0.0,,167.0,0.0,0.0
1.0,14.0,2673.0,NODAWAY VALLEY,0.0,0.0,1.0,1.0,3.0,3.0,,328.0,8.0,2.4390243902439024
34.0,2.0,4761.0,NORA SPRINGS-ROCK FALLS,0.0,0.0,0.0,0.0,0.0,2.0,,245.0,2.0,0.8163265306122449
16.0,10.0,3691.0,NORTH CEDAR,0.0,0.0,1.0,1.0,1.0,1.0,,447.0,4.0,0.8948545861297539
98.0,2.0,4772.0,NORTH CENTRAL,0.0,0.0,0.0,0.0,0.0,2.0,,296.0,2.0,0.6756756756756757
33.0,1.0,4774.0,NORTH FAYETTE,0.0,0.0,0.0,0.0,1.0,0.0,,563.0,1.0,0.17761989342806395
95.0,2.0,873.0,NORTH IOWA,0.0,0.0,0.0,0.0,0.0,1.0,,283.0,1.0,0.35335689045936397
55.0,3.0,4778.0,NORTH KOSSUTH,0.0,0.0,0.0,0.0,0.0,0.0,,227.0,0.0,0.0
62.0,15.0,4776.0,NORTH MAHASKA,0.0,0.0,0.0,1.0,0.0,0.0,,307.0,1.0,0.32573289902280134
77.0,11.0,4779.0,NORTH POLK,0.0,0.0,0.0,1.0,0.0,0.0,,437.0,1.0,0.2288329519450801
82.0,9.0,4784.0,NORTH SCOTT,0.0,0.0,4.0,5.0,3.0,4.0,,1476.0,16.0,1.084010840108401
86.0,7.0,4785.0,NORTH TAMA COUNTY,0.0,0.0,0.0,2.0,1.0,0.0,,271.0,3.0,1.107011070110701
96.0,1.0,4787.0,NORTH WINNESHIEK,0.0,0.0,0.0,0.0,0.0,1.0,,168.0,1.0,0.5952380952380952
23.0,9.0,4773.0,NORTHEAST,0.0,0.0,0.0,1.0,0.0,0.0,,379.0,1.0,0.2638522427440633
40.0,5.0,4775.0,NORTHEAST HAMILTON,0.0,0.0,0.0,1.0,2.0,0.0,,158.0,3.0,1.89873417721519
57.0,10.0,4777.0,NORTH-LINN,0.0,0.0,0.0,0.0,2.0,2.0,,346.0,4.0,1.1560693641618496
98.0,2.0,4788.0,NORTHWOOD-KENSETT,0.0,0.0,0.0,0.0,0.0,2.0,,254.0,2.0,0.7874015748031495
91.0,11.0,4797.0,NORWALK,0.0,0.0,0.0,0.0,2.0,0.0,,931.0,2.0,0.21482277121374865
81.0,5.0,4860.0,ODEBOLT-ARTHUR,0.0,0.0,0.0,0.0,1.0,0.0,,231.0,1.0,0.4329004329004329
33.0,1.0,4869.0,OELWEIN,0.0,0.0,2.0,1.0,4.0,1.0,,802.0,8.0,0.997506234413965
8.0,11.0,4878.0,OGDEN,0.0,0.0,0.0,0.0,0.0,0.0,,405.0,0.0,0.0
30.0,3.0,4890.0,OKOBOJI,0.0,0.0,0.0,0.0,1.0,2.0,,459.0,3.0,0.6535947712418301
53.0,10.0,4905.0,OLIN CONSOLIDATED,0.0,0.0,0.0,0.0,0.0,0.0,,138.0,0.0,0.0
1.0,14.0,4978.0,ORIENT-MACKSBURG,0.0,0.0,0.0,1.0,0.0,1.0,,166.0,2.0,1.2048192771084338
66.0,2.0,4995.0,OSAGE,0.0,0.0,0.0,2.0,6.0,3.0,,560.0,11.0,1.9642857142857142
62.0,15.0,5013.0,OSKALOOSA,0.0,0.0,0.0,5.0,13.0,24.0,,1173.0,42.0,3.580562659846547
90.0,15.0,5049.0,OTTUMWA,0.0,0.0,15.0,33.0,32.0,30.0,,2148.0,110.0,5.121042830540038
39.0,11.0,5121.0,PANORAMA,0.0,0.0,0.0,1.0,2.0,1.0,,359.0,4.0,1.1142061281337048
12.0,7.0,5130.0,PARKERSBURG,0.0,0.0,0.0,0.0,0.0,0.0,,272.0,0.0,0.0
37.0,5.0,5139.0,PATON-CHURDAN,0.0,0.0,0.0,1.0,0.0,1.0,,112.0,2.0,1.7857142857142856
50.0,11.0,5160.0,PCM,0.0,0.0,1.0,1.0,3.0,4.0,,494.0,9.0,1.8218623481781375
54.0,15.0,5163.0,PEKIN,0.0,0.0,1.0,0.0,1.0,2.0,,341.0,4.0,1.1730205278592376
63.0,11.0,5166.0,PELLA,0.0,0.0,1.0,4.0,5.0,2.0,,935.0,12.0,1.2834224598930482
25.0,11.0,5184.0,PERRY,0.0,0.0,8.0,6.0,9.0,10.0,,802.0,33.0,4.114713216957606
82.0,9.0,5250.0,PLEASANT VALLEY,0.0,0.0,1.0,11.0,12.0,7.0,,1491.0,31.0,2.079141515761234
63.0,11.0,5256.0,PLEASANTVILLE,0.0,0.0,0.0,2.0,1.0,1.0,,338.0,4.0,1.183431952662722
76.0,5.0,5283.0,POCAHONTAS AREA,0.0,0.0,0.0,0.0,0.0,6.0,,426.0,6.0,1.4084507042253522
13.0,5.0,5301.0,POMEROY-PALMER,0.0,0.0,0.0,0.0,0.0,1.0,,173.0,1.0,0.5780346820809248
3.0,1.0,5310.0,POSTVILLE,0.0,1.0,0.0,0.0,0.0,0.0,,302.0,1.0,0.33112582781456956
94.0,5.0,5325.0,PRAIRIE VALLEY,0.0,0.0,1.0,1.0,4.0,4.0,,436.0,10.0,2.293577981651376
2.0,14.0,5328.0,PRESCOTT,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0
49.0,9.0,5337.0,PRESTON,0.0,0.0,1.0,0.0,2.0,1.0,,174.0,4.0,2.2988505747126435
69.0,14.0,5463.0,RED OAK,0.0,0.0,4.0,4.0,4.0,4.0,,611.0,16.0,2.618657937806874
75.0,12.0,5486.0,REMSEN-UNION,0.0,0.0,0.0,1.0,1.0,2.0,,200.0,4.0,2.0
45.0,1.0,5508.0,RICEVILLE,0.0,0.0,0.0,0.0,0.0,0.0,,249.0,0.0,0.0
97.0,12.0,1975.0,RIVER VALLEY,0.0,0.0,0.0,1.0,4.0,1.0,,260.0,6.0,2.307692307692308
78.0,13.0,5510.0,RIVERSIDE,0.0,0.0,0.0,1.0,0.0,3.0,,387.0,4.0,1.03359173126615
84.0,4.0,5607.0,ROCK VALLEY,0.0,0.0,0.0,0.0,0.0,4.0,,320.0,4.0,1.25
13.0,5.0,5625.0,ROCKWELL CITY-LYTTON,0.0,0.0,0.0,2.0,0.0,0.0,,281.0,2.0,0.7117437722419928
17.0,2.0,5616.0,ROCKWELL-SWALEDALE,0.0,0.0,0.0,0.0,0.0,0.0,,218.0,0.0,0.0
85.0,11.0,5643.0,ROLAND-STORY,0.0,0.0,0.0,0.0,0.0,0.0,,514.0,0.0,0.0
34.0,2.0,5697.0,RUDD-ROCKFORD-MARBLE RK,0.0,0.0,0.0,0.0,6.0,4.0,,327.0,10.0,3.058103975535168
59.0,15.0,5715.0,RUSSELL,0.0,0.0,0.0,0.0,0.0,0.0,,72.0,0.0,0.0
74.0,3.0,5724.0,RUTHVEN-AYRSHIRE,0.0,0.0,0.0,0.0,1.0,0.0,,157.0,1.0,0.6369426751592357
81.0,5.0,5742.0,SAC,0.0,0.0,0.0,0.0,1.0,2.0,,288.0,3.0,1.0416666666666665
77.0,11.0,5805.0,SAYDEL,0.0,0.0,8.0,7.0,9.0,3.0,,664.0,27.0,4.066265060240964
81.0,5.0,5823.0,SCHALLER-CRESTLAND,0.0,0.0,0.0,0.0,0.0,0.0,,269.0,0.0,0.0
24.0,12.0,5832.0,SCHLESWIG,0.0,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,0.0
55.0,3.0,5868.0,SENTRAL,0.0,0.0,0.0,0.0,0.0,0.0,,154.0,0.0,0.0
97.0,12.0,5877.0,SERGEANT BLUFF-LUTON,0.0,0.0,0.0,0.0,0.0,1.0,,543.0,1.0,0.1841620626151013
93.0,15.0,5895.0,SEYMOUR,0.0,0.0,2.0,1.0,1.0,1.0,,166.0,5.0,3.0120481927710845
35.0,2.0,5922.0,SHEFFIELD-CHAPIN,0.0,0.0,0.0,0.0,2.0,3.0,,180.0,5.0,2.7777777777777777
71.0,4.0,5949.0,SHELDON,0.0,0.0,0.0,0.0,4.0,3.0,,535.0,7.0,1.3084112149532712
73.0,13.0,5976.0,SHENANDOAH,0.0,0.0,7.0,9.0,6.0,5.0,,503.0,27.0,5.36779324055666
72.0,4.0,5994.0,SIBLEY-OCHEYEDAN,0.0,0.0,0.0,1.0,0.0,1.0,,489.0,2.0,0.408997955010225
36.0,13.0,6003.0,SIDNEY,0.0,0.0,1.0,0.0,1.0,0.0,,212.0,2.0,0.9433962264150944
54.0,15.0,6012.0,SIGOURNEY,0.0,0.0,1.0,0.0,2.0,2.0,,330.0,5.0,1.5151515151515151
84.0,4.0,6030.0,SIOUX CENTER,0.0,0.0,0.0,0.0,0.0,0.0,,438.0,0.0,0.0
11.0,5.0,6035.0,SIOUX CENTRAL,0.0,0.0,0.0,0.0,0.0,1.0,,309.0,1.0,0.3236245954692557
97.0,12.0,6039.0,SIOUX CITY,0.0,0.0,6.0,33.0,67.0,108.0,,6582.0,214.0,3.2512914007900338
52.0,10.0,6093.0,SOLON,0.0,0.0,0.0,0.0,2.0,0.0,,488.0,2.0,0.4098360655737705
21.0,3.0,6092.0,SOUTH CLAY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
40.0,5.0,6095.0,SOUTH HAMILTON,0.0,0.0,0.0,0.0,1.0,0.0,,374.0,1.0,0.267379679144385
71.0,4.0,6099.0,SOUTH O'BRIEN COMMUNITY,0.0,0.0,0.0,0.0,0.0,9.0,,430.0,9.0,2.0930232558139537
73.0,13.0,6097.0,SOUTH PAGE,0.0,0.0,0.0,0.0,3.0,0.0,,174.0,3.0,1.7241379310344827
86.0,6.0,6098.0,SOUTH TAMA COUNTY,0.0,0.0,3.0,12.0,16.0,12.0,,750.0,43.0,5.733333333333333
96.0,1.0,6100.0,SOUTH WINNESHIEK,0.0,0.0,0.0,0.0,0.0,0.0,,393.0,0.0,0.0
77.0,11.0,6101.0,SOUTHEAST POLK,0.0,0.0,2.0,1.0,1.0,4.0,,2058.0,8.0,0.3887269193391642
91.0,11.0,6094.0,SOUTHEAST WARREN,0.0,0.0,0.0,1.0,1.0,1.0,,281.0,3.0,1.0676156583629894
94.0,5.0,6096.0,SOUTHEAST WEBSTER,0.0,0.0,0.0,0.0,2.0,3.0,,330.0,5.0,1.5151515151515151
13.0,5.0,6091.0,SOUTHERN CAL,0.0,0.0,1.0,2.0,0.0,0.0,,326.0,3.0,0.9202453987730062
21.0,3.0,6102.0,SPENCER,0.0,1.0,0.0,1.0,2.0,4.0,,1147.0,8.0,0.6974716652136007
30.0,3.0,6120.0,SPIRIT LAKE,0.0,0.0,0.0,0.0,2.0,0.0,,639.0,2.0,0.3129890453834116
57.0,10.0,6138.0,SPRINGVILLE,0.0,0.0,0.0,0.0,0.0,2.0,,203.0,2.0,0.9852216748768473
66.0,2.0,5751.0,ST ANSGAR,0.0,0.0,0.0,0.0,0.0,0.0,,356.0,0.0,0.0
69.0,14.0,6165.0,STANTON,0.0,0.0,0.0,0.0,0.0,1.0,,157.0,1.0,0.6369426751592357
22.0,1.0,6175.0,STARMONT,0.0,0.0,0.0,0.0,2.0,1.0,,446.0,3.0,0.672645739910314
11.0,5.0,6219.0,STORM LAKE,0.0,0.0,11.0,7.0,3.0,4.0,,834.0,25.0,2.997601918465228
40.0,5.0,6246.0,STRATFORD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
39.0,11.0,6264.0,STUART-MENLO,0.0,0.0,1.0,2.0,0.0,1.0,,296.0,4.0,1.3513513513513513
9.0,7.0,6273.0,SUMNER,0.0,0.0,1.0,1.0,5.0,5.0,,341.0,12.0,3.519061583577713
30.0,3.0,6345.0,TERRIL,0.0,0.0,0.0,0.0,0.0,0.0,,95.0,0.0,0.0
16.0,10.0,6408.0,TIPTON,0.0,0.0,0.0,1.0,1.0,2.0,,425.0,4.0,0.9411764705882352
55.0,3.0,6417.0,TITONKA CONSOLIDATED,0.0,0.0,0.0,0.0,0.0,0.0,,61.0,0.0,0.0
78.0,13.0,6453.0,TREYNOR,0.0,0.0,0.0,0.0,0.0,0.0,,260.0,0.0,0.0
78.0,13.0,6460.0,TRI-CENTER,0.0,0.0,1.0,0.0,0.0,0.0,,363.0,1.0,0.27548209366391185
54.0,15.0,6462.0,TRI-COUNTY,0.0,0.0,1.0,0.0,0.0,1.0,,191.0,2.0,1.0471204188481675
9.0,7.0,6471.0,TRIPOLI,0.0,0.0,0.0,0.0,0.0,0.0,,215.0,0.0,0.0
33.0,1.0,6509.0,TURKEY VALLEY,0.0,0.0,0.0,0.0,0.0,1.0,,346.0,1.0,0.2890173410404624
63.0,11.0,6512.0,TWIN CEDARS,0.0,0.0,1.0,2.0,1.0,0.0,,242.0,4.0,1.6528925619834711
46.0,5.0,6516.0,TWIN RIVERS,0.0,0.0,0.0,0.0,0.0,0.0,,171.0,0.0,0.0
78.0,13.0,6534.0,UNDERWOOD,0.0,0.0,5.0,3.0,5.0,2.0,,362.0,15.0,4.143646408839778
7.0,7.0,6536.0,UNION,0.0,0.0,0.0,0.0,0.0,5.0,,609.0,5.0,0.8210180623973727
8.0,11.0,6561.0,UNITED,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
77.0,11.0,6579.0,URBANDALE,0.0,0.0,0.0,1.0,6.0,4.0,,1793.0,11.0,0.6134969325153374
33.0,1.0,6591.0,VALLEY,0.0,0.0,0.0,0.0,2.0,4.0,,278.0,6.0,2.158273381294964
89.0,15.0,6592.0,VAN BUREN,0.0,0.0,0.0,0.0,0.0,0.0,,285.0,0.0,0.0
25.0,11.0,6615.0,VAN METER,0.0,0.0,0.0,0.0,0.0,0.0,,224.0,0.0,0.0
17.0,2.0,6633.0,VENTURA,0.0,0.0,0.0,0.0,0.0,0.0,,171.0,0.0,0.0
69.0,14.0,6651.0,VILLISCA,0.0,0.0,0.0,3.0,1.0,1.0,,215.0,5.0,2.3255813953488373
6.0,10.0,6660.0,VINTON-SHELLSBURG,0.0,0.0,1.0,1.0,1.0,0.0,,817.0,3.0,0.36719706242350064
44.0,16.0,6700.0,WACO,0.0,0.0,0.0,0.0,2.0,0.0,,280.0,2.0,0.7142857142857143
81.0,5.0,6741.0,WALL LAKE VIEW AUBURN,0.0,0.0,0.0,0.0,1.0,2.0,,330.0,3.0,0.9090909090909091
78.0,13.0,6750.0,WALNUT,0.0,0.0,0.0,0.0,2.0,1.0,,128.0,3.0,2.34375
58.0,16.0,6759.0,WAPELLO,0.0,0.0,0.0,1.0,6.0,0.0,,350.0,7.0,2.0
9.0,7.0,6762.0,WAPSIE VALLEY,0.0,0.0,0.0,0.0,0.0,1.0,,336.0,1.0,0.2976190476190476
92.0,10.0,6768.0,WASHINGTON,0.0,0.0,0.0,2.0,3.0,2.0,,819.0,7.0,0.8547008547008548
7.0,7.0,6795.0,WATERLOO,0.0,0.0,46.0,39.0,15.0,27.0,,4680.0,127.0,2.713675213675214
25.0,11.0,6822.0,WAUKEE,0.0,0.0,0.0,0.0,0.0,0.0,,826.0,0.0,0.0
9.0,7.0,6840.0,WAVERLY-SHELL ROCK,0.0,0.0,1.0,2.0,5.0,7.0,,1061.0,15.0,1.413760603204524
93.0,15.0,6854.0,WAYNE,0.0,0.0,0.0,2.0,0.0,0.0,,327.0,2.0,0.6116207951070336
40.0,5.0,6867.0,WEBSTER CITY,0.0,0.0,0.0,0.0,0.0,0.0,,912.0,0.0,0.0
38.0,6.0,6894.0,WELLSBURG-STEAMBOAT ROCK,0.0,0.0,0.0,0.0,0.0,0.0,,127.0,0.0,0.0
74.0,3.0,6921.0,WEST BEND-MALLARD,0.0,0.0,0.0,0.0,0.0,0.0,,254.0,0.0,0.0
16.0,10.0,6930.0,WEST BRANCH,0.0,0.0,0.0,2.0,1.0,1.0,,370.0,4.0,1.0810810810810811
29.0,16.0,6937.0,WEST BURLINGTON IND,0.0,0.0,0.0,1.0,1.0,2.0,,320.0,4.0,1.25
33.0,1.0,6943.0,WEST CENTRAL,0.0,0.0,0.0,0.0,1.0,0.0,,180.0,1.0,0.5555555555555556
28.0,1.0,6950.0,WEST DELAWARE COUNTY,0.0,0.0,2.0,3.0,12.0,14.0,,1035.0,31.0,2.995169082125604
77.0,11.0,6957.0,WEST DES MOINES,0.0,1.0,11.0,10.0,10.0,8.0,,3771.0,40.0,1.0607265977194378
41.0,2.0,819.0,WEST HANCOCK,0.0,0.0,1.0,0.0,5.0,3.0,,378.0,9.0,2.380952380952381
43.0,13.0,6969.0,WEST HARRISON,0.0,0.0,0.0,0.0,0.0,0.0,,241.0,0.0,0.0
70.0,9.0,6975.0,WEST LIBERTY,0.0,0.0,2.0,3.0,1.0,1.0,,531.0,7.0,1.3182674199623352
60.0,4.0,6983.0,WEST LYON,0.0,0.0,1.0,0.0,1.0,2.0,,408.0,4.0,0.9803921568627451
64.0,6.0,6985.0,WEST MARSHALL,0.0,0.0,0.0,0.0,0.0,0.0,,388.0,0.0,0.0
67.0,12.0,6987.0,WEST MONONA,0.0,0.0,1.0,2.0,4.0,1.0,,367.0,8.0,2.17983651226158
84.0,4.0,6990.0,WEST SIOUX,0.0,0.0,0.0,0.0,2.0,1.0,,371.0,3.0,0.8086253369272237
31.0,1.0,6961.0,WESTERN DUBUQUE,0.0,0.0,0.0,3.0,9.0,8.0,,1496.0,20.0,1.3368983957219251
97.0,12.0,6992.0,WESTWOOD,0.0,0.0,0.0,0.0,7.0,0.0,,376.0,7.0,1.8617021276595744
67.0,12.0,7002.0,WHITING,0.0,0.0,0.0,0.0,0.0,1.0,,124.0,1.0,0.8064516129032258
48.0,10.0,7029.0,WILLIAMSBURG,0.0,0.0,0.0,0.0,0.0,0.0,,468.0,0.0,0.0
70.0,9.0,7038.0,WILTON,0.0,0.0,0.0,3.0,4.0,2.0,,453.0,9.0,1.9867549668874174
44.0,16.0,7047.0,WINFIELD-MT UNION,0.0,0.0,0.0,0.0,0.0,0.0,,295.0,0.0,0.0
61.0,11.0,7056.0,WINTERSET,0.0,0.0,0.0,0.0,0.0,0.0,,838.0,0.0,0.0
41.0,2.0,7083.0,WODEN-CRYSTAL LAKE,0.0,0.0,0.0,0.0,0.0,0.0,,142.0,0.0,0.0
43.0,13.0,7092.0,WOODBINE,0.0,0.0,1.0,1.0,2.0,1.0,,296.0,5.0,1.6891891891891893
97.0,12.0,7098.0,WOODBURY CENTRAL,0.0,0.0,0.0,0.0,0.0,0.0,,310.0,0.0,0.0
25.0,11.0,7110.0,WOODWARD-GRANGER,0.0,0.0,0.0,0.0,0.0,2.0,,308.0,2.0,0.6493506493506493
