IRN,Name,Residence IRN,DOR Name,ADM Total,ADM Public,ADM NonPublic,December Child Count,December Child Count Adjustment,Adjusted December Child Count,Adjustment Year,Poverty Count,Poverty Base Rate,Poverty Amount,ADM Base Rate,ADM Amount,Public ADM Amount,NonPublic ADM Amount,Initial Base Rate,Initial Base Amount,Adjusted Base Rate,Adjusted Base Amount,NP Eligible Count,child count_2011 Child Count,NP Per Pupil Calc,Total NP Proportional Share,Total IDEA Allocation,
043919,East Liverpool City SD,,,2453,2214,239,558,-45,513,2013,879,87.608,77007.432,106.168,260430.104,235055.952,25374.152,522.882,268238.4659,486.55,271493.05,3,471,1284.663683544304,3853.9910506329115,608930.586,
043927,East Palestine City SD,,,1303,1239,64,158,-6,152,2013,318,87.608,27859.344,106.168,138336.904,131542.152,6794.752,522.882,79478.064,506.55,80034.63,0,171,1439.9466549707604,0,246230.87800000003,
043935,Eaton Community Schools City S,,,2436,2256,180,228,-7,221,2013,429,87.608,37583.832,106.168,258625.248,239515.008,19110.24,522.882,115556.922,510.12,116307.97,0,268,1539.242723880597,0,412517.05,
043943,Elyria City SD,,,8383,6688,1695,1224,-131,1093,2013,2523,87.608,221034.984,106.168,890006.344,710051.584,179954.76,522.882,571510.026,474.95,581341.3,36,1143,1435.4390398642918,51675.805435114504,1692382.628,
043950,Euclid City SD,,,6637,5644,993,764,-60,704,2013,2156,87.608,188882.848,106.168,704637.016,599212.192,105424.824,522.882,368108.9279,487.5,372449.28,33,1081,1136.4175439856374,37501.77895152604,1265969.144,
043968,Fairborn Schools City SD,,,4780,4398,382,761,-57,704,2013,1209,87.608,105918.072,106.168,507483.04,466926.864,40556.176,522.882,368108.9279,489.15,372240.52,0,643,1532.87967651633,0,985641.6320000001,
043976,Fairview Park City SD,,,2464,1737,727,268,-11,257,2013,250,87.608,21902,106.168,261597.952,184413.816,77184.136,522.882,134380.674,505.05,135354.6,13,223,1774.8074237288138,23072.496508474578,418854.552,
043984,Findlay City SD,,,6271,5771,500,909,-42,867,2013,1262,87.608,110561.296,106.168,665779.528,612695.528,53084,522.882,453338.694,502.56,456830.28,0,998,1235.6423887775554,0,1233171.1040000003,
043992,Fostoria City SD,,,2306,1779,527,470,-16,454,2013,748,87.608,65530.784,106.168,244823.408,188872.872,55950.536,522.882,237388.428,508.47,238983.04,8,306,1749.4816305732484,13995.853044585987,549337.232,
044008,Franklin City SD,,,3885,3069,816,326,-29,297,2013,614,87.608,53791.312,106.168,412462.68,325829.592,86633.088,522.882,155295.954,482.83,157403.53,31,516,1140.1417221206582,35344.393385740404,623657.522,
044016,Fremont City City SD,,,5228,4259,969,603,-9,594,2013,964,87.608,84454.112,106.168,555046.304,452169.512,102876.792,522.882,310591.908,518.05,312385.48,0,702,1355.9628148148147,0,951885.896,
044024,Galion City SD,,,2210,1863,347,271,-30,241,2013,607,87.608,53178.056,106.168,234631.28,197790.984,36840.296,522.882,126014.562,473.38,128286.13,0,366,1136.8728579234973,0,416095.466,
044032,Gallipolis City SD,,,2507,2234,273,383,-10,373,2013,686,87.608,60099.088,106.168,266163.176,237179.312,28983.864,522.882,195034.9859,512.41,196251.34,0,504,1036.733341269841,0,522513.60399999993,
044040,Garfield Heights City SD,,,4873,3836,1037,517,-26,491,2013,1196,87.608,104779.168,106.168,517356.664,407260.448,110096.216,522.882,256735.062,500.61,258814.67,24,572,1478.1048691275168,35474.5168590604,880950.5020000001,
044057,Geneva Schools City SD,,,2853,2670,183,333,-9,324,2013,619,87.608,54229.352,106.168,302897.304,283468.56,19428.744,522.882,169413.7679,511.95,170478.65,0,394,1339.0997614213197,0,527605.306,
044065,Girard City SD,,,2047,1732,315,225,-8,217,2013,538,87.608,47133.104,106.168,217325.896,183882.976,33442.92,522.882,113465.3939,507.73,114239.62,19,253,1392.2743382352942,26453.21242647059,378698.62,
044073,Grandview Heights City SD,,,1101,1101,0,235,-2,233,2013,114,87.608,9987.312,106.168,116890.968,116890.968,0,522.882,121831.506,521.35,122516.62,0,104,2398.0278846153847,0,249394.9,
044081,Winton Woods City SD,,,4316,3490,826,641,-45,596,2013,1186,87.608,103903.088,106.168,458221.088,370526.32,87694.768,522.882,311637.6719,491.29,314919.52,31,612,1363.9870855365475,42283.599651632976,877043.696,
044099,Greenville City SD,,,2834,2686,148,392,-14,378,2013,659,87.608,57733.672,106.168,300880.112,285167.248,15712.864,522.882,197649.3959,507.65,199000.3,5,482,1144.9981190965093,5724.990595482546,557614.084,
044107,Hamilton City SD,,,10754,9582,1172,1565,-41,1524,2013,3126,87.608,273862.608,106.168,1141730.672,1017301.776,124428.896,522.882,796872.1679,512.36,801845.65,41,1656,1306.681750147319,53573.95175604008,2217438.93,
044115,Heath City SD,,,1719,1658,61,139,-12,127,2013,315,87.608,27596.52,106.168,182502.792,176026.544,6476.248,522.882,66406.014,484,67276.02,0,158,1755.540075949367,0,277375.332,
044123,Hillsboro City SD,,,2833,2669,164,219,-10,209,2013,763,87.608,66844.904,106.168,300773.944,283362.392,17411.552,522.882,109282.338,502.82,110118.52,9,348,1338.1999103641458,12043.799193277313,477737.368,
044131,Huron City City SD,,,1739,1469,270,177,-3,174,2013,208,87.608,18222.464,106.168,184626.152,155960.792,28665.36,522.882,90981.4679,517.02,91512.76,4,175,1644.4769608938548,6577.907843575419,294361.376,
044149,Ironton City SD,,,1954,1501,453,248,-1,247,2013,579,87.608,50725.032,106.168,207452.272,159358.168,48094.104,522.882,129151.854,523.67,129870.84,19,247,1458.8276090225563,27717.72457142857,388048.144,
044156,Jackson City SD,,,2755,2498,257,340,-16,324,2013,805,87.608,70524.44,106.168,292492.84,265207.664,27285.176,522.882,169413.7679,502.15,170732.21,9,367,1419.5465159574467,12775.91864361702,533749.49,
044164,Kent City SD,,,3789,3472,317,529,-6,523,2013,700,87.608,61325.6,106.168,402270.552,368615.296,33655.256,522.882,273467.2859,519.89,275020.58,23,457,1538.7848583333332,35392.05174166666,738616.732,
044172,Kenton City SD,,,2012,1871,141,264,-4,260,2013,447,87.608,39160.776,106.168,213610.016,198640.328,14969.688,522.882,135949.3199,517.94,136735.31,0,322,1209.6462795031057,0,389506.102,
044180,Kettering City SD,,,9441,7473,1968,834,-27,807,2013,1324,87.608,115992.992,106.168,1002332.088,793393.464,208938.624,522.882,421965.7739,509.3,424753.13,33,1227,1224.665246031746,40413.95311904762,1543078.21,
044198,Lakewood City SD,,,7078,5666,1412,1010,-29,981,2013,1748,87.608,153138.784,106.168,751457.104,601547.888,149909.216,522.882,512947.242,511.11,516220.01,53,814,1638.7726620530566,86854.951088812,1420815.898,
044206,Lancaster City SD,,,7200,5930,1270,628,-39,589,2013,1622,87.608,142100.176,106.168,764409.6,629576.24,134833.36,522.882,307977.4979,495.04,310885.94,10,931,1293.7255217853349,12937.255217853348,1217395.716,
044214,Lebanon City SD,,,6311,5598,713,365,-26,339,2013,568,87.608,49761.344,106.168,670026.248,594328.464,75697.784,522.882,177256.998,490.82,179149.91,5,678,1316.1603250366034,6580.801625183017,898937.5020000001,
044222,Lima City SD,,,4685,3817,868,946,-40,906,2013,2563,87.608,224539.304,106.168,497397.08,405243.256,92153.824,522.882,473731.0919,504.45,477213.8,15,934,1263.5934499473128,18953.901749209694,1199150.184,
044230,Lockland Local SD,,,627,605,22,103,-7,96,2013,329,87.608,28823.032,106.168,66567.336,64231.64,2335.696,522.882,50196.6719,492.33,50709.51,0,89,1641.5716629213482,0,146099.878,
044248,Logan-Hocking Local SD,,,4155,3933,222,461,-11,450,2013,1003,87.608,87870.824,106.168,441128.04,417558.744,23569.296,522.882,235296.8999,513.53,236737.73,0,643,1190.881172628305,0,765736.594,
044255,London City SD,,,2280,2063,217,250,-37,213,2013,472,87.608,41350.976,106.168,242063.04,219024.584,23038.456,522.882,111373.866,458,114500.07,8,237,1624.1391265306122,12993.113012244898,397914.086,
044263,Lorain City SD,,,8062,7387,675,1471,-297,1174,2013,4045,87.608,354374.36,106.168,855926.416,784263.016,71663.4,522.882,613863.468,437.46,643503.21,53,1501,1192.924057915058,63224.975069498076,1853803.986,
044271,Loveland City SD,,,5576,4672,904,354,-9,345,2013,435,87.608,38109.48,106.168,591992.768,496016.896,95975.872,522.882,180394.2899,512.75,181512.92,25,548,1416.4313577661433,35410.78394415358,811615.1680000001,
044289,Madeira City SD,,,1824,1416,408,138,0,138,2013,133,87.608,11651.864,106.168,193650.432,150333.888,43316.544,522.882,72157.7159,525.78,72558.24,0,178,1561.0142471910115,0,277860.536,
044297,Mansfield City SD,,,4132,3466,666,1023,-135,888,2013,1818,87.608,159271.344,106.168,438686.176,367978.288,70707.888,522.882,464319.216,464.49,475171.45,5,876,1218.080556186152,6090.402780930761,1073128.97,
044305,Maple Heights City SD,,,3838,3707,131,511,-32,479,2013,1352,87.608,118446.016,106.168,407472.784,393564.776,13908.008,522.882,250460.4779,494.8,252842.23,3,529,1463.836522556391,4391.509567669173,778761.03,
044313,Mariemont City SD,,,1808,1607,201,150,-3,147,2013,124,87.608,10863.392,106.168,191951.744,170611.976,21339.768,522.882,76863.654,515.47,77321.22,0,168,1667.4783095238097,0,280136.356,
044321,Marietta City SD,,,3202,2910,292,433,-11,422,2013,760,87.608,66582.08,106.168,339949.936,308948.88,31001.056,522.882,220656.2039,512.76,222024.27,12,491,1249.6148827037773,14995.378592445328,628556.286,
044339,Marion City SD,,,4730,4258,472,877,-59,818,2013,1577,87.608,138157.816,106.168,502174.64,452063.344,50111.296,522.882,427717.4759,492.64,432046.98,1,935,1145.7045256410256,1145.7045256410256,1072379.436,
044347,Martins Ferry City SD,,,1699,1489,210,212,-1,211,2013,453,87.608,39686.424,106.168,180379.432,158084.152,22295.28,522.882,110328.1019,523.32,110942.96,8,247,1298.0737882352942,10384.590305882353,331008.816,
044354,Massillon City SD,,,4363,4045,318,738,-54,684,2013,1240,87.608,108633.92,106.168,463210.984,429449.56,33761.424,522.882,357651.2879,489.94,361572.32,0,771,1210.657878080415,0,933417.224,
044362,Maumee City SD,,,3491,2696,795,426,-20,406,2013,435,87.608,38109.48,106.168,370632.488,286228.928,84403.56,522.882,212290.0919,502.21,213939.99,76,479,1121.9494738738738,85268.1600144144,622681.958,
044370,Mayfield City SD,,,5918,4484,1434,558,-10,548,2013,443,87.608,38810.344,106.168,628302.224,476057.312,152244.912,522.882,286539.3359,516.53,288222.38,23,633,1456.303274390244,33494.97531097561,955334.9480000001,
044388,Medina City SD,,,8282,7436,846,897,-17,880,2013,746,87.608,65355.568,106.168,879283.376,789465.248,89818.128,522.882,460136.16,516,462856.45,38,978,1385.3301122047244,52642.54426377953,1407495.394,
044396,Miamisburg City SD,,,7062,5528,1534,466,-36,430,2013,1039,87.608,91024.712,106.168,749758.416,586896.704,162861.712,522.882,224839.26,488.08,227444.66,0,809,1320.4298986402966,0,1068227.788,
044404,Middletown City SD,,,8336,6359,1977,1413,-215,1198,2013,2650,87.608,232161.2,106.168,885016.448,675122.312,209894.136,522.882,626412.6359,456.35,644818.6,0,1189,1481.9144222035322,0,1761996.248,
044412,Mt Healthy City SD,,,3911,3489,422,534,-74,460,2013,1655,87.608,144991.24,106.168,415223.048,370420.152,44802.896,522.882,240525.7199,461.79,246596.31,0,680,1186.4861735294119,0,806810.598,
044420,Mount Vernon City SD,,,4576,4031,545,684,-27,657,2013,986,87.608,86381.488,106.168,485824.768,427963.208,57861.56,522.882,343533.474,505.82,345979.4,8,686,1323.0340864553316,10584.272691642653,918185.6560000001,
044438,Napoleon Area City SD,,,2441,2001,440,293,-6,287,2013,374,87.608,32765.392,106.168,259156.088,212442.168,46713.92,522.882,150067.134,515.23,150963.41,3,407,1080.2070487804879,3240.621146341464,442884.89,
044446,Nelsonville-York City SD,,,1321,1277,44,226,-9,217,2013,369,87.608,32327.352,106.168,140247.928,135576.536,4671.392,522.882,113465.3939,505.65,114276.43,0,257,1116.1545136186771,0,286851.71,
044453,Newark City SD,,,7194,6161,1033,789,-142,647,2013,1925,87.608,168645.4,106.168,763772.592,654101.048,109671.544,522.882,338304.654,445.59,351570.12,0,1087,1181.221814167433,0,1283988.1119999997,
044461,New Boston Local SD,,,441,429,12,52,-2,50,2013,159,87.608,13929.672,106.168,46820.088,45546.072,1274.016,522.882,26144.1,506.31,26328.16,0,74,1176.728648648649,0,87077.92000000001,
044479,New Lexington City SD,,,2018,1841,177,292,-12,280,2013,670,87.608,58697.36,106.168,214247.024,195455.288,18791.736,522.882,146406.96,505.03,147468.67,13,276,1454.7164498269897,18911.313847750866,420413.054,
044487,New Philadelphia City SD,,,3361,2940,421,437,-14,423,2013,721,87.608,63165.368,106.168,356830.648,312133.92,44696.728,522.882,221179.086,509.46,222635.27,10,533,1183.4830313075506,11834.830313075507,642631.286,
044495,Niles City SD,,,2852,2691,161,390,-45,345,2013,955,87.608,83665.64,106.168,302791.136,285698.088,17093.048,522.882,180394.2899,471.39,183843.21,0,391,1458.5677391304348,0,570299.986,
044503,North Canton City SD,,,5051,4694,357,555,-10,545,2013,459,87.608,40212.072,106.168,536254.568,498352.592,37901.976,522.882,284970.6899,516.48,286645.52,21,538,1544.0289087656531,32424.607084078714,863112.16,
044511,North College Hill City SD,,,1882,1654,228,156,-14,142,2013,570,87.608,49936.56,106.168,199808.176,175601.872,24206.304,522.882,74249.2439,482.48,75267.57,0,256,1269.5793203125002,0,325012.30600000004,
044529,North Olmsted City SD,,,4671,4055,616,482,-14,468,2013,859,87.608,75255.272,106.168,495910.728,430511.24,65399.488,522.882,244708.776,510.94,246274.83,11,584,1373.8501344537815,15112.351478991597,817440.83,
044537,North Ridgeville City SD,,,4750,3904,846,425,-17,408,2013,463,87.608,40562.504,106.168,504298,414479.872,89818.128,522.882,213335.8559,505.56,214863.79,12,559,1330.5154010507881,15966.184812609457,759724.294,
044545,North Royalton City SD,,,5811,4620,1191,400,-15,385,2013,464,87.608,40650.112,106.168,616942.248,490496.16,126446.088,522.882,201309.5699,506.78,202712.03,16,469,1773.8234845360826,28381.17575257732,860304.39,
044552,Norton City SD,,,2572,2568,4,238,-14,224,2013,281,87.608,24617.848,106.168,273064.096,272639.424,424.672,522.882,117125.5679,496.57,118184.63,0,250,1663.466296,0,415866.574,
044560,Norwalk City SD,,,3729,2981,748,458,-14,444,2013,680,87.608,59573.44,106.168,395900.472,316486.808,79413.664,522.882,232159.608,510.19,233666.57,2,400,1714.2798059701495,3428.559611940299,689140.4820000001,
044578,Norwood City Schools City SD,,,2183,2085,98,339,-11,328,2013,906,87.608,79372.848,106.168,231764.744,221360.28,10404.464,522.882,171505.2959,509.26,172639.03,0,340,1422.8724176470587,0,483776.622,
044586,Oakwood City SD,,,2108,2077,31,124,-1,123,2013,147,87.608,12878.376,106.168,223802.144,220510.936,3291.208,522.882,64314.486,521.58,64675.68,5,231,1276.9330508474577,6384.6652542372885,301356.2,
044594,Oberlin City SD,,,1204,1100,104,181,-5,176,2013,332,87.608,29085.856,106.168,127826.272,116784.8,11041.472,522.882,92027.2319,511.65,92608.71,0,153,1630.8551503267975,0,249520.83800000002,
044602,Oregon City SD,,,4330,3813,517,451,-27,424,2013,587,87.608,51425.896,106.168,459707.44,404818.584,54888.856,522.882,221701.9679,496.09,223734.43,4,428,1701.0827916666665,6804.331166666666,734867.766,
044610,Orrville City SD,,,1762,1650,112,254,-6,248,2013,438,87.608,38372.304,106.168,187068.016,175177.2,11890.816,522.882,129674.736,513.65,130467.31,0,312,1140.7295833333333,0,355907.63,
044628,Painesville City Local SD,,,3310,3109,201,415,-42,373,2013,1130,87.608,98997.04,106.168,351416.08,330076.312,21339.768,522.882,195034.9859,477.46,198147.06,0,459,1412.9851416122006,0,648560.18,
044636,Parma City SD,,,15845,11399,4446,1948,-162,1786,2013,2563,87.608,224539.304,106.168,1682231.96,1210209.032,472022.928,522.882,933867.2519,485.42,945590.46,150,2233,1196.962536298783,179544.38044481748,2852361.724,
044644,Piqua City SD,,,4289,3631,658,513,-13,500,2013,1003,87.608,87870.824,106.168,455354.552,385496.008,69858.544,522.882,261440.9999,512.79,263061.09,44,649,1163.472533910534,51192.791492063494,806286.466,
044651,Port Clinton City SD,,,2284,1828,456,296,-3,293,2013,398,87.608,34867.984,106.168,242487.712,194075.104,48412.608,522.882,153204.4259,520.51,154070.63,0,373,1156.638943699732,0,431426.326,
044669,Portsmouth City SD,,,2434,1965,469,413,-56,357,2013,1242,87.608,108809.136,106.168,258412.912,208620.12,49792.792,522.882,186668.8739,463,191220.7,12,541,1009.8422206148282,12118.10664737794,558442.748,
044677,Princeton City SD,,,7466,5336,2130,654,-20,634,2013,1573,87.608,137807.384,106.168,792650.288,566512.448,226137.84,522.882,331507.1879,510.18,333659.3,115,815,1359.2655612903227,156315.5395483871,1264116.972,
044685,Ravenna City SD,,,2912,2823,89,500,-14,486,2013,707,87.608,61938.856,106.168,309161.216,299712.264,9448.952,522.882,254120.6519,511.46,255731.68,0,584,1073.3420410958904,0,626831.752,
044693,Reading Community City SD,,,2860,1623,1237,191,-10,181,2013,361,87.608,31626.488,106.168,303640.48,172310.664,131329.816,522.882,94641.6419,499.63,95428.55,27,283,1389.3403806451613,37512.19027741936,430695.518,
044701,Rocky River City SD,,,4533,2600,1933,297,-2,295,2013,280,87.608,24530.24,106.168,481259.544,276036.8,205222.744,522.882,154250.1899,522.27,155113.41,41,333,1767.1208395721926,72451.9544224599,660903.194,
044719,St Bernard-Elmwood Place City,,,1704,1078,626,193,-10,183,2013,339,87.608,29699.112,106.168,180910.272,114449.104,66461.168,522.882,95687.4059,499.88,96477.5399,0,209,1469.3154253588516,0,307086.9239,
044727,St Marys City SD,,,2360,2239,121,383,-5,378,2013,322,87.608,28209.776,106.168,250556.48,237710.152,12846.328,522.882,197649.3959,519.01,198780.35,11,421,1105.4319583333333,12159.751541666667,477546.606,
044735,Salem City SD,,,2232,2114,118,331,-7,324,2013,655,87.608,57383.24,106.168,236966.976,224439.152,12527.824,522.882,169413.7679,514.9,170430.34,1,315,1470.8245443037974,1470.8245443037974,464780.556,
044743,Sandusky City SD,,,3863,3279,584,724,-32,692,2013,1437,87.608,125892.696,106.168,410126.984,348124.872,62002.112,522.882,361834.344,503.53,364554.93,41,731,1166.5474222797927,47828.444313471504,900574.61,
044750,Shaker Heights City SD,,,7370,5394,1976,625,-18,607,2013,921,87.608,80686.968,106.168,782458.16,572670.192,209787.968,522.882,317389.3739,511.07,319416.02,6,759,1545.831566013072,9274.989396078432,1182561.148,
044768,Sheffield-Sheffield Lake City,,,1951,1871,80,225,-22,203,2013,314,87.608,27508.912,106.168,207133.768,198640.328,8493.44,522.882,106145.0459,478.95,107764.5,0,233,1469.558712446352,0,342407.18000000005,
044776,Shelby City SD,,,2639,2059,580,248,-5,243,2013,392,87.608,34342.336,106.168,280177.352,218599.912,61577.44,522.882,127060.3259,515.39,127817.55,4,300,1455.0567039473685,5820.226815789474,442337.238,
044784,Sidney City SD,,,4687,3603,1084,506,-14,492,2013,981,87.608,85943.448,106.168,497609.416,382523.304,115086.112,522.882,257257.944,511.63,258884.07,18,815,1011.3288523409364,18203.919342136855,842436.934,
044792,South Euclid-Lyndhurst City SD,,,5382,4127,1255,558,-14,544,2013,789,87.608,69122.712,106.168,571396.176,438155.336,133240.84,522.882,284447.8079,512.92,286206.84,128,705,1112.5158799519809,142402.03263385355,926725.7280000001,
044800,South-Western City SD,,,21971,20252,1719,2181,-226,1955,2013,5509,87.608,482632.472,106.168,2332617.128,2150114.336,182502.792,522.882,1022234.31,476.42,1039065.38,34,3041,1253.4357658536585,42616.81603902439,3854314.98,
044818,Springfield City SD,,,8598,7366,1232,1259,-130,1129,2013,3640,87.608,318893.12,106.168,912832.464,782033.488,130798.976,522.882,590333.7779,476.57,600007.73,20,1329,1357.8453031875465,27156.906063750932,1831733.3140000002,
044826,Steubenville City SD,,,3070,2299,771,425,-6,419,2013,963,87.608,84366.504,106.168,325935.76,244080.232,81855.528,522.882,219087.558,518.46,220347.55,6,358,1732.5544340659342,10395.326604395605,630649.814,
044834,Stow-Munroe Falls City SD,,,6001,5414,587,548,-21,527,2013,555,87.608,48622.44,106.168,637114.168,574793.552,62320.616,522.882,275558.8139,506.38,277495.84,18,602,1553.600722580645,27964.813006451608,963232.4479999999,
044842,Strongsville City SD,,,7330,6472,858,762,-18,744,2013,633,87.608,55455.864,106.168,778211.44,687119.296,91092.144,522.882,389024.208,513.65,391401.94,6,672,1806.8867905604718,10841.32074336283,1225069.244,
044859,Struthers City SD,,,2206,1969,237,237,-9,228,2013,486,87.608,42577.488,106.168,234206.608,209044.792,25161.816,522.882,119217.096,506.55,120051.95,0,287,1382.703993031359,0,396836.04600000003,
044867,Sycamore Community City SD,,,7960,5289,2671,441,-5,436,2013,667,87.608,58434.536,106.168,845097.28,561522.552,283574.728,522.882,227976.5519,519.89,229271.44,74,650,1564.6453812154698,115783.75820994476,1132803.256,
044875,Sylvania City SD,,,8826,7489,1337,1083,-30,1053,2013,1110,87.608,97244.88,106.168,937038.768,795092.152,141946.616,522.882,550594.7459,511.61,554076.06,67,1019,1462.5780000000002,97992.72600000001,1588359.708,
044883,Tallmadge City SD,,,2571,2568,3,299,-21,278,2013,434,87.608,38021.872,106.168,272957.928,272639.424,318.504,522.882,145361.196,491.28,146892.64,0,321,1426.3938940809971,0,457872.44000000006,
044891,Tiffin City SD,,,3580,2791,789,524,-27,497,2013,609,87.608,53353.272,106.168,380081.44,296314.888,83766.552,522.882,259872.3539,500.02,262010.45,0,548,1269.06051459854,0,695445.162,
044909,Toledo City SD,,,27510,22688,4822,5936,-1155,4781,2013,14502,87.608,1270491.216,106.168,2920681.68,2408739.584,511942.096,522.882,2499898.8419,440.14,2612690.3,241,3301,1920.9099932241672,462939.3083670243,6803863.196,
044917,Toronto City SD,,,810,789,21,142,-1,141,2013,206,87.608,18047.248,106.168,85996.08,83766.552,2229.528,522.882,73726.3619,522.11,74139.27,0,95,1875.606294736842,0,178182.598,
044925,Troy City SD,,,6043,4575,1468,539,-14,525,2013,905,87.608,79285.24,106.168,641573.224,485718.6,155854.624,522.882,274513.05,512.47,276223.12,0,554,1799.7862527075813,0,997081.584,
044933,Upper Arlington City SD,,,6528,5233,1295,620,-52,568,2013,378,87.608,33115.824,106.168,693064.704,555577.144,137487.56,522.882,296996.9759,485.1,300761.15,13,499,2005.7454648437501,26074.691042968752,1026941.6780000001,
044941,Urbana City SD,,,2183,2099,84,414,-12,402,2013,600,87.608,52564.8,106.168,231764.744,222846.632,8918.112,522.882,210198.5639,510.97,211543.03,0,483,1026.6512919254658,0,495872.57399999996,
044958,Vandalia-Butler City SD,,,3774,3324,450,431,-8,423,2013,582,87.608,50987.856,106.168,400678.032,352902.432,47775.6,522.882,221179.086,516.2,222483.42,16,500,1306.4909069767443,20903.85451162791,674149.3080000001,
044966,Van Wert City SD,,,2282,1987,295,356,-20,336,2013,490,87.608,42927.92,106.168,242275.376,210955.816,31319.56,522.882,175688.3519,497.82,177222.88,0,397,1164.801450881612,0,462426.176,
044974,Wadsworth City SD,,,5112,4827,285,364,-8,356,2013,424,87.608,37145.792,106.168,542730.816,512472.936,30257.88,522.882,186145.9919,514.48,187269.68,26,561,1306.893165247019,33979.22229642249,767146.2880000001,
044982,Wapakoneta City SD,,,3198,3021,177,401,-19,382,2013,417,87.608,36532.536,106.168,339525.264,320733.528,18791.736,522.882,199740.9239,502,201301.54,0,454,1271.7166079295152,0,577359.34,
044990,Warren City SD,,,5997,5455,542,1299,-174,1125,2013,2961,87.608,259407.288,106.168,636689.496,579146.44,57543.056,522.882,588242.2499,463.68,602314.3199,0,1073,1396.4688759552655,0,1498411.1039,
045005,Warrensville Heights City SD,,,1687,1687,0,325,-19,306,2013,844,87.608,73941.152,106.168,179105.416,179105.416,0,522.882,160001.892,496.74,161441.77,0,353,1174.187926345609,0,414488.338,
045013,Washington Court House City SD,,,2728,2326,402,271,-10,261,2013,568,87.608,49761.344,106.168,289626.304,246946.768,42679.536,522.882,136472.202,507.07,137416.82,0,402,1186.0807661691542,0,476804.468,
045021,Wellston City SD,,,1868,1562,306,267,-6,261,2013,632,87.608,55368.256,106.168,198321.824,165834.416,32487.408,522.882,136472.202,514.23,137299.04,0,299,1307.6559197324414,0,390989.12,
045039,Wellsville Local SD,,,850,823,27,146,-8,138,2013,283,87.608,24793.064,106.168,90242.8,87376.264,2866.536,522.882,72157.7159,498.47,72776.74,0,137,1370.8949197080292,0,187812.604,
045047,Westerville City SD,,,16064,14780,1284,1052,-97,955,2013,1883,87.608,164965.864,106.168,1705482.752,1569163.04,136319.712,522.882,499352.3099,481.4,506429.6,36,2031,1149.9168921141752,41397.00811611031,2376878.216,
045054,West Carrollton City SD,,,3888,3788,100,447,-23,424,2013,1002,87.608,87783.216,106.168,412781.184,402164.384,10616.8,522.882,221701.9679,500.05,223524.34,0,569,1272.563690685413,0,724088.74,
045062,Westlake City SD,,,4640,3984,656,442,-7,435,2013,508,87.608,44504.864,106.168,492619.52,422973.312,69646.208,522.882,227453.67,517.59,228773.56,16,630,1185.6005325077401,18969.608520123842,765897.9440000001,
045070,Whitehall City SD,,,3188,2829,359,427,-66,361,2013,1184,87.608,103727.872,106.168,338463.584,300349.272,38114.312,522.882,188760.4019,455.4,194453.81,1,423,1501.5218537735848,1501.5218537735848,636645.266,
045088,Wickliffe City SD,,,2198,1489,709,254,-4,250,2013,275,87.608,24092.2,106.168,233357.264,158084.152,75273.112,522.882,130720.4999,517.63,131478.69,10,204,1817.421280373832,18174.21280373832,388928.15400000004,
045096,Willard City SD,,,2026,1742,284,260,-4,256,2013,489,87.608,42840.312,106.168,215096.368,184944.656,30151.712,522.882,133857.7919,517.82,134632.65,13,274,1367.8373867595817,17781.886027874563,392569.32999999996,
045104,Willoughby-Eastlake City SD,,,9215,8384,831,1180,-23,1157,2013,1089,87.608,95405.112,106.168,978338.12,890112.512,88225.608,522.882,604974.4739,515.73,608563.67,12,1220,1365.508849025974,16386.10618831169,1682306.902,
045112,Wilmington City SD,,,3327,3179,148,286,-18,268,2013,705,87.608,61763.64,106.168,353220.936,337508.072,15712.864,522.882,140132.376,494.65,141470.57,0,405,1373.96332345679,0,556455.146,
045120,Wooster City SD,,,4306,3777,529,615,-11,604,2013,827,87.608,72451.816,106.168,457159.408,400996.536,56162.872,522.882,315820.7279,516.55,317675.36,9,694,1205.2440739687054,10847.196665718348,847286.5839999999,
045138,Worthington City SD,,,10410,9135,1275,912,-55,857,2013,948,87.608,83052.384,106.168,1105208.88,969844.68,135364.2,522.882,448109.874,495.88,452241.94,0,1103,1487.3102484134179,0,1640503.204,
045146,Wyoming City SD,,,2196,1949,247,165,-3,162,2013,129,87.608,11301.432,106.168,233144.928,206921.432,26223.496,522.882,84706.8839,516.4,85205.23,11,158,1950.601124260355,21456.612366863905,329651.58999999997,
045153,Xenia Community City SD,,,5571,4615,956,707,-56,651,2013,1208,87.608,105830.464,106.168,591461.928,489965.32,101496.608,522.882,340396.1819,487.19,344446.62,0,731,1425.0875677154584,0,1041739.012,
045161,Youngstown City SD,,,7775,5561,2214,2054,-555,1499,2013,4638,87.608,406325.904,106.168,825456.2,590400.248,235055.952,522.882,783800.1179,413.94,850226.1,173,1314,1400.140016139879,242224.22279219906,2082008.204,
045179,Zanesville City SD,,,4124,3551,573,858,-83,775,2013,1586,87.608,138946.288,106.168,437836.832,377002.568,60834.264,522.882,405233.55,479.41,411332.08,17,773,1250.778734177215,21263.238481012657,988115.2,
045187,Ada Ex.Village SD,,,913,888,25,74,-2,72,2013,130,87.608,11389.04,106.168,96931.384,94277.184,2654.2,522.882,37647.5039,511.95,37884.14,0,86,1700.053069767442,0,146204.564,
